2017-09-18 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-09-18 00:00:00,Close2017-09-18 00:00:00,group,RiskOn,Custom,PC2017-09-15 00:00:00,Close2017-09-15 00:00:00,vSTART,LastSEA,SEA2017-09-18 00:00:00,LastSRUN,SRUN2017-09-18 00:00:00,SEA2017-09-15 00:00:00,SRUN2017-09-15 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-09-15 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-09-15 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-09-15 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-09-15 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACV7,1.566,0.02865,0.0135922330097,1.0,1.0,-1.0,1.0,-1.0,-11.0,2017-08-30,830.85,1.0,1.0,1.0,45414.0,1.0,0.0135922330097,1.566,energy,1.0,1.0,,,2017-08-30,-1.0,-1.0,-12.0,-12.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
AD,@ADZ7,0.7945,0.0064143285,-0.00575647603554,-1.0,1.0,-1.0,1.0,1.0,-22.0,2017-08-15,641.43285,1.0,1.0,1.0,79450.0,1.0,-0.00575647603554,0.7945,currency,1.0,1.0,,,2017-09-08,1.0,1.0,6.0,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-457.352021024,457.352021024,-457.352021024,457.352021024,-457.352021024,457.352021024,-457.352021024,457.352021024,-457.352021024,-457.352021024,457.352021024,-457.352021024,457.352021024,457.352021024,-457.352021024,-457.352021024,-457.352021024,457.352021024,-457.352021024,457.352021024,-457.352021024,457.352021024,457.352021024,457.352021024,-0.0,457.352021024,457.352021024,457.352021024,457.352021024,457.352021024,457.352021024,-457.352021024,-457.352021024,-457.352021024,457.352021024
AEX,AEXV7,528.95,4.1755055095,0.00389068134371,1.0,1.0,-1.0,1.0,1.0,-9.0,2017-09-04,998.530387542,1.0,1.0,1.0,126493.103,0.836330183156,0.00389068134371,528.95,index,1.0,1.0,,,2017-09-04,-1.0,-1.0,-10.0,-10.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
BO,@BOZ7,34.43,0.5535,-0.0109164033324,-1.0,-1.0,1.0,-1.0,1.0,31.0,2017-08-15,332.1,3.0,1.0,1.0,20658.0,1.0,-0.0109164033324,34.43,grain,1.0,1.0,,,2017-09-01,1.0,1.0,-10.0,-10.0,,,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-676.533180121,676.533180121,676.533180121,-676.533180121,-676.533180121,676.533180121,-676.533180121,676.533180121,-676.533180121,676.533180121,-676.533180121,676.533180121,-676.533180121,-676.533180121,676.533180121,-676.533180121,-676.533180121,676.533180121,-676.533180121,676.533180121,-676.533180121,-676.533180121,-676.533180121,-676.533180121,-676.533180121,-676.533180121,-676.533180121,-676.533180121,-676.533180121,-676.533180121,-676.533180121,-676.533180121,676.533180121,-676.533180121,676.533180121
BP,@BPZ7,1.3526,0.010557987,-0.00602586713698,-1.0,1.0,-1.0,1.0,1.0,31.0,2017-08-24,659.8741875,1.0,1.0,1.0,84537.5,1.0,-0.00602586713698,1.3526,currency,1.0,1.0,,,2017-08-24,1.0,1.0,32.0,32.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-509.411743092,509.411743092,-509.411743092,509.411743092,-509.411743092,509.411743092,-509.411743092,509.411743092,-509.411743092,-509.411743092,509.411743092,-509.411743092,509.411743092,509.411743092,-509.411743092,-509.411743092,-509.411743092,509.411743092,-509.411743092,509.411743092,-509.411743092,509.411743092,509.411743092,509.411743092,-0.0,509.411743092,509.411743092,509.411743092,509.411743092,509.411743092,509.411743092,-509.411743092,-509.411743092,-509.411743092,509.411743092
C,@CZ7,351.5,5.5625,-0.0091613812544,-1.0,1.0,1.0,-1.0,-1.0,11.0,2017-08-30,278.125,3.0,1.0,1.0,17575.0,1.0,-0.0091613812544,351.5,grain,1.0,1.0,,,2017-08-30,-1.0,-1.0,12.0,12.0,,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,1.0,-1,0,0.0,-1,-483.033826638,483.033826638,-483.033826638,483.033826638,-483.033826638,483.033826638,-483.033826638,483.033826638,-483.033826638,-483.033826638,-483.033826638,483.033826638,-483.033826638,483.033826638,483.033826638,483.033826638,483.033826638,-483.033826638,483.033826638,-483.033826638,-483.033826638,483.033826638,483.033826638,-0.0,-0.0,483.033826638,-483.033826638,-483.033826638,-483.033826638,-483.033826638,-0.0,483.033826638,-483.033826638,-483.033826638,483.033826638
CC,@CCZ7,1975.0,50.7,-0.0169238427078,-1.0,-1.0,-1.0,1.0,1.0,-13.0,2017-08-28,507.0,1.0,1.0,1.0,19750.0,1.0,-0.0169238427078,1975.0,soft,1.0,1.0,,,2017-08-28,1.0,1.0,-14.0,-14.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
CD,@CDZ7,0.8129,0.0071200315,-0.0102879405856,-1.0,-1.0,-1.0,-1.0,1.0,19.0,2017-08-18,712.00315,1.0,1.0,1.0,81290.0,1.0,-0.0102879405856,0.8129,currency,1.0,1.0,,,2017-09-11,1.0,1.0,-5.0,-5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-836.306690205,836.306690205,-836.306690205,836.306690205,-836.306690205,836.306690205,-836.306690205,836.306690205,-836.306690205,836.306690205,836.306690205,836.306690205,-836.306690205,-836.306690205,-836.306690205,-836.306690205,-836.306690205,836.306690205,-836.306690205,836.306690205,-836.306690205,836.306690205,836.306690205,836.306690205,-0.0,836.306690205,836.306690205,836.306690205,836.306690205,836.306690205,-0.0,836.306690205,-0.0,-836.306690205,836.306690205
CGB,CBZ7,135.69,0.6405516585,0.000442380004424,1.0,-1.0,1.0,-1.0,1.0,32.0,2017-08-30,521.112641149,1.0,1.0,1.0,110388.87081,1.2292,0.000442380004424,135.69,rates,-1.0,1.0,,,2017-08-30,1.0,1.0,33.0,33.0,,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
CL,QCLX7,50.35,1.1293514735,-0.00178429817605,-1.0,1.0,-1.0,1.0,-1.0,-11.0,2017-08-30,1129.3514735,1.0,1.0,1.0,50350.0,1.0,-0.00178429817605,50.35,energy,1.0,1.0,,,2017-08-30,-1.0,-1.0,-12.0,-12.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-89.8394131641,89.8394131641,-89.8394131641,89.8394131641,-89.8394131641,89.8394131641,-89.8394131641,89.8394131641,-89.8394131641,-89.8394131641,89.8394131641,-89.8394131641,89.8394131641,89.8394131641,-89.8394131641,89.8394131641,89.8394131641,-89.8394131641,89.8394131641,-89.8394131641,89.8394131641,89.8394131641,89.8394131641,89.8394131641,89.8394131641,89.8394131641,-89.8394131641,89.8394131641,-89.8394131641,-0.0,-0.0,89.8394131641,-89.8394131641,-0.0,89.8394131641
