2016-10-04 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-04 00:00:00,Close2016-10-04 00:00:00,group,RiskOn,Excess,SEA2016-10-04 00:00:00,SRUN2016-10-04 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-10-03 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-03 00:00:00,0.5SIG2016-09-30 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-03 00:00:00,0.75SIG2016-09-30 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-03 00:00:00,1SIG2016-09-30 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FV,@FVZ6,121.1328125,0.292578125,-0.0017383466392,-1.0,1.0,1.0,1.0,-1.0,-3.0,2016-09-13,292.578125,7.0,1.0,1.0,121132.8125,-0.0017383466392,121.1328125,rates,-1.0,1.0,-1.0,-3.0,-1.0,-1.0,14.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,,1.0,7.0,1.0,,1.0,7.0,1.0,,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,1.0,0.0,1.0,0.0,0,1,0,1.0,1,-1473.99572254,1473.99572254,1473.99572254,-1473.99572254,1473.99572254,-1473.99572254,-1473.99572254,1473.99572254,-1473.99572254,-1473.99572254,-1473.99572254,-1473.99572254,1473.99572254,1473.99572254,1473.99572254,-1473.99572254,1473.99572254,-1473.99572254,1473.99572254,-1473.99572254,-1473.99572254,-0.0,-1473.99572254,-1473.99572254,1473.99572254,1473.99572254,-1473.99572254,-1473.99572254,-0.0,-1473.99572254,-0.0,-0.0,-1473.99572254
GC,QGCZ6,1269.7,14.625,-0.0327569132323,-1.0,-1.0,-1.0,-1.0,1.0,-8.0,2016-09-22,1462.5,2.0,1.0,1.0,126970.0,-0.0327569132323,1269.7,metal,-1.0,1.0,1.0,-8.0,-1.0,1.0,11.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,1,-1,1,1,-1,1,1.0,-1,1,-1,1,-1,1,0.0,-1.0,0.0,1.0,0.0,1,1,1,1.0,1,-8318.2905462,8318.2905462,8318.2905462,-8318.2905462,8318.2905462,-8318.2905462,-8318.2905462,8318.2905462,8318.2905462,8318.2905462,8318.2905462,8318.2905462,-8318.2905462,-8318.2905462,-8318.2905462,8318.2905462,-8318.2905462,8318.2905462,-8318.2905462,8318.2905462,-8318.2905462,-8318.2905462,-8318.2905462,-8318.2905462,8318.2905462,-8318.2905462,-0.0,8318.2905462,-0.0,-8318.2905462,-0.0,-8318.2905462,-8318.2905462
HCM,HHIV6,9768.0,192.290101892,0.00846582696676,1.0,-1.0,-1.0,1.0,1.0,-16.0,2016-09-09,1237.38804306,2.0,1.0,1.0,62857.1428571,0.00846582696676,9768.0,index,1.0,1.0,1.0,-16.0,1.0,1.0,-15.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,2.0,2.0,1.0,,-1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-1.0,-1,1064.27539011,1064.27539011,1064.27539011,-1064.27539011,1064.27539011,-1064.27539011,1064.27539011,-1064.27539011,-1064.27539011,-1064.27539011,-1064.27539011,1064.27539011,-1064.27539011,1064.27539011,1064.27539011,-1064.27539011,-1064.27539011,1064.27539011,1064.27539011,-1064.27539011,-1064.27539011,0.0,-1064.27539011,-1064.27539011,1064.27539011,1064.27539011,-1064.27539011,-1064.27539011,0.0,0.0,0.0,0.0,-1064.27539011
HG,QHGZ6,216.7,2.965,-0.0114051094891,-1.0,-1.0,-1.0,-1.0,1.0,-19.0,2016-09-07,741.25,3.0,1.0,1.0,54175.0,-0.0114051094891,216.7,metal,1.0,1.0,1.0,-19.0,-1.0,1.0,-18.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,1.0,3.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,1,-1853.61541971,1853.61541971,1853.61541971,-1853.61541971,-1853.61541971,1853.61541971,-1853.61541971,1853.61541971,-0.0,1853.61541971,1853.61541971,1853.61541971,-1853.61541971,-1853.61541971,-1853.61541971,1853.61541971,1853.61541971,-1853.61541971,-1853.61541971,-1853.61541971,-1853.61541971,-1853.61541971,-1853.61541971,-1853.61541971,-1853.61541971,-1853.61541971,-0.0,-0.0,-1853.61541971,-1853.61541971,1853.61541971,-0.0,1853.61541971
HIC,HSIV6,23682.0,364.261338195,0.00415535956581,1.0,1.0,1.0,-1.0,1.0,16.0,2016-09-09,2344.02405531,1.0,1.0,1.0,152393.822394,0.00415535956581,23682.0,index,1.0,1.0,1.0,16.0,1.0,1.0,15.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,-1.0,,-1,-1,1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,-1,-1.0,-1,633.251127654,633.251127654,633.251127654,-633.251127654,633.251127654,-633.251127654,633.251127654,-633.251127654,0.0,633.251127654,633.251127654,-633.251127654,633.251127654,-633.251127654,633.251127654,-633.251127654,633.251127654,-633.251127654,633.251127654,-633.251127654,-633.251127654,-633.251127654,-633.251127654,-633.251127654,-633.251127654,-633.251127654,0.0,0.0,-633.251127654,0.0,-633.251127654,-633.251127654,-633.251127654
HO,QHOX6,1.5544,0.0445146875,0.00077259850631,1.0,1.0,-1.0,1.0,-1.0,-14.0,2016-09-14,1869.616875,2.0,1.0,1.0,65284.8,0.00077259850631,1.5544,energy,1.0,1.0,-1.0,-14.0,1.0,-1.0,-13.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,100.877877929,100.877877929,100.877877929,-100.877877929,100.877877929,-100.877877929,100.877877929,-100.877877929,0.0,100.877877929,-100.877877929,100.877877929,-100.877877929,-100.877877929,-100.877877929,100.877877929,100.877877929,-100.877877929,-100.877877929,-100.877877929,-100.877877929,-100.877877929,-100.877877929,-100.877877929,100.877877929,-100.877877929,0.0,0.0,0.0,-100.877877929,0.0,-100.877877929,-100.877877929
JY,@JYZ6,0.97545,0.0094092115,-0.0121024913915,-1.0,-1.0,1.0,-1.0,1.0,-5.0,2016-09-27,1176.1514375,2.0,1.0,1.0,121931.25,-0.0121024913915,0.97545,currency,-1.0,1.0,1.0,-5.0,-1.0,1.0,20.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1,-1,1,1,-1,1,1.0,-1,1,1,1,-1,1,1.0,0.0,0.0,1.0,0.0,1,1,1,1.0,1,-2951.34380697,2951.34380697,2951.34380697,-2951.34380697,2951.34380697,-2951.34380697,-2951.34380697,2951.34380697,-0.0,2951.34380697,-2951.34380697,2951.34380697,-2951.34380697,-2951.34380697,-2951.34380697,2951.34380697,-2951.34380697,2951.34380697,-2951.34380697,-2951.34380697,-2951.34380697,-2951.34380697,-2951.34380697,-2951.34380697,2951.34380697,-2951.34380697,-2951.34380697,-0.0,-0.0,-2951.34380697,-0.0,-2951.34380697,-2951.34380697
KC,@KCZ6,147.45,3.6025,-0.000677736360556,-1.0,1.0,1.0,1.0,1.0,10.0,2016-09-20,1350.9375,2.0,1.0,1.0,55293.75,-0.000677736360556,147.45,soft,1.0,1.0,1.0,10.0,-1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,1.0,1.0,0.0,0.0,-1.0,-1,-1,0,0.0,-1,-74.949169773,74.949169773,74.949169773,-74.949169773,-74.949169773,74.949169773,-74.949169773,74.949169773,-74.949169773,-74.949169773,-74.949169773,-74.949169773,74.949169773,74.949169773,-74.949169773,74.949169773,-74.949169773,74.949169773,74.949169773,-74.949169773,74.949169773,-0.0,-0.0,74.949169773,74.949169773,-74.949169773,-74.949169773,-74.949169773,-0.0,-0.0,74.949169773,74.949169773,74.949169773
KW,@KWZ6,403.0,8.5625,-0.00982800982801,-1.0,1.0,1.0,1.0,1.0,-16.0,2016-09-12,428.125,5.0,1.0,1.0,20150.0,-0.00982800982801,403.0,grain,1.0,1.0,1.0,-16.0,-1.0,1.0,-15.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,,2.0,5.0,1.0,,2.0,5.0,1.0,,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,0,0.0,-1,-990.171990172,990.171990172,990.171990172,-990.171990172,-990.171990172,990.171990172,-990.171990172,990.171990172,-990.171990172,-990.171990172,-990.171990172,-990.171990172,990.171990172,990.171990172,-990.171990172,990.171990172,990.171990172,-990.171990172,990.171990172,-990.171990172,990.171990172,-0.0,-0.0,990.171990172,990.171990172,-990.171990172,-990.171990172,-990.171990172,-0.0,-990.171990172,990.171990172,990.171990172,990.171990172
LB,@LBX6,330.3,6.47,-0.0137354434159,-1.0,1.0,-1.0,1.0,1.0,-13.0,2016-09-15,711.7,3.0,1.0,1.0,36333.0,-0.0137354434159,330.3,soft,1.0,-1.0,1.0,-13.0,-1.0,1.0,-12.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,-1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,-1.0,0.0,0.0,0.0,-1.0,-1,-1,0,-1.0,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
LC,@LEZ6,102.675,2.1126562505,0.0270067516879,1.0,-1.0,1.0,-1.0,-1.0,9.0,2016-09-21,845.0625002,3.0,1.0,1.0,41070.0,0.0270067516879,102.675,meat,1.0,-1.0,-1.0,9.0,-1.0,-1.0,8.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,1.0,1,3327.50187547,3327.50187547,-3327.50187547,3327.50187547,3327.50187547,-3327.50187547,-3327.50187547,3327.50187547,3327.50187547,-3327.50187547,3327.50187547,-3327.50187547,3327.50187547,3327.50187547,-3327.50187547,3327.50187547,-3327.50187547,3327.50187547,-3327.50187547,3327.50187547,3327.50187547,3327.50187547,3327.50187547,3327.50187547,3327.50187547,3327.50187547,3327.50187547,3327.50187547,3327.50187547,3327.50187547,0.0,0.0,3327.50187547
LCO,EBZ6,50.87,1.5805,-0.000393004519552,-1.0,1.0,1.0,1.0,-1.0,-12.0,2016-09-16,1580.5,2.0,1.0,1.0,50870.0,-0.000393004519552,50.87,energy,1.0,1.0,-1.0,-12.0,1.0,-1.0,-11.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,1.0,1.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,-39.9842798192,39.9842798192,-39.9842798192,39.9842798192,-39.9842798192,39.9842798192,-39.9842798192,39.9842798192,-39.9842798192,-39.9842798192,-39.9842798192,-39.9842798192,39.9842798192,39.9842798192,39.9842798192,-39.9842798192,-39.9842798192,39.9842798192,39.9842798192,39.9842798192,39.9842798192,39.9842798192,39.9842798192,39.9842798192,-39.9842798192,39.9842798192,-39.9842798192,-39.9842798192,-0.0,39.9842798192,-0.0,39.9842798192,39.9842798192
LGO,GASZ6,458.5,14.5875,0.0171935662784,1.0,1.0,1.0,1.0,-1.0,-5.0,2016-09-27,1458.75,2.0,1.0,1.0,45850.0,0.0171935662784,458.5,energy,1.0,1.0,-1.0,-5.0,1.0,-1.0,-4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,1.0,1.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,1576.65002773,1576.65002773,1576.65002773,-1576.65002773,1576.65002773,-1576.65002773,1576.65002773,-1576.65002773,1576.65002773,1576.65002773,1576.65002773,1576.65002773,-1576.65002773,-1576.65002773,-1576.65002773,1576.65002773,1576.65002773,-1576.65002773,-1576.65002773,-1576.65002773,-1576.65002773,-1576.65002773,-1576.65002773,-1576.65002773,1576.65002773,-1576.65002773,1576.65002773,1576.65002773,0.0,-1576.65002773,0.0,-1576.65002773,-1576.65002773
LH,@HEZ6,43.5,1.8067202645,-0.0152801358234,-1.0,1.0,1.0,1.0,1.0,-22.0,2016-09-01,722.6881058,3.0,1.0,1.0,17400.0,-0.0152801358234,43.5,meat,1.0,-1.0,1.0,-22.0,1.0,1.0,-21.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,,1.0,3.0,1.0,,1.0,3.0,1.0,,-1,1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,0,-797.623089983,797.623089983,-797.623089983,797.623089983,-797.623089983,797.623089983,797.623089983,-797.623089983,-0.0,-797.623089983,-797.623089983,-797.623089983,797.623089983,797.623089983,-797.623089983,797.623089983,797.623089983,-797.623089983,-797.623089983,-797.623089983,797.623089983,-0.0,-0.0,-0.0,797.623089983,797.623089983,797.623089983,-0.0,797.623089983,797.623089983,797.623089983,797.623089983,797.623089983
LRC,LRCX6,1958.0,24.75,-0.0096105209914,-1.0,-1.0,1.0,-1.0,1.0,-6.0,2016-09-26,247.5,9.0,2.0,2.0,19580.0,-0.0096105209914,1958.0,soft,1.0,1.0,1.0,-6.0,-1.0,-1.0,-5.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,,2.0,9.0,-1.0,,2.0,9.0,-1.0,,-1,-1,1,1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,1.0,1,-1693.5660091,1693.5660091,1693.5660091,-1693.5660091,-1693.5660091,1693.5660091,-1693.5660091,1693.5660091,-1693.5660091,1693.5660091,-1693.5660091,1693.5660091,-1693.5660091,-1693.5660091,1693.5660091,-1693.5660091,-1693.5660091,1693.5660091,1693.5660091,-1693.5660091,-1693.5660091,-1693.5660091,-1693.5660091,-1693.5660091,-1693.5660091,-1693.5660091,-1693.5660091,-1693.5660091,-1693.5660091,-1693.5660091,-0.0,-0.0,-1693.5660091
LSU,QWZ6,595.5,13.4174944565,0.0122386537481,1.0,-1.0,1.0,-1.0,1.0,10.0,2016-09-28,670.874722825,3.0,1.0,1.0,29775.0,0.0122386537481,595.5,soft,1.0,1.0,1.0,10.0,-1.0,1.0,-3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,0,-1,1,1.0,1,1093.21774605,1093.21774605,-1093.21774605,1093.21774605,1093.21774605,-1093.21774605,1093.21774605,-1093.21774605,1093.21774605,-1093.21774605,1093.21774605,-1093.21774605,1093.21774605,1093.21774605,1093.21774605,-1093.21774605,-1093.21774605,1093.21774605,1093.21774605,1093.21774605,1093.21774605,1093.21774605,1093.21774605,1093.21774605,1093.21774605,1093.21774605,1093.21774605,1093.21774605,1093.21774605,1093.21774605,-1093.21774605,0.0,-1093.21774605
MEM,@MMEZ6,907.1,16.821967286,-0.0117659875803,-1.0,-1.0,-1.0,-1.0,1.0,5.0,2016-09-27,841.0983643,3.0,1.0,1.0,45355.0,-0.0117659875803,907.1,index,1.0,1.0,1.0,5.0,1.0,1.0,4.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-1.0,-1,-1600.93910012,1600.93910012,-1600.93910012,1600.93910012,-1600.93910012,1600.93910012,-1600.93910012,1600.93910012,1600.93910012,1600.93910012,1600.93910012,1600.93910012,-1600.93910012,-1600.93910012,-1600.93910012,1600.93910012,-1600.93910012,1600.93910012,-1600.93910012,1600.93910012,1600.93910012,-0.0,1600.93910012,1600.93910012,-1600.93910012,-1600.93910012,1600.93910012,1600.93910012,-0.0,-0.0,-0.0,-0.0,1600.93910012
MFX,IBV6,8769.2,146.28166321,0.00314584119794,1.0,1.0,-1.0,1.0,1.0,-18.0,2016-09-08,1638.79347295,2.0,1.0,1.0,98241.3476,0.00314584119794,8769.2,index,1.0,1.0,1.0,-18.0,-1.0,1.0,-17.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,0.0,0.0,0.0,1.0,-1.0,-1,-1,0,-1.0,-1,618.103357242,618.103357242,-618.103357242,618.103357242,618.103357242,-618.103357242,618.103357242,-618.103357242,0.0,618.103357242,-618.103357242,618.103357242,-618.103357242,-618.103357242,618.103357242,-618.103357242,-618.103357242,618.103357242,-618.103357242,618.103357242,-618.103357242,0.0,-618.103357242,-618.103357242,-618.103357242,618.103357242,0.0,0.0,0.0,618.103357242,-618.103357242,-618.103357242,-618.103357242
MP,@PXZ6,0.05133,0.0007993475,0.000194855806703,1.0,1.0,1.0,1.0,1.0,6.0,2016-09-26,399.67375,6.0,1.0,1.0,25665.0,0.000194855806703,0.05133,currency,1.0,1.0,1.0,6.0,1.0,1.0,-5.0,0.0,1.0,6.0,0.0,1.0,6.0,1.0,,1.0,6.0,1.0,,2.0,6.0,1.0,,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,0,1.0,0,30.0058456742,30.0058456742,30.0058456742,-30.0058456742,30.0058456742,-30.0058456742,30.0058456742,-30.0058456742,0.0,30.0058456742,30.0058456742,30.0058456742,-30.0058456742,-30.0058456742,30.0058456742,-30.0058456742,-30.0058456742,30.0058456742,30.0058456742,30.0058456742,-30.0058456742,0.0,30.0058456742,0.0,-30.0058456742,-30.0058456742,0.0,0.0,-30.0058456742,0.0,-30.0058456742,-30.0058456742,-30.0058456742
MW,@MWZ6,522.25,8.05,0.0116222760291,1.0,1.0,-1.0,1.0,1.0,23.0,2016-08-31,402.5,5.0,1.0,1.0,26112.5,0.0116222760291,522.25,grain,1.0,1.0,1.0,23.0,1.0,1.0,22.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,,2.0,5.0,1.0,,2.0,5.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,1517.43341404,1517.43341404,1517.43341404,-1517.43341404,1517.43341404,-1517.43341404,1517.43341404,-1517.43341404,-1517.43341404,1517.43341404,-1517.43341404,1517.43341404,-1517.43341404,-1517.43341404,1517.43341404,-1517.43341404,1517.43341404,-1517.43341404,1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404,-1517.43341404
NE,@NEZ6,0.7189,0.007613035,-0.00855054475245,-1.0,-1.0,-1.0,-1.0,1.0,-19.0,2016-09-07,761.3035,3.0,1.0,1.0,71890.0,-0.00855054475245,0.7189,currency,1.0,1.0,1.0,-19.0,-1.0,1.0,-18.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,1.0,3.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,1,-1844.09598676,1844.09598676,1844.09598676,-1844.09598676,-1844.09598676,1844.09598676,-1844.09598676,1844.09598676,-0.0,1844.09598676,1844.09598676,1844.09598676,-1844.09598676,-1844.09598676,-1844.09598676,1844.09598676,1844.09598676,-1844.09598676,-1844.09598676,-1844.09598676,-1844.09598676,-1844.09598676,-1844.09598676,-1844.09598676,-1844.09598676,-1844.09598676,-0.0,-0.0,-1844.09598676,-1844.09598676,1844.09598676,-0.0,1844.09598676
NG,QNGX6,2.964,0.086541062,0.0140266849128,1.0,1.0,-1.0,1.0,-1.0,-9.0,2016-09-21,865.41062,3.0,1.0,1.0,29640.0,0.0140266849128,2.964,energy,1.0,1.0,-1.0,-9.0,1.0,-1.0,-8.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,1247.25282244,1247.25282244,1247.25282244,-1247.25282244,1247.25282244,-1247.25282244,1247.25282244,-1247.25282244,0.0,1247.25282244,-1247.25282244,1247.25282244,-1247.25282244,-1247.25282244,-1247.25282244,1247.25282244,1247.25282244,-1247.25282244,-1247.25282244,-1247.25282244,-1247.25282244,-1247.25282244,-1247.25282244,-1247.25282244,1247.25282244,-1247.25282244,0.0,0.0,0.0,-1247.25282244,0.0,-1247.25282244,-1247.25282244
NIY,@NKDZ6,16740.0,255.0,0.00813008130081,1.0,-1.0,-1.0,-1.0,-1.0,5.0,2016-09-27,1239.30793157,2.0,1.0,1.0,81356.9206843,0.00813008130081,16740.0,index,1.0,-1.0,-1.0,5.0,1.0,-1.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,-1,1,1,1,1,-1,-1.0,1,1,-1,1,1,1,-1.0,0.0,1.0,0.0,1.0,0,1,1,0.0,1,1322.87675909,1322.87675909,1322.87675909,-1322.87675909,1322.87675909,-1322.87675909,-1322.87675909,1322.87675909,0.0,-1322.87675909,-1322.87675909,-1322.87675909,1322.87675909,1322.87675909,-1322.87675909,1322.87675909,-1322.87675909,1322.87675909,1322.87675909,-1322.87675909,1322.87675909,1322.87675909,0.0,1322.87675909,1322.87675909,1322.87675909,-1322.87675909,0.0,1322.87675909,0.0,1322.87675909,0.0,1322.87675909
NQ,@NQZ6,4857.5,59.6606234465,-0.00169552484201,-1.0,1.0,1.0,1.0,1.0,-10.0,2016-09-20,1193.21246893,2.0,1.0,1.0,97150.0,-0.00169552484201,4857.5,index,1.0,1.0,1.0,-10.0,-1.0,1.0,-9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,0,0.0,-1,-329.440476802,329.440476802,329.440476802,-329.440476802,-329.440476802,329.440476802,-329.440476802,329.440476802,-329.440476802,-329.440476802,-329.440476802,-329.440476802,329.440476802,329.440476802,-329.440476802,329.440476802,329.440476802,-329.440476802,329.440476802,-329.440476802,329.440476802,-0.0,-0.0,329.440476802,329.440476802,-329.440476802,-329.440476802,-329.440476802,-0.0,-329.440476802,329.440476802,329.440476802,329.440476802
O,@OZ6,181.25,3.5125,-0.00956284153005,-1.0,1.0,-1.0,1.0,1.0,13.0,2016-09-15,175.625,12.0,2.0,2.0,9062.5,-0.00956284153005,181.25,grain,1.0,-1.0,1.0,13.0,1.0,1.0,12.0,-1.0,1.0,12.0,-1.0,1.0,12.0,-1.0,,2.0,12.0,1.0,,2.0,12.0,1.0,,-1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,-1039.95901639,1039.95901639,-1039.95901639,1039.95901639,-1039.95901639,1039.95901639,1039.95901639,-1039.95901639,1039.95901639,-1039.95901639,1039.95901639,-1039.95901639,1039.95901639,1039.95901639,-1039.95901639,1039.95901639,-1039.95901639,1039.95901639,-1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639,1039.95901639
OJ,@OJX6,202.2,6.3275,0.0269172168614,1.0,-1.0,-1.0,-1.0,1.0,-5.0,2016-09-27,949.125,3.0,1.0,1.0,30330.0,0.0269172168614,202.2,soft,1.0,1.0,1.0,-5.0,-1.0,1.0,-4.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,1,2449.19756221,2449.19756221,-2449.19756221,2449.19756221,2449.19756221,-2449.19756221,2449.19756221,-2449.19756221,0.0,-2449.19756221,-2449.19756221,-2449.19756221,2449.19756221,2449.19756221,2449.19756221,-2449.19756221,-2449.19756221,2449.19756221,2449.19756221,2449.19756221,2449.19756221,2449.19756221,2449.19756221,2449.19756221,2449.19756221,2449.19756221,0.0,0.0,2449.19756221,2449.19756221,-2449.19756221,0.0,-2449.19756221
