,2017-09-27
ACC_ACT,1.0
L%_ACT,0.506329113924
ACC_prevACT,0.632911392405
L%_prevACT,0.291139240506
ACC_AntiPrevACT,0.367088607595
L%_AntiPrevACT,0.708860759494
ACC_RiskOn,0.708860759494
L%_RiskOn,0.721518987342
ACC_RiskOff,0.291139240506
L%_RiskOff,0.278481012658
ACC_Custom,0.443037974684
L%_Custom,0.810126582278
ACC_AntiCustom,0.556962025316
L%_AntiCustom,0.189873417722
ACC_LastSIG,0.708860759494
L%_LastSIG,0.721518987342
ACC_0.75LastSIG,0.569620253165
L%_0.75LastSIG,0.53164556962
ACC_0.5LastSIG,0.493670886076
L%_0.5LastSIG,0.556962025316
ACC_1LastSIG,0.582278481013
L%_1LastSIG,0.518987341772
ACC_Anti1LastSIG,0.417721518987
L%_Anti1LastSIG,0.481012658228
ACC_Anti0.75LastSIG,0.430379746835
L%_Anti0.75LastSIG,0.46835443038
ACC_Anti0.5LastSIG,0.506329113924
L%_Anti0.5LastSIG,0.443037974684
ACC_prevSEA,0.518987341772
L%_prevSEA,0.481012658228
ACC_LastSEA,0.518987341772
L%_LastSEA,0.481012658228
ACC_AntiSEA,0.481012658228
L%_AntiSEA,0.518987341772
ACC_AdjSEA,0.582278481013
L%_AdjSEA,0.696202531646
ACC_AntiAdjSEA,0.417721518987
L%_AntiAdjSEA,0.303797468354
ACC_Voting,0.556962025316
L%_Voting,0.392405063291
ACC_Voting2,0.46835443038
L%_Voting2,0.73417721519
ACC_Voting3,0.430379746835
L%_Voting3,0.569620253165
ACC_Voting4,0.392405063291
L%_Voting4,0.594936708861
ACC_Voting5,0.379746835443
L%_Voting5,0.392405063291
ACC_Voting6,0.291139240506
L%_Voting6,0.417721518987
ACC_Voting7,0.607594936709
L%_Voting7,0.620253164557
ACC_Voting8,0.493670886076
L%_Voting8,0.810126582278
ACC_Voting9,0.493670886076
L%_Voting9,0.73417721519
ACC_Voting10,0.303797468354
L%_Voting10,0.506329113924
ACC_Voting11,0.329113924051
L%_Voting11,0.46835443038
ACC_Voting12,0.53164556962
L%_Voting12,0.721518987342
ACC_Voting13,0.46835443038
L%_Voting13,0.316455696203
ACC_Voting14,0.430379746835
L%_Voting14,0.316455696203
ACC_Voting15,0.354430379747
L%_Voting15,0.417721518987
PNL_ACT,21400.5231013
PNL_prevACT,11367.7667491
PNL_AntiPrevACT,-11367.7667491
PNL_RiskOn,11982.8411653
PNL_RiskOff,-11982.8411653
PNL_Custom,-7630.85973126
PNL_AntiCustom,7630.85973126
PNL_LastSIG,11982.8411653
PNL_0.75LastSIG,5307.53368745
PNL_0.5LastSIG,-3556.59055729
PNL_1LastSIG,982.81524777
PNL_Anti1LastSIG,-982.81524777
PNL_Anti0.75LastSIG,-5307.53368745
PNL_Anti0.5LastSIG,3556.59055729
PNL_prevSEA,-5608.68960648
PNL_LastSEA,-4167.98599267
PNL_AntiSEA,5608.68960648
PNL_AdjSEA,-4359.617812
PNL_AntiAdjSEA,4359.617812
PNL_Voting,2659.74291639
PNL_Voting2,-9131.06162582
PNL_Voting3,-3930.79068735
PNL_Voting4,-2637.76183259
PNL_Voting5,1603.36841539
PNL_Voting6,-4222.51396473
PNL_Voting7,8373.00296257
PNL_Voting8,-3952.85732616
PNL_Voting9,4974.69222823
PNL_Voting10,1091.72025656
PNL_Voting11,681.399462163
PNL_Voting12,-4359.617812
PNL_Voting13,13291.8108187
PNL_Voting14,8379.55153011
PNL_Voting15,-3770.1603481
Vol_All,629.427150038
Chg_All,-39.4157074871
L%_All,0.529411764706
Vol_currency,508.467310573
Vol_energy,507.102572439
Vol_grain,289.272725033
Vol_index,806.289969077
Vol_meat,785.107099346
Vol_metal,639.094771067
Vol_rates,1068.94142576
Chg_currency,-463.354654105
Chg_energy,-52.6452900313
Chg_grain,179.631828172
Chg_index,806.289969077
Chg_meat,785.107099346
Chg_metal,-86.3760485652
Chg_rates,-1068.94142576
L%_currency,0.125
L%_energy,0.75
L%_grain,0.8
L%_index,1.0
L%_meat,1.0
L%_metal,0.4
L%_rates,0.0
