2016-08-16 00:00:00,Contract,LastClose,ATR20,PC2016-08-16 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-16 00:00:00,RiskOn,group,SEA2016-08-16 00:00:00,SRUN2016-08-16 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-15 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-15 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-15 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-15 00:00:00,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,RiskOff,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6
EMD,@EMDU6,1551.7,13.135,-0.0103322916002,-1.0,-1.0,1.0,-1.0,1.0,8.0,2016-08-04,1313.5,2.0,1.0,1.0,155170.0,1551.7,1.0,index,1.0,8.0,1.0,1.0,-23.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-3206.52337522,3206.52337522,-3206.52337522,3206.52337522,-3206.52337522,3206.52337522,-3206.52337522,3206.52337522,-3206.52337522,3206.52337522,-3206.52337522,-3206.52337522,-3206.52337522,3206.52337522,3206.52337522,-3206.52337522,3206.52337522,3206.52337522,3206.52337522,3206.52337522,-3206.52337522,3206.52337522
ES,@ESU6,2176.75,13.8,-0.00423147301006,-1.0,1.0,-1.0,1.0,-1.0,-22.0,2016-07-15,690.0,3.0,1.0,1.0,108837.5,2176.75,1.0,index,-1.0,-22.0,1.0,-1.0,-21.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-1381.6288312,1381.6288312,-1381.6288312,1381.6288312,-1381.6288312,1381.6288312,1381.6288312,-1381.6288312,1381.6288312,-1381.6288312,1381.6288312,1381.6288312,1381.6288312,-1381.6288312,-1381.6288312,1381.6288312,-1381.6288312,1381.6288312,-1381.6288312,-1381.6288312,1381.6288312,1381.6288312
FC,@GFV6,142.775,2.762993996,-0.00764552562989,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,2016-08-09,1381.496998,2.0,1.0,1.0,71387.5,142.775,1.0,meat,-1.0,5.0,-1.0,-1.0,-6.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,-1091.58992181,1091.58992181,1091.58992181,-1091.58992181,-1091.58992181,1091.58992181,1091.58992181,1091.58992181,1091.58992181,1091.58992181,-1091.58992181,-1091.58992181,1091.58992181,-1091.58992181,-1091.58992181,1091.58992181,1091.58992181,-1091.58992181,-1091.58992181,-1091.58992181,1091.58992181,-1091.58992181
FCH,MTU6,4460.5,51.6944547185,-0.00822587816857,-1.0,-1.0,-1.0,1.0,-1.0,-9.0,2016-08-03,582.906671406,4.0,1.0,1.0,50296.598,4460.5,1.0,index,-1.0,-9.0,-1.0,-1.0,-8.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,-1,1,1,1,1.0,-1,1,1,1,1,-1,1,-1,-1654.93474977,1654.93474977,1654.93474977,-1654.93474977,-1654.93474977,1654.93474977,1654.93474977,1654.93474977,1654.93474977,-1654.93474977,1654.93474977,-1654.93474977,1654.93474977,-1654.93474977,-1654.93474977,1654.93474977,-1654.93474977,-1654.93474977,-1654.93474977,-1654.93474977,1654.93474977,-1654.93474977
FDX,DXMU6,10698.5,126.175,-0.00455919981391,-1.0,1.0,-1.0,1.0,-1.0,-23.0,2016-07-14,711.37465,3.0,1.0,1.0,60318.143,10698.5,1.0,index,-1.0,-23.0,1.0,-1.0,-22.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-825.007399023,825.007399023,-825.007399023,825.007399023,-825.007399023,825.007399023,825.007399023,-825.007399023,825.007399023,-825.007399023,825.007399023,825.007399023,825.007399023,-825.007399023,-825.007399023,825.007399023,-825.007399023,825.007399023,-825.007399023,-825.007399023,825.007399023,825.007399023
FEI,IEZ6,100.33,0.00875,-4.98330592514e-05,-1.0,1.0,1.0,1.0,1.0,-18.0,2016-07-21,24.66625,82.0,21.0,11.0,282830.27,100.33,-1.0,rates,1.0,-18.0,-1.0,1.0,-17.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
FFI,LFU6,6895.5,63.0,-0.00684142301599,-1.0,-1.0,-1.0,-1.0,1.0,15.0,2016-07-26,821.709,3.0,1.0,1.0,89938.0065,6895.5,1.0,index,1.0,15.0,1.0,1.0,14.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,-1,1.0,-1,-1,-1,-1,-1,1,-1,-1,-1845.91184304,1845.91184304,-1845.91184304,1845.91184304,-1845.91184304,1845.91184304,1845.91184304,1845.91184304,1845.91184304,1845.91184304,-1845.91184304,-1845.91184304,-1845.91184304,1845.91184304,-1845.91184304,1845.91184304,1845.91184304,1845.91184304,1845.91184304,1845.91184304,-1845.91184304,1845.91184304
FLG,LGU6,132.13,0.7185,-0.00331900128234,-1.0,-1.0,-1.0,1.0,1.0,10.0,2016-08-02,937.13955,3.0,1.0,1.0,172337.159,132.13,-1.0,rates,1.0,10.0,-1.0,1.0,9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,-1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,1,-1715.96175515,1715.96175515,1715.96175515,-1715.96175515,1715.96175515,-1715.96175515,1715.96175515,1715.96175515,1715.96175515,-1715.96175515,1715.96175515,-1715.96175515,-1715.96175515,1715.96175515,-1715.96175515,1715.96175515,1715.96175515,-1715.96175515,1715.96175515,1715.96175515,1715.96175515,1715.96175515
FSS,LLZ6,99.74,0.0285,-0.000100250626566,-1.0,1.0,1.0,1.0,1.0,9.0,2016-08-03,46.4656875,44.0,11.0,6.0,162613.6025,99.74,-1.0,rates,1.0,9.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
FV,@FVU6,121.3984375,0.33828125,-0.00122123666281,-1.0,-1.0,-1.0,-1.0,1.0,-8.0,2016-08-04,338.28125,6.0,2.0,1.0,121398.4375,121.3984375,-1.0,rates,1.0,-8.0,-1.0,1.0,-7.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,2.0,6.0,-1.0,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,1,-889.537336097,889.537336097,889.537336097,-889.537336097,889.537336097,-889.537336097,889.537336097,889.537336097,889.537336097,889.537336097,-889.537336097,-889.537336097,-889.537336097,889.537336097,889.537336097,-889.537336097,889.537336097,889.537336097,889.537336097,889.537336097,-889.537336097,889.537336097
GC,QGCZ6,1356.9,16.566058355,0.0069758812616,1.0,1.0,1.0,1.0,1.0,-10.0,2016-08-02,1656.6058355,2.0,1.0,1.0,135690.0,1356.9,-1.0,metal,1.0,-10.0,1.0,1.0,-9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,1,1893.11465677,1893.11465677,1893.11465677,-1893.11465677,-1893.11465677,1893.11465677,1893.11465677,1893.11465677,1893.11465677,1893.11465677,-1893.11465677,-1893.11465677,1893.11465677,-1893.11465677,-1893.11465677,1893.11465677,1893.11465677,-1893.11465677,-1893.11465677,-1893.11465677,1893.11465677,-1893.11465677
HCM,HHIQ6,9704.0,139.307736516,-0.000514986095375,-1.0,1.0,-1.0,1.0,1.0,-10.0,2016-08-01,896.44618093,3.0,1.0,1.0,62445.3024453,9704.0,1.0,index,1.0,-10.0,1.0,1.0,-9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-96.4753874425,96.4753874425,-96.4753874425,96.4753874425,-96.4753874425,96.4753874425,96.4753874425,-96.4753874425,96.4753874425,-96.4753874425,96.4753874425,96.4753874425,-96.4753874425,96.4753874425,96.4753874425,-96.4753874425,-96.4753874425,96.4753874425,96.4753874425,96.4753874425,-96.4753874425,96.4753874425
HG,QHGZ6,218.2,3.87524708,0.00925069380204,1.0,1.0,1.0,-1.0,1.0,12.0,2016-07-29,968.81177,3.0,1.0,1.0,54550.0,218.2,1.0,metal,1.0,12.0,1.0,1.0,11.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,-1.0,1,-1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,1513.8760407,1513.8760407,1513.8760407,-1513.8760407,1513.8760407,-1513.8760407,1513.8760407,1513.8760407,1513.8760407,-1513.8760407,1513.8760407,-1513.8760407,1513.8760407,-1513.8760407,1513.8760407,-1513.8760407,-1513.8760407,1513.8760407,-1513.8760407,-1513.8760407,1513.8760407,-1513.8760407
HIC,HSIQ6,22919.0,280.801836735,-0.000348933571771,-1.0,1.0,-1.0,1.0,-1.0,-10.0,2016-08-01,1806.96162635,2.0,1.0,1.0,147483.912484,22919.0,1.0,index,-1.0,-10.0,1.0,-1.0,-9.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-102.924176724,102.924176724,-102.924176724,102.924176724,-102.924176724,102.924176724,102.924176724,-102.924176724,102.924176724,-102.924176724,102.924176724,102.924176724,102.924176724,-102.924176724,-102.924176724,102.924176724,-102.924176724,102.924176724,-102.924176724,-102.924176724,102.924176724,102.924176724
HO,QHOV6,1.4814,0.0416058775,0.0086471028801,1.0,1.0,-1.0,1.0,1.0,11.0,2016-08-01,1747.446855,2.0,1.0,1.0,62218.8,1.4814,1.0,energy,1.0,11.0,1.0,1.0,10.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,1076.02472935,1076.02472935,1076.02472935,-1076.02472935,1076.02472935,-1076.02472935,-1076.02472935,1076.02472935,-1076.02472935,1076.02472935,-1076.02472935,-1076.02472935,1076.02472935,-1076.02472935,1076.02472935,-1076.02472935,1076.02472935,-1076.02472935,-1076.02472935,-1076.02472935,-1076.02472935,-1076.02472935
JY,@JYU6,0.99845,0.01206,0.00975930420712,1.0,1.0,1.0,1.0,1.0,6.0,2016-08-08,1507.5,2.0,1.0,1.0,124806.25,0.99845,-1.0,currency,1.0,6.0,-1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,1,1,2436.0443214,2436.0443214,-2436.0443214,2436.0443214,-2436.0443214,2436.0443214,2436.0443214,2436.0443214,2436.0443214,2436.0443214,-2436.0443214,-2436.0443214,2436.0443214,-2436.0443214,2436.0443214,-2436.0443214,-2436.0443214,2436.0443214,2436.0443214,2436.0443214,-2436.0443214,2436.0443214
KC,@KCZ6,140.75,3.4972572635,0.0014229811455,1.0,-1.0,-1.0,-1.0,1.0,6.0,2016-08-08,1311.47147381,2.0,1.0,1.0,52781.25,140.75,1.0,soft,1.0,6.0,1.0,1.0,5.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,-1,1.0,-1,-1,-1,-1,-1,1,-1,-1,150.213447172,150.213447172,150.213447172,-150.213447172,150.213447172,-150.213447172,-150.213447172,-150.213447172,-150.213447172,-150.213447172,150.213447172,150.213447172,150.213447172,-150.213447172,150.213447172,-150.213447172,-150.213447172,-150.213447172,-150.213447172,-150.213447172,150.213447172,-150.213447172
KW,@KWU6,411.25,9.675,-0.00121432908318,-1.0,1.0,-1.0,1.0,1.0,8.0,2016-08-04,483.75,5.0,2.0,1.0,20562.5,411.25,1.0,grain,1.0,8.0,-1.0,1.0,7.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,-124.848208865,124.848208865,124.848208865,-124.848208865,-124.848208865,124.848208865,124.848208865,-124.848208865,124.848208865,-124.848208865,124.848208865,124.848208865,-124.848208865,124.848208865,-124.848208865,124.848208865,124.848208865,-124.848208865,-124.848208865,-124.848208865,124.848208865,124.848208865
