2016-10-13 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-13 00:00:00,Close2016-10-13 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-13 00:00:00,LastSRUN,SRUN2016-10-13 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-12 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-12 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-12 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-12 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
PA,QPAZ6,636.85,16.88,-0.0188722847019,-1.0,-1.0,1.0,-1.0,1.0,-8.0,2016-09-30,1688.0,2.0,1.0,1.0,63685.0,-0.0188722847019,636.85,metal,1.0,-1.0,2016-09-30,1.0,1.0,-9.0,-9.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1.0,0.0,0.0,0.0,0.0,1,-1,1,0.0,0,-2403.76290248,2403.76290248,-2403.76290248,2403.76290248,-2403.76290248,2403.76290248,2403.76290248,-2403.76290248,-2403.76290248,2403.76290248,-2403.76290248,2403.76290248,-2403.76290248,-2403.76290248,-2403.76290248,2403.76290248,2403.76290248,-2403.76290248,-2403.76290248,-2403.76290248,2403.76290248,-2403.76290248,-0.0,-0.0,-2403.76290248,-2403.76290248,2403.76290248,-0.0,-0.0,-0.0,-0.0,-2403.76290248,2403.76290248
PL,QPLF7,932.9,20.6534552685,-0.009555154475,-1.0,-1.0,1.0,-1.0,1.0,-8.0,2016-09-30,1032.67276342,2.0,1.0,1.0,46645.0,-0.009555154475,932.9,metal,-1.0,-1.0,2016-09-30,1.0,1.0,-9.0,-9.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,1,1,1,1,-1,1,-1.0,1,1,1,1,-1,1,0.0,0.0,0.0,1.0,-1.0,-1,1,1,1.0,1,-891.400360973,891.400360973,891.400360973,-891.400360973,891.400360973,-891.400360973,891.400360973,-891.400360973,-891.400360973,891.400360973,-891.400360973,891.400360973,-891.400360973,-891.400360973,-891.400360973,891.400360973,891.400360973,-891.400360973,-891.400360973,-891.400360973,-891.400360973,-891.400360973,-891.400360973,-891.400360973,891.400360973,-891.400360973,-0.0,-0.0,-0.0,-891.400360973,891.400360973,891.400360973,-891.400360973
RB,QRBZ6,1.4767,0.0412035505,0.013612422903,1.0,-1.0,1.0,-1.0,-1.0,-28.0,2016-09-01,1730.549121,2.0,1.0,1.0,62021.4,0.013612422903,1.4767,energy,1.0,1.0,2016-09-01,-1.0,-1.0,-29.0,-29.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1,1688.52305168,1688.52305168,-1688.52305168,1688.52305168,1688.52305168,-1688.52305168,1688.52305168,-1688.52305168,1688.52305168,-1688.52305168,1688.52305168,-1688.52305168,1688.52305168,1688.52305168,-1688.52305168,1688.52305168,1688.52305168,-1688.52305168,-1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168,1688.52305168
RR,@RRX6,10.23,0.18975,0.0049115913556,1.0,1.0,-1.0,1.0,-1.0,28.0,2016-09-01,379.5,6.0,1.0,1.0,20460.0,0.0049115913556,10.23,grain,1.0,1.0,2016-09-01,-1.0,-1.0,29.0,29.0,-1.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1.0,6.0,1.0,1.0,6.0,1.0,0,-1,-1,-1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1,-1,1,1.0,0,602.946954813,602.946954813,-602.946954813,602.946954813,602.946954813,-602.946954813,602.946954813,-602.946954813,-602.946954813,602.946954813,-602.946954813,602.946954813,-602.946954813,-602.946954813,-602.946954813,602.946954813,-602.946954813,602.946954813,-602.946954813,602.946954813,602.946954813,602.946954813,602.946954813,0.0,602.946954813,602.946954813,602.946954813,602.946954813,602.946954813,602.946954813,0.0,-602.946954813,-602.946954813
RS,@RSX6,480.1,5.46,0.0118018967334,1.0,1.0,-1.0,1.0,1.0,6.0,2016-10-03,82.7210059844,25.0,4.0,4.0,7273.69138702,0.0118018967334,480.1,grain,1.0,1.0,2016-10-03,1.0,1.0,7.0,7.0,1.0,-1.0,1.0,25.0,-1.0,1.0,25.0,-1.0,2.0,25.0,1.0,2.0,25.0,1.0,0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,1,-1,-1,-1.0,-1,2146.08386551,2146.08386551,2146.08386551,-2146.08386551,2146.08386551,-2146.08386551,2146.08386551,-2146.08386551,-2146.08386551,2146.08386551,-2146.08386551,2146.08386551,-2146.08386551,-2146.08386551,2146.08386551,-2146.08386551,2146.08386551,-2146.08386551,2146.08386551,-2146.08386551,-2146.08386551,-2146.08386551,-2146.08386551,-2146.08386551,-2146.08386551,-2146.08386551,-2146.08386551,-2146.08386551,-2146.08386551,-2146.08386551,0.0,2146.08386551,-2146.08386551
S,@SX6,956.25,16.575,0.0113696456901,1.0,1.0,1.0,-1.0,1.0,-7.0,2016-10-03,828.75,3.0,1.0,1.0,47812.5,0.0113696456901,956.25,grain,1.0,-1.0,2016-10-03,1.0,1.0,-8.0,-8.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,0,-1,1,1,-1,-1,1,-1.0,1,1,1,-1,-1,1,0.0,1.0,0.0,1.0,-1.0,-1,-1,1,1.0,0,1630.83355368,1630.83355368,-1630.83355368,1630.83355368,1630.83355368,-1630.83355368,-1630.83355368,1630.83355368,1630.83355368,1630.83355368,1630.83355368,-1630.83355368,1630.83355368,-1630.83355368,1630.83355368,-1630.83355368,-1630.83355368,1630.83355368,1630.83355368,1630.83355368,-1630.83355368,1630.83355368,1630.83355368,0.0,-1630.83355368,1630.83355368,0.0,1630.83355368,0.0,1630.83355368,-1630.83355368,-1630.83355368,-1630.83355368
SB,@SBH7,22.92,0.6675,-0.00993520518359,-1.0,-1.0,1.0,-1.0,1.0,14.0,2016-09-22,747.6,3.0,1.0,1.0,25670.4,-0.00993520518359,22.92,soft,1.0,1.0,2016-09-22,1.0,1.0,15.0,15.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,1,1.0,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,1,-1,1,1.0,1,-765.122073434,765.122073434,765.122073434,-765.122073434,-765.122073434,765.122073434,-765.122073434,765.122073434,-765.122073434,765.122073434,-765.122073434,765.122073434,-765.122073434,-765.122073434,-765.122073434,765.122073434,-765.122073434,765.122073434,-765.122073434,-765.122073434,-765.122073434,-765.122073434,-765.122073434,-765.122073434,-765.122073434,-765.122073434,-765.122073434,-765.122073434,-765.122073434,-765.122073434,-0.0,-765.122073434,765.122073434
SF,@SFZ6,1.0175,0.00826,0.00483902824412,1.0,-1.0,1.0,-1.0,-1.0,-9.0,2016-09-29,1032.5,2.0,1.0,1.0,127187.5,0.00483902824412,1.0175,currency,1.0,-1.0,2016-09-29,-1.0,-1.0,-10.0,-10.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,1,1,1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,1,1,1.0,1,1230.9278096,1230.9278096,-1230.9278096,1230.9278096,1230.9278096,-1230.9278096,-1230.9278096,1230.9278096,1230.9278096,-1230.9278096,1230.9278096,-1230.9278096,1230.9278096,1230.9278096,-1230.9278096,1230.9278096,1230.9278096,-1230.9278096,-1230.9278096,1230.9278096,1230.9278096,1230.9278096,1230.9278096,1230.9278096,1230.9278096,1230.9278096,1230.9278096,1230.9278096,1230.9278096,0.0,0.0,-1230.9278096,1230.9278096
SI,QSIZ6,1745.8,48.78,-0.00268494715795,-1.0,-1.0,1.0,-1.0,-1.0,-14.0,2016-09-22,2439.0,1.0,1.0,1.0,87290.0,-0.00268494715795,1745.8,metal,-1.0,-1.0,2016-09-23,-1.0,-1.0,14.0,14.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,1,1,1,1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,0.0,0.0,-1,1,1,1.0,1,-234.369037418,234.369037418,234.369037418,-234.369037418,234.369037418,-234.369037418,234.369037418,-234.369037418,-234.369037418,234.369037418,-234.369037418,234.369037418,-234.369037418,-234.369037418,234.369037418,-234.369037418,-234.369037418,234.369037418,234.369037418,-234.369037418,-234.369037418,-234.369037418,-234.369037418,-234.369037418,-234.369037418,-234.369037418,-234.369037418,-234.369037418,-234.369037418,-0.0,-0.0,234.369037418,-234.369037418
SIN,INV6,8576.0,105.418253877,-0.0147058823529,-1.0,-1.0,-1.0,-1.0,1.0,-2.0,2016-09-12,210.836507755,10.0,2.0,2.0,17152.0,-0.0147058823529,8576.0,index,1.0,-1.0,2016-09-12,1.0,1.0,-3.0,-3.0,-1.0,1.0,1.0,10.0,1.0,2.0,10.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,1.0,-1.0,-1,-1,1,1.0,1,-2522.35294118,2522.35294118,2522.35294118,-2522.35294118,-2522.35294118,2522.35294118,2522.35294118,-2522.35294118,-2522.35294118,2522.35294118,2522.35294118,2522.35294118,-2522.35294118,-2522.35294118,-2522.35294118,2522.35294118,2522.35294118,-2522.35294118,-2522.35294118,-2522.35294118,-2522.35294118,-2522.35294118,-2522.35294118,-2522.35294118,-2522.35294118,-2522.35294118,2522.35294118,-0.0,-2522.35294118,-2522.35294118,2522.35294118,2522.35294118,2522.35294118
SJB,BBZ6,151.86,0.2265,0.0,1.0,-1.0,-1.0,-1.0,1.0,-10.0,2016-09-28,218.502797608,10.0,2.0,2.0,146498.167085,0.0,151.86,rates,-1.0,-1.0,2016-09-28,1.0,1.0,-11.0,-11.0,1.0,1.0,1.0,10.0,1.0,1.0,10.0,-1.0,2.0,10.0,-1.0,2.0,10.0,-1.0,0,1,1,1,1,-1,-1,-1.0,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0.0,0.0,1,1,-1,-1.0,0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
SM,@SMZ6,302.3,6.435,0.0195615514334,1.0,-1.0,-1.0,-1.0,1.0,-6.0,2016-10-04,643.5,4.0,1.0,1.0,30230.0,0.0195615514334,302.3,grain,1.0,-1.0,2016-10-04,1.0,1.0,-7.0,-7.0,-1.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,0,-1,1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1.0,0.0,1.0,1.0,-1.0,-1,-1,1,1.0,1,2365.38279933,2365.38279933,-2365.38279933,2365.38279933,2365.38279933,-2365.38279933,-2365.38279933,2365.38279933,2365.38279933,-2365.38279933,-2365.38279933,-2365.38279933,2365.38279933,2365.38279933,2365.38279933,-2365.38279933,-2365.38279933,2365.38279933,2365.38279933,2365.38279933,2365.38279933,2365.38279933,2365.38279933,2365.38279933,2365.38279933,2365.38279933,-2365.38279933,0.0,2365.38279933,2365.38279933,-2365.38279933,-2365.38279933,-2365.38279933
SMI,SWZ6,7981.0,95.4,-0.0105380609968,-1.0,1.0,-1.0,1.0,1.0,35.0,2016-08-24,967.447520535,3.0,1.0,1.0,80934.9964507,-0.0105380609968,7981.0,index,1.0,-1.0,2016-09-22,1.0,1.0,-15.0,-15.0,-1.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,-2558.69378811,2558.69378811,2558.69378811,-2558.69378811,-2558.69378811,2558.69378811,2558.69378811,-2558.69378811,2558.69378811,-2558.69378811,2558.69378811,-2558.69378811,2558.69378811,2558.69378811,-2558.69378811,2558.69378811,-2558.69378811,2558.69378811,2558.69378811,2558.69378811,2558.69378811,2558.69378811,2558.69378811,2558.69378811,2558.69378811,-2558.69378811,2558.69378811,-0.0,-0.0,2558.69378811,2558.69378811,2558.69378811,2558.69378811
SSG,SSV6,308.05,3.609830664,-0.000648824006488,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2016-10-06,522.633656291,4.0,1.0,1.0,44599.6814826,-0.000648824006488,308.05,index,1.0,-1.0,2016-10-06,-1.0,-1.0,-5.0,-5.0,-1.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,0,-1,1,1,1,1,1,1.0,-1,-1,-1,1,1,1,0.0,1.0,1.0,0.0,0.0,-1,1,0,-1.0,0,-115.74937611,115.74937611,115.74937611,-115.74937611,-115.74937611,115.74937611,115.74937611,-115.74937611,-115.74937611,115.74937611,115.74937611,115.74937611,-115.74937611,-115.74937611,115.74937611,-115.74937611,-115.74937611,115.74937611,115.74937611,115.74937611,-115.74937611,-0.0,115.74937611,-0.0,-115.74937611,-115.74937611,-0.0,-115.74937611,-115.74937611,-0.0,-0.0,115.74937611,-115.74937611
STW,TWV6,345.5,5.100939226,-0.0105956471936,-1.0,1.0,1.0,1.0,1.0,-20.0,2016-09-14,510.0939226,4.0,1.0,1.0,34550.0,-0.0105956471936,345.5,index,1.0,-1.0,2016-09-14,1.0,1.0,-21.0,-21.0,1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,0,-1,1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,-1,-1,0,0.0,0,-1464.31844215,1464.31844215,-1464.31844215,1464.31844215,-1464.31844215,1464.31844215,1464.31844215,-1464.31844215,1464.31844215,-1464.31844215,-1464.31844215,-1464.31844215,1464.31844215,1464.31844215,-1464.31844215,1464.31844215,1464.31844215,-1464.31844215,-1464.31844215,-1464.31844215,1464.31844215,-0.0,-0.0,-0.0,1464.31844215,1464.31844215,1464.31844215,-0.0,1464.31844215,1464.31844215,1464.31844215,1464.31844215,1464.31844215
SXE,EXZ6,2963.0,46.7,-0.0113446780113,-1.0,-1.0,-1.0,1.0,1.0,-6.0,2016-10-04,516.3619,4.0,1.0,1.0,32761.891,-0.0113446780113,2963.0,index,1.0,-1.0,2016-10-04,1.0,1.0,-7.0,-7.0,-1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,0,-1,1,-1,1,-1,1,-1.0,1,-1,1,1,1,1,-1.0,0.0,1.0,0.0,-1.0,-1,-1,1,0.0,0,-1486.69241775,1486.69241775,1486.69241775,-1486.69241775,-1486.69241775,1486.69241775,1486.69241775,-1486.69241775,1486.69241775,1486.69241775,1486.69241775,-1486.69241775,1486.69241775,-1486.69241775,-1486.69241775,1486.69241775,1486.69241775,-1486.69241775,1486.69241775,-1486.69241775,-1486.69241775,-1486.69241775,-0.0,-0.0,-1486.69241775,-1486.69241775,1486.69241775,-0.0,-1486.69241775,-0.0,1486.69241775,1486.69241775,1486.69241775
TF,@TFSZ6,1214.0,17.52,-0.00727778232071,-1.0,1.0,1.0,1.0,1.0,1.0,2016-09-14,1752.0,2.0,1.0,1.0,121400.0,-0.00727778232071,1214.0,index,1.0,-1.0,2016-09-22,1.0,1.0,15.0,15.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,0.0,1.0,0.0,-1.0,-1.0,-1,-1,0,-1.0,-1,-1767.04554747,1767.04554747,1767.04554747,-1767.04554747,-1767.04554747,1767.04554747,1767.04554747,-1767.04554747,1767.04554747,-1767.04554747,-1767.04554747,-1767.04554747,1767.04554747,1767.04554747,-1767.04554747,1767.04554747,-1767.04554747,1767.04554747,1767.04554747,-1767.04554747,1767.04554747,-0.0,1767.04554747,1767.04554747,1767.04554747,-1767.04554747,-0.0,-1767.04554747,-0.0,1767.04554747,1767.04554747,1767.04554747,1767.04554747
TU,@TUZ6,109.0390625,0.07734375,0.0007170000717,1.0,1.0,1.0,-1.0,-1.0,8.0,2016-09-30,154.6875,13.0,2.0,2.0,218078.125,0.0007170000717,109.0390625,rates,-1.0,-1.0,2016-09-30,-1.0,-1.0,9.0,9.0,-1.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,2.0,13.0,-1.0,0,1,1,1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,1.0,0.0,1.0,-1.0,-1,1,0,1.0,1,2032.7064064,2032.7064064,-2032.7064064,2032.7064064,-2032.7064064,2032.7064064,-2032.7064064,2032.7064064,2032.7064064,2032.7064064,2032.7064064,-2032.7064064,2032.7064064,-2032.7064064,-2032.7064064,2032.7064064,-2032.7064064,2032.7064064,-2032.7064064,2032.7064064,2032.7064064,0.0,2032.7064064,2032.7064064,-2032.7064064,-2032.7064064,2032.7064064,2032.7064064,0.0,2032.7064064,-2032.7064064,-2032.7064064,2032.7064064
TY,@TYZ6,130.1875,0.43515625,0.00288878189697,1.0,1.0,1.0,1.0,-1.0,6.0,2016-10-04,435.15625,5.0,1.0,1.0,130187.5,0.00288878189697,130.1875,rates,-1.0,-1.0,2016-10-04,-1.0,-1.0,7.0,7.0,-1.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,0,1,1,-1,-1,1,1,-1.0,1,-1,1,1,-1,-1,1.0,1.0,0.0,0.0,-1.0,-1,1,0,1.0,1,1880.41646606,1880.41646606,-1880.41646606,1880.41646606,-1880.41646606,1880.41646606,-1880.41646606,1880.41646606,-1880.41646606,1880.41646606,1880.41646606,1880.41646606,-1880.41646606,-1880.41646606,-1880.41646606,1880.41646606,-1880.41646606,1880.41646606,-1880.41646606,1880.41646606,1880.41646606,0.0,1880.41646606,1880.41646606,-1880.41646606,-1880.41646606,1880.41646606,1880.41646606,0.0,0.0,-1880.41646606,-1880.41646606,1880.41646606
US,@USZ6,164.96875,1.334375,0.00533231765378,1.0,1.0,1.0,1.0,1.0,6.0,2016-10-04,1334.375,2.0,1.0,1.0,164968.75,0.00533231765378,164.96875,rates,-1.0,-1.0,2016-10-04,1.0,1.0,7.0,7.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,1,1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,-1,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,1759.33155589,1759.33155589,-1759.33155589,1759.33155589,-1759.33155589,1759.33155589,-1759.33155589,1759.33155589,-1759.33155589,1759.33155589,1759.33155589,1759.33155589,-1759.33155589,-1759.33155589,1759.33155589,-1759.33155589,1759.33155589,-1759.33155589,-1759.33155589,1759.33155589,-1759.33155589,-1759.33155589,-1759.33155589,-1759.33155589,-1759.33155589,-1759.33155589,0.0,0.0,-1759.33155589,-1759.33155589,-1759.33155589,-1759.33155589,-1759.33155589
VX,@VXX6,17.525,0.983562773,0.0428790197259,1.0,-1.0,1.0,-1.0,-1.0,-16.0,2016-09-20,983.562773,3.0,1.0,1.0,17525.0,0.0428790197259,17.525,index,-1.0,1.0,2016-09-20,-1.0,-1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,1.0,0.0,0.0,0.0,1.0,1,1,0,1.0,1,2254.36446209,2254.36446209,2254.36446209,-2254.36446209,-2254.36446209,2254.36446209,2254.36446209,-2254.36446209,2254.36446209,-2254.36446209,2254.36446209,-2254.36446209,2254.36446209,2254.36446209,-2254.36446209,2254.36446209,2254.36446209,-2254.36446209,2254.36446209,-2254.36446209,2254.36446209,0.0,2254.36446209,2254.36446209,2254.36446209,-2254.36446209,2254.36446209,0.0,0.0,0.0,2254.36446209,2254.36446209,2254.36446209
W,@WZ6,416.0,10.1625,0.0485192186515,1.0,1.0,-1.0,1.0,1.0,17.0,2016-09-19,508.125,4.0,1.0,1.0,20800.0,0.0485192186515,416.0,grain,1.0,-1.0,2016-09-19,1.0,1.0,18.0,18.0,-1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,0,-1,1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,1,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,4036.79899181,4036.79899181,-4036.79899181,4036.79899181,4036.79899181,-4036.79899181,-4036.79899181,4036.79899181,-4036.79899181,4036.79899181,-4036.79899181,4036.79899181,-4036.79899181,-4036.79899181,4036.79899181,-4036.79899181,4036.79899181,-4036.79899181,-4036.79899181,-4036.79899181,-4036.79899181,-4036.79899181,-4036.79899181,-4036.79899181,-4036.79899181,4036.79899181,-4036.79899181,0.0,0.0,-4036.79899181,-4036.79899181,-4036.79899181,-4036.79899181
YA,APZ6,5415.0,52.55,-0.00733272227314,-1.0,1.0,-1.0,1.0,1.0,-6.0,2016-10-04,994.377375,3.0,1.0,1.0,102465.3375,-0.00733272227314,5415.0,index,1.0,-1.0,2016-10-04,1.0,1.0,-7.0,-7.0,-1.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,-1.0,0.0,0.0,0.0,-1.0,-1,-1,0,-1.0,-1,-2254.04958753,2254.04958753,2254.04958753,-2254.04958753,-2254.04958753,2254.04958753,2254.04958753,-2254.04958753,2254.04958753,-2254.04958753,2254.04958753,-2254.04958753,2254.04958753,2254.04958753,-2254.04958753,2254.04958753,2254.04958753,-2254.04958753,2254.04958753,-2254.04958753,2254.04958753,-0.0,2254.04958753,2254.04958753,2254.04958753,-2254.04958753,2254.04958753,-0.0,-0.0,-0.0,2254.04958753,2254.04958753,2254.04958753
YB,HBSM7,98.25,0.030006666,0.000101791530945,1.0,-1.0,1.0,-1.0,-1.0,31.0,2016-08-30,54.508909189,37.0,5.0,5.0,178477.02,0.000101791530945,98.25,rates,-1.0,-1.0,2016-08-30,-1.0,-1.0,32.0,32.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
YM,@YMZ6,18021.0,180.7,-0.00177255857752,-1.0,-1.0,1.0,-1.0,1.0,18.0,2016-09-16,903.5,3.0,1.0,1.0,90105.0,-0.00177255857752,18021.0,index,1.0,-1.0,2016-09-16,1.0,1.0,19.0,19.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,1,1,1,-1,1,1.0,-1,1,1,1,1,1,0.0,1.0,1.0,0.0,-1.0,-1,-1,1,1.0,1,-479.149171883,479.149171883,479.149171883,-479.149171883,-479.149171883,479.149171883,479.149171883,-479.149171883,-479.149171883,479.149171883,-479.149171883,479.149171883,-479.149171883,-479.149171883,-479.149171883,479.149171883,-479.149171883,479.149171883,-479.149171883,-479.149171883,-479.149171883,-479.149171883,-479.149171883,-479.149171883,-479.149171883,-479.149171883,-0.0,-479.149171883,-479.149171883,-0.0,479.149171883,479.149171883,479.149171883
YT2,HTSZ6,98.33,0.0595,0.000406958998881,1.0,-1.0,1.0,-1.0,-1.0,16.0,2016-09-30,126.09954,16.0,2.0,2.0,208392.7356,0.000406958998881,98.33,rates,-1.0,-1.0,2016-09-30,-1.0,-1.0,17.0,17.0,-1.0,1.0,1.0,16.0,1.0,1.0,16.0,1.0,2.0,16.0,-1.0,2.0,16.0,-1.0,0,1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1,1,1,1.0,1,1356.91678486,1356.91678486,-1356.91678486,1356.91678486,-1356.91678486,1356.91678486,-1356.91678486,1356.91678486,1356.91678486,-1356.91678486,1356.91678486,-1356.91678486,1356.91678486,1356.91678486,-1356.91678486,1356.91678486,-1356.91678486,1356.91678486,-1356.91678486,1356.91678486,1356.91678486,1356.91678486,1356.91678486,1356.91678486,1356.91678486,1356.91678486,1356.91678486,1356.91678486,1356.91678486,1356.91678486,0.0,-1356.91678486,1356.91678486
