2017-04-26 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-04-26 00:00:00,Close2017-04-26 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-04-26 00:00:00,LastSRUN,SRUN2017-04-26 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-04-25 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-04-25 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-04-25 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-04-25 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACM7,1.584,0.0291364245,-0.014312383323,-1.0,-1.0,-1.0,1.0,-1.0,8.0,2017-04-12,844.9563105,1.0,1.0,1.0,45936.0,1.0,-0.014312383323,1.584,energy,1.0,1.0,2017-04-12,-1.0,-1.0,9.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
AD,@ADM7,0.746,0.00528,-0.00916456368708,-1.0,-1.0,-1.0,-1.0,-1.0,-25.0,2017-03-20,528.0,1.0,1.0,1.0,74600.0,1.0,-0.00916456368708,0.746,currency,1.0,1.0,2017-03-20,-1.0,-1.0,-26.0,-26.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-683.676451056,683.676451056,683.676451056,-683.676451056,-683.676451056,683.676451056,-683.676451056,683.676451056,-683.676451056,683.676451056,683.676451056,683.676451056,-683.676451056,-683.676451056,-683.676451056,683.676451056,683.676451056,-683.676451056,-683.676451056,683.676451056,683.676451056,-683.676451056,-683.676451056,-683.676451056,-683.676451056,-683.676451056,-683.676451056,-683.676451056,-683.676451056,-683.676451056,-683.676451056,-683.676451056,-0.0,-0.0,-683.676451056
AEX,AEXK7,518.9,4.750887707,0.000674959020345,1.0,-1.0,1.0,-1.0,-1.0,27.0,2017-03-15,1036.3586444,1.0,1.0,1.0,113192.846,0.916842394792,0.000674959020345,518.9,index,1.0,1.0,2017-03-15,-1.0,-1.0,28.0,28.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
BO,@BON7,32.16,0.631714789,0.00973312401884,1.0,1.0,-1.0,1.0,-1.0,-17.0,2017-03-30,379.0288734,2.0,1.0,1.0,19296.0,1.0,0.00973312401884,32.16,grain,1.0,1.0,2017-03-30,-1.0,-1.0,-18.0,-18.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,375.620722135,375.620722135,-375.620722135,375.620722135,375.620722135,-375.620722135,375.620722135,-375.620722135,375.620722135,375.620722135,-375.620722135,375.620722135,-375.620722135,-375.620722135,375.620722135,-375.620722135,-375.620722135,375.620722135,375.620722135,-375.620722135,-375.620722135,375.620722135,375.620722135,375.620722135,0.0,0.0,375.620722135,375.620722135,375.620722135,375.620722135,375.620722135,375.620722135,375.620722135,-375.620722135,-375.620722135
BP,@BPM7,1.2862,0.00943,0.00101175188731,1.0,-1.0,-1.0,1.0,1.0,29.0,2017-03-14,589.375,1.0,1.0,1.0,80387.5,1.0,0.00101175188731,1.2862,currency,1.0,1.0,2017-03-14,1.0,1.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,81.3322048409,81.3322048409,81.3322048409,-81.3322048409,81.3322048409,-81.3322048409,81.3322048409,-81.3322048409,81.3322048409,-81.3322048409,-81.3322048409,81.3322048409,-81.3322048409,81.3322048409,81.3322048409,81.3322048409,81.3322048409,-81.3322048409,81.3322048409,-81.3322048409,81.3322048409,-81.3322048409,-81.3322048409,-81.3322048409,0.0,-81.3322048409,-81.3322048409,-81.3322048409,-81.3322048409,-81.3322048409,0.0,81.3322048409,0.0,81.3322048409,-81.3322048409
C,@CN7,366.75,6.141802168,-0.0134498991258,-1.0,1.0,-1.0,1.0,1.0,7.0,2017-04-13,307.0901084,3.0,1.0,1.0,18337.5,1.0,-0.0134498991258,366.75,grain,1.0,1.0,2017-04-13,1.0,1.0,8.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-739.912575656,739.912575656,-739.912575656,739.912575656,-739.912575656,739.912575656,-739.912575656,739.912575656,-739.912575656,-739.912575656,739.912575656,-739.912575656,739.912575656,739.912575656,-739.912575656,-739.912575656,-739.912575656,739.912575656,-739.912575656,739.912575656,-739.912575656,739.912575656,739.912575656,739.912575656,-0.0,739.912575656,739.912575656,739.912575656,739.912575656,739.912575656,739.912575656,-739.912575656,-739.912575656,-739.912575656,739.912575656
CC,@CCN7,1875.0,57.2158840435,0.0124190064795,1.0,1.0,1.0,-1.0,1.0,-10.0,2017-04-10,572.158840435,1.0,1.0,1.0,18750.0,1.0,0.0124190064795,1875.0,soft,1.0,1.0,2017-04-20,1.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,-1.0,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
CD,@CDM7,0.73495,0.004545,-0.00284919611967,-1.0,-1.0,1.0,-1.0,1.0,-16.0,2017-03-31,454.5,2.0,1.0,1.0,73495.0,1.0,-0.00284919611967,0.73495,currency,1.0,1.0,2017-03-31,1.0,1.0,-17.0,-17.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-418.80333763,418.80333763,418.80333763,-418.80333763,-418.80333763,418.80333763,-418.80333763,418.80333763,-418.80333763,418.80333763,-418.80333763,418.80333763,-418.80333763,-418.80333763,418.80333763,-418.80333763,-418.80333763,418.80333763,-418.80333763,418.80333763,-418.80333763,-418.80333763,-418.80333763,-418.80333763,-418.80333763,-418.80333763,-418.80333763,-418.80333763,-418.80333763,-418.80333763,-418.80333763,-418.80333763,418.80333763,-418.80333763,418.80333763
CGB,CBM7,139.01,0.5495,0.00237957888665,1.0,-1.0,-1.0,-1.0,1.0,-30.0,2017-03-13,403.48043175,2.0,1.0,1.0,102070.636611,1.3619,0.00237957888665,139.01,rates,-1.0,1.0,2017-03-13,1.0,1.0,-31.0,-31.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1.0,-1.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
CL,QCLM7,49.62,1.0602093755,0.00121065375303,1.0,-1.0,1.0,-1.0,-1.0,-9.0,2017-04-11,1060.2093755,1.0,1.0,1.0,49620.0,1.0,0.00121065375303,49.62,energy,1.0,1.0,2017-04-11,-1.0,-1.0,-10.0,-10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,60.0726392252,60.0726392252,60.0726392252,-60.0726392252,60.0726392252,-60.0726392252,60.0726392252,-60.0726392252,60.0726392252,-60.0726392252,60.0726392252,-60.0726392252,60.0726392252,60.0726392252,-60.0726392252,-60.0726392252,-60.0726392252,60.0726392252,-60.0726392252,60.0726392252,60.0726392252,-60.0726392252,60.0726392252,60.0726392252,60.0726392252,60.0726392252,60.0726392252,60.0726392252,60.0726392252,60.0726392252,60.0726392252,-60.0726392252,60.0726392252,60.0726392252,60.0726392252
