2016-09-08 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-08 00:00:00,Close2016-09-08 00:00:00,group,RiskOn,Excess,SEA2016-09-08 00:00:00,SRUN2016-09-08 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-07 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-07 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-07 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-07 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13
RS,@RSX6,463.3,7.275,0.0084893339138,1.0,1.0,1.0,-1.0,1.0,9.0,2016-08-25,112.546410891,18.0,3.0,3.0,7167.38861386,0.0084893339138,463.3,grain,1.0,-1.0,1.0,9.0,-1.0,1.0,8.0,1.0,1.0,18.0,1.0,1.0,18.0,1.0,1.0,18.0,1.0,2.0,18.0,-1.0,-1,1,1,-1,-1,1,1.0,-1,1,1,-1,-1,1,1,1,0.0,0,0.0,1,-1,1,1095.23439419,1095.23439419,-1095.23439419,1095.23439419,1095.23439419,-1095.23439419,-1095.23439419,1095.23439419,1095.23439419,1095.23439419,1095.23439419,-1095.23439419,1095.23439419,-1095.23439419,1095.23439419,-1095.23439419,1095.23439419,-1095.23439419,1095.23439419,1095.23439419,-1095.23439419,1095.23439419,-1095.23439419,1095.23439419,1095.23439419,1095.23439419,0.0,0.0,0.0,1095.23439419,-1095.23439419
S,@SX6,976.75,17.8625,0.00128139415684,1.0,-1.0,-1.0,-1.0,1.0,-15.0,2016-08-17,893.125,3.0,1.0,1.0,48837.5,0.00128139415684,976.75,grain,1.0,-1.0,1.0,-15.0,1.0,1.0,-14.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,1,1,-1,187.740261404,187.740261404,187.740261404,-187.740261404,187.740261404,-187.740261404,-187.740261404,187.740261404,-187.740261404,-187.740261404,-187.740261404,-187.740261404,187.740261404,187.740261404,187.740261404,-187.740261404,-187.740261404,187.740261404,187.740261404,-187.740261404,-187.740261404,-187.740261404,187.740261404,-187.740261404,-187.740261404,-187.740261404,-187.740261404,-187.740261404,-187.740261404,187.740261404,187.740261404
SB,@SBV6,20.22,0.545,-0.00344997535732,-1.0,-1.0,-1.0,-1.0,1.0,-29.0,2016-07-28,610.4,4.0,1.0,1.0,22646.4,-0.00344997535732,20.22,soft,1.0,1.0,1.0,-29.0,1.0,1.0,-28.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,1,1,-1,-312.518087728,312.518087728,-312.518087728,312.518087728,-312.518087728,312.518087728,-312.518087728,312.518087728,312.518087728,312.518087728,312.518087728,312.518087728,-312.518087728,-312.518087728,-312.518087728,312.518087728,312.518087728,-312.518087728,-312.518087728,312.518087728,312.518087728,312.518087728,-312.518087728,312.518087728,312.518087728,312.518087728,312.518087728,312.518087728,312.518087728,-312.518087728,-312.518087728
SF,@SFU6,1.0283,0.00755,-0.00368181377773,-1.0,1.0,-1.0,1.0,1.0,-14.0,2016-08-18,943.75,3.0,1.0,1.0,128537.5,-0.00368181377773,1.0283,currency,1.0,1.0,1.0,-14.0,1.0,1.0,-13.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,-1419.75341537,1419.75341537,-1419.75341537,1419.75341537,-1419.75341537,1419.75341537,-1419.75341537,1419.75341537,1419.75341537,-1419.75341537,1419.75341537,-1419.75341537,1419.75341537,1419.75341537,-1419.75341537,1419.75341537,1419.75341537,-1419.75341537,-1419.75341537,1419.75341537,1419.75341537,1419.75341537,-1419.75341537,1419.75341537,1419.75341537,1419.75341537,1419.75341537,1419.75341537,1419.75341537,1419.75341537,-1419.75341537
SI,QSIZ6,1967.8,44.2066610305,-0.00856509471987,-1.0,1.0,1.0,1.0,1.0,9.0,2016-08-25,2210.33305152,1.0,1.0,1.0,98390.0,-0.00856509471987,1967.8,metal,-1.0,1.0,1.0,9.0,-1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,1,1,1.0,0,1.0,-1,1,0,-842.719669488,842.719669488,842.719669488,-842.719669488,842.719669488,-842.719669488,-842.719669488,842.719669488,-842.719669488,-842.719669488,-842.719669488,-842.719669488,842.719669488,842.719669488,-842.719669488,842.719669488,-842.719669488,842.719669488,842.719669488,-842.719669488,842.719669488,-0.0,842.719669488,-842.719669488,-842.719669488,-842.719669488,-842.719669488,-0.0,-842.719669488,842.719669488,-842.719669488
SIN,INU6,8976.5,82.745679513,0.00195334300703,1.0,1.0,1.0,1.0,-1.0,23.0,2016-08-08,165.491359026,13.0,2.0,2.0,17953.0,0.00195334300703,8976.5,index,1.0,1.0,-1.0,23.0,-1.0,1.0,22.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,2.0,13.0,1.0,2.0,13.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,1,1,1.0,0,0.0,1,1,0,455.888771068,455.888771068,-455.888771068,455.888771068,455.888771068,-455.888771068,455.888771068,-455.888771068,455.888771068,455.888771068,455.888771068,455.888771068,-455.888771068,-455.888771068,455.888771068,-455.888771068,455.888771068,-455.888771068,-455.888771068,455.888771068,-455.888771068,0.0,-455.888771068,455.888771068,455.888771068,455.888771068,455.888771068,0.0,0.0,455.888771068,455.888771068
SJB,BBZ6,151.6,0.2638114285,-0.000725067563114,-1.0,-1.0,1.0,-1.0,-1.0,-31.0,2016-07-27,257.402115816,8.0,1.0,1.0,147916.869939,-0.000725067563114,151.6,rates,-1.0,1.0,-1.0,-31.0,1.0,-1.0,-30.0,-1.0,1.0,8.0,-1.0,1.0,8.0,1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,-1,1.0,0,1.0,-1,-1,0,-857.997795438,857.997795438,-857.997795438,857.997795438,857.997795438,-857.997795438,-857.997795438,857.997795438,857.997795438,857.997795438,-857.997795438,857.997795438,-857.997795438,-857.997795438,857.997795438,-857.997795438,-857.997795438,857.997795438,-857.997795438,857.997795438,-857.997795438,-0.0,-857.997795438,-857.997795438,-857.997795438,857.997795438,-857.997795438,-0.0,-857.997795438,857.997795438,857.997795438
SM,@SMZ6,317.6,6.705,0.00284180612567,1.0,-1.0,1.0,-1.0,-1.0,-22.0,2016-08-08,670.5,3.0,1.0,1.0,31760.0,0.00284180612567,317.6,grain,1.0,-1.0,-1.0,-22.0,1.0,-1.0,-21.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,1,-1,1.0,-1,1,-1,1,1,1,-1,1,0.0,0,0.0,1,-1,1,270.767287654,270.767287654,270.767287654,-270.767287654,270.767287654,-270.767287654,-270.767287654,270.767287654,270.767287654,-270.767287654,270.767287654,-270.767287654,270.767287654,270.767287654,-270.767287654,270.767287654,270.767287654,-270.767287654,270.767287654,-270.767287654,270.767287654,270.767287654,270.767287654,270.767287654,-270.767287654,270.767287654,0.0,0.0,0.0,270.767287654,-270.767287654
SMI,SWU6,8312.0,78.6,-0.000481000481001,-1.0,-1.0,-1.0,-1.0,1.0,11.0,2016-08-24,807.976973684,3.0,1.0,1.0,85444.0789474,-0.000481000481001,8312.0,index,1.0,1.0,1.0,11.0,1.0,1.0,10.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,1,1,-1,-123.295929217,123.295929217,-123.295929217,123.295929217,-123.295929217,123.295929217,-123.295929217,123.295929217,123.295929217,123.295929217,123.295929217,123.295929217,-123.295929217,-123.295929217,-123.295929217,123.295929217,-123.295929217,123.295929217,-123.295929217,123.295929217,123.295929217,123.295929217,-123.295929217,123.295929217,123.295929217,123.295929217,123.295929217,123.295929217,123.295929217,-123.295929217,-123.295929217
SSG,SSU6,319.85,3.518030494,0.00140889167188,1.0,-1.0,1.0,-1.0,-1.0,34.0,2016-07-21,525.079178209,4.0,1.0,1.0,47738.8059701,0.00140889167188,319.85,index,1.0,-1.0,-1.0,34.0,-1.0,-1.0,33.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1,0.0,1,-1,1,269.035224628,269.035224628,-269.035224628,269.035224628,269.035224628,-269.035224628,-269.035224628,269.035224628,269.035224628,-269.035224628,269.035224628,-269.035224628,269.035224628,269.035224628,-269.035224628,269.035224628,-269.035224628,269.035224628,-269.035224628,269.035224628,269.035224628,269.035224628,269.035224628,269.035224628,269.035224628,269.035224628,269.035224628,269.035224628,0.0,269.035224628,-269.035224628
STW,TWU6,345.0,4.0178655315,-0.00346620450607,-1.0,1.0,-1.0,1.0,1.0,-3.0,2016-08-11,401.78655315,5.0,1.0,1.0,34500.0,-0.00346620450607,345.0,index,1.0,1.0,1.0,-3.0,1.0,1.0,-2.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,-1.0,-1,1,-1,-597.920277296,597.920277296,-597.920277296,597.920277296,-597.920277296,597.920277296,-597.920277296,597.920277296,597.920277296,-597.920277296,597.920277296,-597.920277296,597.920277296,597.920277296,-597.920277296,597.920277296,597.920277296,-597.920277296,-597.920277296,597.920277296,597.920277296,597.920277296,-597.920277296,597.920277296,597.920277296,597.920277296,597.920277296,597.920277296,597.920277296,597.920277296,-597.920277296
SXE,EXU6,3084.0,41.0,-0.00226463927532,-1.0,-1.0,1.0,-1.0,1.0,26.0,2016-08-03,461.578,5.0,1.0,1.0,34719.672,-0.00226463927532,3084.0,index,1.0,1.0,1.0,26.0,1.0,1.0,25.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,-1,-1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,1,0.0,-1,0.0,1,1,0,-393.137664186,393.137664186,-393.137664186,393.137664186,-393.137664186,393.137664186,-393.137664186,393.137664186,-393.137664186,393.137664186,-393.137664186,393.137664186,-393.137664186,-393.137664186,-393.137664186,393.137664186,-393.137664186,393.137664186,-393.137664186,393.137664186,393.137664186,-0.0,-393.137664186,393.137664186,393.137664186,-393.137664186,-0.0,393.137664186,-0.0,-393.137664186,-393.137664186
TF,@TFSU6,1255.8,12.22,-0.0036496350365,-1.0,1.0,-1.0,1.0,-1.0,25.0,2016-08-04,1222.0,2.0,1.0,1.0,125580.0,-0.0036496350365,1255.8,index,1.0,1.0,-1.0,25.0,1.0,-1.0,24.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,-1,-1,0.0,0,-1.0,-1,1,-1,-916.642335766,916.642335766,-916.642335766,916.642335766,-916.642335766,916.642335766,-916.642335766,916.642335766,916.642335766,-916.642335766,916.642335766,-916.642335766,916.642335766,916.642335766,916.642335766,-916.642335766,916.642335766,-916.642335766,916.642335766,916.642335766,916.642335766,916.642335766,-916.642335766,916.642335766,916.642335766,916.642335766,-0.0,-0.0,916.642335766,916.642335766,-916.642335766
TU,@TUZ6,109.15625,0.102289439,-0.000786669527283,-1.0,-1.0,1.0,-1.0,1.0,-46.0,2016-07-05,204.578878,10.0,2.0,2.0,218312.5,-0.000786669527283,109.15625,rates,-1.0,1.0,1.0,-46.0,-1.0,1.0,-45.0,1.0,1.0,10.0,1.0,2.0,10.0,1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,1.0,0,1.0,1,-1,1,-1717.39791175,1717.39791175,1717.39791175,-1717.39791175,1717.39791175,-1717.39791175,-1717.39791175,1717.39791175,-1717.39791175,1717.39791175,-1717.39791175,1717.39791175,-1717.39791175,-1717.39791175,-1717.39791175,1717.39791175,1717.39791175,-1717.39791175,-1717.39791175,-1717.39791175,-1717.39791175,-1717.39791175,-1717.39791175,-1717.39791175,-1717.39791175,-1717.39791175,-1717.39791175,-0.0,-1717.39791175,-1717.39791175,1717.39791175
TY,@TYZ6,130.71875,0.5552130225,-0.00487688830736,-1.0,1.0,1.0,1.0,1.0,-46.0,2016-07-05,555.2130225,4.0,1.0,1.0,130718.75,-0.00487688830736,130.71875,rates,-1.0,1.0,1.0,-46.0,1.0,1.0,-45.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,1,-1,0.0,-1,1.0,-1,1,0,-2550.00297371,2550.00297371,-2550.00297371,2550.00297371,2550.00297371,-2550.00297371,-2550.00297371,2550.00297371,2550.00297371,-2550.00297371,-2550.00297371,-2550.00297371,2550.00297371,2550.00297371,-2550.00297371,2550.00297371,2550.00297371,-2550.00297371,-2550.00297371,-2550.00297371,2550.00297371,-0.0,-2550.00297371,2550.00297371,-2550.00297371,2550.00297371,-0.0,2550.00297371,-2550.00297371,2550.00297371,-2550.00297371
US,@USZ6,168.4375,1.538592073,-0.0133626212704,-1.0,-1.0,-1.0,-1.0,1.0,-43.0,2016-07-08,1538.592073,2.0,1.0,1.0,168437.5,-0.0133626212704,168.4375,rates,-1.0,1.0,1.0,-43.0,1.0,1.0,-42.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,0.0,-1,1,-1,-4501.53304045,4501.53304045,-4501.53304045,4501.53304045,4501.53304045,-4501.53304045,-4501.53304045,4501.53304045,4501.53304045,4501.53304045,4501.53304045,4501.53304045,-4501.53304045,-4501.53304045,-4501.53304045,4501.53304045,4501.53304045,-4501.53304045,-4501.53304045,4501.53304045,4501.53304045,4501.53304045,-4501.53304045,4501.53304045,4501.53304045,4501.53304045,4501.53304045,4501.53304045,-0.0,4501.53304045,-4501.53304045
VX,@VXU6,13.375,0.567,0.0113421550095,1.0,-1.0,1.0,-1.0,-1.0,-33.0,2016-07-22,567.0,4.0,1.0,1.0,13375.0,0.0113421550095,13.375,index,-1.0,-1.0,-1.0,-33.0,-1.0,-1.0,-32.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,1.0,1,-1,1,606.805293006,606.805293006,-606.805293006,606.805293006,-606.805293006,606.805293006,-606.805293006,606.805293006,606.805293006,-606.805293006,606.805293006,-606.805293006,606.805293006,606.805293006,-606.805293006,606.805293006,606.805293006,-606.805293006,-606.805293006,606.805293006,606.805293006,606.805293006,-606.805293006,606.805293006,606.805293006,606.805293006,606.805293006,606.805293006,606.805293006,606.805293006,-606.805293006
W,@WZ6,406.0,9.375,0.008069522036,1.0,1.0,1.0,1.0,-1.0,-13.0,2016-08-19,468.75,5.0,1.0,1.0,20300.0,0.008069522036,406.0,grain,1.0,1.0,-1.0,-13.0,1.0,-1.0,-12.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,-1,1,1.0,0,0.0,-1,1,-1,819.056486654,819.056486654,819.056486654,-819.056486654,819.056486654,-819.056486654,819.056486654,-819.056486654,819.056486654,819.056486654,819.056486654,819.056486654,-819.056486654,-819.056486654,-819.056486654,819.056486654,819.056486654,-819.056486654,-819.056486654,-819.056486654,-819.056486654,-819.056486654,-819.056486654,819.056486654,-819.056486654,819.056486654,819.056486654,0.0,0.0,-819.056486654,819.056486654
YA,APU6,5365.0,51.55,-0.00905060953085,-1.0,1.0,1.0,1.0,-1.0,21.0,2016-08-10,984.86275,3.0,1.0,1.0,102498.325,-0.00905060953085,5365.0,index,1.0,-1.0,-1.0,21.0,1.0,-1.0,-4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,-1,1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,-1,1,0.0,0,0.0,-1,1,-1,-2783.01695142,2783.01695142,-2783.01695142,2783.01695142,-2783.01695142,2783.01695142,2783.01695142,-2783.01695142,-2783.01695142,-2783.01695142,-2783.01695142,-2783.01695142,2783.01695142,2783.01695142,2783.01695142,-2783.01695142,-2783.01695142,2783.01695142,2783.01695142,2783.01695142,2783.01695142,2783.01695142,2783.01695142,-2783.01695142,2783.01695142,-2783.01695142,-0.0,-0.0,-0.0,2783.01695142,-2783.01695142
YB,HBSZ6,98.3,0.0215,-0.000101719051979,-1.0,-1.0,-1.0,-1.0,1.0,-7.0,2016-08-30,39.43272,51.0,7.0,7.0,180290.064,-0.000101719051979,98.3,rates,-1.0,1.0,1.0,-7.0,1.0,-1.0,-6.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,0.0,0,0.0,-1,-1,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
YM,@YMU6,18459.0,113.1,-0.00297072485687,-1.0,1.0,-1.0,1.0,1.0,24.0,2016-08-04,565.5,4.0,1.0,1.0,92295.0,-0.00297072485687,18459.0,index,1.0,1.0,1.0,24.0,-1.0,1.0,23.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,-1,-1,1,0.0,0,-1.0,1,1,-1,-1096.73220266,1096.73220266,1096.73220266,-1096.73220266,-1096.73220266,1096.73220266,-1096.73220266,1096.73220266,-1096.73220266,-1096.73220266,1096.73220266,-1096.73220266,1096.73220266,1096.73220266,-1096.73220266,1096.73220266,-1096.73220266,1096.73220266,1096.73220266,1096.73220266,1096.73220266,1096.73220266,1096.73220266,1096.73220266,1096.73220266,-1096.73220266,-0.0,-0.0,1096.73220266,-1096.73220266,-1096.73220266
YT2,HTSU6,98.55,0.036,-0.000405720661325,-1.0,1.0,-1.0,1.0,-1.0,-27.0,2016-08-02,77.03136,26.0,4.0,4.0,210873.348,-0.000405720661325,98.55,rates,-1.0,1.0,-1.0,-27.0,1.0,-1.0,-26.0,-1.0,1.0,26.0,-1.0,1.0,26.0,-1.0,1.0,26.0,1.0,1.0,26.0,1.0,1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0,0.0,-1,1,-1,-2224.44752936,2224.44752936,-2224.44752936,2224.44752936,2224.44752936,-2224.44752936,-2224.44752936,2224.44752936,2224.44752936,-2224.44752936,2224.44752936,-2224.44752936,2224.44752936,2224.44752936,2224.44752936,-2224.44752936,-2224.44752936,2224.44752936,2224.44752936,2224.44752936,2224.44752936,2224.44752936,2224.44752936,2224.44752936,2224.44752936,2224.44752936,-0.0,-0.0,-0.0,2224.44752936,-2224.44752936
YT3,HXSU6,98.125,0.05275,-0.000356560717196,-1.0,1.0,1.0,1.0,-1.0,55.0,2016-06-23,322.4924,7.0,1.0,1.0,599897.0,-0.000356560717196,98.125,rates,-1.0,1.0,-1.0,55.0,1.0,-1.0,54.0,-1.0,1.0,7.0,-1.0,1.0,7.0,1.0,2.0,7.0,1.0,2.0,7.0,1.0,1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,1,-1,1.0,0,1.0,-1,1,-1,-1497.29793195,1497.29793195,-1497.29793195,1497.29793195,1497.29793195,-1497.29793195,-1497.29793195,1497.29793195,1497.29793195,-1497.29793195,-1497.29793195,-1497.29793195,1497.29793195,1497.29793195,1497.29793195,-1497.29793195,1497.29793195,-1497.29793195,1497.29793195,-1497.29793195,1497.29793195,1497.29793195,-1497.29793195,-1497.29793195,-1497.29793195,1497.29793195,-1497.29793195,-0.0,-1497.29793195,1497.29793195,-1497.29793195
