2016-09-02 00:00:00,Contract,LastClose,ATR20,PC2016-09-02 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-09-02 00:00:00,group,RiskOn,Excess,SEA2016-09-02 00:00:00,SRUN2016-09-02 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-01 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-01 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-01 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-01 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13
S,@SX6,952.5,18.25,0.00927152317881,1.0,-1.0,1.0,-1.0,1.0,-12.0,2016-08-17,912.5,3.0,1.0,1.0,47625.0,952.5,grain,1.0,-1.0,1.0,-12.0,1.0,1.0,-11.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1,-1,1,-1.0,-1,0.0,1,-1,1324.66887417,1324.66887417,1324.66887417,-1324.66887417,1324.66887417,-1324.66887417,-1324.66887417,1324.66887417,1324.66887417,-1324.66887417,1324.66887417,-1324.66887417,1324.66887417,1324.66887417,1324.66887417,-1324.66887417,-1324.66887417,1324.66887417,1324.66887417,1324.66887417,-1324.66887417,1324.66887417,1324.66887417,-1324.66887417,-1324.66887417,1324.66887417,-1324.66887417,-1324.66887417,0.0,1324.66887417,-1324.66887417
SB,@SBV6,20.18,0.568,0.0301174068402,1.0,-1.0,-1.0,1.0,1.0,-26.0,2016-07-28,636.16,4.0,1.0,1.0,22601.6,20.18,soft,1.0,1.0,1.0,-26.0,-1.0,1.0,-25.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,-1,-1,-1,1,-1,1,-1.0,1,-1,1,1,1,-1,-1,-1,1,0.0,0,-1.0,1,1,2722.80632976,2722.80632976,-2722.80632976,2722.80632976,2722.80632976,-2722.80632976,2722.80632976,-2722.80632976,2722.80632976,-2722.80632976,-2722.80632976,2722.80632976,-2722.80632976,2722.80632976,2722.80632976,-2722.80632976,-2722.80632976,2722.80632976,-2722.80632976,2722.80632976,2722.80632976,2722.80632976,-2722.80632976,-2722.80632976,-2722.80632976,2722.80632976,0.0,0.0,-2722.80632976,2722.80632976,2722.80632976
SF,@SFU6,1.0207,0.00709,-0.000489620054838,-1.0,-1.0,1.0,-1.0,1.0,-11.0,2016-08-18,886.25,3.0,1.0,1.0,127587.5,1.0207,currency,1.0,1.0,1.0,-11.0,1.0,1.0,-10.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1,-1,1,0.0,-1,0.0,1,-1,-187.40819624,187.40819624,-187.40819624,187.40819624,-187.40819624,187.40819624,-187.40819624,187.40819624,-187.40819624,187.40819624,-187.40819624,187.40819624,-187.40819624,-187.40819624,-187.40819624,187.40819624,187.40819624,-187.40819624,-187.40819624,-187.40819624,187.40819624,-187.40819624,-187.40819624,187.40819624,187.40819624,-187.40819624,-0.0,187.40819624,-0.0,-187.40819624,187.40819624
SI,QSIZ6,1936.6,42.914373482,0.0223301483398,1.0,1.0,1.0,1.0,1.0,-13.0,2016-08-16,2145.7186741,1.0,1.0,1.0,96830.0,1936.6,metal,-1.0,1.0,1.0,-13.0,1.0,1.0,-12.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,-1,-1,-1,-1,-1,-1.0,1,-1,1,-1,-1,1,-1,1,-1,0.0,-1,1.0,-1,-1,2162.22826374,2162.22826374,2162.22826374,-2162.22826374,-2162.22826374,2162.22826374,2162.22826374,-2162.22826374,-2162.22826374,2162.22826374,2162.22826374,2162.22826374,-2162.22826374,-2162.22826374,2162.22826374,-2162.22826374,-2162.22826374,2162.22826374,-2162.22826374,2162.22826374,-2162.22826374,-2162.22826374,2162.22826374,-2162.22826374,2162.22826374,-2162.22826374,0.0,-2162.22826374,2162.22826374,-2162.22826374,-2162.22826374
SIN,INU6,8845.0,87.54413938,0.00237987307344,1.0,1.0,1.0,-1.0,1.0,19.0,2016-08-08,175.08827876,12.0,2.0,2.0,17690.0,8845.0,index,1.0,1.0,1.0,19.0,-1.0,1.0,18.0,1.0,1.0,12.0,1.0,1.0,12.0,1.0,1.0,12.0,1.0,1.0,12.0,-1.0,-1,-1,1,-1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,1.0,0,0.0,1,-1,505.199456029,505.199456029,-505.199456029,505.199456029,505.199456029,-505.199456029,505.199456029,-505.199456029,505.199456029,505.199456029,505.199456029,-505.199456029,505.199456029,-505.199456029,505.199456029,-505.199456029,505.199456029,-505.199456029,-505.199456029,505.199456029,-505.199456029,-505.199456029,-505.199456029,505.199456029,505.199456029,505.199456029,505.199456029,0.0,0.0,505.199456029,-505.199456029
SJB,BBZ6,151.37,0.2584189655,-0.000198491477899,-1.0,-1.0,1.0,-1.0,-1.0,-27.0,2016-07-27,248.503669103,9.0,2.0,2.0,145562.073276,151.37,rates,-1.0,1.0,-1.0,-27.0,-1.0,-1.0,-26.0,1.0,1.0,9.0,1.0,1.0,9.0,1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,1,-1,1,1,1,1,1.0,-1,1,1,1,1,-1,1,1,1,1.0,1,1.0,1,1,-260.035479456,260.035479456,260.035479456,-260.035479456,260.035479456,-260.035479456,-260.035479456,260.035479456,-260.035479456,260.035479456,-260.035479456,260.035479456,-260.035479456,-260.035479456,260.035479456,-260.035479456,-260.035479456,260.035479456,-260.035479456,-260.035479456,-260.035479456,-260.035479456,260.035479456,-260.035479456,-260.035479456,-260.035479456,-260.035479456,-260.035479456,-260.035479456,-260.035479456,-260.035479456
SM,@SMZ6,307.4,6.985,0.00260926288324,1.0,-1.0,1.0,-1.0,-1.0,-19.0,2016-08-08,698.5,3.0,1.0,1.0,30740.0,307.4,grain,1.0,-1.0,-1.0,-19.0,-1.0,-1.0,-18.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,1,1,1.0,-1,1,1,1,1,-1,1,1,1,1.0,1,0.0,1,1,240.626223092,240.626223092,-240.626223092,240.626223092,240.626223092,-240.626223092,-240.626223092,240.626223092,240.626223092,-240.626223092,240.626223092,-240.626223092,240.626223092,240.626223092,-240.626223092,240.626223092,240.626223092,-240.626223092,240.626223092,240.626223092,240.626223092,240.626223092,-240.626223092,240.626223092,240.626223092,240.626223092,240.626223092,240.626223092,0.0,240.626223092,240.626223092
SMI,SWU6,8274.0,80.7,0.0175870126676,1.0,1.0,1.0,1.0,1.0,7.0,2016-08-24,823.217382434,3.0,1.0,1.0,84402.733857,8274.0,index,1.0,1.0,1.0,7.0,-1.0,1.0,-12.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,1,1,1,1.0,0,0.0,1,-1,4453.17584856,4453.17584856,-4453.17584856,4453.17584856,4453.17584856,-4453.17584856,4453.17584856,-4453.17584856,4453.17584856,4453.17584856,4453.17584856,4453.17584856,-4453.17584856,-4453.17584856,4453.17584856,-4453.17584856,-4453.17584856,4453.17584856,-4453.17584856,4453.17584856,-4453.17584856,-4453.17584856,-4453.17584856,4453.17584856,4453.17584856,4453.17584856,4453.17584856,0.0,0.0,4453.17584856,-4453.17584856
SSG,SSU6,307.9,3.3434407425,-0.00516962843296,-1.0,1.0,-1.0,1.0,-1.0,30.0,2016-07-21,499.021006343,5.0,1.0,1.0,45955.2238806,307.9,index,1.0,-1.0,-1.0,30.0,-1.0,-1.0,-29.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,1,-1,-1,1,1,1.0,-1,-1,-1,1,-1,-1,1,-1,1,0.0,1,-1.0,1,-1,-1187.85716008,1187.85716008,1187.85716008,-1187.85716008,-1187.85716008,1187.85716008,1187.85716008,-1187.85716008,-1187.85716008,-1187.85716008,1187.85716008,-1187.85716008,1187.85716008,1187.85716008,1187.85716008,-1187.85716008,-1187.85716008,1187.85716008,1187.85716008,1187.85716008,-1187.85716008,1187.85716008,1187.85716008,-1187.85716008,1187.85716008,-1187.85716008,-0.0,-1187.85716008,1187.85716008,-1187.85716008,1187.85716008
STW,TWU6,333.5,3.8346726365,0.000900360144058,1.0,-1.0,-1.0,-1.0,1.0,-6.0,2016-08-25,383.46726365,6.0,1.0,1.0,33350.0,333.5,index,1.0,1.0,1.0,-6.0,-1.0,1.0,15.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,-1,-1,1,-1,-1,-1,-1,1,0.0,0,-1.0,1,1,180.162064826,180.162064826,-180.162064826,180.162064826,180.162064826,-180.162064826,180.162064826,-180.162064826,180.162064826,-180.162064826,-180.162064826,-180.162064826,180.162064826,180.162064826,180.162064826,-180.162064826,180.162064826,-180.162064826,-180.162064826,-180.162064826,180.162064826,-180.162064826,-180.162064826,-180.162064826,-180.162064826,180.162064826,0.0,0.0,-180.162064826,180.162064826,180.162064826
SXE,EXU6,3082.0,39.6,0.0225613802256,1.0,-1.0,-1.0,-1.0,1.0,22.0,2016-08-03,441.7776,5.0,1.0,1.0,34382.792,3082.0,index,1.0,1.0,1.0,22.0,-1.0,1.0,21.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,-1,-1,1,-1,-1,-1,-1,1,0.0,0,-1.0,1,1,3878.61621765,3878.61621765,-3878.61621765,3878.61621765,3878.61621765,-3878.61621765,3878.61621765,-3878.61621765,3878.61621765,-3878.61621765,-3878.61621765,-3878.61621765,3878.61621765,3878.61621765,3878.61621765,-3878.61621765,3878.61621765,-3878.61621765,-3878.61621765,-3878.61621765,3878.61621765,-3878.61621765,-3878.61621765,-3878.61621765,-3878.61621765,3878.61621765,0.0,0.0,-3878.61621765,3878.61621765,3878.61621765
TF,@TFSU6,1251.4,12.35,0.0104974160207,1.0,-1.0,1.0,-1.0,1.0,21.0,2016-08-04,1235.0,2.0,1.0,1.0,125140.0,1251.4,index,1.0,1.0,1.0,21.0,-1.0,1.0,20.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,-1,1,1,1,-1,1,1,1,1.0,0,0.0,1,1,2627.29328165,2627.29328165,-2627.29328165,2627.29328165,2627.29328165,-2627.29328165,2627.29328165,-2627.29328165,2627.29328165,-2627.29328165,2627.29328165,-2627.29328165,2627.29328165,2627.29328165,2627.29328165,-2627.29328165,2627.29328165,-2627.29328165,-2627.29328165,2627.29328165,2627.29328165,2627.29328165,-2627.29328165,2627.29328165,2627.29328165,2627.29328165,2627.29328165,0.0,0.0,2627.29328165,2627.29328165
TU,@TUZ6,109.140625,0.09915237,-0.000143143429717,-1.0,-1.0,1.0,-1.0,1.0,-43.0,2016-07-05,198.30474,11.0,2.0,2.0,218281.25,109.140625,rates,-1.0,1.0,1.0,-43.0,1.0,1.0,-42.0,-1.0,1.0,11.0,-1.0,1.0,11.0,1.0,1.0,11.0,-1.0,1.0,11.0,-1.0,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1,1,-1,0.0,-1,1.0,-1,1,-343.700794446,343.700794446,-343.700794446,343.700794446,343.700794446,-343.700794446,-343.700794446,343.700794446,343.700794446,343.700794446,-343.700794446,343.700794446,-343.700794446,-343.700794446,-343.700794446,343.700794446,343.700794446,-343.700794446,-343.700794446,-343.700794446,343.700794446,-343.700794446,-343.700794446,343.700794446,-343.700794446,343.700794446,-0.0,343.700794446,-343.700794446,343.700794446,-343.700794446
TY,@TYZ6,130.78125,0.5475390755,-0.00131249254266,-1.0,1.0,-1.0,1.0,1.0,-43.0,2016-07-05,547.5390755,4.0,1.0,1.0,130781.25,130.78125,rates,-1.0,1.0,1.0,-43.0,1.0,1.0,-42.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,-1,-1,-1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,-1,-1.0,-1,0.0,-1,-1,-686.597661377,686.597661377,-686.597661377,686.597661377,686.597661377,-686.597661377,-686.597661377,686.597661377,686.597661377,-686.597661377,686.597661377,-686.597661377,686.597661377,686.597661377,-686.597661377,686.597661377,686.597661377,-686.597661377,686.597661377,686.597661377,686.597661377,686.597661377,-686.597661377,686.597661377,686.597661377,686.597661377,686.597661377,686.597661377,-0.0,686.597661377,686.597661377
US,@USZ6,169.5,1.4725122795,-0.00568285976169,-1.0,1.0,1.0,1.0,1.0,-40.0,2016-07-08,1472.5122795,2.0,1.0,1.0,169500.0,169.5,rates,-1.0,1.0,1.0,-40.0,1.0,1.0,-39.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,-1,-1,-1,-1,-1.0,1,-1,1,-1,-1,1,-1,1,-1,0.0,-1,1.0,-1,-1,-1926.48945921,1926.48945921,-1926.48945921,1926.48945921,1926.48945921,-1926.48945921,-1926.48945921,1926.48945921,1926.48945921,-1926.48945921,-1926.48945921,-1926.48945921,1926.48945921,1926.48945921,-1926.48945921,1926.48945921,1926.48945921,-1926.48945921,1926.48945921,-1926.48945921,1926.48945921,1926.48945921,-1926.48945921,1926.48945921,-1926.48945921,1926.48945921,-0.0,1926.48945921,-1926.48945921,1926.48945921,1926.48945921
VX,@VXU6,13.925,0.6258797035,-0.0445969125214,-1.0,-1.0,1.0,-1.0,-1.0,-30.0,2016-07-22,625.8797035,4.0,1.0,1.0,13925.0,13.925,index,-1.0,-1.0,-1.0,-30.0,1.0,-1.0,-29.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,1,-1,0.0,0,1.0,-1,1,-2484.04802744,2484.04802744,-2484.04802744,2484.04802744,2484.04802744,-2484.04802744,2484.04802744,-2484.04802744,2484.04802744,2484.04802744,-2484.04802744,2484.04802744,-2484.04802744,-2484.04802744,2484.04802744,-2484.04802744,-2484.04802744,2484.04802744,-2484.04802744,2484.04802744,-2484.04802744,-2484.04802744,-2484.04802744,-2484.04802744,-2484.04802744,2484.04802744,-0.0,-0.0,-2484.04802744,2484.04802744,-2484.04802744
W,@WZ6,399.25,9.6392192195,0.0113996200127,1.0,1.0,1.0,-1.0,1.0,-10.0,2016-08-19,481.960960975,5.0,1.0,1.0,19962.5,399.25,grain,1.0,1.0,1.0,-10.0,1.0,1.0,-9.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,-1,-1,1,-1,-1,-1,-1.0,1,1,1,-1,1,1,-1,-1,1,0.0,-1,0.0,-1,-1,1137.82457251,1137.82457251,1137.82457251,-1137.82457251,1137.82457251,-1137.82457251,1137.82457251,-1137.82457251,1137.82457251,1137.82457251,1137.82457251,-1137.82457251,1137.82457251,-1137.82457251,1137.82457251,-1137.82457251,-1137.82457251,1137.82457251,1137.82457251,1137.82457251,-1137.82457251,1137.82457251,1137.82457251,-1137.82457251,-1137.82457251,1137.82457251,0.0,-1137.82457251,0.0,-1137.82457251,-1137.82457251
YA,APU6,5348.0,49.95,-0.0107288198298,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2016-08-10,945.178875,3.0,1.0,1.0,101197.53,5348.0,index,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,1,1,1,-1.0,1,1,1,1,1,1,1,1,1,1.0,1,0.0,1,1,-3257.19019978,3257.19019978,3257.19019978,-3257.19019978,-3257.19019978,3257.19019978,3257.19019978,-3257.19019978,-3257.19019978,3257.19019978,-3257.19019978,3257.19019978,-3257.19019978,-3257.19019978,3257.19019978,-3257.19019978,3257.19019978,-3257.19019978,-3257.19019978,-3257.19019978,-3257.19019978,-3257.19019978,-3257.19019978,-3257.19019978,-3257.19019978,-3257.19019978,-3257.19019978,-3257.19019978,-0.0,-3257.19019978,-3257.19019978
YB,HBSZ6,98.33,0.0205,-0.000101688021151,-1.0,1.0,-1.0,1.0,-1.0,-3.0,2016-08-25,37.23948,54.0,7.0,7.0,178622.3448,98.33,rates,-1.0,1.0,-1.0,-3.0,-1.0,-1.0,-2.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,1,-1,-1,-1,1,1,1.0,-1,-1,-1,1,-1,-1,1,1,-1,1.0,1,0.0,-1,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
YM,@YMU6,18480.0,115.5,0.00462082087524,1.0,1.0,1.0,1.0,1.0,21.0,2016-08-04,577.5,4.0,1.0,1.0,92400.0,18480.0,index,1.0,1.0,1.0,21.0,1.0,1.0,20.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,0.0,-1,0.0,-1,-1,1707.85539549,1707.85539549,1707.85539549,-1707.85539549,1707.85539549,-1707.85539549,1707.85539549,-1707.85539549,1707.85539549,1707.85539549,1707.85539549,1707.85539549,-1707.85539549,-1707.85539549,1707.85539549,-1707.85539549,1707.85539549,-1707.85539549,-1707.85539549,-1707.85539549,-1707.85539549,-1707.85539549,-1707.85539549,-1707.85539549,-1707.85539549,1707.85539549,0.0,-1707.85539549,0.0,-1707.85539549,-1707.85539549
YT2,HTSU6,98.58,0.0375,-0.000202839756592,-1.0,-1.0,1.0,-1.0,-1.0,51.0,2016-06-23,79.4745,26.0,4.0,4.0,208922.5656,98.58,rates,-1.0,1.0,-1.0,51.0,-1.0,-1.0,50.0,1.0,1.0,26.0,1.0,1.0,26.0,1.0,1.0,26.0,-1.0,1.0,26.0,-1.0,1,-1,1,1,1,1,-1.0,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,-1101.82286118,1101.82286118,1101.82286118,-1101.82286118,1101.82286118,-1101.82286118,-1101.82286118,1101.82286118,-1101.82286118,1101.82286118,-1101.82286118,1101.82286118,-1101.82286118,-1101.82286118,1101.82286118,-1101.82286118,1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118,-1101.82286118
YT3,HXSU6,98.135,0.05475,-0.000101890060624,-1.0,1.0,-1.0,1.0,-1.0,51.0,2016-06-23,331.5222,7.0,1.0,1.0,594227.052,98.135,rates,-1.0,1.0,-1.0,51.0,-1.0,-1.0,50.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,1.0,1.0,7.0,1.0,1,-1,-1,-1,1,1,-1.0,1,-1,1,1,1,-1,1,1,-1,1.0,1,0.0,-1,1,-423.820812471,423.820812471,423.820812471,-423.820812471,423.820812471,-423.820812471,-423.820812471,423.820812471,423.820812471,-423.820812471,423.820812471,-423.820812471,423.820812471,423.820812471,423.820812471,-423.820812471,423.820812471,-423.820812471,423.820812471,-423.820812471,-423.820812471,-423.820812471,423.820812471,-423.820812471,-423.820812471,423.820812471,-423.820812471,-423.820812471,-0.0,423.820812471,-423.820812471
