,2016-08-22
ACC_ACT,1.0
L%_ACT,0.493670886076
ACC_prevACT,0.455696202532
L%_prevACT,0.329113924051
ACC_AntiPrevACT,0.544303797468
L%_AntiPrevACT,0.670886075949
ACC_RiskOn,0.417721518987
L%_RiskOn,0.721518987342
ACC_RiskOff,0.582278481013
L%_RiskOff,0.278481012658
ACC_LastSIG,0.455696202532
L%_LastSIG,0.582278481013
ACC_0.75LastSIG,0.46835443038
L%_0.75LastSIG,0.518987341772
ACC_0.5LastSIG,0.607594936709
L%_0.5LastSIG,0.379746835443
ACC_1LastSIG,0.455696202532
L%_1LastSIG,0.582278481013
ACC_Anti1LastSIG,0.544303797468
L%_Anti1LastSIG,0.417721518987
ACC_Anti0.75LastSIG,0.53164556962
L%_Anti0.75LastSIG,0.481012658228
ACC_prevSEA,0.493670886076
L%_prevSEA,0.670886075949
ACC_AntiSEA,0.506329113924
L%_AntiSEA,0.329113924051
ACC_AdjSEA,0.443037974684
L%_AdjSEA,0.544303797468
ACC_AntiAdjSEA,0.556962025316
L%_AntiAdjSEA,0.455696202532
ACC_Voting,0.443037974684
L%_Voting,0.367088607595
ACC_Voting2,0.544303797468
L%_Voting2,0.493670886076
ACC_Voting3,0.506329113924
L%_Voting3,0.506329113924
ACC_Voting4,0.544303797468
L%_Voting4,0.443037974684
ACC_Voting5,0.53164556962
L%_Voting5,0.354430379747
ACC_Voting6,0.556962025316
L%_Voting6,0.405063291139
PNL_ACT,87450.1697354
PNL_prevACT,-6340.32255088
PNL_AntiPrevACT,6340.32255088
PNL_RiskOn,-19720.229891
PNL_RiskOff,19720.229891
PNL_LastSIG,-21762.4103005
PNL_0.75LastSIG,-9390.2127816
PNL_0.5LastSIG,30861.8160016
PNL_1LastSIG,-21762.4103005
PNL_Anti1LastSIG,21762.4103005
PNL_Anti0.75LastSIG,9390.2127816
PNL_prevSEA,-3113.95795747
PNL_AntiSEA,3113.95795747
PNL_AdjSEA,-16972.0567659
PNL_AntiAdjSEA,16972.0567659
PNL_Voting,-15671.4928062
PNL_Voting2,23093.7641187
PNL_Voting3,-2112.89956798
PNL_Voting4,15679.3226681
PNL_Voting5,16561.1657229
PNL_Voting6,18759.833738
Vol_All,1231.69253148
Vol_currency,573.258258322
Vol_energy,2632.71399443
Vol_grain,1199.95124375
Vol_index,706.592746324
Vol_meat,463.112442582
Vol_metal,1810.38584799
Vol_rates,1316.62377052
Vol_soft,2292.72815153
Chg_All,-193.087345572
Chg_currency,-176.168908074
Chg_energy,-1787.04007308
Chg_grain,192.868549454
Chg_index,-315.489579706
Chg_meat,-149.128171064
Chg_metal,-1810.38584799
Chg_rates,672.116716644
Chg_soft,867.614477361
L%_All,0.464788732394
L%_currency,0.555555555556
L%_energy,0.166666666667
L%_grain,0.5
L%_index,0.380952380952
L%_meat,0.666666666667
L%_metal,0.0
L%_rates,0.7
L%_soft,0.714285714286
