2016-08-19 00:00:00,Contract,LastClose,ATR20,PC2016-08-19 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-19 00:00:00,RiskOn,group,SEA2016-08-19 00:00:00,SRUN2016-08-19 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-18 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-18 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-18 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-18 00:00:00,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,RiskOff,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6
CT,@CTZ6,68.03,1.8265,-0.0142008404579,-1.0,-1.0,1.0,-1.0,1.0,10.0,2016-08-05,913.25,3.0,1.0,1.0,34015.0,68.03,1.0,soft,1.0,10.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,-1449.12476453,1449.12476453,-1449.12476453,1449.12476453,-1449.12476453,1449.12476453,-1449.12476453,1449.12476453,-1449.12476453,1449.12476453,-1449.12476453,-1449.12476453,-1449.12476453,1449.12476453,-1449.12476453,1449.12476453,1449.12476453,-1449.12476453,1449.12476453,1449.12476453,-1449.12476453,1449.12476453
CU,@EUU6,1.13355,0.0072675,-0.0027711797308,-1.0,-1.0,1.0,-1.0,1.0,20.0,2016-07-22,908.4375,3.0,1.0,1.0,141693.75,1.13355,1.0,currency,1.0,20.0,1.0,1.0,19.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,-1177.97654394,1177.97654394,-1177.97654394,1177.97654394,-1177.97654394,1177.97654394,-1177.97654394,1177.97654394,-1177.97654394,1177.97654394,-1177.97654394,-1177.97654394,-1177.97654394,1177.97654394,-1177.97654394,1177.97654394,1177.97654394,-1177.97654394,1177.97654394,1177.97654394,-1177.97654394,1177.97654394
DX,@DXU6,94.483,0.6365,0.0036754942265,1.0,-1.0,1.0,-1.0,-1.0,20.0,2016-07-22,636.5,4.0,1.0,1.0,94483.0,94.483,-1.0,currency,-1.0,20.0,-1.0,-1.0,19.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1389.08688401,1389.08688401,-1389.08688401,1389.08688401,-1389.08688401,1389.08688401,-1389.08688401,-1389.08688401,1389.08688401,-1389.08688401,1389.08688401,1389.08688401,-1389.08688401,1389.08688401,-1389.08688401,1389.08688401,-1389.08688401,1389.08688401,1389.08688401,1389.08688401,1389.08688401,1389.08688401
EBL,BDU6,166.97,0.7025,-0.00292607189777,-1.0,1.0,-1.0,1.0,1.0,44.0,2016-06-20,795.3705,3.0,1.0,1.0,189043.434,166.97,-1.0,rates,1.0,44.0,1.0,1.0,43.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,1,-1659.46403905,1659.46403905,-1659.46403905,1659.46403905,1659.46403905,-1659.46403905,-1659.46403905,-1659.46403905,1659.46403905,-1659.46403905,1659.46403905,1659.46403905,-1659.46403905,1659.46403905,-1659.46403905,1659.46403905,-1659.46403905,1659.46403905,1659.46403905,1659.46403905,1659.46403905,1659.46403905
EBM,BLU6,133.48,0.1995,-0.000823414926267,-1.0,1.0,-1.0,1.0,1.0,-30.0,2016-07-08,225.8739,9.0,3.0,2.0,151126.056,133.48,-1.0,rates,1.0,-30.0,1.0,1.0,-29.0,1.0,1.0,9.0,1.0,1.0,9.0,-1.0,1.0,9.0,1.0,1.0,9.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,1,-1119.95505232,1119.95505232,-1119.95505232,1119.95505232,1119.95505232,-1119.95505232,-1119.95505232,-1119.95505232,1119.95505232,-1119.95505232,1119.95505232,1119.95505232,-1119.95505232,1119.95505232,1119.95505232,-1119.95505232,-1119.95505232,1119.95505232,1119.95505232,1119.95505232,-1119.95505232,1119.95505232
EBS,EZU6,111.985,0.03675,-8.92897004331e-05,-1.0,-1.0,1.0,-1.0,1.0,-29.0,2016-07-11,41.60835,49.0,13.0,7.0,126789.417,111.985,-1.0,rates,1.0,-29.0,1.0,1.0,-28.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
ED,@EDZ6,99.08,0.0385,-0.00030269397639,-1.0,-1.0,1.0,-1.0,1.0,-38.0,2016-06-27,96.25,21.0,6.0,3.0,247700.0,99.08,-1.0,rates,1.0,-38.0,1.0,1.0,-37.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
EMD,@EMDU6,1561.0,13.22,0.000448631673396,1.0,-1.0,1.0,-1.0,1.0,11.0,2016-08-04,1322.0,2.0,1.0,1.0,156100.0,1561.0,1.0,index,1.0,11.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,140.062808434,140.062808434,140.062808434,-140.062808434,140.062808434,-140.062808434,140.062808434,-140.062808434,140.062808434,-140.062808434,140.062808434,140.062808434,140.062808434,-140.062808434,140.062808434,-140.062808434,-140.062808434,140.062808434,-140.062808434,-140.062808434,140.062808434,-140.062808434
ES,@ESU6,2181.75,13.2875,-0.000801465536982,-1.0,1.0,-1.0,1.0,-1.0,-25.0,2016-07-15,664.375,4.0,1.0,1.0,109087.5,2181.75,1.0,index,-1.0,-25.0,1.0,-1.0,-24.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-349.719487062,349.719487062,-349.719487062,349.719487062,-349.719487062,349.719487062,-349.719487062,-349.719487062,349.719487062,-349.719487062,349.719487062,349.719487062,349.719487062,-349.719487062,-349.719487062,349.719487062,-349.719487062,349.719487062,-349.719487062,-349.719487062,349.719487062,349.719487062
FC,@GFV6,141.2,2.4507638465,0.00408888888889,1.0,-1.0,-1.0,-1.0,-1.0,-10.0,2016-08-05,1225.38192325,2.0,1.0,1.0,70600.0,141.2,1.0,meat,-1.0,-10.0,-1.0,-1.0,-9.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1,1,1.0,-1,-1,1,1,1,-1,1,-1,577.351111111,577.351111111,-577.351111111,577.351111111,577.351111111,-577.351111111,-577.351111111,-577.351111111,-577.351111111,-577.351111111,577.351111111,577.351111111,-577.351111111,577.351111111,577.351111111,-577.351111111,-577.351111111,577.351111111,577.351111111,577.351111111,-577.351111111,577.351111111
FCH,MTU6,4399.5,52.370365389,-0.00833990758481,-1.0,1.0,-1.0,1.0,1.0,-39.0,2016-06-27,592.937276934,4.0,1.0,1.0,49811.139,4399.5,1.0,index,1.0,-39.0,1.0,1.0,-38.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1661.68118382,1661.68118382,-1661.68118382,1661.68118382,-1661.68118382,1661.68118382,-1661.68118382,-1661.68118382,1661.68118382,-1661.68118382,1661.68118382,1661.68118382,-1661.68118382,1661.68118382,1661.68118382,-1661.68118382,-1661.68118382,1661.68118382,1661.68118382,1661.68118382,-1661.68118382,1661.68118382
FDX,DXMU6,10548.0,128.575,-0.00495259657563,-1.0,1.0,-1.0,1.0,-1.0,-26.0,2016-07-14,727.863075,3.0,1.0,1.0,59712.228,10548.0,1.0,index,-1.0,-26.0,1.0,-1.0,-25.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-887.191727749,887.191727749,-887.191727749,887.191727749,-887.191727749,887.191727749,-887.191727749,-887.191727749,887.191727749,-887.191727749,887.191727749,887.191727749,887.191727749,-887.191727749,-887.191727749,887.191727749,-887.191727749,887.191727749,-887.191727749,-887.191727749,887.191727749,887.191727749
FEI,IEZ6,100.325,0.00825,-4.9835542709e-05,-1.0,-1.0,-1.0,-1.0,1.0,-30.0,2016-07-08,23.351625,86.0,22.0,11.0,283969.9125,100.325,-1.0,rates,1.0,-30.0,1.0,1.0,-29.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
FFI,LFU6,6856.0,61.325,-0.00152916332921,-1.0,1.0,-1.0,1.0,1.0,18.0,2016-07-26,802.192325,3.0,1.0,1.0,89683.336,6856.0,1.0,index,1.0,18.0,1.0,1.0,17.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-411.421405956,411.421405956,-411.421405956,411.421405956,-411.421405956,411.421405956,-411.421405956,-411.421405956,411.421405956,-411.421405956,411.421405956,411.421405956,-411.421405956,411.421405956,-411.421405956,411.421405956,-411.421405956,411.421405956,411.421405956,411.421405956,411.421405956,411.421405956
FLG,LGU6,131.81,0.7475,-0.00415533393775,-1.0,1.0,-1.0,1.0,1.0,41.0,2016-06-23,977.80475,3.0,1.0,1.0,172420.661,131.81,-1.0,rates,1.0,41.0,1.0,1.0,40.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,1,-2149.39627267,2149.39627267,-2149.39627267,2149.39627267,2149.39627267,-2149.39627267,-2149.39627267,-2149.39627267,2149.39627267,-2149.39627267,2149.39627267,2149.39627267,-2149.39627267,2149.39627267,-2149.39627267,2149.39627267,-2149.39627267,2149.39627267,2149.39627267,2149.39627267,2149.39627267,2149.39627267
FSS,LLZ6,99.72,0.027,0.0,1.0,1.0,1.0,1.0,1.0,-28.0,2016-07-12,44.148375,46.0,12.0,6.0,163054.665,99.72,-1.0,rates,1.0,-28.0,-1.0,1.0,-27.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
FV,@FVU6,121.3828125,0.3390625,-0.0020553664333,-1.0,1.0,1.0,-1.0,1.0,-33.0,2016-07-05,339.0625,6.0,2.0,1.0,121382.8125,121.3828125,-1.0,rates,1.0,-33.0,1.0,1.0,-32.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,1,-1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1496.91695035,1496.91695035,-1496.91695035,1496.91695035,1496.91695035,-1496.91695035,-1496.91695035,-1496.91695035,-1496.91695035,1496.91695035,-1496.91695035,1496.91695035,-1496.91695035,1496.91695035,1496.91695035,-1496.91695035,1496.91695035,1496.91695035,1496.91695035,1496.91695035,-1496.91695035,1496.91695035
GC,QGCZ6,1346.2,16.305,-0.00810492189803,-1.0,1.0,1.0,1.0,1.0,36.0,2016-06-29,1630.5,2.0,1.0,1.0,134620.0,1346.2,-1.0,metal,1.0,36.0,1.0,1.0,35.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,1,-2182.16917182,2182.16917182,-2182.16917182,2182.16917182,2182.16917182,-2182.16917182,-2182.16917182,-2182.16917182,-2182.16917182,-2182.16917182,2182.16917182,2182.16917182,-2182.16917182,2182.16917182,-2182.16917182,2182.16917182,-2182.16917182,-2182.16917182,2182.16917182,-2182.16917182,2182.16917182,2182.16917182
HCM,HHIQ6,9575.0,152.85,-0.00920943708609,-1.0,1.0,-1.0,1.0,1.0,-13.0,2016-08-01,983.590733591,3.0,1.0,1.0,61615.1866152,9575.0,1.0,index,1.0,-13.0,1.0,1.0,-12.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1702.32355404,1702.32355404,-1702.32355404,1702.32355404,-1702.32355404,1702.32355404,-1702.32355404,-1702.32355404,1702.32355404,-1702.32355404,1702.32355404,1702.32355404,-1702.32355404,1702.32355404,1702.32355404,-1702.32355404,-1702.32355404,1702.32355404,1702.32355404,1702.32355404,-1702.32355404,1702.32355404
HG,QHGZ6,217.75,3.712237734,-0.000459031443654,-1.0,-1.0,1.0,-1.0,1.0,15.0,2016-07-29,928.0594335,3.0,1.0,1.0,54437.5,217.75,1.0,metal,1.0,15.0,1.0,1.0,14.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,-74.9655726417,74.9655726417,-74.9655726417,74.9655726417,-74.9655726417,74.9655726417,-74.9655726417,74.9655726417,-74.9655726417,74.9655726417,-74.9655726417,-74.9655726417,-74.9655726417,74.9655726417,-74.9655726417,74.9655726417,74.9655726417,-74.9655726417,74.9655726417,74.9655726417,-74.9655726417,74.9655726417
HIC,HSIQ6,22912.0,304.05,-0.00620255909781,-1.0,1.0,-1.0,1.0,-1.0,-13.0,2016-08-01,1956.56370656,2.0,1.0,1.0,147438.867439,22912.0,1.0,index,-1.0,-13.0,1.0,-1.0,-12.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-1828.99657721,1828.99657721,-1828.99657721,1828.99657721,-1828.99657721,1828.99657721,-1828.99657721,-1828.99657721,1828.99657721,-1828.99657721,1828.99657721,1828.99657721,1828.99657721,-1828.99657721,-1828.99657721,1828.99657721,-1828.99657721,1828.99657721,-1828.99657721,-1828.99657721,1828.99657721,1828.99657721
HO,QHOV6,1.5386,0.0409279575,-0.00246369294606,-1.0,1.0,1.0,1.0,1.0,14.0,2016-08-01,1718.974215,2.0,1.0,1.0,64621.2,1.5386,1.0,energy,1.0,14.0,1.0,1.0,13.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,-1,-318.413589212,318.413589212,-318.413589212,318.413589212,-318.413589212,318.413589212,-318.413589212,-318.413589212,-318.413589212,-318.413589212,318.413589212,318.413589212,-318.413589212,318.413589212,-318.413589212,318.413589212,-318.413589212,-318.413589212,318.413589212,-318.413589212,318.413589212,318.413589212
JY,@JYU6,0.99865,0.0116175,-0.00309458447716,-1.0,1.0,-1.0,1.0,1.0,22.0,2016-07-20,1452.1875,2.0,1.0,1.0,124831.25,0.99865,-1.0,currency,1.0,22.0,1.0,1.0,21.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,1,-772.60169703,772.60169703,-772.60169703,772.60169703,772.60169703,-772.60169703,-772.60169703,-772.60169703,772.60169703,-772.60169703,772.60169703,772.60169703,-772.60169703,772.60169703,-772.60169703,772.60169703,-772.60169703,772.60169703,772.60169703,772.60169703,772.60169703,772.60169703
KC,@KCZ6,141.6,3.264472891,0.00106044538706,1.0,-1.0,1.0,-1.0,1.0,-26.0,2016-07-14,1224.17733413,2.0,1.0,1.0,53100.0,141.6,1.0,soft,1.0,-26.0,1.0,1.0,-25.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,112.619300106,112.619300106,112.619300106,-112.619300106,112.619300106,-112.619300106,112.619300106,-112.619300106,112.619300106,-112.619300106,112.619300106,112.619300106,112.619300106,-112.619300106,-112.619300106,112.619300106,-112.619300106,-112.619300106,-112.619300106,-112.619300106,112.619300106,-112.619300106
KW,@KWZ6,444.75,9.419441125,-0.00447677672076,-1.0,1.0,-1.0,1.0,1.0,-15.0,2016-07-29,470.97205625,5.0,2.0,1.0,22237.5,444.75,1.0,grain,1.0,-15.0,1.0,1.0,-14.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-497.76161164,497.76161164,-497.76161164,497.76161164,-497.76161164,497.76161164,-497.76161164,-497.76161164,497.76161164,-497.76161164,497.76161164,497.76161164,-497.76161164,497.76161164,497.76161164,-497.76161164,-497.76161164,497.76161164,497.76161164,497.76161164,-497.76161164,497.76161164
LB,@LBU6,322.3,5.665,0.00624414611302,1.0,1.0,1.0,1.0,1.0,-17.0,2016-07-27,623.15,4.0,1.0,1.0,35453.0,322.3,1.0,soft,1.0,-17.0,-1.0,1.0,-16.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1,-1,-1,1,-1.0,1,-1,1,1,1,-1,1,-1,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
