2016-08-26 00:00:00,Contract,LastClose,ATR20,PC2016-08-26 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,Close2016-08-26 00:00:00,RiskOn,group,SEA2016-08-26 00:00:00,SRUN2016-08-26 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-08-25 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-08-25 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-08-25 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-08-25 00:00:00,RiskOff,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting4,Voting5,Voting6,Voting7,Voting8,Voting9,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9
KC,@KCZ6,144.85,3.388820871,0.00276912426445,1.0,1.0,1.0,1.0,1.0,-31.0,2016-07-14,1270.80782662,2.0,1.0,1.0,54318.75,144.85,1.0,soft,1.0,-31.0,1.0,1.0,-30.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,1,-1,300.830737279,300.830737279,300.830737279,-300.830737279,300.830737279,-300.830737279,-300.830737279,300.830737279,300.830737279,300.830737279,-300.830737279,-300.830737279,300.830737279,-300.830737279,-300.830737279,300.830737279,300.830737279,-300.830737279,-300.830737279,-300.830737279,300.830737279,-300.830737279,-300.830737279,300.830737279,-300.830737279
KW,@KWZ6,416.75,9.2668783635,-0.0358588779641,-1.0,-1.0,-1.0,-1.0,1.0,-20.0,2016-07-29,463.343918175,5.0,1.0,1.0,20837.5,416.75,1.0,grain,1.0,-20.0,-1.0,1.0,-19.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,-1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,0,-3736.04684789,3736.04684789,3736.04684789,-3736.04684789,-3736.04684789,3736.04684789,3736.04684789,3736.04684789,3736.04684789,3736.04684789,-3736.04684789,-3736.04684789,-3736.04684789,3736.04684789,3736.04684789,-3736.04684789,3736.04684789,3736.04684789,3736.04684789,3736.04684789,-3736.04684789,3736.04684789,3736.04684789,-3736.04684789,-0.0
LB,@LBX6,329.7,6.169149573,-0.0169946332737,-1.0,1.0,1.0,-1.0,1.0,-22.0,2016-07-27,678.60645303,3.0,1.0,1.0,36267.0,329.7,1.0,soft,1.0,-22.0,-1.0,1.0,-21.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,-1,1,-1,-1,1,-1.0,1,-1,1,1,1,1,1,1,1,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
LC,@LEV6,106.35,1.62125,-0.0200414651002,-1.0,-1.0,1.0,-1.0,-1.0,15.0,2016-08-05,648.5,4.0,1.0,1.0,42540.0,106.35,1.0,meat,-1.0,15.0,-1.0,-1.0,14.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1,1,-3410.25570145,3410.25570145,3410.25570145,-3410.25570145,-3410.25570145,3410.25570145,-3410.25570145,3410.25570145,-3410.25570145,3410.25570145,-3410.25570145,-3410.25570145,3410.25570145,-3410.25570145,3410.25570145,-3410.25570145,3410.25570145,-3410.25570145,-3410.25570145,-3410.25570145,-3410.25570145,-3410.25570145,-3410.25570145,-3410.25570145,-3410.25570145
LCO,EBZ6,50.53,1.458,0.00457256461233,1.0,-1.0,-1.0,-1.0,-1.0,-18.0,2016-08-02,1458.0,2.0,1.0,1.0,50530.0,50.53,1.0,energy,-1.0,-18.0,1.0,-1.0,-17.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,1,1,1,-1,1.0,-1,1,-1,-1,-1,1,-1,-1,-1,1,462.103379722,462.103379722,462.103379722,-462.103379722,462.103379722,-462.103379722,-462.103379722,-462.103379722,-462.103379722,-462.103379722,462.103379722,462.103379722,-462.103379722,462.103379722,462.103379722,-462.103379722,462.103379722,-462.103379722,-462.103379722,-462.103379722,462.103379722,-462.103379722,-462.103379722,-462.103379722,462.103379722
LGO,GASZ6,448.5,13.1892382695,0.00447928331467,1.0,1.0,1.0,1.0,-1.0,19.0,2016-08-01,1318.92382695,2.0,1.0,1.0,44850.0,448.5,1.0,energy,-1.0,19.0,1.0,-1.0,18.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,1,-1,-1.0,1,1,-1,1,1,1,1,-1,1,0,401.791713326,401.791713326,401.791713326,-401.791713326,401.791713326,-401.791713326,401.791713326,401.791713326,401.791713326,401.791713326,-401.791713326,-401.791713326,-401.791713326,401.791713326,-401.791713326,401.791713326,401.791713326,-401.791713326,401.791713326,401.791713326,401.791713326,401.791713326,-401.791713326,401.791713326,0.0
LH,@HEV6,61.325,1.92125,0.0447189097104,1.0,1.0,-1.0,1.0,1.0,9.0,2016-08-15,768.5,3.0,1.0,1.0,24530.0,61.325,1.0,meat,1.0,9.0,-1.0,1.0,8.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,1.0,-1,-1,1,1,1,-1,-1,-1,1,-1,3290.86456559,3290.86456559,-3290.86456559,3290.86456559,3290.86456559,-3290.86456559,-3290.86456559,3290.86456559,-3290.86456559,3290.86456559,-3290.86456559,-3290.86456559,3290.86456559,-3290.86456559,3290.86456559,-3290.86456559,-3290.86456559,3290.86456559,3290.86456559,3290.86456559,-3290.86456559,-3290.86456559,-3290.86456559,3290.86456559,-3290.86456559
LRC,LRCX6,1819.0,24.3053622365,0.0122426265999,1.0,-1.0,-1.0,-1.0,1.0,-20.0,2016-07-29,243.053622365,9.0,2.0,2.0,18190.0,1819.0,1.0,soft,1.0,-20.0,-1.0,1.0,-19.0,-1.0,1.0,9.0,-1.0,1.0,9.0,-1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,-1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,0,2004.24040067,2004.24040067,-2004.24040067,2004.24040067,2004.24040067,-2004.24040067,-2004.24040067,-2004.24040067,-2004.24040067,-2004.24040067,2004.24040067,2004.24040067,2004.24040067,-2004.24040067,-2004.24040067,2004.24040067,-2004.24040067,-2004.24040067,-2004.24040067,-2004.24040067,2004.24040067,-2004.24040067,-2004.24040067,2004.24040067,0.0
LSU,QWV6,540.2,12.44,0.00278448115834,1.0,-1.0,1.0,-1.0,-1.0,-21.0,2016-07-28,622.0,4.0,1.0,1.0,27010.0,540.2,1.0,soft,-1.0,-21.0,1.0,-1.0,-20.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,1,1,1,-1,1.0,-1,1,1,-1,1,1,1,-1,1,1,300.835344348,300.835344348,300.835344348,-300.835344348,300.835344348,-300.835344348,300.835344348,-300.835344348,300.835344348,-300.835344348,300.835344348,300.835344348,-300.835344348,300.835344348,300.835344348,-300.835344348,300.835344348,300.835344348,-300.835344348,300.835344348,300.835344348,300.835344348,-300.835344348,300.835344348,300.835344348
MEM,@MMEU6,893.4,11.69,-0.00843507214206,-1.0,-1.0,-1.0,1.0,1.0,-29.0,2016-07-18,584.5,4.0,1.0,1.0,44670.0,893.4,1.0,index,1.0,-29.0,1.0,1.0,-28.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1507.17869034,1507.17869034,-1507.17869034,1507.17869034,-1507.17869034,1507.17869034,1507.17869034,1507.17869034,1507.17869034,-1507.17869034,1507.17869034,-1507.17869034,-1507.17869034,1507.17869034,1507.17869034,-1507.17869034,-1507.17869034,1507.17869034,1507.17869034,1507.17869034,-1507.17869034,1507.17869034,1507.17869034,1507.17869034,1507.17869034
MFX,IBU6,8657.3,124.429079467,0.00694379826928,1.0,-1.0,-1.0,-1.0,1.0,17.0,2016-08-03,1392.61025739,2.0,1.0,1.0,96892.5016,8657.3,1.0,index,1.0,17.0,-1.0,1.0,16.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,1,0,1345.60396983,1345.60396983,-1345.60396983,1345.60396983,1345.60396983,-1345.60396983,-1345.60396983,-1345.60396983,-1345.60396983,-1345.60396983,1345.60396983,1345.60396983,1345.60396983,-1345.60396983,1345.60396983,-1345.60396983,-1345.60396983,1345.60396983,-1345.60396983,-1345.60396983,-1345.60396983,-1345.60396983,-1345.60396983,1345.60396983,0.0
MP,@PXU6,0.05365,0.0006505,-0.0114243596831,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,2016-08-16,325.25,7.0,1.0,1.0,26825.0,0.05365,1.0,currency,-1.0,8.0,1.0,-1.0,-17.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,-1,1,1,1,-1,1.0,-1,1,-1,-1,-1,1,-1,-1,-1,1,-2145.20913949,2145.20913949,-2145.20913949,2145.20913949,-2145.20913949,2145.20913949,2145.20913949,2145.20913949,2145.20913949,2145.20913949,-2145.20913949,-2145.20913949,2145.20913949,-2145.20913949,-2145.20913949,2145.20913949,-2145.20913949,2145.20913949,2145.20913949,2145.20913949,-2145.20913949,2145.20913949,2145.20913949,2145.20913949,-2145.20913949
MW,@MWZ6,492.75,8.001085638,-0.0232903865213,-1.0,-1.0,1.0,-1.0,1.0,-5.0,2016-08-19,400.0542819,5.0,1.0,1.0,24637.5,492.75,1.0,grain,1.0,-5.0,-1.0,1.0,-4.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,-1,1,1,-1,1,-1.0,1,-1,1,-1,-1,1,1,1,1,0,-2869.08448959,2869.08448959,2869.08448959,-2869.08448959,-2869.08448959,2869.08448959,-2869.08448959,2869.08448959,-2869.08448959,2869.08448959,-2869.08448959,-2869.08448959,-2869.08448959,2869.08448959,2869.08448959,-2869.08448959,2869.08448959,-2869.08448959,2869.08448959,2869.08448959,-2869.08448959,-2869.08448959,-2869.08448959,-2869.08448959,-0.0
NE,@NEU6,0.7218,0.00808,-0.0105551747772,-1.0,1.0,-1.0,1.0,1.0,-26.0,2016-07-21,808.0,3.0,1.0,1.0,72180.0,0.7218,1.0,currency,1.0,-26.0,-1.0,1.0,-25.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1,-1,-2285.61754626,2285.61754626,2285.61754626,-2285.61754626,-2285.61754626,2285.61754626,2285.61754626,-2285.61754626,2285.61754626,-2285.61754626,2285.61754626,2285.61754626,-2285.61754626,2285.61754626,2285.61754626,-2285.61754626,2285.61754626,2285.61754626,-2285.61754626,2285.61754626,2285.61754626,2285.61754626,2285.61754626,-2285.61754626,2285.61754626
NG,QNGV6,2.913,0.088132367,0.00970537261698,1.0,1.0,-1.0,1.0,-1.0,-11.0,2016-08-11,881.32367,3.0,1.0,1.0,29130.0,2.913,1.0,energy,-1.0,-11.0,1.0,-1.0,-10.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,-1,1.0,-1,1,-1,1,1,-1,-1,-1,-1,0,848.152512998,848.152512998,848.152512998,-848.152512998,848.152512998,-848.152512998,-848.152512998,848.152512998,-848.152512998,848.152512998,-848.152512998,-848.152512998,-848.152512998,848.152512998,848.152512998,-848.152512998,848.152512998,-848.152512998,848.152512998,848.152512998,-848.152512998,-848.152512998,-848.152512998,-848.152512998,0.0
NIY,@NKDU6,16590.0,235.5,0.00514995455922,1.0,1.0,1.0,-1.0,1.0,-28.0,2016-07-19,1157.02073303,2.0,1.0,1.0,81507.3204284,16590.0,1.0,index,1.0,-28.0,-1.0,1.0,-27.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,-1,1,-1,-1,1,-1.0,1,-1,1,1,1,1,1,1,1,0,839.517992901,839.517992901,-839.517992901,839.517992901,839.517992901,-839.517992901,839.517992901,839.517992901,839.517992901,-839.517992901,839.517992901,-839.517992901,839.517992901,-839.517992901,-839.517992901,839.517992901,-839.517992901,839.517992901,839.517992901,839.517992901,839.517992901,839.517992901,839.517992901,839.517992901,0.0
NQ,@NQU6,4785.75,34.75,0.000731873072298,1.0,-1.0,1.0,-1.0,1.0,12.0,2016-08-10,695.0,3.0,1.0,1.0,95715.0,4785.75,1.0,index,1.0,12.0,-1.0,1.0,11.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,0,210.153693345,210.153693345,-210.153693345,210.153693345,210.153693345,-210.153693345,210.153693345,-210.153693345,210.153693345,-210.153693345,210.153693345,210.153693345,210.153693345,-210.153693345,210.153693345,-210.153693345,-210.153693345,210.153693345,-210.153693345,-210.153693345,-210.153693345,210.153693345,210.153693345,210.153693345,0.0
O,@OZ6,185.25,4.4125,-0.0198412698413,-1.0,1.0,-1.0,1.0,1.0,-15.0,2016-08-05,220.625,10.0,2.0,2.0,9262.5,185.25,1.0,grain,1.0,-15.0,1.0,1.0,-14.0,-1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,2.0,10.0,1.0,2.0,10.0,1.0,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1837.79761905,1837.79761905,-1837.79761905,1837.79761905,-1837.79761905,1837.79761905,1837.79761905,-1837.79761905,1837.79761905,-1837.79761905,1837.79761905,1837.79761905,-1837.79761905,1837.79761905,1837.79761905,-1837.79761905,-1837.79761905,1837.79761905,1837.79761905,1837.79761905,-1837.79761905,1837.79761905,1837.79761905,1837.79761905,1837.79761905
OJ,@OJX6,185.65,6.118265579,0.00215924426451,1.0,1.0,1.0,1.0,-1.0,13.0,2016-08-09,917.73983685,3.0,1.0,1.0,27847.5,185.65,1.0,soft,-1.0,13.0,-1.0,-1.0,12.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,1,1,-1.0,1,1,1,1,1,-1,1,1,1,0,180.388663968,180.388663968,-180.388663968,180.388663968,180.388663968,-180.388663968,180.388663968,180.388663968,180.388663968,180.388663968,-180.388663968,-180.388663968,-180.388663968,180.388663968,-180.388663968,180.388663968,180.388663968,180.388663968,180.388663968,180.388663968,-180.388663968,180.388663968,180.388663968,180.388663968,0.0
PA,QPAZ6,693.75,18.5720708035,0.00923770730288,1.0,-1.0,1.0,-1.0,-1.0,-19.0,2016-08-01,1857.20708035,2.0,1.0,1.0,69375.0,693.75,1.0,metal,-1.0,-19.0,1.0,-1.0,-18.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,1,1,1,-1,1.0,-1,1,1,-1,1,1,1,-1,1,1,1281.73188827,1281.73188827,1281.73188827,-1281.73188827,1281.73188827,-1281.73188827,1281.73188827,-1281.73188827,1281.73188827,-1281.73188827,1281.73188827,1281.73188827,-1281.73188827,1281.73188827,1281.73188827,-1281.73188827,1281.73188827,1281.73188827,-1281.73188827,1281.73188827,1281.73188827,1281.73188827,-1281.73188827,1281.73188827,1281.73188827
PL,QPLV6,1077.7,23.245,0.000649953574745,1.0,-1.0,1.0,-1.0,-1.0,12.0,2016-08-10,1162.25,2.0,1.0,1.0,53885.0,1077.7,-1.0,metal,-1.0,12.0,-1.0,-1.0,11.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1,1,70.0454967502,70.0454967502,-70.0454967502,70.0454967502,-70.0454967502,70.0454967502,70.0454967502,-70.0454967502,70.0454967502,-70.0454967502,70.0454967502,70.0454967502,-70.0454967502,70.0454967502,-70.0454967502,70.0454967502,-70.0454967502,70.0454967502,70.0454967502,70.0454967502,70.0454967502,70.0454967502,70.0454967502,70.0454967502,70.0454967502
RB,QRBV6,1.4284,0.0438101675,0.00330125728735,1.0,1.0,1.0,1.0,1.0,21.0,2016-07-28,1840.027035,2.0,1.0,1.0,59992.8,1.4284,1.0,energy,1.0,21.0,1.0,1.0,20.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,1.0,-1,1,1,-1,1,-1,-1,-1,1,-1,396.103336377,396.103336377,396.103336377,-396.103336377,396.103336377,-396.103336377,-396.103336377,396.103336377,396.103336377,396.103336377,-396.103336377,-396.103336377,396.103336377,-396.103336377,396.103336377,-396.103336377,396.103336377,396.103336377,-396.103336377,396.103336377,-396.103336377,-396.103336377,-396.103336377,396.103336377,-396.103336377
RR,@RRX6,9.925,0.2903668945,0.00252525252525,1.0,-1.0,-1.0,-1.0,1.0,-4.0,2016-08-22,580.733789,4.0,1.0,1.0,19850.0,9.925,1.0,grain,1.0,-4.0,-1.0,1.0,-3.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,-1,1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,0,200.505050505,200.505050505,-200.505050505,200.505050505,200.505050505,-200.505050505,-200.505050505,-200.505050505,-200.505050505,-200.505050505,200.505050505,200.505050505,200.505050505,-200.505050505,-200.505050505,200.505050505,-200.505050505,-200.505050505,-200.505050505,-200.505050505,200.505050505,-200.505050505,-200.505050505,200.505050505,0.0
RS,@RSX6,459.7,7.025,0.000217580504787,1.0,-1.0,-1.0,-1.0,-1.0,21.0,2016-07-27,108.093552854,19.0,3.0,3.0,7073.39590706,459.7,1.0,grain,-1.0,21.0,-1.0,-1.0,20.0,1.0,1.0,19.0,1.0,1.0,19.0,-1.0,2.0,19.0,-1.0,2.0,19.0,-1.0,-1,1,1,1,1,-1.0,1,-1,-1,1,-1,1,1,-1,1,1,29.2416279883,29.2416279883,-29.2416279883,29.2416279883,29.2416279883,-29.2416279883,29.2416279883,-29.2416279883,-29.2416279883,-29.2416279883,29.2416279883,29.2416279883,-29.2416279883,29.2416279883,-29.2416279883,29.2416279883,-29.2416279883,-29.2416279883,29.2416279883,-29.2416279883,29.2416279883,29.2416279883,-29.2416279883,29.2416279883,29.2416279883
S,@SX6,967.25,19.4375,-0.00845720143516,-1.0,-1.0,1.0,-1.0,1.0,15.0,2016-08-05,971.875,3.0,1.0,1.0,48362.5,967.25,1.0,grain,1.0,15.0,-1.0,1.0,14.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,0,-1227.03421322,1227.03421322,1227.03421322,-1227.03421322,-1227.03421322,1227.03421322,-1227.03421322,1227.03421322,-1227.03421322,1227.03421322,-1227.03421322,-1227.03421322,-1227.03421322,1227.03421322,-1227.03421322,1227.03421322,1227.03421322,-1227.03421322,1227.03421322,1227.03421322,1227.03421322,-1227.03421322,-1227.03421322,-1227.03421322,-0.0
SB,@SBV6,20.61,0.584,0.0029197080292,1.0,-1.0,1.0,-1.0,1.0,-21.0,2016-07-28,654.08,4.0,1.0,1.0,23083.2,20.61,1.0,soft,1.0,-21.0,1.0,1.0,-20.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,-1,1,0,269.584817518,269.584817518,269.584817518,-269.584817518,269.584817518,-269.584817518,-269.584817518,-269.584817518,269.584817518,-269.584817518,269.584817518,269.584817518,269.584817518,-269.584817518,-269.584817518,269.584817518,-269.584817518,-269.584817518,-269.584817518,-269.584817518,269.584817518,-269.584817518,-269.584817518,269.584817518,0.0
SF,@SFU6,1.0226,0.00714,-0.0113119984531,-1.0,-1.0,1.0,-1.0,1.0,-6.0,2016-08-18,892.5,3.0,1.0,1.0,127825.0,1.0226,1.0,currency,1.0,-6.0,-1.0,1.0,22.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,0,-4337.86860679,4337.86860679,4337.86860679,-4337.86860679,-4337.86860679,4337.86860679,-4337.86860679,4337.86860679,-4337.86860679,4337.86860679,-4337.86860679,-4337.86860679,-4337.86860679,4337.86860679,-4337.86860679,4337.86860679,4337.86860679,-4337.86860679,4337.86860679,4337.86860679,4337.86860679,-4337.86860679,-4337.86860679,-4337.86860679,-0.0
SI,QSIZ6,1874.5,43.6556283705,0.00698361536395,1.0,-1.0,1.0,-1.0,1.0,43.0,2016-08-02,2182.78141852,1.0,1.0,1.0,93725.0,1874.5,-1.0,metal,1.0,43.0,-1.0,1.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,1,1,1,0,654.539349987,654.539349987,-654.539349987,654.539349987,-654.539349987,654.539349987,654.539349987,-654.539349987,654.539349987,-654.539349987,654.539349987,654.539349987,654.539349987,-654.539349987,654.539349987,-654.539349987,-654.539349987,654.539349987,-654.539349987,-654.539349987,-654.539349987,654.539349987,654.539349987,654.539349987,0.0
SIN,INU6,8627.0,89.005153578,-0.00167794943008,-1.0,-1.0,-1.0,-1.0,1.0,14.0,2016-08-08,178.010307156,12.0,2.0,2.0,17254.0,8627.0,1.0,index,1.0,14.0,-1.0,1.0,13.0,-1.0,1.0,12.0,-1.0,1.0,12.0,-1.0,2.0,12.0,-1.0,2.0,12.0,-1.0,-1,1,1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,1,0,-347.416073598,347.416073598,347.416073598,-347.416073598,-347.416073598,347.416073598,347.416073598,347.416073598,347.416073598,347.416073598,-347.416073598,-347.416073598,-347.416073598,347.416073598,-347.416073598,347.416073598,347.416073598,-347.416073598,347.416073598,347.416073598,347.416073598,347.416073598,347.416073598,-347.416073598,-0.0
SJB,BBU6,151.41,0.3665,-0.000923787528868,-1.0,-1.0,1.0,-1.0,1.0,-22.0,2016-07-27,360.125773804,6.0,1.0,1.0,148776.653238,151.41,-1.0,rates,1.0,-22.0,1.0,1.0,-21.0,-1.0,1.0,6.0,-1.0,1.0,6.0,1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1,1,1,-1,-1,-1.0,1,-1,-1,-1,-1,1,-1,1,-1,0,-824.628101087,824.628101087,-824.628101087,824.628101087,824.628101087,-824.628101087,824.628101087,824.628101087,-824.628101087,824.628101087,-824.628101087,-824.628101087,-824.628101087,824.628101087,824.628101087,-824.628101087,824.628101087,824.628101087,824.628101087,824.628101087,-824.628101087,824.628101087,-824.628101087,824.628101087,-0.0
SM,@SMZ6,315.5,7.475,-0.0103513174404,-1.0,1.0,-1.0,1.0,1.0,-14.0,2016-08-08,747.5,3.0,1.0,1.0,31550.0,315.5,1.0,grain,1.0,-14.0,-1.0,1.0,-13.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,1,-1.0,1,-1,-1,1,-1,-1,-1,-1,1,-1,-979.752195734,979.752195734,979.752195734,-979.752195734,-979.752195734,979.752195734,979.752195734,-979.752195734,979.752195734,-979.752195734,979.752195734,979.752195734,-979.752195734,979.752195734,979.752195734,-979.752195734,979.752195734,979.752195734,-979.752195734,979.752195734,979.752195734,979.752195734,979.752195734,-979.752195734,979.752195734
SMI,SWU6,8160.0,80.2,0.00294985250737,1.0,-1.0,-1.0,1.0,1.0,-8.0,2016-08-16,819.705641864,3.0,1.0,1.0,83401.4717907,8160.0,1.0,index,1.0,-8.0,-1.0,1.0,-7.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,-1,-1,1,-1,1,-1.0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,738.066122041,738.066122041,-738.066122041,738.066122041,738.066122041,-738.066122041,-738.066122041,-738.066122041,-738.066122041,738.066122041,-738.066122041,738.066122041,738.066122041,-738.066122041,-738.066122041,738.066122041,-738.066122041,-738.066122041,-738.066122041,-738.066122041,-738.066122041,-738.066122041,-738.066122041,738.066122041,-738.066122041
SSG,SSQ6,315.05,3.4425,-0.00958817981767,-1.0,1.0,1.0,1.0,-1.0,-25.0,2016-07-21,513.805970149,4.0,1.0,1.0,47022.3880597,315.05,1.0,index,-1.0,-25.0,1.0,-1.0,-24.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,1,-1,1.0,-1,1,1,1,1,-1,1,-1,1,0,-1803.43644869,1803.43644869,-1803.43644869,1803.43644869,-1803.43644869,1803.43644869,-1803.43644869,-1803.43644869,-1803.43644869,-1803.43644869,1803.43644869,1803.43644869,1803.43644869,-1803.43644869,-1803.43644869,1803.43644869,-1803.43644869,-1803.43644869,-1803.43644869,-1803.43644869,1803.43644869,-1803.43644869,1803.43644869,-1803.43644869,-0.0
STW,TWQ6,340.7,3.8,0.000293599530241,1.0,-1.0,1.0,-1.0,1.0,-1.0,2016-08-11,380.0,6.0,1.0,1.0,34070.0,340.7,1.0,index,1.0,-1.0,1.0,1.0,10.0,-1.0,1.0,6.0,-1.0,1.0,6.0,1.0,2.0,6.0,-1.0,2.0,6.0,-1.0,-1,1,1,-1,-1,1.0,-1,-1,1,-1,-1,1,-1,-1,1,0,60.0176159718,60.0176159718,60.0176159718,-60.0176159718,60.0176159718,-60.0176159718,-60.0176159718,-60.0176159718,60.0176159718,-60.0176159718,60.0176159718,60.0176159718,60.0176159718,-60.0176159718,60.0176159718,-60.0176159718,-60.0176159718,60.0176159718,-60.0176159718,-60.0176159718,60.0176159718,-60.0176159718,-60.0176159718,60.0176159718,0.0
