2017-09-04 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-09-01 00:00:00,Close2017-09-01 00:00:00,group,RiskOn,Custom,PC2017-09-04 00:00:00,Close2017-09-04 00:00:00,vSTART,LastSEA,SEA2017-09-01 00:00:00,LastSRUN,SRUN2017-09-01 00:00:00,SEA2017-09-04 00:00:00,SRUN2017-09-04 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-09-01 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-09-01 00:00:00,0.5SIG2017-08-31 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-09-01 00:00:00,0.75SIG2017-08-31 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-09-01 00:00:00,1SIG2017-08-31 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ7,71.88,1.148,,1.0,1.0,-1.0,1.0,1.0,12.0,2017-08-16,574.0,1.0,1.0,1.0,35940.0,1.0,0.013393486536,71.88,soft,1.0,1.0,,,2017-08-16,1.0,1.0,12.0,12.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CU,@EUU7,1.18755,0.009315,,-1.0,1.0,1.0,1.0,1.0,13.0,2017-08-15,1164.375,1.0,1.0,1.0,148443.75,1.0,-0.0030641370047,1.18755,currency,1.0,1.0,,,2017-08-15,1.0,1.0,13.0,13.0,,,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX,@DXU7,92.769,0.57585,0.0,1.0,-1.0,1.0,-1.0,-1.0,13.0,2017-08-15,575.85,1.0,1.0,1.0,92769.0,1.0,,,currency,-1.0,-1.0,0.0,92.769,2017-08-15,-1.0,,14.0,,-1.0,14.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1.0,0.0,0.0,-1.0,0.0,0.0,1,0,1.0,1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
EBL,BDZ7,162.16,0.5198734865,0.00109183547647,1.0,1.0,-1.0,1.0,1.0,40.0,2017-07-07,618.493486889,1.0,1.0,1.0,192921.752,0.84054803732,,,rates,-1.0,1.0,0.00109183547647,162.16,2017-07-07,-1.0,,41.0,,-1.0,41.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1.0,-1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
EBM,BLZ7,131.59,0.1892215845,0.000826508374589,1.0,1.0,-1.0,1.0,1.0,41.0,2017-07-06,225.11691908,4.0,1.0,1.0,156552.623,0.84054803732,,,rates,-1.0,1.0,0.000826508374589,131.59,2017-07-06,-1.0,,42.0,,-1.0,42.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1.0,-1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
EBS,EZZ7,112.205,0.0404687425,0.000222677442838,1.0,1.0,-1.0,1.0,1.0,44.0,2017-07-03,48.1456629523,20.0,5.0,5.0,133490.2885,0.84054803732,,,rates,-1.0,1.0,0.000222677442838,112.205,2017-07-03,1.0,,45.0,,1.0,45.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
ED,@EDZ7,98.575,0.019,,-1.0,1.0,-1.0,1.0,1.0,43.0,2017-07-03,47.5,21.0,5.0,5.0,246437.5,1.0,-0.000101435309631,98.575,rates,-1.0,1.0,,,2017-07-03,1.0,1.0,43.0,43.0,,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMD,@EMDU7,1736.7,16.61,,1.0,-1.0,-1.0,1.0,1.0,9.0,2017-08-21,1661.0,1.0,1.0,1.0,173670.0,1.0,0.00364077669903,1736.7,index,1.0,1.0,,,2017-08-21,1.0,1.0,9.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,2.0,1.0,1.0,,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,@ESU7,2474.25,19.35,,1.0,1.0,-1.0,1.0,-1.0,-10.0,2017-08-18,967.5,1.0,1.0,1.0,123712.5,1.0,0.00172064777328,2474.25,index,1.0,1.0,,,2017-08-18,-1.0,-1.0,-10.0,-10.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC,@GFV7,143.55,2.892297817,,1.0,1.0,1.0,-1.0,1.0,-9.0,2017-08-21,1446.1489085,1.0,1.0,1.0,71775.0,1.0,0.00174459176553,143.55,meat,1.0,-1.0,,,2017-08-21,1.0,1.0,-9.0,-9.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,-1.0,,0,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCH,MTU7,5103.0,54.745192121,-0.00370948848106,-1.0,-1.0,-1.0,-1.0,1.0,-10.0,2017-08-18,651.303550664,1.0,1.0,1.0,60710.391,0.84054803732,,,index,1.0,1.0,-0.00370948848106,5103.0,2017-08-18,-1.0,,-11.0,,-1.0,-11.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
FDX,DXMU7,12106.0,136.525,-0.00300597076385,-1.0,1.0,-1.0,1.0,1.0,12.0,2017-08-16,812.1189625,1.0,1.0,1.0,72012.541,0.84054803732,,,index,1.0,1.0,-0.00300597076385,12106.0,2017-08-16,1.0,,13.0,,1.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
FEI,IEH8,100.315,0.00875,0.0,1.0,1.0,-1.0,1.0,1.0,45.0,2017-06-30,26.0246875,38.0,9.0,9.0,298361.88875,0.84054803732,,,rates,-1.0,1.0,0.0,100.315,2017-06-30,1.0,,46.0,,1.0,46.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
FFI,LFU7,7410.5,66.725,-0.00443339826694,-1.0,1.0,-1.0,1.0,1.0,14.0,2017-08-11,862.75425,1.0,1.0,1.0,95817.765,0.77339520495,,,index,1.0,1.0,-0.00443339826694,7410.5,2017-08-11,-1.0,,15.0,,-1.0,15.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
FLG,LGZ7,127.07,0.442500935,0.000708773035124,1.0,-1.0,1.0,-1.0,1.0,40.0,2017-07-06,572.153708955,1.0,1.0,1.0,164301.51,0.77339520495,,,rates,-1.0,1.0,0.000708773035124,127.07,2017-07-06,1.0,,41.0,,1.0,41.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
FSS,LLZ7,99.66,0.0175,0.000100351229303,1.0,1.0,-1.0,1.0,1.0,20.0,2017-08-03,28.284375,35.0,8.0,8.0,161075.475,0.77339520495,,,rates,-1.0,-1.0,0.000100351229303,99.66,2017-08-03,1.0,,21.0,,1.0,21.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
FV,@FVZ7,118.3671875,0.2241756595,,-1.0,1.0,-1.0,1.0,1.0,40.0,2017-07-07,224.1756595,4.0,1.0,1.0,118367.1875,1.0,-0.00112078059072,118.3671875,rates,-1.0,1.0,,,2017-07-07,1.0,1.0,40.0,40.0,,,-1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,,1.0,4.0,1.0,,1.0,4.0,1.0,,0,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC,QGCZ7,1330.4,14.57,,1.0,1.0,-1.0,1.0,1.0,52.0,2017-07-07,1457.0,1.0,1.0,1.0,133040.0,1.0,0.00620178490395,1330.4,metal,-1.0,1.0,,,2017-07-07,1.0,1.0,52.0,52.0,,,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCM,HHIU7,11260.0,165.834740603,,-1.0,1.0,1.0,1.0,1.0,9.0,2017-08-18,1059.60628093,1.0,1.0,1.0,71946.1234713,7.8253,-0.00106458481192,11260.0,index,1.0,1.0,,,2017-08-18,1.0,1.0,9.0,9.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HG,QHGZ7,311.8,4.9683543035,,1.0,1.0,-1.0,1.0,1.0,11.0,2017-08-17,1242.08857588,1.0,1.0,1.0,77950.0,1.0,0.00629336775859,311.8,metal,1.0,1.0,,,2017-08-17,1.0,1.0,11.0,11.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIC,HSIU7,27869.0,316.456046335,,-1.0,-1.0,-1.0,1.0,1.0,-14.0,2017-08-11,2022.00584217,1.0,1.0,1.0,178069.850357,7.8253,-0.00243404803665,27869.0,index,1.0,1.0,,,2017-08-11,1.0,1.0,-14.0,-14.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,0.0,-1,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO,QHOV7,1.7468,0.0431246595,,1.0,1.0,-1.0,1.0,-1.0,9.0,2017-08-21,1811.235699,1.0,1.0,1.0,73365.6,1.0,0.00281302026523,1.7468,energy,1.0,1.0,,,2017-08-21,-1.0,-1.0,9.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JY,@JYU7,0.90765,0.007035,,-1.0,1.0,1.0,1.0,1.0,39.0,2017-07-10,879.375,1.0,1.0,1.0,113456.25,1.0,-0.00241798098588,0.90765,currency,-1.0,1.0,,,2017-07-10,1.0,1.0,39.0,39.0,,,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1,0,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,@KCZ7,129.05,3.053817689,,-1.0,-1.0,1.0,-1.0,1.0,-11.0,2017-08-17,1145.18163338,1.0,1.0,1.0,48393.75,1.0,-0.00231928875145,129.05,soft,1.0,1.0,,,2017-08-17,1.0,1.0,-11.0,-11.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
