2017-04-13 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-04-13 00:00:00,Close2017-04-13 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-04-13 00:00:00,LastSRUN,SRUN2017-04-13 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-04-12 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-04-12 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-04-12 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-04-12 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACK7,1.671,0.028988159,-0.000598086124402,-1.0,1.0,-1.0,1.0,-1.0,25.0,2017-03-08,840.656611,1.0,1.0,1.0,48459.0,1.0,-0.000598086124402,1.671,energy,1.0,1.0,2017-03-08,-1.0,-1.0,26.0,26.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
AD,@ADM7,0.7574,0.00503,0.0143297174233,1.0,1.0,1.0,1.0,1.0,-17.0,2017-03-20,503.0,1.0,1.0,1.0,75740.0,1.0,0.0143297174233,0.7574,currency,1.0,1.0,2017-03-20,1.0,1.0,-18.0,-18.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,1085.33279764,1085.33279764,-1085.33279764,1085.33279764,1085.33279764,-1085.33279764,1085.33279764,-1085.33279764,1085.33279764,1085.33279764,1085.33279764,1085.33279764,-1085.33279764,-1085.33279764,-1085.33279764,1085.33279764,1085.33279764,-1085.33279764,1085.33279764,-1085.33279764,-1085.33279764,1085.33279764,-1085.33279764,0.0,-1085.33279764,-1085.33279764,1085.33279764,1085.33279764,1085.33279764,1085.33279764,0.0,1085.33279764,0.0,0.0,-1085.33279764
AEX,AEXJ7,514.7,4.4525,-0.00396710208031,-1.0,1.0,1.0,1.0,-1.0,15.0,2017-03-22,945.08765,1.0,1.0,1.0,109250.222,0.942240648262,-0.00396710208031,514.7,index,1.0,1.0,2017-03-22,1.0,1.0,16.0,16.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
BO,@BON7,31.38,0.6407288735,-0.00254291163382,-1.0,-1.0,1.0,-1.0,1.0,-9.0,2017-03-30,384.4373241,2.0,1.0,1.0,18828.0,1.0,-0.00254291163382,31.38,grain,1.0,1.0,2017-03-22,1.0,1.0,16.0,16.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-95.7558804832,95.7558804832,-95.7558804832,95.7558804832,-95.7558804832,95.7558804832,-95.7558804832,95.7558804832,-95.7558804832,95.7558804832,-95.7558804832,95.7558804832,-95.7558804832,-95.7558804832,95.7558804832,-95.7558804832,-95.7558804832,95.7558804832,-95.7558804832,95.7558804832,-95.7558804832,-95.7558804832,95.7558804832,-95.7558804832,-95.7558804832,-0.0,-95.7558804832,-95.7558804832,95.7558804832,-0.0,-0.0,95.7558804832,-0.0,-95.7558804832,95.7558804832
BP,@BPM7,1.2537,0.009065,0.00199808184143,1.0,-1.0,1.0,-1.0,1.0,21.0,2017-03-14,566.5625,1.0,1.0,1.0,78356.25,1.0,0.00199808184143,1.2537,currency,1.0,1.0,2017-03-14,1.0,1.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,156.562200288,156.562200288,156.562200288,-156.562200288,156.562200288,-156.562200288,156.562200288,-156.562200288,156.562200288,-156.562200288,156.562200288,-156.562200288,156.562200288,156.562200288,-156.562200288,156.562200288,156.562200288,-156.562200288,156.562200288,-156.562200288,156.562200288,156.562200288,-156.562200288,156.562200288,156.562200288,0.0,156.562200288,156.562200288,-156.562200288,0.0,0.0,-156.562200288,0.0,156.562200288,-156.562200288
C,@CN7,378.0,5.0860772355,0.00531914893617,1.0,-1.0,1.0,-1.0,-1.0,9.0,2017-03-30,254.303861775,3.0,1.0,1.0,18900.0,1.0,0.00531914893617,378.0,grain,1.0,1.0,2017-03-30,-1.0,-1.0,10.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,301.595744681,301.595744681,301.595744681,-301.595744681,301.595744681,-301.595744681,301.595744681,-301.595744681,301.595744681,-301.595744681,301.595744681,-301.595744681,301.595744681,301.595744681,-301.595744681,-301.595744681,-301.595744681,301.595744681,-301.595744681,301.595744681,301.595744681,-301.595744681,301.595744681,301.595744681,301.595744681,301.595744681,301.595744681,301.595744681,301.595744681,301.595744681,301.595744681,-301.595744681,301.595744681,301.595744681,301.595744681
CC,@CCN7,1915.0,52.400023957,-0.0264361972547,-1.0,-1.0,1.0,-1.0,1.0,14.0,2017-03-23,524.00023957,1.0,1.0,1.0,19150.0,1.0,-0.0264361972547,1915.0,soft,1.0,1.0,2017-03-23,1.0,1.0,15.0,15.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CD,@CDM7,0.7532,0.00424,0.00246223464431,1.0,-1.0,-1.0,1.0,1.0,24.0,2017-03-09,424.0,2.0,1.0,1.0,75320.0,1.0,0.00246223464431,0.7532,currency,1.0,1.0,2017-03-09,1.0,1.0,25.0,25.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,370.911026818,370.911026818,370.911026818,-370.911026818,370.911026818,-370.911026818,370.911026818,-370.911026818,370.911026818,-370.911026818,-370.911026818,370.911026818,-370.911026818,370.911026818,370.911026818,370.911026818,370.911026818,-370.911026818,370.911026818,-370.911026818,370.911026818,-370.911026818,-370.911026818,-370.911026818,0.0,-370.911026818,-370.911026818,-370.911026818,-370.911026818,-370.911026818,0.0,370.911026818,0.0,370.911026818,-370.911026818
CGB,CBM7,138.92,0.5805,0.00368470486237,1.0,1.0,-1.0,1.0,-1.0,-22.0,2017-03-13,435.64727955,2.0,1.0,1.0,104255.159475,1.3325,0.00368470486237,138.92,rates,-1.0,1.0,2017-03-13,-1.0,-1.0,-23.0,-23.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CL,QCLM7,53.6,1.00207908,0.00149476831091,1.0,1.0,-1.0,1.0,1.0,14.0,2017-03-23,1002.07908,1.0,1.0,1.0,53600.0,1.0,0.00149476831091,53.6,energy,1.0,1.0,2017-03-23,1.0,1.0,15.0,15.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,80.1195814649,80.1195814649,-80.1195814649,80.1195814649,80.1195814649,-80.1195814649,80.1195814649,-80.1195814649,80.1195814649,80.1195814649,-80.1195814649,80.1195814649,-80.1195814649,-80.1195814649,80.1195814649,80.1195814649,80.1195814649,-80.1195814649,80.1195814649,-80.1195814649,-80.1195814649,80.1195814649,-80.1195814649,0.0,-80.1195814649,-80.1195814649,-80.1195814649,80.1195814649,80.1195814649,0.0,0.0,80.1195814649,0.0,0.0,-80.1195814649
