,2017-02-23
ACC_ACT,1.0
L%_ACT,0.670886075949
ACC_prevACT,0.582278481013
L%_prevACT,0.607594936709
ACC_AntiPrevACT,0.417721518987
L%_AntiPrevACT,0.392405063291
ACC_RiskOn,0.417721518987
L%_RiskOn,0.721518987342
ACC_RiskOff,0.582278481013
L%_RiskOff,0.278481012658
ACC_Custom,0.658227848101
L%_Custom,0.810126582278
ACC_AntiCustom,0.341772151899
L%_AntiCustom,0.189873417722
ACC_LastSIG,0.417721518987
L%_LastSIG,0.721518987342
ACC_0.75LastSIG,0.518987341772
L%_0.75LastSIG,0.518987341772
ACC_0.5LastSIG,0.455696202532
L%_0.5LastSIG,0.430379746835
ACC_1LastSIG,0.582278481013
L%_1LastSIG,0.582278481013
ACC_Anti1LastSIG,0.417721518987
L%_Anti1LastSIG,0.417721518987
ACC_Anti0.75LastSIG,0.481012658228
L%_Anti0.75LastSIG,0.481012658228
ACC_Anti0.5LastSIG,0.544303797468
L%_Anti0.5LastSIG,0.569620253165
ACC_prevSEA,0.443037974684
L%_prevSEA,0.46835443038
ACC_LastSEA,0.443037974684
L%_LastSEA,0.493670886076
ACC_AntiSEA,0.556962025316
L%_AntiSEA,0.53164556962
ACC_AdjSEA,0.430379746835
L%_AdjSEA,0.53164556962
ACC_AntiAdjSEA,0.569620253165
L%_AntiAdjSEA,0.46835443038
ACC_Voting,0.544303797468
L%_Voting,0.518987341772
ACC_Voting2,0.379746835443
L%_Voting2,0.455696202532
ACC_Voting3,0.518987341772
L%_Voting3,0.493670886076
ACC_Voting4,0.354430379747
L%_Voting4,0.405063291139
ACC_Voting5,0.405063291139
L%_Voting5,0.443037974684
ACC_Voting6,0.367088607595
L%_Voting6,0.367088607595
ACC_Voting7,0.417721518987
L%_Voting7,0.594936708861
ACC_Voting8,0.405063291139
L%_Voting8,0.506329113924
ACC_Voting9,0.405063291139
L%_Voting9,0.582278481013
ACC_Voting10,0.20253164557
L%_Voting10,0.291139240506
ACC_Voting11,0.278481012658
L%_Voting11,0.367088607595
ACC_Voting12,0.493670886076
L%_Voting12,0.518987341772
ACC_Voting13,0.405063291139
L%_Voting13,0.493670886076
ACC_Voting14,0.253164556962
L%_Voting14,0.392405063291
ACC_Voting15,0.544303797468
L%_Voting15,0.392405063291
PNL_ACT,19268.438259
PNL_prevACT,1506.55445588
PNL_AntiPrevACT,-1506.55445588
PNL_RiskOn,-5508.00544297
PNL_RiskOff,5508.00544297
PNL_Custom,9028.02812519
PNL_AntiCustom,-9028.02812519
PNL_LastSIG,-5508.00544297
PNL_0.75LastSIG,264.927722512
PNL_0.5LastSIG,-1380.17298068
PNL_1LastSIG,5089.43266074
PNL_Anti1LastSIG,-5089.43266074
PNL_Anti0.75LastSIG,-264.927722512
PNL_Anti0.5LastSIG,1380.17298068
PNL_prevSEA,-7002.14234001
PNL_LastSEA,-6117.11507437
PNL_AntiSEA,7002.14234001
PNL_AdjSEA,-5774.83290911
PNL_AntiAdjSEA,5774.83290911
PNL_Voting,-1866.26356834
PNL_Voting2,-5411.8340133
PNL_Voting3,2872.02287681
PNL_Voting4,-2843.89462746
PNL_Voting5,-899.968322355
PNL_Voting6,855.520184771
PNL_Voting7,-1983.39142936
PNL_Voting8,-4371.5567512
PNL_Voting9,-1239.72698973
PNL_Voting10,-1224.83431157
PNL_Voting11,-309.813723299
PNL_Voting12,2058.89680178
PNL_Voting13,1120.74508515
PNL_Voting14,-4129.64813848
PNL_Voting15,5092.98616924
Vol_All,566.718772324
Chg_All,181.761174767
L%_All,0.705882352941
Vol_currency,402.755574553
Vol_energy,759.807064449
Vol_grain,510.521030308
Vol_index,350.370936913
Vol_meat,222.518841725
Vol_metal,1134.35197478
Vol_rates,590.847292402
Chg_currency,402.755574553
Chg_energy,759.807064449
Chg_grain,-510.521030308
Chg_index,-219.122911524
Chg_meat,-85.3802972661
Chg_metal,291.91570384
Chg_rates,590.847292402
L%_currency,1.0
L%_energy,1.0
L%_grain,0.0
L%_index,0.4
L%_meat,0.666666666667
L%_metal,0.8
L%_rates,1.0
