2016-07-27 00:00:00,Contract,LastClose,ATR20,PC2016-07-27 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,prevACT,usdATR,QTY,contractValue,Close2016-07-27 00:00:00,RiskOn,group,SEA2016-07-27 00:00:00,SRUN2016-07-27 00:00:00,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-07-26 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-07-26 00:00:00,AntiSEA,AntiPrevACT,AdjSEA,Voting,Voting2,RiskOff,chgValue,PNL_ACT,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_Voting,PNL_Voting2,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff
NE,@NEU6,0.705,0.00828,0.00398746795785,1.0,-1.0,1.0,-1.0,-1.0,8.0,2016-07-15,1.0,828.0,3.0,70500.0,0.705,1.0,currency,-1.0,8.0,-1.0,7.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,-1,-1.0,-1,-1,-1,281.116491028,843.349473085,-843.349473085,-843.349473085,843.349473085,-843.349473085,-843.349473085,843.349473085,-843.349473085,-843.349473085,-843.349473085,843.349473085,-843.349473085,843.349473085,-843.349473085
NG,QNGU6,2.66,0.09715,-0.00635039223011,-1.0,1.0,-1.0,1.0,-1.0,17.0,2016-07-01,-1.0,971.5,3.0,26600.0,2.66,1.0,energy,-1.0,17.0,-1.0,16.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,1,-1.0,-1,-1,-1,-168.920433321,506.761299963,506.761299963,-506.761299963,506.761299963,-506.761299963,506.761299963,-506.761299963,506.761299963,506.761299963,506.761299963,506.761299963,-506.761299963,-506.761299963,506.761299963
NIY,@NKDU6,16590.0,331.0,0.0125114433933,1.0,-1.0,1.0,-1.0,-1.0,-6.0,2016-07-19,-1.0,1571.84917846,2.0,78782.4104853,16590.0,1.0,index,-1.0,-6.0,-1.0,-5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1.0,1,1,-1,985.681669179,1971.36333836,1971.36333836,-1971.36333836,1971.36333836,-1971.36333836,-1971.36333836,1971.36333836,1971.36333836,1971.36333836,1971.36333836,-1971.36333836,1971.36333836,1971.36333836,-1971.36333836
NQ,@NQU6,4707.75,47.3625,0.00943446797105,1.0,1.0,-1.0,1.0,-1.0,-6.0,2016-07-19,1.0,947.25,3.0,94155.0,4707.75,1.0,index,-1.0,-6.0,-1.0,-5.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,1.0,1,-1,-1,888.302331815,2664.90699544,-2664.90699544,2664.90699544,-2664.90699544,2664.90699544,-2664.90699544,2664.90699544,2664.90699544,2664.90699544,-2664.90699544,2664.90699544,-2664.90699544,2664.90699544,-2664.90699544
O,@OZ6,196.75,5.4375,-0.0100628930818,-1.0,1.0,-1.0,1.0,1.0,10.0,2016-07-13,-1.0,271.875,8.0,9837.5,196.75,1.0,grain,1.0,10.0,1.0,9.0,1.0,1.0,8.0,1.0,2.0,8.0,-1.0,2.0,8.0,1.0,2.0,8.0,1.0,-1,1,1.0,1,1,-1,-98.9937106918,791.949685535,-791.949685535,-791.949685535,791.949685535,-791.949685535,-791.949685535,791.949685535,-791.949685535,-791.949685535,-791.949685535,791.949685535,-791.949685535,-791.949685535,791.949685535
OJ,@OJU6,189.8,5.535,-0.0178525226391,-1.0,1.0,-1.0,1.0,-1.0,11.0,2016-07-12,1.0,830.25,3.0,28470.0,189.8,1.0,soft,-1.0,11.0,-1.0,10.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,-1.0,-1,-1,-1,-508.261319534,1524.7839586,1524.7839586,-1524.7839586,1524.7839586,-1524.7839586,1524.7839586,-1524.7839586,1524.7839586,1524.7839586,1524.7839586,-1524.7839586,1524.7839586,-1524.7839586,1524.7839586
PA,QPAU6,703.9,16.875,0.0160219399538,1.0,1.0,1.0,1.0,1.0,21.0,2016-06-27,1.0,1687.5,2.0,70390.0,703.9,1.0,metal,1.0,21.0,1.0,20.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,1,-1,1127.78435335,2255.5687067,2255.5687067,2255.5687067,2255.5687067,2255.5687067,2255.5687067,-2255.5687067,2255.5687067,2255.5687067,2255.5687067,2255.5687067,-2255.5687067,2255.5687067,-2255.5687067
PL,QPLV6,1128.2,24.63,0.0265696087352,1.0,-1.0,1.0,-1.0,-1.0,-9.0,2016-07-14,1.0,1231.5,2.0,56410.0,1128.2,-1.0,metal,-1.0,-9.0,-1.0,-8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,-1,1.0,1,1,1,1498.79162875,2997.58325751,2997.58325751,-2997.58325751,2997.58325751,-2997.58325751,-2997.58325751,2997.58325751,2997.58325751,2997.58325751,2997.58325751,2997.58325751,-2997.58325751,-2997.58325751,2997.58325751
RB,QRBU6,1.3172,0.0511032345,-0.0196487049717,-1.0,1.0,1.0,1.0,1.0,10.0,2016-07-13,1.0,2146.335849,1.0,55322.4,1.3172,1.0,energy,1.0,10.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,-1,-1,1.0,1,1,-1,-1087.01351593,1087.01351593,-1087.01351593,-1087.01351593,-1087.01351593,-1087.01351593,-1087.01351593,1087.01351593,-1087.01351593,-1087.01351593,-1087.01351593,-1087.01351593,1087.01351593,-1087.01351593,1087.01351593
RR,@RRU6,9.825,0.25575,-0.0199501246883,-1.0,-1.0,1.0,-1.0,1.0,-14.0,2016-07-07,-1.0,511.5,4.0,19650.0,9.825,1.0,grain,1.0,-14.0,1.0,-13.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,-1.0,-1,1,-1,-392.019950125,1568.0798005,-1568.0798005,1568.0798005,-1568.0798005,1568.0798005,-1568.0798005,1568.0798005,1568.0798005,1568.0798005,-1568.0798005,1568.0798005,-1568.0798005,-1568.0798005,1568.0798005
RS,@RSX6,453.9,10.445,0.0152091254753,1.0,1.0,1.0,-1.0,1.0,-2.0,2016-07-13,1.0,158.437618506,13.0,6885.0967008,453.9,1.0,grain,1.0,-2.0,1.0,9.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,2.0,13.0,-1.0,-1,-1,1.0,1,1,-1,104.716299632,1361.31189521,1361.31189521,1361.31189521,1361.31189521,-1361.31189521,1361.31189521,-1361.31189521,1361.31189521,1361.31189521,1361.31189521,1361.31189521,-1361.31189521,1361.31189521,-1361.31189521
S,@SX6,986.0,38.3125,0.0125802310655,1.0,1.0,1.0,-1.0,1.0,10.0,2016-07-13,1.0,1915.625,2.0,49300.0,986.0,1.0,grain,1.0,10.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,-1,-1,1.0,1,1,-1,620.205391528,1240.41078306,1240.41078306,1240.41078306,1240.41078306,-1240.41078306,1240.41078306,-1240.41078306,1240.41078306,1240.41078306,1240.41078306,1240.41078306,-1240.41078306,1240.41078306,-1240.41078306
SB,@SBV6,19.1,0.651,-0.0215163934426,-1.0,-1.0,-1.0,-1.0,-1.0,-19.0,2016-06-29,-1.0,729.12,3.0,21392.0,19.1,1.0,soft,-1.0,-19.0,-1.0,-18.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1.0,-1,1,-1,-460.278688525,1380.83606557,-1380.83606557,1380.83606557,1380.83606557,1380.83606557,1380.83606557,-1380.83606557,-1380.83606557,1380.83606557,-1380.83606557,1380.83606557,-1380.83606557,-1380.83606557,1380.83606557
SF,@SFU6,1.0125,0.00737,0.00197921820881,1.0,-1.0,1.0,-1.0,1.0,-23.0,2016-06-23,-1.0,921.25,3.0,126562.5,1.0125,1.0,currency,1.0,-23.0,1.0,-22.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,-1.0,-1,1,-1,250.494804552,751.484413657,751.484413657,-751.484413657,751.484413657,-751.484413657,751.484413657,-751.484413657,-751.484413657,-751.484413657,751.484413657,-751.484413657,751.484413657,751.484413657,-751.484413657
SI,QSIU6,1999.5,65.365,0.0158512421887,1.0,-1.0,1.0,-1.0,1.0,21.0,2016-07-13,1.0,3268.25,1.0,99975.0,1999.5,-1.0,metal,1.0,21.0,1.0,20.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-1,1.0,1,1,1,1584.72793781,1584.72793781,1584.72793781,-1584.72793781,1584.72793781,-1584.72793781,1584.72793781,-1584.72793781,1584.72793781,1584.72793781,1584.72793781,1584.72793781,-1584.72793781,-1584.72793781,1584.72793781
SIN,INN6,8608.5,82.875,0.00203701548132,1.0,1.0,-1.0,1.0,-1.0,-4.0,2016-07-21,-1.0,165.75,13.0,17217.0,8608.5,1.0,index,-1.0,-4.0,1.0,-3.0,-1.0,1.0,13.0,-1.0,1.0,13.0,-1.0,1.0,13.0,1.0,1.0,13.0,1.0,-1,1,-1.0,-1,-1,-1,35.0712955418,455.926842044,-455.926842044,455.926842044,-455.926842044,455.926842044,455.926842044,-455.926842044,-455.926842044,-455.926842044,-455.926842044,-455.926842044,455.926842044,455.926842044,-455.926842044
SJB,BBU6,153.94,0.3115,0.00234405521552,1.0,1.0,1.0,1.0,1.0,7.0,2016-07-18,1.0,295.849558363,7.0,146205.717542,153.94,-1.0,rates,1.0,7.0,1.0,6.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,2.0,7.0,1.0,2.0,7.0,1.0,-1,-1,1.0,1,1,1,342.714274744,2398.99992321,2398.99992321,2398.99992321,2398.99992321,2398.99992321,2398.99992321,-2398.99992321,2398.99992321,2398.99992321,2398.99992321,2398.99992321,-2398.99992321,-2398.99992321,2398.99992321
SM,@SMZ6,343.2,14.115,0.0144841856341,1.0,-1.0,-1.0,1.0,-1.0,10.0,2016-07-13,1.0,1411.5,2.0,34320.0,343.2,1.0,grain,-1.0,10.0,-1.0,9.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,1,-1,-1.0,-1,-1,-1,497.097250961,994.194501921,-994.194501921,-994.194501921,-994.194501921,994.194501921,-994.194501921,994.194501921,-994.194501921,-994.194501921,-994.194501921,994.194501921,-994.194501921,994.194501921,-994.194501921
SMI,SWU6,8218.0,83.2,0.0,1.0,-1.0,1.0,-1.0,1.0,-18.0,2016-07-01,1.0,843.471208435,3.0,83313.0575831,8218.0,1.0,index,1.0,-18.0,1.0,-17.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,-1.0,-1,-1,-1,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0
SSG,SSN6,325.75,3.8525,0.0054012345679,1.0,1.0,-1.0,1.0,-1.0,21.0,2016-06-27,-1.0,575.0,4.0,48619.4029851,325.75,1.0,index,-1.0,21.0,-1.0,20.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,1,-1.0,-1,-1,-1,262.604800074,1050.41920029,-1050.41920029,1050.41920029,-1050.41920029,1050.41920029,-1050.41920029,1050.41920029,-1050.41920029,-1050.41920029,-1050.41920029,-1050.41920029,1050.41920029,1050.41920029,-1050.41920029
STW,TWN6,338.5,4.29,0.00177567327612,1.0,1.0,1.0,1.0,-1.0,-9.0,2016-07-14,1.0,429.0,5.0,33850.0,338.5,1.0,index,-1.0,-9.0,-1.0,-8.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,1,-1,1.0,1,1,-1,60.1065403966,300.532701983,300.532701983,300.532701983,300.532701983,300.532701983,-300.532701983,300.532701983,300.532701983,300.532701983,300.532701983,300.532701983,-300.532701983,300.532701983,-300.532701983
SXE,EXU6,2993.0,46.4,0.00537453812563,1.0,1.0,-1.0,1.0,1.0,-15.0,2016-07-06,1.0,513.184,4.0,33102.58,2993.0,1.0,index,1.0,-15.0,1.0,1.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,1.0,1,-1,-1,177.911078267,711.644313067,-711.644313067,711.644313067,-711.644313067,711.644313067,711.644313067,-711.644313067,711.644313067,711.644313067,-711.644313067,711.644313067,-711.644313067,711.644313067,-711.644313067
TF,@TFSU6,1215.9,14.8,0.00156507413509,1.0,1.0,-1.0,1.0,-1.0,-22.0,2016-06-27,1.0,1480.0,2.0,121590.0,1215.9,1.0,index,-1.0,-22.0,-1.0,-21.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,1.0,1,-1,-1,190.297364086,380.594728171,-380.594728171,380.594728171,-380.594728171,380.594728171,-380.594728171,380.594728171,380.594728171,380.594728171,-380.594728171,380.594728171,-380.594728171,380.594728171,-380.594728171
TU,@TUU6,109.375,0.103125,0.000714796283059,1.0,-1.0,1.0,-1.0,1.0,-16.0,2016-07-05,1.0,206.25,10.0,218750.0,109.375,-1.0,rates,1.0,-16.0,1.0,-15.0,-1.0,1.0,10.0,-1.0,1.0,10.0,1.0,1.0,10.0,-1.0,1.0,10.0,-1.0,-1,-1,-1.0,-1,-1,1,156.361686919,1563.61686919,-1563.61686919,-1563.61686919,1563.61686919,-1563.61686919,1563.61686919,-1563.61686919,-1563.61686919,-1563.61686919,-1563.61686919,1563.61686919,-1563.61686919,-1563.61686919,1563.61686919
TY,@TYU6,132.546875,0.646875,0.00319299905393,1.0,-1.0,1.0,-1.0,1.0,-16.0,2016-07-05,1.0,646.875,4.0,132546.875,132.546875,-1.0,rates,1.0,-16.0,1.0,-15.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,-1,-1.0,-1,-1,1,423.222046476,1692.8881859,-1692.8881859,-1692.8881859,1692.8881859,-1692.8881859,1692.8881859,-1692.8881859,-1692.8881859,-1692.8881859,-1692.8881859,1692.8881859,-1692.8881859,-1692.8881859,1692.8881859
US,@USU6,173.21875,1.85625,0.00781818181818,1.0,-1.0,1.0,-1.0,1.0,-13.0,2016-07-08,1.0,1856.25,2.0,173218.75,173.21875,-1.0,rates,1.0,-13.0,1.0,-12.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,-1.0,-1,-1,1,1354.25568182,2708.51136364,-2708.51136364,-2708.51136364,2708.51136364,-2708.51136364,2708.51136364,-2708.51136364,-2708.51136364,-2708.51136364,-2708.51136364,2708.51136364,-2708.51136364,-2708.51136364,2708.51136364
VX,@VXQ6,14.775,0.861635787,-0.0263591433278,-1.0,-1.0,1.0,-1.0,1.0,-3.0,2016-06-27,-1.0,861.635787,3.0,14775.0,14.775,-1.0,index,1.0,-3.0,1.0,-2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,-1.0,-1,1,1,-389.456342669,1168.36902801,-1168.36902801,1168.36902801,-1168.36902801,1168.36902801,-1168.36902801,1168.36902801,1168.36902801,1168.36902801,-1168.36902801,1168.36902801,-1168.36902801,1168.36902801,-1168.36902801
W,@WU6,414.75,14.3,-0.000602409638554,-1.0,1.0,-1.0,1.0,1.0,-2.0,2016-07-20,-1.0,715.0,3.0,20737.5,414.75,1.0,grain,1.0,-2.0,-1.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,1,1.0,1,1,-1,-12.4924698795,37.4774096386,-37.4774096386,-37.4774096386,37.4774096386,-37.4774096386,37.4774096386,-37.4774096386,-37.4774096386,-37.4774096386,-37.4774096386,37.4774096386,-37.4774096386,-37.4774096386,37.4774096386
YA,APU6,5500.0,57.85,0.00163904571116,1.0,1.0,-1.0,1.0,-1.0,21.0,2016-06-28,1.0,1083.096625,2.0,102973.75,5500.0,1.0,index,-1.0,21.0,1.0,20.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,-1,-1,168.7786833,337.5573666,-337.5573666,337.5573666,-337.5573666,337.5573666,337.5573666,-337.5573666,337.5573666,337.5573666,-337.5573666,337.5573666,-337.5573666,337.5573666,-337.5573666
YB,HBSU6,98.13,0.029,-0.000305623471883,-1.0,1.0,1.0,-1.0,1.0,-4.0,2016-07-21,-1.0,52.12344,39.0,176374.9368,98.13,-1.0,rates,1.0,-4.0,-1.0,16.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1,1,-1.0,-1,1,1,-53.9043205379,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
YM,@YMU6,18390.0,150.25,-0.000434829872812,-1.0,1.0,1.0,1.0,-1.0,-6.0,2016-07-19,-1.0,751.25,3.0,91950.0,18390.0,1.0,index,-1.0,-6.0,-1.0,-5.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,1,1.0,1,1,-1,-39.9826068051,119.947820415,-119.947820415,-119.947820415,-119.947820415,-119.947820415,119.947820415,-119.947820415,-119.947820415,-119.947820415,-119.947820415,119.947820415,-119.947820415,-119.947820415,119.947820415
YT2,HTSU6,98.53,0.0575,-0.000304383116883,-1.0,-1.0,1.0,-1.0,1.0,24.0,2016-06-23,-1.0,120.5729,17.0,206609.5276,98.53,-1.0,rates,1.0,24.0,1.0,23.0,1.0,1.0,17.0,1.0,2.0,17.0,1.0,1.0,17.0,-1.0,1.0,17.0,-1.0,-1,1,1.0,1,1,1,-62.8884519886,1069.10368381,-1069.10368381,1069.10368381,-1069.10368381,1069.10368381,-1069.10368381,1069.10368381,-1069.10368381,-1069.10368381,-1069.10368381,1069.10368381,-1069.10368381,1069.10368381,-1069.10368381
YT3,HXSU6,98.035,0.07375,-0.000356887937188,-1.0,-1.0,-1.0,1.0,1.0,-15.0,2016-07-06,-1.0,441.851,5.0,587347.292,98.035,-1.0,rates,1.0,-15.0,1.0,-14.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,-1,1,-1.0,-1,-1,1,-209.617163455,1048.08581727,1048.08581727,1048.08581727,1048.08581727,-1048.08581727,-1048.08581727,1048.08581727,1048.08581727,1048.08581727,1048.08581727,1048.08581727,-1048.08581727,1048.08581727,-1048.08581727
