2016-07-22 00:00:00,Contract,LastClose,ATR20,PC2016-07-22 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,prevACT,usdATR,QTY,contractValue,Close2016-07-22 00:00:00,RiskOn,group,SEA2016-07-22 00:00:00,SRUN2016-07-22 00:00:00,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-07-21 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-21 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-21 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-07-21 00:00:00,AntiSEA,AntiPrevACT,AdjSEA,Voting,RiskOff,chgValue,PNL_ACT,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_Voting,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff
CT,@CTZ6,72.68,1.759,-0.00397423598739,-1.0,1.0,1.0,-1.0,-1.0,-5.0,2016-07-15,1.0,879.5,3.0,36340.0,72.68,1.0,soft,-1.0,-5.0,-1.0,-4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1,-1,1.0,1,-1,-144.423735782,433.271207345,-433.271207345,-433.271207345,-433.271207345,433.271207345,433.271207345,-433.271207345,-433.271207345,-433.271207345,-433.271207345,433.271207345,-433.271207345,433.271207345
CU,@EUU6,1.09865,0.0086,-0.00471078497984,-1.0,-1.0,1.0,-1.0,1.0,-20.0,2016-06-23,1.0,1075.0,2.0,137331.25,1.09865,1.0,currency,1.0,-20.0,1.0,-19.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,-1.0,-1,-1,-646.937989763,1293.87597953,1293.87597953,1293.87597953,-1293.87597953,1293.87597953,-1293.87597953,1293.87597953,1293.87597953,1293.87597953,-1293.87597953,1293.87597953,-1293.87597953,1293.87597953
DX,@DXU6,97.516,0.59935,0.00484306411393,1.0,1.0,-1.0,1.0,-1.0,-21.0,2016-06-23,-1.0,599.35,4.0,97516.0,97.516,-1.0,currency,-1.0,-21.0,-1.0,-20.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,1,1.0,1,1,472.276240134,1889.10496053,1889.10496053,1889.10496053,-1889.10496053,1889.10496053,-1889.10496053,1889.10496053,1889.10496053,1889.10496053,-1889.10496053,1889.10496053,-1889.10496053,1889.10496053
EBL,BDU6,166.37,0.758,0.00120358668833,1.0,-1.0,-1.0,-1.0,1.0,-10.0,2016-07-08,-1.0,832.0566,3.0,182624.349,166.37,-1.0,rates,1.0,-10.0,1.0,-9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,-1.0,-1,1,219.804235422,659.412706265,-659.412706265,-659.412706265,-659.412706265,-659.412706265,659.412706265,-659.412706265,-659.412706265,-659.412706265,-659.412706265,659.412706265,-659.412706265,659.412706265
EBM,BLU6,133.39,0.2115,-0.000224853845001,-1.0,-1.0,1.0,-1.0,1.0,-10.0,2016-07-08,-1.0,232.16355,9.0,146422.203,133.39,-1.0,rates,1.0,-10.0,1.0,-9.0,-1.0,1.0,9.0,-1.0,1.0,9.0,1.0,2.0,9.0,-1.0,2.0,9.0,-1.0,-1,1,-1.0,-1,1,-32.923595338,296.312358042,296.312358042,296.312358042,-296.312358042,296.312358042,-296.312358042,296.312358042,296.312358042,296.312358042,296.312358042,-296.312358042,296.312358042,-296.312358042
EBS,EZU6,111.99,0.05025,-0.000178555486117,-1.0,-1.0,1.0,-1.0,1.0,-9.0,2016-07-11,-1.0,55.159425,37.0,122931.423,111.99,-1.0,rates,1.0,-9.0,1.0,-8.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,-1,1,-1.0,-1,1,-21.9500799929,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
ED,@EDZ6,99.11,0.03525,-5.04464510921e-05,-1.0,-1.0,1.0,-1.0,1.0,-18.0,2016-06-27,-1.0,88.125,23.0,247775.0,99.11,-1.0,rates,1.0,-18.0,1.0,-17.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,-1,1,-1.0,-1,1,-12.4993694193,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
EMD,@EMDU6,1549.7,20.935,0.00688714183614,1.0,-1.0,1.0,-1.0,-1.0,-7.0,2016-07-13,-1.0,2093.5,1.0,154970.0,1549.7,1.0,index,-1.0,-7.0,-1.0,-6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,1,1,1.0,1,-1,1067.30037035,1067.30037035,1067.30037035,-1067.30037035,1067.30037035,-1067.30037035,-1067.30037035,1067.30037035,1067.30037035,1067.30037035,-1067.30037035,1067.30037035,1067.30037035,-1067.30037035
ES,@ESU6,2167.5,23.7625,0.00440222428174,1.0,-1.0,-1.0,-1.0,-1.0,-5.0,2016-07-15,-1.0,1188.125,2.0,108375.0,2167.5,1.0,index,-1.0,-5.0,-1.0,-4.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1.0,-1,-1,477.091056534,954.182113068,-954.182113068,-954.182113068,-954.182113068,-954.182113068,-954.182113068,954.182113068,954.182113068,-954.182113068,-954.182113068,954.182113068,954.182113068,-954.182113068
FC,@GFQ6,137.2,3.07375,0.0208333333333,1.0,-1.0,1.0,-1.0,-1.0,-12.0,2016-07-06,-1.0,1536.875,2.0,68600.0,137.2,1.0,meat,-1.0,-12.0,-1.0,-11.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,1.0,1,-1,1429.16666667,2858.33333333,2858.33333333,-2858.33333333,2858.33333333,-2858.33333333,-2858.33333333,2858.33333333,2858.33333333,2858.33333333,-2858.33333333,2858.33333333,2858.33333333,-2858.33333333
FCH,MTQ6,4380.0,77.4932134305,0.000228362639872,1.0,1.0,1.0,1.0,-1.0,-12.0,2016-07-06,1.0,850.643003827,3.0,48079.26,4380.0,1.0,index,-1.0,-12.0,-1.0,-11.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,1.0,1,-1,10.9795067367,32.9385202101,32.9385202101,32.9385202101,32.9385202101,32.9385202101,-32.9385202101,32.9385202101,32.9385202101,32.9385202101,32.9385202101,-32.9385202101,32.9385202101,-32.9385202101
FDX,DXMU6,10136.5,174.575,-0.00265656515964,-1.0,-1.0,-1.0,-1.0,-1.0,-6.0,2016-07-14,1.0,958.1548875,3.0,55634.18025,10136.5,1.0,index,-1.0,-6.0,-1.0,-5.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,-1,1.0,-1,-1,-147.795824937,443.387474812,443.387474812,443.387474812,443.387474812,443.387474812,443.387474812,-443.387474812,-443.387474812,443.387474812,-443.387474812,443.387474812,-443.387474812,443.387474812
FEI,IEZ6,100.33,0.01575,-4.98330592514e-05,-1.0,1.0,1.0,-1.0,1.0,-10.0,2016-07-08,1.0,43.2219375,47.0,275330.6025,100.33,-1.0,rates,1.0,-10.0,1.0,-9.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1,-1,-1.0,-1,1,-13.7205662281,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
FFI,LFU6,6674.5,106.65,0.00277944711538,1.0,1.0,-1.0,1.0,1.0,-6.0,2016-07-14,-1.0,1398.1815,2.0,87502.695,6674.5,1.0,index,1.0,-6.0,-1.0,-5.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1,1.0,1,-1,243.209113206,486.418226412,486.418226412,486.418226412,-486.418226412,486.418226412,-486.418226412,486.418226412,486.418226412,486.418226412,-486.418226412,486.418226412,486.418226412,-486.418226412
FLG,LGU6,129.66,0.7495,0.00301694128568,1.0,-1.0,1.0,-1.0,1.0,21.0,2016-06-23,-1.0,982.5945,3.0,169984.26,129.66,-1.0,rates,1.0,21.0,1.0,-7.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,-1.0,-1,1,512.83253191,1538.49759573,-1538.49759573,-1538.49759573,1538.49759573,-1538.49759573,1538.49759573,-1538.49759573,-1538.49759573,-1538.49759573,-1538.49759573,1538.49759573,-1538.49759573,1538.49759573
FSS,LLZ6,99.67,0.0385,0.000100341159944,1.0,1.0,1.0,1.0,-1.0,8.0,2016-07-12,-1.0,63.091875,32.0,163334.2125,99.67,-1.0,rates,-1.0,8.0,-1.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,-1.0,1,1,16.3891443408,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
FV,@FVU6,121.4921875,0.373046875,-0.000771059564351,-1.0,1.0,1.0,1.0,1.0,-13.0,2016-07-05,1.0,373.046875,6.0,121492.1875,121.4921875,-1.0,rates,1.0,-13.0,1.0,-12.0,1.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,6.0,1.0,2.0,6.0,1.0,-1,-1,-1.0,1,1,-93.6777131658,562.066278995,-562.066278995,-562.066278995,-562.066278995,-562.066278995,-562.066278995,562.066278995,562.066278995,-562.066278995,-562.066278995,562.066278995,562.066278995,-562.066278995
GC,QGCQ6,1323.4,19.865,-0.00570999248685,-1.0,1.0,1.0,-1.0,-1.0,-12.0,2016-07-06,1.0,1986.5,2.0,132340.0,1323.4,-1.0,metal,-1.0,-12.0,-1.0,-11.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1,-1,1.0,1,1,-755.66040571,1511.32081142,-1511.32081142,-1511.32081142,-1511.32081142,1511.32081142,1511.32081142,-1511.32081142,-1511.32081142,-1511.32081142,-1511.32081142,1511.32081142,1511.32081142,-1511.32081142
HCM,HHIN6,9017.0,153.979539327,-0.00188177994244,-1.0,1.0,1.0,1.0,-1.0,-1.0,2016-06-24,1.0,990.859326429,3.0,58024.4530245,9017.0,1.0,index,-1.0,-1.0,-1.0,-13.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,-1,1.0,1,-1,-109.189251872,327.567755617,-327.567755617,-327.567755617,-327.567755617,-327.567755617,327.567755617,-327.567755617,-327.567755617,-327.567755617,-327.567755617,327.567755617,-327.567755617,327.567755617
HG,QHGU6,223.55,4.7025,-0.0101837502767,-1.0,1.0,-1.0,1.0,1.0,10.0,2016-07-08,1.0,1175.625,2.0,55887.5,223.55,1.0,metal,1.0,10.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,-1,-569.144343591,1138.28868718,-1138.28868718,-1138.28868718,1138.28868718,-1138.28868718,-1138.28868718,1138.28868718,-1138.28868718,-1138.28868718,-1138.28868718,1138.28868718,-1138.28868718,1138.28868718
HIC,HSIN6,21992.0,336.980827067,-0.000499931827478,-1.0,1.0,-1.0,1.0,1.0,-1.0,2016-06-27,1.0,2168.47379065,1.0,141518.661519,21992.0,1.0,index,1.0,-1.0,1.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,-1,-1,1.0,1,-1,-70.7496830753,70.7496830753,-70.7496830753,-70.7496830753,70.7496830753,-70.7496830753,-70.7496830753,70.7496830753,-70.7496830753,-70.7496830753,-70.7496830753,70.7496830753,-70.7496830753,70.7496830753
HO,QHOU6,1.3825,0.0524978355,-0.0108042358329,-1.0,1.0,-1.0,1.0,1.0,16.0,2016-06-29,-1.0,2204.909091,1.0,58065.0,1.3825,1.0,energy,1.0,16.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1.0,1,-1,-627.347953635,627.347953635,-627.347953635,-627.347953635,627.347953635,-627.347953635,-627.347953635,627.347953635,-627.347953635,-627.347953635,627.347953635,-627.347953635,-627.347953635,627.347953635
JY,@JYU6,0.94415,0.012,-0.00243013365735,-1.0,1.0,1.0,-1.0,1.0,-10.0,2016-07-08,1.0,1500.0,2.0,118018.75,0.94415,-1.0,currency,1.0,-10.0,1.0,-9.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,-1,-1,-1.0,-1,1,-286.801336574,573.602673147,573.602673147,-573.602673147,-573.602673147,573.602673147,-573.602673147,573.602673147,573.602673147,573.602673147,-573.602673147,573.602673147,573.602673147,-573.602673147
KC,@KCU6,141.9,4.4,-0.0337078651685,-1.0,1.0,1.0,1.0,1.0,4.0,2016-07-18,-1.0,1650.0,2.0,53212.5,141.9,1.0,soft,1.0,4.0,1.0,-3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,1,-1.0,1,-1,-1793.67977528,3587.35955056,-3587.35955056,-3587.35955056,-3587.35955056,-3587.35955056,-3587.35955056,3587.35955056,3587.35955056,-3587.35955056,3587.35955056,-3587.35955056,-3587.35955056,3587.35955056
KW,@KWU6,419.0,12.6375,0.0282208588957,1.0,-1.0,1.0,-1.0,-1.0,-8.0,2016-07-12,1.0,631.875,4.0,20950.0,419.0,1.0,grain,-1.0,-8.0,-1.0,-7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,-1,1.0,1,-1,591.226993865,2364.90797546,2364.90797546,-2364.90797546,2364.90797546,-2364.90797546,-2364.90797546,2364.90797546,2364.90797546,2364.90797546,2364.90797546,-2364.90797546,2364.90797546,-2364.90797546
LB,@LBU6,329.1,7.505,-0.00242497726584,-1.0,1.0,-1.0,1.0,-1.0,-14.0,2016-07-01,1.0,825.55,3.0,36201.0,329.1,1.0,soft,-1.0,-14.0,-1.0,-13.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,-1,1.0,1,-1,-87.7866020006,263.359806002,-263.359806002,-263.359806002,263.359806002,-263.359806002,263.359806002,-263.359806002,-263.359806002,-263.359806002,-263.359806002,263.359806002,-263.359806002,263.359806002
LC,@LEV6,108.075,2.1652065025,0.0224692526017,1.0,-1.0,-1.0,-1.0,1.0,-6.0,2016-07-14,-1.0,866.082601,3.0,43230.0,108.075,1.0,meat,1.0,-6.0,1.0,-5.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,-1.0,-1,-1,971.345789972,2914.03736991,-2914.03736991,-2914.03736991,-2914.03736991,-2914.03736991,2914.03736991,-2914.03736991,-2914.03736991,-2914.03736991,-2914.03736991,2914.03736991,2914.03736991,-2914.03736991
LCO,EBZ6,47.03,1.6095,-0.0105196717862,-1.0,-1.0,1.0,-1.0,1.0,7.0,2016-07-13,-1.0,1609.5,2.0,47030.0,47.03,1.0,energy,1.0,7.0,-1.0,6.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1.0,-1,-1,-494.740164107,989.480328214,989.480328214,989.480328214,-989.480328214,989.480328214,989.480328214,-989.480328214,989.480328214,989.480328214,989.480328214,-989.480328214,-989.480328214,989.480328214
LGO,GASU6,401.0,15.609995462,-0.0302297460701,-1.0,-1.0,1.0,-1.0,1.0,-17.0,2016-06-29,-1.0,1560.9995462,2.0,40100.0,401.0,1.0,energy,1.0,-17.0,1.0,-16.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,-1.0,-1,-1,-1212.21281741,2424.42563482,2424.42563482,2424.42563482,-2424.42563482,2424.42563482,-2424.42563482,2424.42563482,2424.42563482,2424.42563482,2424.42563482,-2424.42563482,-2424.42563482,2424.42563482
LH,@HEV6,63.9,1.374508999,0.0260939381774,1.0,-1.0,-1.0,-1.0,1.0,-6.0,2016-07-14,-1.0,549.8035996,4.0,25560.0,63.9,1.0,meat,1.0,-6.0,1.0,-5.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,-1.0,-1,-1,666.961059815,2667.84423926,-2667.84423926,-2667.84423926,-2667.84423926,-2667.84423926,2667.84423926,-2667.84423926,-2667.84423926,-2667.84423926,-2667.84423926,2667.84423926,2667.84423926,-2667.84423926
LRC,LRCU6,1788.0,30.35,-0.016501650165,-1.0,1.0,-1.0,1.0,1.0,6.0,2016-07-14,1.0,303.5,7.0,17880.0,1788.0,1.0,soft,1.0,6.0,1.0,-6.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,1.0,1.0,7.0,1.0,-1,-1,-1.0,-1,-1,-295.04950495,2065.34653465,2065.34653465,-2065.34653465,2065.34653465,-2065.34653465,-2065.34653465,2065.34653465,2065.34653465,2065.34653465,-2065.34653465,2065.34653465,-2065.34653465,2065.34653465
LSU,QWV6,537.8,13.28,-0.0035204743376,-1.0,1.0,1.0,1.0,-1.0,17.0,2016-06-29,1.0,664.0,4.0,26890.0,537.8,1.0,soft,-1.0,17.0,-1.0,16.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,-1,-1.0,1,-1,-94.6655549379,378.662219752,-378.662219752,-378.662219752,-378.662219752,-378.662219752,378.662219752,-378.662219752,378.662219752,-378.662219752,-378.662219752,378.662219752,-378.662219752,378.662219752
MEM,@MMEU6,874.7,13.56,0.00667510645644,1.0,-1.0,-1.0,1.0,-1.0,-4.0,2016-07-18,-1.0,678.0,3.0,43735.0,874.7,1.0,index,-1.0,-4.0,-1.0,-3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1,1,1.0,1,-1,291.935780872,875.807342617,875.807342617,-875.807342617,-875.807342617,875.807342617,-875.807342617,875.807342617,875.807342617,875.807342617,-875.807342617,875.807342617,875.807342617,-875.807342617
MFX,IBQ6,8578.6,172.901798644,0.000804974509141,1.0,-1.0,1.0,-1.0,1.0,7.0,2016-07-13,1.0,1897.94304371,2.0,94167.2922,8578.6,1.0,index,1.0,7.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1.0,1,-1,75.8022698158,151.604539632,151.604539632,-151.604539632,151.604539632,-151.604539632,151.604539632,-151.604539632,151.604539632,151.604539632,151.604539632,-151.604539632,151.604539632,-151.604539632
MP,@PXU6,0.05365,0.000826,0.00618904726182,1.0,1.0,1.0,1.0,-1.0,11.0,2016-07-07,-1.0,413.0,5.0,26825.0,0.05365,1.0,currency,-1.0,11.0,-1.0,10.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1,1,-1.0,1,-1,166.021192798,830.105963991,830.105963991,830.105963991,830.105963991,830.105963991,-830.105963991,830.105963991,-830.105963991,830.105963991,-830.105963991,830.105963991,830.105963991,-830.105963991
MW,@MWU6,495.25,10.3375,0.0185089974293,1.0,-1.0,1.0,-1.0,-1.0,12.0,2016-07-06,1.0,516.875,4.0,24762.5,495.25,1.0,grain,-1.0,12.0,-1.0,11.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,1,-1,-1.0,-1,-1,458.329048843,1833.31619537,-1833.31619537,-1833.31619537,1833.31619537,-1833.31619537,-1833.31619537,1833.31619537,-1833.31619537,-1833.31619537,1833.31619537,-1833.31619537,1833.31619537,-1833.31619537
NE,@NEU6,0.6981,0.008895,0.00157819225251,1.0,-1.0,1.0,-1.0,-1.0,-8.0,2016-07-12,-1.0,889.5,3.0,69810.0,0.6981,1.0,currency,-1.0,-8.0,-1.0,-7.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1.0,1,-1,110.173601148,330.520803443,330.520803443,-330.520803443,330.520803443,-330.520803443,-330.520803443,330.520803443,330.520803443,330.520803443,-330.520803443,330.520803443,330.520803443,-330.520803443
