2017-06-12 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-06-12 00:00:00,Close2017-06-12 00:00:00,group,RiskOn,Custom,PC2017-06-09 00:00:00,Close2017-06-09 00:00:00,vSTART,LastSEA,SEA2017-06-12 00:00:00,LastSRUN,SRUN2017-06-12 00:00:00,SEA2017-06-09 00:00:00,SRUN2017-06-09 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-06-09 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-06-09 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-06-09 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-06-09 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACN7,1.535,0.0262262585,-0.00967741935484,-1.0,-1.0,-1.0,-1.0,1.0,16.0,2017-05-17,760.5614965,1.0,1.0,1.0,44515.0,1.0,-0.00967741935484,1.535,energy,1.0,1.0,,,2017-05-17,-1.0,-1.0,17.0,17.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
AD,@ADM7,0.7539,0.005235,0.00146121147715,1.0,1.0,-1.0,1.0,1.0,6.0,2017-06-01,523.5,1.0,1.0,1.0,75390.0,1.0,0.00146121147715,0.7539,currency,1.0,1.0,,,2017-06-01,1.0,1.0,7.0,7.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,110.160733262,110.160733262,-110.160733262,110.160733262,110.160733262,-110.160733262,110.160733262,-110.160733262,110.160733262,110.160733262,-110.160733262,110.160733262,-110.160733262,-110.160733262,110.160733262,110.160733262,110.160733262,-110.160733262,110.160733262,-110.160733262,-110.160733262,110.160733262,-110.160733262,0.0,-110.160733262,-110.160733262,-110.160733262,110.160733262,110.160733262,0.0,0.0,110.160733262,0.0,0.0,-110.160733262
AEX,AEXM7,521.8,4.49,-0.0101489139714,-1.0,-1.0,1.0,-1.0,-1.0,18.0,2017-05-16,1005.9396,1.0,1.0,1.0,116904.072,0.892697732548,-0.0101489139714,521.8,index,1.0,1.0,,,2017-05-16,-1.0,-1.0,19.0,19.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
BO,@BON7,31.94,0.5275,-0.0108392691236,-1.0,-1.0,-1.0,1.0,-1.0,-5.0,2017-06-02,316.5,3.0,1.0,1.0,19164.0,1.0,-0.0108392691236,31.94,grain,1.0,1.0,,,2017-06-02,1.0,1.0,-6.0,-6.0,,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,-623.171260452,623.171260452,-623.171260452,623.171260452,-623.171260452,623.171260452,-623.171260452,623.171260452,-623.171260452,623.171260452,623.171260452,-623.171260452,623.171260452,-623.171260452,-623.171260452,623.171260452,-623.171260452,-623.171260452,623.171260452,-623.171260452,623.171260452,623.171260452,-623.171260452,623.171260452,623.171260452,-0.0,-623.171260452,623.171260452,-623.171260452,-0.0,-623.171260452,623.171260452,-623.171260452,-0.0,-623.171260452
BP,@BPM7,1.2661,0.01044,-0.00549838975729,-1.0,-1.0,-1.0,-1.0,1.0,14.0,2017-05-19,652.5,1.0,1.0,1.0,79131.25,1.0,-0.00549838975729,1.2661,currency,1.0,1.0,,,2017-05-19,1.0,1.0,15.0,15.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-435.094454481,435.094454481,435.094454481,-435.094454481,-435.094454481,435.094454481,-435.094454481,435.094454481,-435.094454481,435.094454481,435.094454481,435.094454481,-435.094454481,-435.094454481,-435.094454481,-435.094454481,-435.094454481,435.094454481,-435.094454481,435.094454481,-435.094454481,-435.094454481,-435.094454481,-435.094454481,-435.094454481,-435.094454481,435.094454481,-435.094454481,-435.094454481,-0.0,-435.094454481,-435.094454481,435.094454481,-435.094454481,435.094454481
C,@CN7,377.25,6.3875,-0.027079303675,-1.0,1.0,1.0,1.0,1.0,-34.0,2017-04-21,319.375,3.0,1.0,1.0,18862.5,1.0,-0.027079303675,377.25,grain,1.0,1.0,,,2017-04-21,1.0,1.0,-35.0,-35.0,,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,-1532.35009671,1532.35009671,-1532.35009671,1532.35009671,-1532.35009671,1532.35009671,-1532.35009671,1532.35009671,-1532.35009671,-1532.35009671,-1532.35009671,-1532.35009671,1532.35009671,1532.35009671,1532.35009671,-1532.35009671,-1532.35009671,1532.35009671,-1532.35009671,1532.35009671,-1532.35009671,-1532.35009671,1532.35009671,-1532.35009671,-1532.35009671,-0.0,-1532.35009671,-1532.35009671,1532.35009671,-0.0,1532.35009671,-1532.35009671,-1532.35009671,-1532.35009671,1532.35009671
CC,@CCU7,2088.0,63.6341059605,0.0245338567223,1.0,-1.0,1.0,-1.0,1.0,10.0,2017-05-25,636.341059605,1.0,1.0,1.0,20880.0,1.0,0.0245338567223,2088.0,soft,1.0,1.0,,,2017-05-25,1.0,1.0,11.0,11.0,,,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
CD,@CDM7,0.75055,0.0043375,0.0109098255775,1.0,1.0,-1.0,1.0,-1.0,9.0,2017-05-26,433.75,2.0,1.0,1.0,75055.0,1.0,0.0109098255775,0.75055,currency,1.0,1.0,,,2017-05-26,-1.0,-1.0,10.0,10.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,1637.67391744,1637.67391744,1637.67391744,-1637.67391744,1637.67391744,-1637.67391744,1637.67391744,-1637.67391744,1637.67391744,1637.67391744,-1637.67391744,1637.67391744,-1637.67391744,-1637.67391744,1637.67391744,-1637.67391744,-1637.67391744,1637.67391744,-1637.67391744,1637.67391744,-1637.67391744,-1637.67391744,-1637.67391744,-1637.67391744,-1637.67391744,-1637.67391744,1637.67391744,-1637.67391744,1637.67391744,0.0,0.0,-1637.67391744,1637.67391744,0.0,-1637.67391744
CGB,CBU7,144.6,0.5346041955,-0.00454357703428,-1.0,1.0,1.0,1.0,1.0,-4.0,2017-06-05,401.294246735,2.0,1.0,1.0,108542.260922,1.3322,-0.00454357703428,144.6,rates,-1.0,1.0,,,2017-06-05,1.0,1.0,-5.0,-5.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
CL,QCLN7,46.08,1.415,0.00545494217761,1.0,-1.0,1.0,-1.0,-1.0,12.0,2017-05-23,1415.0,1.0,1.0,1.0,46080.0,1.0,0.00545494217761,46.08,energy,1.0,1.0,,,2017-05-23,-1.0,-1.0,13.0,13.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,251.363735544,251.363735544,251.363735544,-251.363735544,251.363735544,-251.363735544,251.363735544,-251.363735544,251.363735544,-251.363735544,251.363735544,-251.363735544,251.363735544,251.363735544,-251.363735544,-251.363735544,-251.363735544,251.363735544,-251.363735544,251.363735544,251.363735544,-251.363735544,251.363735544,251.363735544,251.363735544,251.363735544,251.363735544,251.363735544,251.363735544,251.363735544,251.363735544,-251.363735544,251.363735544,251.363735544,251.363735544
