2017-10-05 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-10-05 00:00:00,Close2017-10-05 00:00:00,group,RiskOn,Custom,PC2017-10-04 00:00:00,Close2017-10-04 00:00:00,vSTART,LastSEA,SEA2017-10-05 00:00:00,LastSRUN,SRUN2017-10-05 00:00:00,SEA2017-10-04 00:00:00,SRUN2017-10-04 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-10-04 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-10-04 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-10-04 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-10-04 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACX7,1.438,0.028672457,0.00139275766017,1.0,-1.0,1.0,-1.0,1.0,-7.0,2017-09-25,831.501253,1.0,1.0,1.0,41702.0,1.0,0.00139275766017,1.438,energy,1.0,1.0,,,2017-09-25,1.0,1.0,-8.0,-8.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
AD,@ADZ7,0.7783,0.006409464,-0.00903997962821,-1.0,1.0,1.0,-1.0,1.0,-18.0,2017-09-08,640.9464,1.0,1.0,1.0,77830.0,1.0,-0.00903997962821,0.7783,currency,1.0,1.0,,,2017-09-08,1.0,1.0,-19.0,-19.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1,1,1.0,0,-703.581614464,703.581614464,-703.581614464,703.581614464,-703.581614464,703.581614464,-703.581614464,703.581614464,-703.581614464,-703.581614464,-703.581614464,703.581614464,-703.581614464,703.581614464,703.581614464,-703.581614464,-703.581614464,703.581614464,-703.581614464,703.581614464,-703.581614464,-703.581614464,703.581614464,-703.581614464,-703.581614464,-0.0,-703.581614464,-703.581614464,703.581614464,-0.0,703.581614464,703.581614464,-703.581614464,-703.581614464,703.581614464
AEX,AEXV7,542.8,3.139737867,0.00240073868883,1.0,1.0,-1.0,1.0,1.0,7.0,2017-09-25,735.075429422,1.0,1.0,1.0,127080.336,0.854262771228,0.00240073868883,542.8,index,1.0,1.0,,,2017-09-25,1.0,1.0,8.0,8.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
BO,@BOZ7,33.0,0.5195,-0.0069214565152,-1.0,-1.0,-1.0,-1.0,1.0,10.0,2017-09-20,311.7,3.0,1.0,1.0,19800.0,1.0,-0.0069214565152,33.0,grain,1.0,1.0,,,2017-09-20,1.0,1.0,11.0,11.0,,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-411.134517003,411.134517003,-411.134517003,411.134517003,-411.134517003,411.134517003,-411.134517003,411.134517003,-411.134517003,411.134517003,411.134517003,411.134517003,-411.134517003,-411.134517003,-411.134517003,-411.134517003,-411.134517003,411.134517003,-411.134517003,411.134517003,-411.134517003,411.134517003,411.134517003,411.134517003,-0.0,411.134517003,411.134517003,411.134517003,411.134517003,411.134517003,-0.0,411.134517003,-0.0,-411.134517003,411.134517003
BP,@BPZ7,1.3139,0.012597741,-0.0103939142879,-1.0,1.0,1.0,-1.0,-1.0,-13.0,2017-09-15,787.3588125,1.0,1.0,1.0,82118.75,1.0,-0.0103939142879,1.3139,currency,1.0,1.0,,,2017-09-15,-1.0,-1.0,-14.0,-14.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,1.0,-1,0,0.0,-1,-853.535248927,853.535248927,-853.535248927,853.535248927,-853.535248927,853.535248927,-853.535248927,853.535248927,-853.535248927,-853.535248927,-853.535248927,853.535248927,-853.535248927,853.535248927,853.535248927,853.535248927,853.535248927,-853.535248927,853.535248927,-853.535248927,-853.535248927,853.535248927,853.535248927,-0.0,-0.0,853.535248927,-853.535248927,-853.535248927,-853.535248927,-853.535248927,-0.0,853.535248927,-853.535248927,-853.535248927,853.535248927
C,@CZ7,349.5,4.8375,0.00358937544867,1.0,-1.0,-1.0,-1.0,1.0,-12.0,2017-09-18,241.875,4.0,1.0,1.0,17475.0,1.0,0.00358937544867,349.5,grain,1.0,1.0,,,2017-09-18,1.0,1.0,-13.0,-13.0,,,-1.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,250.897343862,250.897343862,-250.897343862,250.897343862,250.897343862,-250.897343862,250.897343862,-250.897343862,250.897343862,-250.897343862,-250.897343862,-250.897343862,250.897343862,250.897343862,250.897343862,250.897343862,250.897343862,-250.897343862,250.897343862,-250.897343862,250.897343862,250.897343862,250.897343862,250.897343862,250.897343862,250.897343862,-250.897343862,250.897343862,250.897343862,0.0,250.897343862,250.897343862,-250.897343862,250.897343862,-250.897343862
CC,@CCZ7,2084.0,52.1,0.00288739172281,1.0,1.0,-1.0,1.0,-1.0,-7.0,2017-09-25,521.0,1.0,1.0,1.0,20840.0,1.0,0.00288739172281,2084.0,soft,1.0,1.0,,,2017-09-25,-1.0,-1.0,-8.0,-8.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
CD,@CDZ7,0.79575,0.0060078915,-0.00766928544706,-1.0,1.0,1.0,1.0,-1.0,-17.0,2017-09-11,600.78915,1.0,1.0,1.0,79575.0,1.0,-0.00766928544706,0.79575,currency,1.0,1.0,,,2017-09-11,-1.0,-1.0,-18.0,-18.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-610.28338945,610.28338945,-610.28338945,610.28338945,-610.28338945,610.28338945,-610.28338945,610.28338945,-610.28338945,-610.28338945,-610.28338945,-610.28338945,610.28338945,610.28338945,610.28338945,610.28338945,610.28338945,-610.28338945,610.28338945,-610.28338945,610.28338945,610.28338945,610.28338945,610.28338945,610.28338945,610.28338945,-610.28338945,-610.28338945,-610.28338945,-610.28338945,-0.0,610.28338945,-610.28338945,-0.0,610.28338945
CGB,CBZ7,135.55,0.521,0.0014036643026,1.0,1.0,-1.0,1.0,-1.0,-14.0,2017-09-14,414.445947021,2.0,1.0,1.0,107827.539575,1.2571,0.0014036643026,135.55,rates,-1.0,1.0,,,2017-09-14,-1.0,-1.0,-15.0,-15.0,,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,-1.0,1,-1,-1.0,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
CL,QCLX7,50.79,1.015002906,0.016206482593,1.0,-1.0,-1.0,-1.0,-1.0,-24.0,2017-08-30,1015.002906,1.0,1.0,1.0,50790.0,1.0,0.016206482593,50.79,energy,1.0,1.0,,,2017-08-30,-1.0,-1.0,-25.0,-25.0,,,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,823.1272509,823.1272509,-823.1272509,823.1272509,823.1272509,-823.1272509,823.1272509,-823.1272509,823.1272509,-823.1272509,-823.1272509,-823.1272509,823.1272509,823.1272509,823.1272509,-823.1272509,-823.1272509,823.1272509,823.1272509,-823.1272509,-823.1272509,823.1272509,823.1272509,823.1272509,823.1272509,823.1272509,823.1272509,823.1272509,823.1272509,823.1272509,823.1272509,823.1272509,0.0,0.0,823.1272509
