2016-09-27 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-27 00:00:00,Close2016-09-27 00:00:00,group,RiskOn,Excess,PC2016-09-26 00:00:00,Close2016-09-26 00:00:00,SEA2016-09-27 00:00:00,SRUN2016-09-27 00:00:00,SEA2016-09-26 00:00:00,SRUN2016-09-26 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-26 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-26 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-26 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-26 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
PL,QPLF7,1029.3,22.106525555,-0.0166236744053,-1.0,1.0,1.0,1.0,-1.0,-7.0,2016-09-16,1105.32627775,2.0,1.0,1.0,51465.0,-0.0166236744053,1029.3,metal,-1.0,1.0,,,-1.0,-7.0,,,-1.0,-1.0,-6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,-1,-1,1,1,1.0,-1,-1,1,1,-1,1,-1,-1,1.0,1.0,0.0,0.0,0.0,0,1,0,-1711.07480653,1711.07480653,1711.07480653,-1711.07480653,1711.07480653,-1711.07480653,-1711.07480653,1711.07480653,-1711.07480653,-1711.07480653,-1711.07480653,-1711.07480653,1711.07480653,1711.07480653,1711.07480653,-1711.07480653,-1711.07480653,1711.07480653,1711.07480653,-1711.07480653,-1711.07480653,-0.0,1711.07480653,-1711.07480653,1711.07480653,1711.07480653,-1711.07480653,-1711.07480653,-0.0,-0.0,-0.0,-0.0,-1711.07480653
RB,QRBX6,1.3626,0.0487381625,-0.0166702749513,-1.0,-1.0,1.0,-1.0,-1.0,-17.0,2016-09-01,2047.002825,1.0,1.0,1.0,57229.2,-0.0166702749513,1.3626,energy,1.0,1.0,,,-1.0,-17.0,,,1.0,-1.0,-16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,1,1.0,1.0,1.0,0.0,1.0,0,1,1,-954.026499242,954.026499242,-954.026499242,954.026499242,-954.026499242,954.026499242,-954.026499242,954.026499242,-954.026499242,954.026499242,-954.026499242,954.026499242,-954.026499242,-954.026499242,954.026499242,-954.026499242,-954.026499242,954.026499242,-954.026499242,954.026499242,-954.026499242,-954.026499242,-954.026499242,-954.026499242,-954.026499242,-954.026499242,-954.026499242,-954.026499242,-954.026499242,-0.0,-954.026499242,-0.0,-954.026499242
RR,@RRX6,9.78,0.21875,0.0108527131783,1.0,-1.0,1.0,-1.0,-1.0,17.0,2016-09-01,437.5,5.0,1.0,1.0,19560.0,0.0108527131783,9.78,grain,1.0,-1.0,,,-1.0,17.0,,,1.0,-1.0,16.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,-1,1,1,1,1,-1,-1.0,1,1,1,1,1,1,1,1,0.0,1.0,1.0,0.0,1.0,0,1,1,1061.39534884,1061.39534884,1061.39534884,-1061.39534884,1061.39534884,-1061.39534884,-1061.39534884,1061.39534884,1061.39534884,-1061.39534884,1061.39534884,-1061.39534884,1061.39534884,1061.39534884,-1061.39534884,1061.39534884,-1061.39534884,1061.39534884,1061.39534884,1061.39534884,1061.39534884,1061.39534884,1061.39534884,1061.39534884,1061.39534884,1061.39534884,0.0,1061.39534884,1061.39534884,0.0,1061.39534884,0.0,1061.39534884
RS,@RSX6,465.6,7.155,-0.00385109114249,-1.0,-1.0,-1.0,-1.0,-1.0,-10.0,2016-09-13,108.35163171,19.0,3.0,3.0,7050.80639055,-0.00385109114249,465.6,grain,1.0,-1.0,,,-1.0,-10.0,,,-1.0,-1.0,-9.0,1.0,1.0,19.0,1.0,1.0,19.0,-1.0,1.0,19.0,-1.0,1.0,19.0,-1.0,-1,1,1,1,1,1,1.0,-1,-1,-1,1,-1,-1,1,1,0.0,1.0,1.0,0.0,0.0,0,1,0,-515.912662723,515.912662723,515.912662723,-515.912662723,-515.912662723,515.912662723,515.912662723,-515.912662723,-515.912662723,515.912662723,515.912662723,515.912662723,-515.912662723,-515.912662723,515.912662723,-515.912662723,-515.912662723,515.912662723,515.912662723,515.912662723,-515.912662723,-0.0,515.912662723,515.912662723,-515.912662723,-515.912662723,-0.0,-515.912662723,-515.912662723,-0.0,-0.0,-0.0,-515.912662723
S,@SX6,952.5,16.8125,0.00766992859032,1.0,1.0,1.0,-1.0,-1.0,5.0,2016-09-20,840.625,3.0,1.0,1.0,47625.0,0.00766992859032,952.5,grain,1.0,-1.0,,,-1.0,5.0,,,-1.0,-1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,-1,1,1,-1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,-1,-1,1,1095.84104734,1095.84104734,-1095.84104734,1095.84104734,1095.84104734,-1095.84104734,-1095.84104734,1095.84104734,1095.84104734,1095.84104734,1095.84104734,-1095.84104734,1095.84104734,-1095.84104734,-1095.84104734,1095.84104734,-1095.84104734,1095.84104734,-1095.84104734,1095.84104734,1095.84104734,1095.84104734,1095.84104734,1095.84104734,1095.84104734,1095.84104734,1095.84104734,1095.84104734,1095.84104734,1095.84104734,-1095.84104734,-1095.84104734,-1095.84104734
SB,@SBH7,23.44,0.6131482215,0.0138408304498,1.0,-1.0,-1.0,1.0,1.0,3.0,2016-09-13,686.72600808,3.0,1.0,1.0,26252.8,0.0138408304498,23.44,soft,1.0,1.0,,,1.0,3.0,,,1.0,1.0,-9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,-1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,1090.0816609,1090.0816609,1090.0816609,-1090.0816609,1090.0816609,-1090.0816609,1090.0816609,-1090.0816609,-1090.0816609,-1090.0816609,-1090.0816609,1090.0816609,-1090.0816609,1090.0816609,1090.0816609,-1090.0816609,-1090.0816609,1090.0816609,1090.0816609,-1090.0816609,-1090.0816609,0.0,1090.0816609,-1090.0816609,1090.0816609,1090.0816609,-1090.0816609,-1090.0816609,0.0,0.0,0.0,0.0,-1090.0816609
SF,@SFZ6,1.0354,0.007467956,-0.00163918619227,-1.0,-1.0,-1.0,-1.0,-1.0,-27.0,2016-08-18,933.4945,3.0,1.0,1.0,129425.0,-0.00163918619227,1.0354,currency,1.0,1.0,,,-1.0,-27.0,,,1.0,-1.0,-26.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,1,0.0,0.0,1.0,0.0,1.0,0,1,1,-636.455018802,636.455018802,-636.455018802,636.455018802,-636.455018802,636.455018802,-636.455018802,636.455018802,-0.0,636.455018802,636.455018802,636.455018802,-636.455018802,-636.455018802,636.455018802,-636.455018802,-636.455018802,636.455018802,-636.455018802,636.455018802,-636.455018802,-636.455018802,-636.455018802,-636.455018802,-636.455018802,-636.455018802,-0.0,-0.0,-636.455018802,-0.0,-636.455018802,-0.0,-636.455018802
SI,QSIZ6,1916.5,46.59,-0.0219942845479,-1.0,1.0,1.0,1.0,-1.0,-3.0,2016-09-16,2329.5,1.0,1.0,1.0,95825.0,-0.0219942845479,1916.5,metal,-1.0,1.0,,,-1.0,-3.0,,,-1.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,-1,1.0,0.0,-1.0,0.0,-1.0,0,-1,-1,-2107.6023168,2107.6023168,2107.6023168,-2107.6023168,2107.6023168,-2107.6023168,-2107.6023168,2107.6023168,-0.0,-2107.6023168,-2107.6023168,-2107.6023168,2107.6023168,2107.6023168,-2107.6023168,2107.6023168,-2107.6023168,2107.6023168,2107.6023168,-2107.6023168,2107.6023168,2107.6023168,2107.6023168,2107.6023168,2107.6023168,2107.6023168,-2107.6023168,-0.0,2107.6023168,-0.0,2107.6023168,-0.0,2107.6023168
SIN,INV6,8770.5,88.3481257535,-0.00148801007215,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,2016-09-12,176.696251507,12.0,2.0,2.0,17541.0,-0.00148801007215,8770.5,index,1.0,1.0,,,-1.0,11.0,,,-1.0,-1.0,10.0,1.0,1.0,12.0,1.0,1.0,12.0,-1.0,2.0,12.0,-1.0,2.0,12.0,-1.0,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,-1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,-313.214216107,313.214216107,313.214216107,-313.214216107,-313.214216107,313.214216107,-313.214216107,313.214216107,-313.214216107,313.214216107,313.214216107,313.214216107,-313.214216107,-313.214216107,313.214216107,-313.214216107,313.214216107,-313.214216107,313.214216107,-313.214216107,-313.214216107,-313.214216107,-313.214216107,313.214216107,-313.214216107,-313.214216107,-313.214216107,-313.214216107,-313.214216107,-313.214216107,-0.0,-0.0,-313.214216107
SJB,BBZ6,152.2,0.3130309705,0.00171120179018,1.0,-1.0,1.0,-1.0,-1.0,17.0,2016-09-02,311.877025506,7.0,1.0,1.0,151638.935937,0.00171120179018,152.2,rates,-1.0,1.0,,,-1.0,17.0,,,1.0,-1.0,16.0,0.0,1.0,7.0,0.0,2.0,7.0,1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1,-1,1,1,1,-1,-1.0,1,1,1,1,1,1,1,-1,1.0,0.0,0.0,1.0,1.0,1,1,1,1816.39373046,1816.39373046,1816.39373046,-1816.39373046,-1816.39373046,1816.39373046,1816.39373046,-1816.39373046,0.0,-1816.39373046,1816.39373046,-1816.39373046,1816.39373046,1816.39373046,-1816.39373046,1816.39373046,-1816.39373046,1816.39373046,1816.39373046,1816.39373046,1816.39373046,1816.39373046,1816.39373046,1816.39373046,1816.39373046,-1816.39373046,1816.39373046,0.0,0.0,1816.39373046,1816.39373046,1816.39373046,1816.39373046
SM,@SMZ6,299.6,6.105,0.00672043010753,1.0,-1.0,1.0,-1.0,-1.0,15.0,2016-09-06,610.5,4.0,1.0,1.0,29960.0,0.00672043010753,299.6,grain,1.0,-1.0,,,-1.0,15.0,,,-1.0,-1.0,14.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,805.376344086,805.376344086,-805.376344086,805.376344086,805.376344086,-805.376344086,-805.376344086,805.376344086,805.376344086,-805.376344086,805.376344086,-805.376344086,805.376344086,805.376344086,-805.376344086,805.376344086,-805.376344086,805.376344086,-805.376344086,805.376344086,805.376344086,805.376344086,805.376344086,805.376344086,805.376344086,805.376344086,805.376344086,805.376344086,805.376344086,805.376344086,0.0,0.0,805.376344086
SMI,SWZ6,8143.0,88.4850439885,-0.00196102463537,-1.0,1.0,-1.0,1.0,1.0,24.0,2016-08-24,911.559122164,3.0,1.0,1.0,83887.915937,-0.00196102463537,8143.0,index,1.0,1.0,,,1.0,24.0,,,-1.0,1.0,-5.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,1,0.0,0.0,0.0,1.0,-1.0,-1,-1,0,-493.518809287,493.518809287,493.518809287,-493.518809287,-493.518809287,493.518809287,-493.518809287,493.518809287,-0.0,-493.518809287,493.518809287,-493.518809287,493.518809287,493.518809287,-493.518809287,493.518809287,493.518809287,-493.518809287,493.518809287,-493.518809287,493.518809287,-0.0,493.518809287,493.518809287,493.518809287,-493.518809287,-0.0,-0.0,-0.0,-493.518809287,493.518809287,493.518809287,493.518809287
SSG,SSV6,313.7,4.264353386,0.00480384308677,1.0,-1.0,-1.0,-1.0,1.0,13.0,2016-09-08,636.470654627,4.0,1.0,1.0,46820.8955224,0.00480384308677,313.7,index,1.0,-1.0,,,1.0,13.0,,,-1.0,1.0,12.0,0.0,1.0,4.0,0.0,2.0,4.0,-1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,-1,1,1,1,-1,1,1.0,-1,1,-1,1,-1,-1,1,1,-1.0,0.0,1.0,0.0,-1.0,0,-1,1,899.680941086,899.680941086,-899.680941086,899.680941086,899.680941086,-899.680941086,-899.680941086,899.680941086,0.0,-899.680941086,-899.680941086,-899.680941086,899.680941086,899.680941086,899.680941086,-899.680941086,899.680941086,-899.680941086,899.680941086,-899.680941086,899.680941086,899.680941086,-899.680941086,-899.680941086,899.680941086,899.680941086,-899.680941086,0.0,899.680941086,0.0,-899.680941086,0.0,-899.680941086
STW,TWV6,342.7,5.045827989,,-1.0,1.0,1.0,-1.0,1.0,6.0,2016-09-14,504.5827989,4.0,1.0,1.0,34270.0,,,index,1.0,1.0,-0.0120967741918,342.7,,,1.0,6.0,-1.0,1.0,6.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,-1,-1,1,-1,-1,1,1.0,-1,1,1,-1,-1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SXE,EXZ6,2955.0,47.1897478995,-0.00269996625042,-1.0,1.0,-1.0,1.0,1.0,7.0,2016-09-16,529.327402189,4.0,1.0,1.0,33146.235,-0.00269996625042,2955.0,index,1.0,1.0,,,1.0,7.0,,,-1.0,1.0,6.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,-1,-1,1,0.0,0.0,0.0,0.0,-1.0,-1,-1,-1,-357.974863314,357.974863314,357.974863314,-357.974863314,-357.974863314,357.974863314,-357.974863314,357.974863314,-0.0,-357.974863314,357.974863314,-357.974863314,357.974863314,357.974863314,-357.974863314,357.974863314,-357.974863314,357.974863314,357.974863314,357.974863314,357.974863314,357.974863314,357.974863314,357.974863314,357.974863314,-357.974863314,-0.0,-0.0,-0.0,-0.0,357.974863314,357.974863314,357.974863314
TF,@TFSZ6,1244.0,17.4030039575,0.00582147477361,1.0,-1.0,-1.0,1.0,-1.0,-9.0,2016-09-14,1740.30039575,2.0,1.0,1.0,124400.0,0.00582147477361,1244.0,index,1.0,1.0,,,-1.0,-9.0,,,-1.0,-1.0,-8.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,-1,-1,-1,1,1,1,1.0,-1,-1,-1,1,-1,-1,1,1,1.0,1.0,1.0,0.0,0.0,0,1,0,1448.38292367,1448.38292367,-1448.38292367,1448.38292367,1448.38292367,-1448.38292367,1448.38292367,-1448.38292367,1448.38292367,-1448.38292367,-1448.38292367,1448.38292367,-1448.38292367,1448.38292367,-1448.38292367,1448.38292367,1448.38292367,-1448.38292367,-1448.38292367,-1448.38292367,1448.38292367,0.0,-1448.38292367,-1448.38292367,1448.38292367,1448.38292367,1448.38292367,1448.38292367,1448.38292367,0.0,0.0,0.0,1448.38292367
TU,@TUZ6,109.2890625,0.099609375,0.000286020736503,1.0,1.0,-1.0,1.0,-1.0,21.0,2016-08-26,199.21875,11.0,2.0,2.0,218578.125,0.000286020736503,109.2890625,rates,-1.0,1.0,,,-1.0,21.0,,,1.0,1.0,20.0,-1.0,1.0,11.0,-1.0,1.0,11.0,-1.0,2.0,11.0,1.0,2.0,11.0,1.0,1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0,-1,-1,687.696639256,687.696639256,687.696639256,-687.696639256,-687.696639256,687.696639256,687.696639256,-687.696639256,-687.696639256,687.696639256,-687.696639256,687.696639256,-687.696639256,-687.696639256,687.696639256,-687.696639256,687.696639256,-687.696639256,687.696639256,-687.696639256,-687.696639256,-687.696639256,-687.696639256,-687.696639256,-687.696639256,-687.696639256,-687.696639256,-687.696639256,-687.696639256,-687.696639256,0.0,0.0,-687.696639256
TY,@TYZ6,131.53125,0.53359375,0.00166587339362,1.0,1.0,-1.0,1.0,1.0,10.0,2016-09-13,533.59375,4.0,1.0,1.0,131531.25,0.00166587339362,131.53125,rates,-1.0,1.0,,,1.0,10.0,,,1.0,1.0,9.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0,-1,-1,876.457639219,876.457639219,876.457639219,-876.457639219,-876.457639219,876.457639219,876.457639219,-876.457639219,-876.457639219,876.457639219,-876.457639219,876.457639219,-876.457639219,-876.457639219,876.457639219,-876.457639219,876.457639219,-876.457639219,876.457639219,-876.457639219,-876.457639219,-876.457639219,-876.457639219,-876.457639219,-876.457639219,-876.457639219,-876.457639219,-876.457639219,-876.457639219,-876.457639219,0.0,0.0,-876.457639219
US,@USZ6,169.4375,1.5640625,0.00705794947994,1.0,1.0,-1.0,1.0,1.0,4.0,2016-09-21,1564.0625,2.0,1.0,1.0,169437.5,0.00705794947994,169.4375,rates,-1.0,1.0,,,1.0,4.0,,,1.0,1.0,3.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0,-1,-1,2391.76263001,2391.76263001,2391.76263001,-2391.76263001,-2391.76263001,2391.76263001,2391.76263001,-2391.76263001,-2391.76263001,2391.76263001,-2391.76263001,2391.76263001,-2391.76263001,-2391.76263001,2391.76263001,-2391.76263001,2391.76263001,-2391.76263001,2391.76263001,-2391.76263001,-2391.76263001,-2391.76263001,-2391.76263001,-2391.76263001,-2391.76263001,-2391.76263001,-2391.76263001,-2391.76263001,-2391.76263001,-2391.76263001,0.0,0.0,-2391.76263001
VX,@VXV6,15.525,1.207423699,-0.0460829493088,-1.0,-1.0,1.0,-1.0,1.0,-5.0,2016-09-20,1207.423699,2.0,1.0,1.0,15525.0,-0.0460829493088,15.525,index,-1.0,-1.0,,,1.0,-5.0,,,1.0,1.0,-4.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,-1,-1,-1.0,-1.0,-1.0,0.0,1.0,1,1,0,-1430.87557604,1430.87557604,-1430.87557604,1430.87557604,1430.87557604,-1430.87557604,1430.87557604,-1430.87557604,1430.87557604,1430.87557604,-1430.87557604,1430.87557604,-1430.87557604,-1430.87557604,-1430.87557604,1430.87557604,1430.87557604,-1430.87557604,-1430.87557604,-1430.87557604,1430.87557604,-0.0,-1430.87557604,-1430.87557604,1430.87557604,1430.87557604,1430.87557604,1430.87557604,1430.87557604,-0.0,-1430.87557604,-1430.87557604,-1430.87557604
W,@WZ6,404.0,8.7625,0.020202020202,1.0,1.0,1.0,1.0,1.0,6.0,2016-09-19,438.125,5.0,1.0,1.0,20200.0,0.020202020202,404.0,grain,1.0,1.0,,,1.0,6.0,,,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,-1,-1,1,1.0,1.0,0.0,0.0,-1.0,-1,-1,0,2040.4040404,2040.4040404,-2040.4040404,2040.4040404,2040.4040404,-2040.4040404,2040.4040404,-2040.4040404,2040.4040404,2040.4040404,2040.4040404,2040.4040404,-2040.4040404,-2040.4040404,2040.4040404,-2040.4040404,2040.4040404,-2040.4040404,-2040.4040404,2040.4040404,-2040.4040404,0.0,-2040.4040404,-2040.4040404,-2040.4040404,2040.4040404,2040.4040404,2040.4040404,0.0,0.0,-2040.4040404,-2040.4040404,-2040.4040404
YA,APZ6,5407.0,61.237089021,-0.00184604024368,-1.0,1.0,-1.0,1.0,1.0,4.0,2016-09-21,1173.60881109,2.0,1.0,1.0,103625.155,-0.00184604024368,5407.0,index,1.0,-1.0,,,1.0,4.0,,,-1.0,1.0,-9.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,-1,-1,1,-1.0,0.0,0.0,0.0,-1.0,-1,-1,0,-382.592412775,382.592412775,382.592412775,-382.592412775,-382.592412775,382.592412775,382.592412775,-382.592412775,-0.0,-382.592412775,382.592412775,-382.592412775,382.592412775,382.592412775,-382.592412775,382.592412775,382.592412775,-382.592412775,382.592412775,-382.592412775,382.592412775,-0.0,382.592412775,382.592412775,382.592412775,-382.592412775,382.592412775,-0.0,-0.0,-0.0,382.592412775,382.592412775,382.592412775
YB,HBSH7,98.31,0.024009413,-0.000101708706265,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,2016-08-30,44.1734784139,46.0,6.0,6.0,180874.6704,-0.000101708706265,98.31,rates,-1.0,1.0,,,-1.0,20.0,,,1.0,-1.0,19.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,1,1,-1,0.0,-1.0,0.0,1.0,1.0,1,1,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
YM,@YMZ6,18139.0,187.79246973,0.00693904740757,1.0,-1.0,-1.0,-1.0,1.0,7.0,2016-09-16,938.962348652,3.0,1.0,1.0,90695.0,0.00693904740757,18139.0,index,1.0,1.0,,,1.0,7.0,,,-1.0,1.0,6.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,-1,-1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1888.01071389,1888.01071389,-1888.01071389,1888.01071389,1888.01071389,-1888.01071389,1888.01071389,-1888.01071389,0.0,-1888.01071389,-1888.01071389,-1888.01071389,1888.01071389,1888.01071389,1888.01071389,-1888.01071389,1888.01071389,-1888.01071389,1888.01071389,-1888.01071389,1888.01071389,1888.01071389,-1888.01071389,-1888.01071389,1888.01071389,1888.01071389,0.0,0.0,1888.01071389,1888.01071389,-1888.01071389,0.0,-1888.01071389
YT2,HTSZ6,98.44,0.0562631465,-0.00010157440325,-1.0,1.0,1.0,1.0,1.0,-6.0,2016-09-19,120.767718699,17.0,3.0,3.0,211299.4912,-0.00010157440325,98.44,rates,-1.0,1.0,,,1.0,-6.0,,,1.0,1.0,-5.0,-1.0,1.0,17.0,-1.0,1.0,17.0,1.0,1.0,17.0,1.0,1.0,17.0,1.0,1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,1,-1,-1,0.0,-1.0,-1.0,0.0,0.0,0,-1,0,-364.864535338,364.864535338,-364.864535338,364.864535338,364.864535338,-364.864535338,-364.864535338,364.864535338,364.864535338,-364.864535338,-364.864535338,-364.864535338,364.864535338,364.864535338,-364.864535338,364.864535338,364.864535338,-364.864535338,-364.864535338,-364.864535338,364.864535338,-0.0,-364.864535338,-364.864535338,364.864535338,364.864535338,-0.0,364.864535338,364.864535338,-0.0,-0.0,-0.0,364.864535338
YT3,HXSZ6,98.02,0.0706290435,0.0,1.0,1.0,1.0,1.0,-1.0,4.0,2016-09-21,433.153797977,5.0,1.0,1.0,601137.056,0.0,98.02,rates,-1.0,1.0,,,-1.0,4.0,,,1.0,-1.0,3.0,0.0,1.0,5.0,0.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,-1,-1,1.0,0.0,-1.0,0.0,1.0,0,1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
