2017-05-22 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-05-22 00:00:00,Close2017-05-22 00:00:00,group,RiskOn,Custom,PC2017-05-19 00:00:00,Close2017-05-19 00:00:00,vSTART,LastSEA,SEA2017-05-22 00:00:00,LastSRUN,SRUN2017-05-22 00:00:00,SEA2017-05-19 00:00:00,SRUN2017-05-19 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-05-19 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-05-19 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-05-19 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-05-19 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACN7,1.499,0.034090169,-0.00876601314039,-1.0,-1.0,-1.0,-1.0,-1.0,-5.0,2017-05-12,988.614901,1.0,1.0,1.0,43471.0,1.0,-0.00876601314039,1.499,energy,1.0,1.0,,,2017-05-12,-1.0,-1.0,-6.0,-6.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
AD,@ADM7,0.7472,0.005805,0.00254930900309,1.0,1.0,1.0,1.0,-1.0,-8.0,2017-05-09,580.5,1.0,1.0,1.0,74720.0,1.0,0.00254930900309,0.7472,currency,1.0,1.0,,,2017-05-09,-1.0,-1.0,-9.0,-9.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,190.484368711,190.484368711,190.484368711,-190.484368711,190.484368711,-190.484368711,190.484368711,-190.484368711,190.484368711,190.484368711,190.484368711,190.484368711,-190.484368711,-190.484368711,-190.484368711,-190.484368711,-190.484368711,190.484368711,-190.484368711,190.484368711,-190.484368711,-190.484368711,-190.484368711,-190.484368711,-190.484368711,-190.484368711,190.484368711,190.484368711,190.484368711,190.484368711,0.0,-190.484368711,190.484368711,0.0,-190.484368711
AEX,AEXM7,526.95,3.938427764,0.00161566242159,1.0,1.0,-1.0,1.0,-1.0,-18.0,2017-04-24,885.201024237,1.0,1.0,1.0,118437.282,0.889838049475,0.00161566242159,526.95,index,1.0,1.0,,,2017-04-24,-1.0,-1.0,-19.0,-19.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
BO,@BON7,32.94,0.554,-0.00302663438257,-1.0,-1.0,-1.0,1.0,-1.0,-18.0,2017-04-25,332.4,3.0,1.0,1.0,19764.0,1.0,-0.00302663438257,32.94,grain,1.0,1.0,,,2017-04-25,-1.0,-1.0,-19.0,-19.0,,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,-179.455205811,179.455205811,-179.455205811,179.455205811,-179.455205811,179.455205811,-179.455205811,179.455205811,-179.455205811,179.455205811,179.455205811,-179.455205811,179.455205811,-179.455205811,-179.455205811,179.455205811,179.455205811,-179.455205811,179.455205811,-179.455205811,179.455205811,179.455205811,-179.455205811,179.455205811,179.455205811,-0.0,-179.455205811,179.455205811,-179.455205811,-0.0,-179.455205811,179.455205811,-179.455205811,-0.0,-179.455205811
BP,@BPM7,1.3006,0.007755,-0.00283677068159,-1.0,-1.0,-1.0,-1.0,-1.0,-13.0,2017-05-02,484.6875,2.0,1.0,1.0,81287.5,1.0,-0.00283677068159,1.3006,currency,1.0,1.0,,,2017-05-02,1.0,1.0,-14.0,-14.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,-461.18799356,461.18799356,-461.18799356,461.18799356,-461.18799356,461.18799356,-461.18799356,461.18799356,-461.18799356,461.18799356,461.18799356,461.18799356,-461.18799356,-461.18799356,-461.18799356,461.18799356,-461.18799356,-461.18799356,461.18799356,-461.18799356,-461.18799356,461.18799356,-461.18799356,-0.0,-461.18799356,-461.18799356,-461.18799356,461.18799356,-461.18799356,-0.0,-461.18799356,461.18799356,-461.18799356,-461.18799356,-461.18799356
C,@CN7,375.0,6.175,0.00671140939597,1.0,-1.0,1.0,-1.0,-1.0,-20.0,2017-04-21,308.75,3.0,1.0,1.0,18750.0,1.0,0.00671140939597,375.0,grain,1.0,1.0,,,2017-04-21,-1.0,-1.0,-21.0,-21.0,,,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,377.516778523,377.516778523,377.516778523,-377.516778523,377.516778523,-377.516778523,377.516778523,-377.516778523,377.516778523,-377.516778523,377.516778523,-377.516778523,377.516778523,377.516778523,-377.516778523,-377.516778523,-377.516778523,377.516778523,-377.516778523,377.516778523,377.516778523,-377.516778523,377.516778523,377.516778523,377.516778523,377.516778523,377.516778523,377.516778523,377.516778523,377.516778523,377.516778523,-377.516778523,377.516778523,377.516778523,377.516778523
CC,@CCN7,2035.0,53.25,0.0034516765286,1.0,1.0,-1.0,1.0,1.0,12.0,2017-05-03,532.5,1.0,1.0,1.0,20350.0,1.0,0.0034516765286,2035.0,soft,1.0,1.0,,,2017-05-03,1.0,1.0,13.0,13.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
CD,@CDM7,0.7406,0.00463,0.000405241118466,1.0,1.0,-1.0,1.0,-1.0,-11.0,2017-05-04,463.0,2.0,1.0,1.0,74060.0,1.0,0.000405241118466,0.7406,currency,1.0,1.0,,,2017-05-04,-1.0,-1.0,-12.0,-12.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,60.0243144671,60.0243144671,60.0243144671,-60.0243144671,60.0243144671,-60.0243144671,60.0243144671,-60.0243144671,60.0243144671,60.0243144671,-60.0243144671,60.0243144671,-60.0243144671,-60.0243144671,60.0243144671,-60.0243144671,-60.0243144671,60.0243144671,-60.0243144671,60.0243144671,-60.0243144671,-60.0243144671,-60.0243144671,-60.0243144671,-60.0243144671,-60.0243144671,60.0243144671,-60.0243144671,60.0243144671,0.0,0.0,-60.0243144671,60.0243144671,0.0,-60.0243144671
CGB,CBM7,140.35,0.6265,,-1.0,-1.0,1.0,-1.0,1.0,7.0,2017-05-10,464.074074074,2.0,1.0,1.0,103962.962963,1.35,,,rates,-1.0,1.0,-0.00284191829485,140.35,2017-05-10,1.0,,7.0,,1.0,7.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,QCLN7,51.13,1.3497012975,0.00907835010855,1.0,1.0,1.0,1.0,-1.0,-11.0,2017-05-04,1349.7012975,1.0,1.0,1.0,51130.0,1.0,0.00907835010855,51.13,energy,1.0,1.0,,,2017-05-04,-1.0,-1.0,-12.0,-12.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,464.17604105,464.17604105,464.17604105,-464.17604105,464.17604105,-464.17604105,464.17604105,-464.17604105,464.17604105,464.17604105,464.17604105,464.17604105,-464.17604105,-464.17604105,-464.17604105,-464.17604105,-464.17604105,464.17604105,-464.17604105,464.17604105,-464.17604105,-464.17604105,-464.17604105,-464.17604105,-464.17604105,-464.17604105,464.17604105,464.17604105,464.17604105,464.17604105,0.0,-464.17604105,464.17604105,0.0,-464.17604105
