2016-10-06 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-06 00:00:00,Close2016-10-06 00:00:00,group,RiskOn,Excess,SEA2016-10-06 00:00:00,SRUN2016-10-06 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-10-05 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-05 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-05 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-05 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
EBM,BLZ6,131.75,0.1965,-0.000303513164883,-1.0,1.0,1.0,1.0,-1.0,-6.0,2016-09-28,219.15645,10.0,2.0,2.0,146940.775,-0.000303513164883,131.75,rates,-1.0,1.0,-1.0,-6.0,-1.0,-1.0,-5.0,0.0,1.0,10.0,0.0,1.0,10.0,1.0,2.0,10.0,1.0,2.0,10.0,1.0,1,-1,-1,-1,1,1,1.0,-1,-1,1,1,-1,-1,1.0,1.0,0.0,0.0,0.0,0,1,0,1.0,1,-445.984596707,445.984596707,445.984596707,-445.984596707,445.984596707,-445.984596707,-445.984596707,445.984596707,-0.0,-445.984596707,-445.984596707,-445.984596707,445.984596707,445.984596707,445.984596707,-445.984596707,-445.984596707,445.984596707,445.984596707,-445.984596707,-445.984596707,-0.0,-445.984596707,-445.984596707,445.984596707,445.984596707,-445.984596707,-445.984596707,-0.0,-0.0,-0.0,-0.0,-445.984596707
EBS,EZZ6,112.095,0.04225,-0.0001337971635,-1.0,1.0,1.0,1.0,-1.0,-10.0,2016-09-22,47.121425,43.0,6.0,6.0,125019.5535,-0.0001337971635,112.095,rates,-1.0,1.0,-1.0,-10.0,-1.0,-1.0,-9.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,-1,-1,-1,1,1,1.0,-1,-1,1,1,-1,-1,1.0,1.0,0.0,0.0,0.0,0,1,0,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ED,@EDZ6,99.05,0.02275,-5.04770077231e-05,-1.0,-1.0,-1.0,1.0,-1.0,13.0,2016-09-19,56.875,36.0,5.0,5.0,247625.0,-5.04770077231e-05,99.05,rates,-1.0,1.0,-1.0,13.0,-1.0,-1.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,1,-1,-1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,0.0,1.0,1.0,1.0,1,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EMD,@EMDZ6,1541.1,19.8182819195,0.00155975823747,1.0,1.0,1.0,1.0,1.0,-14.0,2016-09-16,1981.82819195,2.0,1.0,1.0,154110.0,0.00155975823747,1541.1,index,1.0,1.0,1.0,-14.0,1.0,1.0,-13.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,0,1.0,0,480.748683954,480.748683954,480.748683954,-480.748683954,480.748683954,-480.748683954,480.748683954,-480.748683954,0.0,480.748683954,480.748683954,480.748683954,-480.748683954,-480.748683954,480.748683954,-480.748683954,-480.748683954,480.748683954,480.748683954,480.748683954,-480.748683954,0.0,480.748683954,0.0,-480.748683954,-480.748683954,0.0,0.0,-480.748683954,0.0,-480.748683954,-480.748683954,-480.748683954
ES,@ESZ6,2156.5,23.3619465655,0.00150934633693,1.0,-1.0,1.0,-1.0,-1.0,-14.0,2016-09-16,1168.09732827,2.0,1.0,1.0,107825.0,0.00150934633693,2156.5,index,1.0,1.0,-1.0,-14.0,1.0,-1.0,-13.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1.0,1.0,1.0,0.0,1.0,0,1,1,1.0,1,325.490537559,325.490537559,325.490537559,-325.490537559,325.490537559,-325.490537559,325.490537559,-325.490537559,325.490537559,-325.490537559,325.490537559,-325.490537559,325.490537559,325.490537559,-325.490537559,325.490537559,325.490537559,-325.490537559,325.490537559,-325.490537559,325.490537559,325.490537559,325.490537559,325.490537559,325.490537559,325.490537559,325.490537559,325.490537559,325.490537559,0.0,325.490537559,0.0,325.490537559
FC,@GFX6,122.775,2.8706723005,-0.0006105006105,-1.0,-1.0,-1.0,-1.0,-1.0,-3.0,2016-09-16,1435.33615025,2.0,1.0,1.0,61387.5,-0.0006105006105,122.775,meat,1.0,-1.0,-1.0,-3.0,-1.0,-1.0,-2.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,1,1,1,1,1,1.0,-1,-1,-1,1,1,1,0.0,1.0,1.0,0.0,0.0,0,1,0,-1.0,0,-74.9542124542,74.9542124542,74.9542124542,-74.9542124542,-74.9542124542,74.9542124542,74.9542124542,-74.9542124542,-0.0,74.9542124542,74.9542124542,74.9542124542,-74.9542124542,-74.9542124542,74.9542124542,-74.9542124542,-74.9542124542,74.9542124542,74.9542124542,74.9542124542,-74.9542124542,-0.0,74.9542124542,-0.0,-74.9542124542,-74.9542124542,-0.0,-74.9542124542,-74.9542124542,-0.0,-0.0,-0.0,-74.9542124542
FCH,MTV6,4476.0,69.886039553,-0.00211793557017,-1.0,-1.0,-1.0,-1.0,1.0,10.0,2016-09-22,779.438999135,3.0,1.0,1.0,49920.828,-0.00211793557017,4476.0,index,1.0,1.0,1.0,10.0,-1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,0,-317.187291941,317.187291941,317.187291941,-317.187291941,-317.187291941,317.187291941,-317.187291941,317.187291941,-317.187291941,317.187291941,317.187291941,317.187291941,-317.187291941,-317.187291941,-317.187291941,317.187291941,-317.187291941,317.187291941,-317.187291941,317.187291941,-317.187291941,-317.187291941,-317.187291941,-0.0,-317.187291941,-317.187291941,-0.0,-0.0,-317.187291941,-317.187291941,317.187291941,-0.0,317.187291941
FDX,DXMZ6,10584.0,175.905310469,0.000330797221303,1.0,1.0,1.0,-1.0,1.0,-12.0,2016-09-19,980.935963833,3.0,1.0,1.0,59021.676,0.000330797221303,10584.0,index,1.0,1.0,1.0,-12.0,-1.0,1.0,-11.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,-1,-1,1,-1,-1,1,-1.0,1,1,1,-1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,1,1.0,0,58.5726192524,58.5726192524,-58.5726192524,58.5726192524,58.5726192524,-58.5726192524,58.5726192524,-58.5726192524,58.5726192524,58.5726192524,58.5726192524,-58.5726192524,58.5726192524,-58.5726192524,58.5726192524,-58.5726192524,-58.5726192524,58.5726192524,58.5726192524,58.5726192524,-58.5726192524,58.5726192524,58.5726192524,0.0,-58.5726192524,58.5726192524,58.5726192524,58.5726192524,0.0,58.5726192524,-58.5726192524,-58.5726192524,-58.5726192524
FEI,IEZ6,100.305,0.0115,4.98504486541e-05,1.0,-1.0,1.0,-1.0,-1.0,10.0,2016-09-22,32.064875,63.0,8.0,8.0,279675.41625,4.98504486541e-05,100.305,rates,-1.0,1.0,-1.0,10.0,1.0,-1.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1,-1,1,1,1,-1,-1.0,1,1,1,1,1,-1,1.0,0.0,0.0,1.0,1.0,1,1,1,1.0,1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFI,LFZ6,6977.0,90.3632618635,-0.0027158376215,-1.0,1.0,-1.0,1.0,-1.0,9.0,2016-09-23,1139.66145862,2.0,1.0,1.0,87993.924,-0.0027158376215,6977.0,index,1.0,1.0,-1.0,9.0,-1.0,-1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,1,1,-1.0,1,-1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,-1,-1,1,1.0,0,-477.954418525,477.954418525,477.954418525,-477.954418525,-477.954418525,477.954418525,-477.954418525,477.954418525,-477.954418525,-477.954418525,477.954418525,-477.954418525,477.954418525,477.954418525,477.954418525,-477.954418525,477.954418525,-477.954418525,477.954418525,-477.954418525,-477.954418525,-477.954418525,-477.954418525,-0.0,-477.954418525,-477.954418525,-477.954418525,-477.954418525,-477.954418525,-477.954418525,477.954418525,477.954418525,477.954418525
FLG,LGZ6,128.93,0.7435,-0.00470897020225,-1.0,-1.0,-1.0,-1.0,-1.0,-7.0,2016-09-27,937.7022,3.0,1.0,1.0,162606.516,-0.00470897020225,128.93,rates,-1.0,1.0,-1.0,-7.0,-1.0,-1.0,-6.0,0.0,1.0,3.0,0.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,-1,1,1,1,1,1.0,-1,-1,-1,1,1,1,1.0,0.0,1.0,1.0,1.0,1,1,0,0.0,0,-2297.12771561,2297.12771561,2297.12771561,-2297.12771561,2297.12771561,-2297.12771561,-2297.12771561,2297.12771561,-0.0,2297.12771561,2297.12771561,2297.12771561,-2297.12771561,-2297.12771561,2297.12771561,-2297.12771561,-2297.12771561,2297.12771561,2297.12771561,2297.12771561,-2297.12771561,-0.0,-0.0,-0.0,-2297.12771561,-2297.12771561,-2297.12771561,-0.0,-2297.12771561,-2297.12771561,-2297.12771561,-2297.12771561,-2297.12771561
FSS,LLZ6,99.64,0.0165,-0.000100351229303,-1.0,-1.0,-1.0,-1.0,1.0,-19.0,2016-09-09,26.01225,77.0,10.0,10.0,157082.46,-0.000100351229303,99.64,rates,-1.0,-1.0,1.0,-19.0,-1.0,1.0,-18.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,1,1,1,1,-1,1,-1.0,1,1,1,1,-1,1,-1.0,-1.0,0.0,1.0,0.0,1,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
