2016-10-06 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-10-06 00:00:00,Close2016-10-06 00:00:00,group,RiskOn,Excess,SEA2016-10-06 00:00:00,SRUN2016-10-06 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-10-05 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-05 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-05 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-05 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACZ6,1.454,0.0240944295,-0.0108843537415,-1.0,1.0,1.0,1.0,1.0,9.0,2016-09-23,698.7384555,3.0,1.0,1.0,42166.0,-0.0108843537415,1.454,energy,1.0,1.0,1.0,9.0,1.0,1.0,8.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
AD,@ADZ6,0.7565,0.0064827355,-0.00591327201051,-1.0,1.0,1.0,1.0,1.0,17.0,2016-09-13,648.27355,4.0,1.0,1.0,75650.0,-0.00591327201051,0.7565,currency,1.0,1.0,1.0,17.0,1.0,1.0,16.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,0.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,-1,-1789.35611038,1789.35611038,-1789.35611038,1789.35611038,-1789.35611038,1789.35611038,-1789.35611038,1789.35611038,1789.35611038,-1789.35611038,-1789.35611038,-1789.35611038,1789.35611038,1789.35611038,-1789.35611038,1789.35611038,-1789.35611038,1789.35611038,-1789.35611038,1789.35611038,1789.35611038,1789.35611038,1789.35611038,1789.35611038,1789.35611038,1789.35611038,-0.0,-0.0,1789.35611038,1789.35611038,1789.35611038,1789.35611038,1789.35611038
AEX,AEXV6,454.65,6.349714689,-0.00274182934854,-1.0,-1.0,-1.0,-1.0,1.0,9.0,2016-09-23,1416.36735853,2.0,1.0,1.0,101414.229,-0.00274182934854,454.65,index,1.0,1.0,1.0,9.0,-1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,1,1,0.0,0.0,1.0,1.0,-1.0,0,-1,1,1.0,0,-556.121018864,556.121018864,556.121018864,-556.121018864,-556.121018864,556.121018864,-556.121018864,556.121018864,-556.121018864,556.121018864,556.121018864,556.121018864,-556.121018864,-556.121018864,-556.121018864,556.121018864,-556.121018864,556.121018864,-556.121018864,556.121018864,-556.121018864,-556.121018864,-556.121018864,-0.0,-556.121018864,-556.121018864,-0.0,-0.0,-556.121018864,-556.121018864,556.121018864,-0.0,556.121018864
BO,@BOZ6,33.3,0.6715,0.0140073081608,1.0,-1.0,1.0,-1.0,1.0,10.0,2016-09-22,402.9,5.0,1.0,1.0,19980.0,0.0140073081608,33.3,grain,1.0,1.0,1.0,10.0,-1.0,1.0,9.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,-1,-1,1,1,-1,1,1.0,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,0,-1,1,1.0,1,1399.33008526,1399.33008526,-1399.33008526,1399.33008526,1399.33008526,-1399.33008526,1399.33008526,-1399.33008526,1399.33008526,-1399.33008526,1399.33008526,-1399.33008526,1399.33008526,1399.33008526,1399.33008526,-1399.33008526,1399.33008526,-1399.33008526,1399.33008526,1399.33008526,1399.33008526,1399.33008526,1399.33008526,1399.33008526,1399.33008526,1399.33008526,1399.33008526,1399.33008526,1399.33008526,1399.33008526,-1399.33008526,0.0,-1399.33008526
BP,@BPZ6,1.2617,0.011512269,-0.0115167659041,-1.0,-1.0,1.0,-1.0,1.0,-22.0,2016-09-06,719.5168125,3.0,1.0,1.0,78856.25,-0.0115167659041,1.2617,currency,1.0,1.0,1.0,-22.0,1.0,1.0,-21.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,1,0.0,0.0,0.0,1.0,0.0,0,-1,1,1.0,0,-2724.50691398,2724.50691398,-2724.50691398,2724.50691398,-2724.50691398,2724.50691398,-2724.50691398,2724.50691398,-2724.50691398,2724.50691398,-2724.50691398,2724.50691398,-2724.50691398,-2724.50691398,-2724.50691398,2724.50691398,2724.50691398,-2724.50691398,-2724.50691398,-2724.50691398,2724.50691398,-2724.50691398,-2724.50691398,-0.0,-2724.50691398,-2724.50691398,-0.0,-0.0,-0.0,-2724.50691398,-0.0,-0.0,2724.50691398
C,@CZ6,340.5,6.9625,-0.0208483105679,-1.0,1.0,1.0,1.0,1.0,5.0,2016-09-29,348.125,6.0,1.0,1.0,17025.0,-0.0208483105679,340.5,grain,1.0,1.0,1.0,5.0,-1.0,1.0,4.0,0.0,1.0,6.0,0.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,6.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,1.0,1.0,0.0,0.0,-1.0,-1,-1,0,0.0,-1,-2129.65492451,2129.65492451,2129.65492451,-2129.65492451,-2129.65492451,2129.65492451,-2129.65492451,2129.65492451,-0.0,-2129.65492451,-2129.65492451,-2129.65492451,2129.65492451,2129.65492451,-2129.65492451,2129.65492451,-2129.65492451,2129.65492451,2129.65492451,-2129.65492451,2129.65492451,-0.0,-0.0,2129.65492451,2129.65492451,-2129.65492451,-2129.65492451,-2129.65492451,-0.0,-0.0,2129.65492451,2129.65492451,2129.65492451
CC,@CCZ6,2787.0,59.1,-0.0172778561354,-1.0,1.0,-1.0,1.0,-1.0,-5.0,2016-09-29,591.0,4.0,1.0,1.0,27870.0,-0.0172778561354,2787.0,soft,1.0,1.0,-1.0,-5.0,1.0,-1.0,-4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,-1926.13540197,1926.13540197,-1926.13540197,1926.13540197,-1926.13540197,1926.13540197,-1926.13540197,1926.13540197,1926.13540197,-1926.13540197,1926.13540197,-1926.13540197,1926.13540197,1926.13540197,1926.13540197,-1926.13540197,-1926.13540197,1926.13540197,1926.13540197,1926.13540197,1926.13540197,1926.13540197,1926.13540197,1926.13540197,-1926.13540197,1926.13540197,-0.0,-0.0,-0.0,1926.13540197,-0.0,1926.13540197,1926.13540197
CD,@CDZ6,0.75615,0.0061830805,-0.00467289719626,-1.0,-1.0,-1.0,1.0,-1.0,-22.0,2016-09-06,618.30805,4.0,1.0,1.0,75615.0,-0.00467289719626,0.75615,currency,1.0,1.0,-1.0,-22.0,1.0,-1.0,-21.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,-1,-1,-1,1,1,-1,1.0,-1,-1,-1,1,1,1,0.0,0.0,1.0,-1.0,1.0,0,1,0,-1.0,0,-1413.36448598,1413.36448598,-1413.36448598,1413.36448598,-1413.36448598,1413.36448598,-1413.36448598,1413.36448598,-0.0,1413.36448598,1413.36448598,-1413.36448598,1413.36448598,-1413.36448598,1413.36448598,-1413.36448598,-1413.36448598,1413.36448598,1413.36448598,1413.36448598,-1413.36448598,-0.0,1413.36448598,-0.0,-1413.36448598,-1413.36448598,-0.0,-0.0,-1413.36448598,1413.36448598,-1413.36448598,-0.0,-1413.36448598
CGB,CBZ6,145.26,0.6705,-0.00459124237648,-1.0,-1.0,1.0,-1.0,-1.0,-5.0,2016-09-29,507.41637657,4.0,1.0,1.0,109928.863327,-0.00459124237648,145.26,rates,-1.0,1.0,-1.0,-5.0,-1.0,-1.0,-4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,1,-1,1,1,1,1,1.0,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
CL,QCLX6,50.44,1.481553898,0.0122416215131,1.0,1.0,-1.0,1.0,-1.0,-14.0,2016-09-16,1481.553898,2.0,1.0,1.0,50440.0,0.0122416215131,50.44,energy,1.0,1.0,-1.0,-14.0,1.0,-1.0,-13.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1.0,-1,1234.93477825,1234.93477825,1234.93477825,-1234.93477825,1234.93477825,-1234.93477825,1234.93477825,-1234.93477825,-1234.93477825,1234.93477825,-1234.93477825,1234.93477825,-1234.93477825,-1234.93477825,-1234.93477825,1234.93477825,1234.93477825,-1234.93477825,-1234.93477825,-1234.93477825,-1234.93477825,-1234.93477825,-1234.93477825,-1234.93477825,1234.93477825,-1234.93477825,0.0,0.0,0.0,-1234.93477825,0.0,-1234.93477825,-1234.93477825
CT,@CTZ6,67.5,1.559,-0.0047183721616,-1.0,1.0,1.0,1.0,1.0,10.0,2016-09-22,779.5,3.0,1.0,1.0,33750.0,-0.0047183721616,67.5,soft,1.0,1.0,1.0,10.0,-1.0,1.0,9.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,1.0,1.0,0.0,0.0,-1.0,-1,-1,0,0.0,-1,-477.735181362,477.735181362,477.735181362,-477.735181362,-477.735181362,477.735181362,-477.735181362,477.735181362,-0.0,-477.735181362,-477.735181362,-477.735181362,477.735181362,477.735181362,-477.735181362,477.735181362,-477.735181362,477.735181362,477.735181362,-477.735181362,477.735181362,-0.0,-0.0,477.735181362,477.735181362,-477.735181362,-477.735181362,-477.735181362,-0.0,-0.0,477.735181362,477.735181362,477.735181362
CU,@EUZ6,1.11725,0.006397914,-0.00662398861919,-1.0,1.0,1.0,1.0,1.0,-34.0,2016-08-18,799.73925,3.0,1.0,1.0,139656.25,-0.00662398861919,1.11725,currency,1.0,1.0,1.0,-34.0,1.0,1.0,-33.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,0,1.0,0,-2775.2442318,2775.2442318,-2775.2442318,2775.2442318,-2775.2442318,2775.2442318,-2775.2442318,2775.2442318,-0.0,-2775.2442318,-2775.2442318,-2775.2442318,2775.2442318,2775.2442318,-2775.2442318,2775.2442318,2775.2442318,-2775.2442318,-2775.2442318,-2775.2442318,2775.2442318,-0.0,-2775.2442318,-0.0,2775.2442318,2775.2442318,-0.0,-0.0,2775.2442318,-0.0,2775.2442318,2775.2442318,2775.2442318
DX,@DXZ6,96.772,0.520908876,0.00684603699773,1.0,-1.0,-1.0,1.0,1.0,5.0,2016-09-29,520.908876,4.0,1.0,1.0,96772.0,0.00684603699773,96.772,currency,-1.0,-1.0,1.0,5.0,-1.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,1,1,-1,1,-1,1,1.0,-1,-1,-1,1,-1,1,-1.0,-1.0,0.0,-1.0,0.0,1,1,0,-1.0,0,2650.01876938,2650.01876938,-2650.01876938,2650.01876938,-2650.01876938,2650.01876938,-2650.01876938,2650.01876938,0.0,-2650.01876938,-2650.01876938,2650.01876938,-2650.01876938,2650.01876938,2650.01876938,-2650.01876938,2650.01876938,-2650.01876938,-2650.01876938,-2650.01876938,2650.01876938,0.0,-2650.01876938,0.0,-2650.01876938,2650.01876938,-2650.01876938,-2650.01876938,0.0,-2650.01876938,0.0,2650.01876938,2650.01876938
EBL,BDZ6,164.18,0.742,-0.000304451074712,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,2016-09-28,827.5526,3.0,1.0,1.0,183109.954,-0.000304451074712,164.18,rates,-1.0,1.0,-1.0,17.0,-1.0,-1.0,16.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1.0,0.0,1.0,1.0,1.0,1,1,1,1.0,1,-167.244066857,167.244066857,167.244066857,-167.244066857,167.244066857,-167.244066857,-167.244066857,167.244066857,-167.244066857,167.244066857,167.244066857,167.244066857,-167.244066857,-167.244066857,167.244066857,-167.244066857,167.244066857,-167.244066857,167.244066857,-167.244066857,-167.244066857,-167.244066857,-167.244066857,-167.244066857,-167.244066857,-167.244066857,-167.244066857,-0.0,-167.244066857,-167.244066857,-167.244066857,-167.244066857,-167.244066857
