,2017-05-11
ACC_ACT,1.0
L%_ACT,0.569620253165
ACC_prevACT,0.607594936709
L%_prevACT,0.607594936709
ACC_AntiPrevACT,0.392405063291
L%_AntiPrevACT,0.392405063291
ACC_RiskOn,0.392405063291
L%_RiskOn,0.721518987342
ACC_RiskOff,0.607594936709
L%_RiskOff,0.278481012658
ACC_Custom,0.632911392405
L%_Custom,0.810126582278
ACC_AntiCustom,0.367088607595
L%_AntiCustom,0.189873417722
ACC_LastSIG,0.392405063291
L%_LastSIG,0.721518987342
ACC_0.75LastSIG,0.417721518987
L%_0.75LastSIG,0.594936708861
ACC_0.5LastSIG,0.544303797468
L%_0.5LastSIG,0.544303797468
ACC_1LastSIG,0.405063291139
L%_1LastSIG,0.506329113924
ACC_Anti1LastSIG,0.594936708861
L%_Anti1LastSIG,0.493670886076
ACC_Anti0.75LastSIG,0.582278481013
L%_Anti0.75LastSIG,0.405063291139
ACC_Anti0.5LastSIG,0.455696202532
L%_Anti0.5LastSIG,0.455696202532
ACC_prevSEA,0.455696202532
L%_prevSEA,0.354430379747
ACC_LastSEA,0.481012658228
L%_LastSEA,0.354430379747
ACC_AntiSEA,0.544303797468
L%_AntiSEA,0.645569620253
ACC_AdjSEA,0.367088607595
L%_AdjSEA,0.46835443038
ACC_AntiAdjSEA,0.632911392405
L%_AntiAdjSEA,0.53164556962
ACC_Voting,0.582278481013
L%_Voting,0.455696202532
ACC_Voting2,0.392405063291
L%_Voting2,0.417721518987
ACC_Voting3,0.518987341772
L%_Voting3,0.46835443038
ACC_Voting4,0.367088607595
L%_Voting4,0.405063291139
ACC_Voting5,0.392405063291
L%_Voting5,0.367088607595
ACC_Voting6,0.379746835443
L%_Voting6,0.26582278481
ACC_Voting7,0.481012658228
L%_Voting7,0.683544303797
ACC_Voting8,0.405063291139
L%_Voting8,0.556962025316
ACC_Voting9,0.417721518987
L%_Voting9,0.645569620253
ACC_Voting10,0.26582278481
L%_Voting10,0.430379746835
ACC_Voting11,0.253164556962
L%_Voting11,0.354430379747
ACC_Voting12,0.367088607595
L%_Voting12,0.443037974684
ACC_Voting13,0.329113924051
L%_Voting13,0.556962025316
ACC_Voting14,0.253164556962
L%_Voting14,0.303797468354
ACC_Voting15,0.594936708861
L%_Voting15,0.392405063291
PNL_ACT,12751.424529
PNL_prevACT,2547.219552
PNL_AntiPrevACT,-2547.219552
PNL_RiskOn,-3144.95855666
PNL_RiskOff,3144.95855666
PNL_Custom,5718.61592673
PNL_AntiCustom,-5718.61592673
PNL_LastSIG,-3144.95855666
PNL_0.75LastSIG,-3443.83562932
PNL_0.5LastSIG,-2514.67111996
PNL_1LastSIG,-751.201735197
PNL_Anti1LastSIG,751.201735197
PNL_Anti0.75LastSIG,3443.83562932
PNL_Anti0.5LastSIG,2514.67111996
PNL_prevSEA,-670.906281648
PNL_LastSEA,-670.906281648
PNL_AntiSEA,670.906281648
PNL_AdjSEA,-1672.07171618
PNL_AntiAdjSEA,1672.07171618
PNL_Voting,1409.29928592
PNL_Voting2,-2547.219552
PNL_Voting3,2753.49299117
PNL_Voting4,-2403.62819097
PNL_Voting5,702.436916277
PNL_Voting6,1611.17994543
PNL_Voting7,-2253.65483303
PNL_Voting8,-6006.61720947
PNL_Voting9,-4020.10639249
PNL_Voting10,-4130.13602125
PNL_Voting11,-633.306700657
PNL_Voting12,-1672.07171618
PNL_Voting13,-644.040821404
PNL_Voting14,-258.721775555
PNL_Voting15,3443.83562932
Vol_All,375.041897912
Chg_All,51.2597402125
L%_All,0.558823529412
Vol_currency,355.27856151
Vol_energy,741.630847289
Vol_grain,319.629302071
Vol_index,365.466272364
Vol_meat,379.847408966
Vol_metal,319.19841733
Vol_rates,195.415115518
Chg_currency,16.8129451678
Chg_energy,741.630847289
Chg_grain,-137.802955161
Chg_index,-365.466272364
Chg_meat,-379.847408966
Chg_metal,303.206423835
Chg_rates,195.415115518
L%_currency,0.625
L%_energy,1.0
L%_grain,0.4
L%_index,0.0
L%_meat,0.0
L%_metal,0.8
L%_rates,1.0
