2017-01-30 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-01-30 00:00:00,Close2017-01-30 00:00:00,group,RiskOn,Custom,PC2017-01-27 00:00:00,Close2017-01-27 00:00:00,vSTART,LastSEA,SEA2017-01-30 00:00:00,LastSRUN,SRUN2017-01-30 00:00:00,SEA2017-01-27 00:00:00,SRUN2017-01-27 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-01-27 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-01-27 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-01-27 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-01-27 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACH7,1.503,0.0312068695,-0.000664893617021,-1.0,-1.0,-1.0,1.0,1.0,20.0,2016-12-28,904.9992155,1.0,1.0,1.0,43587.0,1.0,-0.000664893617021,1.503,energy,1.0,1.0,,,2016-12-28,1.0,1.0,21.0,21.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
AD,@ADH7,0.7546,0.00675,0.000265111346766,1.0,-1.0,1.0,-1.0,1.0,-4.0,2017-01-23,675.0,1.0,1.0,1.0,75460.0,1.0,0.000265111346766,0.7546,currency,1.0,1.0,,,2016-12-23,1.0,1.0,23.0,23.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,20.0053022269,20.0053022269,20.0053022269,-20.0053022269,20.0053022269,-20.0053022269,20.0053022269,-20.0053022269,20.0053022269,-20.0053022269,20.0053022269,-20.0053022269,20.0053022269,20.0053022269,-20.0053022269,20.0053022269,20.0053022269,-20.0053022269,20.0053022269,-20.0053022269,20.0053022269,20.0053022269,-20.0053022269,20.0053022269,20.0053022269,0.0,20.0053022269,20.0053022269,-20.0053022269,0.0,0.0,-20.0053022269,0.0,20.0053022269,-20.0053022269
AEX,AEXG7,477.65,4.155193824,-0.0132217746101,-1.0,-1.0,1.0,-1.0,-1.0,-18.0,2017-01-03,888.795958954,1.0,1.0,1.0,102169.335,0.935016362786,-0.0132217746101,477.65,index,1.0,1.0,,,2017-01-03,-1.0,-1.0,-19.0,-19.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
BO,@BOH7,33.61,0.6015,-0.0192588269624,-1.0,-1.0,1.0,-1.0,1.0,10.0,2017-01-12,360.9,2.0,1.0,1.0,20166.0,1.0,-0.0192588269624,33.61,grain,1.0,1.0,,,2017-01-12,1.0,1.0,11.0,11.0,,,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-776.747009046,776.747009046,776.747009046,-776.747009046,-776.747009046,776.747009046,-776.747009046,776.747009046,-776.747009046,776.747009046,-776.747009046,776.747009046,-776.747009046,-776.747009046,776.747009046,-776.747009046,-776.747009046,776.747009046,-776.747009046,776.747009046,-776.747009046,-776.747009046,-776.747009046,-776.747009046,-776.747009046,-776.747009046,-776.747009046,-776.747009046,-776.747009046,-776.747009046,-776.747009046,-776.747009046,776.747009046,-776.747009046,776.747009046
BP,@BPH7,1.2494,0.01476,-0.00596706181876,-1.0,1.0,-1.0,1.0,-1.0,-13.0,2017-01-09,922.5,1.0,1.0,1.0,78087.5,1.0,-0.00596706181876,1.2494,currency,1.0,1.0,,,2017-01-09,-1.0,-1.0,-14.0,-14.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-465.952939772,465.952939772,465.952939772,-465.952939772,-465.952939772,465.952939772,-465.952939772,465.952939772,-465.952939772,-465.952939772,465.952939772,-465.952939772,465.952939772,465.952939772,-465.952939772,465.952939772,465.952939772,-465.952939772,-465.952939772,465.952939772,465.952939772,-465.952939772,-465.952939772,-465.952939772,-0.0,-0.0,-465.952939772,-465.952939772,-465.952939772,-465.952939772,-465.952939772,-465.952939772,-465.952939772,465.952939772,465.952939772
C,@CH7,357.75,5.15,-0.0131034482759,-1.0,1.0,-1.0,1.0,1.0,22.0,2016-12-23,257.5,3.0,1.0,1.0,17887.5,1.0,-0.0131034482759,357.75,grain,1.0,1.0,,,2016-12-23,1.0,1.0,23.0,23.0,,,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-703.163793103,703.163793103,703.163793103,-703.163793103,-703.163793103,703.163793103,-703.163793103,703.163793103,-703.163793103,-703.163793103,703.163793103,-703.163793103,703.163793103,703.163793103,-703.163793103,-703.163793103,-703.163793103,703.163793103,-703.163793103,703.163793103,703.163793103,-703.163793103,703.163793103,-0.0,703.163793103,703.163793103,703.163793103,-703.163793103,-703.163793103,-0.0,-0.0,-703.163793103,-0.0,-0.0,703.163793103
CC,@CCH7,2078.0,63.1,-0.00811455847255,-1.0,-1.0,1.0,-1.0,1.0,-8.0,2017-01-17,631.0,1.0,1.0,1.0,20780.0,1.0,-0.00811455847255,2078.0,soft,1.0,1.0,,,2017-01-17,1.0,1.0,-9.0,-9.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CD,@CDH7,0.763,0.0064975,0.00150948349413,1.0,-1.0,-1.0,-1.0,1.0,-6.0,2017-01-19,649.75,1.0,1.0,1.0,76300.0,1.0,0.00150948349413,0.763,currency,1.0,1.0,,,2017-01-19,1.0,1.0,-7.0,-7.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,115.173590602,115.173590602,-115.173590602,115.173590602,115.173590602,-115.173590602,115.173590602,-115.173590602,115.173590602,-115.173590602,-115.173590602,-115.173590602,115.173590602,115.173590602,115.173590602,115.173590602,115.173590602,-115.173590602,115.173590602,-115.173590602,115.173590602,115.173590602,115.173590602,115.173590602,115.173590602,115.173590602,-115.173590602,115.173590602,115.173590602,0.0,115.173590602,115.173590602,-115.173590602,115.173590602,-115.173590602
CGB,CBH7,137.32,0.651,0.000145666423889,1.0,1.0,-1.0,1.0,-1.0,8.0,2017-01-17,496.378192909,2.0,1.0,1.0,104704.53679,1.3115,0.000145666423889,137.32,rates,-1.0,1.0,,,2017-01-17,-1.0,-1.0,9.0,9.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CL,QCLH7,52.63,1.3848479415,-0.0101561030656,-1.0,1.0,-1.0,1.0,1.0,10.0,2017-01-12,1384.8479415,1.0,1.0,1.0,52630.0,1.0,-0.0101561030656,52.63,energy,1.0,1.0,,,2017-01-12,1.0,1.0,11.0,11.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-534.515704345,534.515704345,534.515704345,-534.515704345,-534.515704345,534.515704345,-534.515704345,534.515704345,-534.515704345,-534.515704345,534.515704345,-534.515704345,534.515704345,534.515704345,-534.515704345,-534.515704345,-534.515704345,534.515704345,-534.515704345,534.515704345,534.515704345,-534.515704345,534.515704345,-0.0,534.515704345,534.515704345,534.515704345,-534.515704345,-534.515704345,-0.0,-0.0,-534.515704345,-0.0,-0.0,534.515704345
