2016-09-13 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-13 00:00:00,Close2016-09-13 00:00:00,group,RiskOn,Excess,SEA2016-09-13 00:00:00,SRUN2016-09-13 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-12 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-12 00:00:00,0.5SIG2016-09-09 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-12 00:00:00,0.75SIG2016-09-09 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-12 00:00:00,1SIG2016-09-09 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
FCH,MTV6,4375.0,63.7955174965,-0.0119382813376,-1.0,-1.0,1.0,-1.0,-1.0,-4.0,2016-09-07,715.658115276,3.0,1.0,1.0,49078.75,-0.0119382813376,4375.0,index,1.0,1.0,-1.0,-4.0,-1.0,-1.0,-3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,-1,1,0.0,0,1,1,-1757.74777559,1757.74777559,1757.74777559,-1757.74777559,-1757.74777559,1757.74777559,-1757.74777559,1757.74777559,-1757.74777559,1757.74777559,-1757.74777559,1757.74777559,-1757.74777559,-1757.74777559,1757.74777559,-1757.74777559,-1757.74777559,1757.74777559,1757.74777559,-1757.74777559,-1757.74777559,-1757.74777559,1757.74777559,-1757.74777559,-1757.74777559,-1757.74777559,-1757.74777559,-1757.74777559,1757.74777559,-1757.74777559,-0.0,-0.0,-1757.74777559
FDX,DXMZ6,10378.5,152.649823105,-0.00335811945308,-1.0,-1.0,1.0,-1.0,1.0,-43.0,2016-07-14,856.212857796,3.0,1.0,1.0,58213.0065,-0.00335811945308,10378.5,index,1.0,1.0,1.0,-43.0,-1.0,1.0,-42.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,,1.0,3.0,-1.0,,1.0,3.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,1.0,0,1,1,-1.0,0,-1,1,-586.45868865,586.45868865,586.45868865,-586.45868865,-586.45868865,586.45868865,-586.45868865,586.45868865,586.45868865,586.45868865,-586.45868865,586.45868865,-586.45868865,-586.45868865,-586.45868865,586.45868865,586.45868865,-586.45868865,-586.45868865,-586.45868865,-586.45868865,-586.45868865,-586.45868865,-586.45868865,-586.45868865,-586.45868865,-586.45868865,-0.0,-586.45868865,-586.45868865,586.45868865,-0.0,586.45868865
FEI,IEZ6,100.32,0.01025,0.0,1.0,-1.0,-1.0,-1.0,1.0,-47.0,2016-07-08,28.746125,70.0,9.0,9.0,281347.44,0.0,100.32,rates,-1.0,1.0,1.0,-47.0,-1.0,1.0,-46.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1,-1,1,1,-1,1,-1.0,1,1,1,1,1,-1,-1,-1,0.0,0,1,1,0.0,1,1,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFI,LFZ6,6629.0,76.3423401305,-0.00492353599468,-1.0,-1.0,1.0,-1.0,-1.0,-6.0,2016-09-05,1007.41352036,2.0,1.0,1.0,87476.284,-0.00492353599468,6629.0,index,1.0,1.0,-1.0,-6.0,-1.0,-1.0,-5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,-1,1,0.0,0,1,1,-861.385265909,861.385265909,861.385265909,-861.385265909,-861.385265909,861.385265909,-861.385265909,861.385265909,-861.385265909,861.385265909,-861.385265909,861.385265909,-861.385265909,-861.385265909,861.385265909,-861.385265909,-861.385265909,861.385265909,861.385265909,-861.385265909,-861.385265909,-861.385265909,861.385265909,-861.385265909,-861.385265909,-861.385265909,-861.385265909,-861.385265909,861.385265909,-861.385265909,-0.0,-0.0,-861.385265909
FLG,LGZ6,128.74,0.7339118975,-0.00209286101853,-1.0,-1.0,1.0,-1.0,1.0,-21.0,2016-08-12,968.470139941,3.0,1.0,1.0,169885.304,-0.00209286101853,128.74,rates,-1.0,1.0,1.0,-21.0,1.0,1.0,-20.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1,1,-1,1.0,1,1,0,-1066.63899109,1066.63899109,-1066.63899109,1066.63899109,1066.63899109,-1066.63899109,-1066.63899109,1066.63899109,-1066.63899109,1066.63899109,-1066.63899109,1066.63899109,-1066.63899109,-1066.63899109,-1066.63899109,1066.63899109,1066.63899109,-1066.63899109,-1066.63899109,-1066.63899109,1066.63899109,-0.0,-1066.63899109,1066.63899109,1066.63899109,1066.63899109,-0.0,1066.63899109,-1066.63899109,1066.63899109,-1066.63899109,-1066.63899109,-1066.63899109
FSS,LLZ6,99.68,0.0195,0.0,1.0,-1.0,1.0,-1.0,1.0,4.0,2016-09-07,32.16525,63.0,8.0,8.0,164422.16,0.0,99.68,rates,-1.0,-1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1,1,1,1,-1,-1,1.0,-1,1,-1,-1,1,-1,-1,-1,-1.0,-1,1,-1,1.0,1,1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
FV,@FVZ6,120.9140625,0.318742022,-0.00225631768953,-1.0,1.0,-1.0,1.0,1.0,-49.0,2016-07-05,318.742022,7.0,1.0,1.0,120914.0625,-0.00225631768953,120.9140625,rates,-1.0,1.0,1.0,-49.0,1.0,1.0,-48.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,,1.0,7.0,1.0,,1.0,7.0,1.0,,1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,1,-1,0.0,0,-1,-1,-1909.74376692,1909.74376692,-1909.74376692,1909.74376692,1909.74376692,-1909.74376692,-1909.74376692,1909.74376692,1909.74376692,-1909.74376692,1909.74376692,-1909.74376692,1909.74376692,1909.74376692,-1909.74376692,1909.74376692,1909.74376692,-1909.74376692,-1909.74376692,1909.74376692,1909.74376692,1909.74376692,-1909.74376692,1909.74376692,1909.74376692,1909.74376692,1909.74376692,1909.74376692,-1909.74376692,1909.74376692,-0.0,-0.0,1909.74376692
GC,QGCZ6,1323.7,14.845,-0.00143331321666,-1.0,1.0,1.0,1.0,1.0,-48.0,2016-07-06,1484.5,2.0,1.0,1.0,132370.0,-0.00143331321666,1323.7,metal,-1.0,1.0,1.0,-48.0,-1.0,1.0,-47.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,1,-1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,-1,1,1.0,0,-1,-1,-1.0,0,-1,0,-379.455340978,379.455340978,379.455340978,-379.455340978,379.455340978,-379.455340978,-379.455340978,379.455340978,379.455340978,-379.455340978,-379.455340978,-379.455340978,379.455340978,379.455340978,-379.455340978,379.455340978,379.455340978,-379.455340978,379.455340978,-379.455340978,379.455340978,-0.0,379.455340978,-379.455340978,379.455340978,-379.455340978,-379.455340978,-0.0,379.455340978,379.455340978,379.455340978,-0.0,379.455340978
HCM,HHIU6,9560.0,161.733284086,-0.00737202782681,-1.0,-1.0,1.0,-1.0,1.0,17.0,2016-08-19,1040.75472385,2.0,1.0,1.0,61518.6615187,-0.00737202782681,9560.0,index,1.0,1.0,1.0,17.0,-1.0,1.0,-2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,1.0,0,1,1,-1.0,0,-1,1,-907.034569167,907.034569167,907.034569167,-907.034569167,-907.034569167,907.034569167,-907.034569167,907.034569167,907.034569167,907.034569167,-907.034569167,907.034569167,-907.034569167,-907.034569167,-907.034569167,907.034569167,907.034569167,-907.034569167,-907.034569167,-907.034569167,-907.034569167,-907.034569167,-907.034569167,-907.034569167,-907.034569167,-907.034569167,-907.034569167,-0.0,-907.034569167,-907.034569167,907.034569167,-0.0,907.034569167
HG,QHGZ6,210.15,2.595,0.000714285714286,1.0,1.0,1.0,-1.0,-1.0,4.0,2016-09-07,648.75,4.0,1.0,1.0,52537.5,0.000714285714286,210.15,metal,1.0,1.0,-1.0,4.0,1.0,-1.0,3.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,,1.0,4.0,1.0,,2.0,4.0,-1.0,,-1,-1,1,-1,1,-1,-1.0,1,1,1,-1,1,1,1,1,1.0,0,1,-1,0.0,-1,-1,1,150.107142857,150.107142857,150.107142857,-150.107142857,150.107142857,-150.107142857,150.107142857,-150.107142857,-150.107142857,150.107142857,150.107142857,-150.107142857,150.107142857,-150.107142857,-150.107142857,150.107142857,-150.107142857,150.107142857,150.107142857,150.107142857,-150.107142857,150.107142857,150.107142857,150.107142857,150.107142857,150.107142857,150.107142857,0.0,150.107142857,-150.107142857,0.0,-150.107142857,-150.107142857
HIC,HSIU6,23247.0,323.333277753,-0.00184628595964,-1.0,-1.0,-1.0,-1.0,1.0,10.0,2016-08-30,2080.65172299,1.0,1.0,1.0,149594.594595,-0.00184628595964,23247.0,index,1.0,1.0,1.0,10.0,-1.0,1.0,-2.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,-1,-1,1,0.0,0,1,1,-1.0,0,-1,1,-276.194399638,276.194399638,276.194399638,-276.194399638,-276.194399638,276.194399638,-276.194399638,276.194399638,276.194399638,276.194399638,276.194399638,276.194399638,-276.194399638,-276.194399638,-276.194399638,276.194399638,276.194399638,-276.194399638,-276.194399638,-276.194399638,-276.194399638,-276.194399638,-276.194399638,276.194399638,276.194399638,-276.194399638,-0.0,-0.0,-276.194399638,-276.194399638,276.194399638,-0.0,276.194399638
HO,QHOX6,1.441,0.0432941535,-0.0142964635064,-1.0,-1.0,1.0,-1.0,-1.0,-17.0,2016-08-18,1818.354447,2.0,1.0,1.0,60522.0,-0.0142964635064,1.441,energy,1.0,1.0,-1.0,-17.0,1.0,-1.0,-16.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,1,1,1,1.0,0,1,1,1.0,0,1,1,-1730.50112867,1730.50112867,-1730.50112867,1730.50112867,-1730.50112867,1730.50112867,-1730.50112867,1730.50112867,-1730.50112867,1730.50112867,-1730.50112867,1730.50112867,-1730.50112867,-1730.50112867,1730.50112867,-1730.50112867,-1730.50112867,1730.50112867,-1730.50112867,1730.50112867,-1730.50112867,-1730.50112867,-1730.50112867,-1730.50112867,-1730.50112867,-1730.50112867,-1730.50112867,-0.0,-1730.50112867,-1730.50112867,-1730.50112867,-0.0,-1730.50112867
JY,@JYU6,0.9737,0.0094625,-0.00860357379219,-1.0,-1.0,1.0,-1.0,1.0,-17.0,2016-08-18,1182.8125,2.0,1.0,1.0,121712.5,-0.00860357379219,0.9737,currency,-1.0,1.0,1.0,-17.0,1.0,1.0,-16.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1,1,-1,1.0,1,1,0,-2094.32495036,2094.32495036,-2094.32495036,2094.32495036,2094.32495036,-2094.32495036,-2094.32495036,2094.32495036,-2094.32495036,2094.32495036,-2094.32495036,2094.32495036,-2094.32495036,-2094.32495036,-2094.32495036,2094.32495036,2094.32495036,-2094.32495036,-2094.32495036,-2094.32495036,2094.32495036,-0.0,-2094.32495036,2094.32495036,2094.32495036,2094.32495036,-0.0,2094.32495036,-2094.32495036,2094.32495036,-2094.32495036,-2094.32495036,-2094.32495036
KC,@KCZ6,148.4,3.46,-0.0165672630881,-1.0,-1.0,1.0,-1.0,-1.0,-4.0,2016-09-07,1297.5,2.0,1.0,1.0,55650.0,-0.0165672630881,148.4,soft,1.0,1.0,-1.0,-4.0,-1.0,-1.0,17.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1,1,1,0.0,0,1,1,-1843.93638171,1843.93638171,1843.93638171,-1843.93638171,-1843.93638171,1843.93638171,-1843.93638171,1843.93638171,-1843.93638171,1843.93638171,-1843.93638171,1843.93638171,-1843.93638171,-1843.93638171,1843.93638171,-1843.93638171,1843.93638171,-1843.93638171,1843.93638171,-1843.93638171,-1843.93638171,-1843.93638171,-1843.93638171,-1843.93638171,-1843.93638171,-1843.93638171,-1843.93638171,-1843.93638171,-1843.93638171,-1843.93638171,-0.0,-0.0,-1843.93638171
KW,@KWZ6,415.75,8.875,-0.0188790560472,-1.0,-1.0,-1.0,1.0,1.0,9.0,2016-08-30,443.75,5.0,1.0,1.0,20787.5,-0.0188790560472,415.75,grain,1.0,1.0,1.0,9.0,1.0,1.0,8.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,,1.0,5.0,-1.0,,2.0,5.0,1.0,,-1,-1,-1,1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,0.0,0,-1,-1,-1962.24188791,1962.24188791,-1962.24188791,1962.24188791,-1962.24188791,1962.24188791,-1962.24188791,1962.24188791,1962.24188791,1962.24188791,1962.24188791,-1962.24188791,1962.24188791,-1962.24188791,-1962.24188791,1962.24188791,-1962.24188791,1962.24188791,-1962.24188791,1962.24188791,1962.24188791,1962.24188791,1962.24188791,1962.24188791,1962.24188791,1962.24188791,1962.24188791,1962.24188791,1962.24188791,-1962.24188791,-0.0,-0.0,1962.24188791
LB,@LBX6,307.8,6.0725291885,-0.0115606936416,-1.0,1.0,1.0,1.0,-1.0,15.0,2016-08-22,667.978210735,3.0,1.0,1.0,33858.0,-0.0115606936416,307.8,soft,1.0,-1.0,-1.0,15.0,1.0,-1.0,-32.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,-1,1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,1,1,0.0,0,-1,-1,0.0,-1,-1,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
LC,@LEV6,104.675,2.18375,-0.009697256386,-1.0,1.0,1.0,-1.0,-1.0,5.0,2016-09-06,873.5,3.0,1.0,1.0,41870.0,-0.009697256386,104.675,meat,1.0,-1.0,-1.0,5.0,1.0,-1.0,4.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,,1.0,3.0,1.0,,2.0,3.0,-1.0,,-1,1,1,-1,1,-1,-1.0,1,1,1,-1,1,1,1,1,0.0,0,1,-1,0.0,-1,-1,1,-1218.07237465,1218.07237465,-1218.07237465,1218.07237465,-1218.07237465,1218.07237465,1218.07237465,-1218.07237465,1218.07237465,-1218.07237465,-1218.07237465,1218.07237465,-1218.07237465,1218.07237465,1218.07237465,-1218.07237465,1218.07237465,-1218.07237465,-1218.07237465,-1218.07237465,1218.07237465,-1218.07237465,-1218.07237465,-1218.07237465,-1218.07237465,-1218.07237465,-0.0,-0.0,-1218.07237465,1218.07237465,-0.0,1218.07237465,1218.07237465
LCO,EBZ6,47.58,1.581,-0.0251997541487,-1.0,-1.0,-1.0,-1.0,-1.0,-17.0,2016-08-19,1581.0,2.0,1.0,1.0,47580.0,-0.0251997541487,47.58,energy,1.0,1.0,-1.0,-17.0,1.0,-1.0,10.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,1,-1,0.0,0,1,1,1.0,0,1,0,-2398.00860479,2398.00860479,-2398.00860479,2398.00860479,-2398.00860479,2398.00860479,-2398.00860479,2398.00860479,-2398.00860479,2398.00860479,2398.00860479,2398.00860479,-2398.00860479,-2398.00860479,2398.00860479,-2398.00860479,2398.00860479,-2398.00860479,-2398.00860479,2398.00860479,-2398.00860479,-0.0,-2398.00860479,2398.00860479,-2398.00860479,2398.00860479,-0.0,-0.0,-2398.00860479,-2398.00860479,-2398.00860479,-0.0,-2398.00860479
LGO,GASZ6,423.0,13.0787733185,-0.0225303292894,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,2016-08-01,1307.87733185,2.0,1.0,1.0,42300.0,-0.0225303292894,423.0,energy,1.0,1.0,-1.0,31.0,-1.0,-1.0,-10.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,1,1.0,-1,-1,-1,1,-1,1,1,1,1.0,1,-1,1,0.0,0,1,0,-1906.06585789,1906.06585789,1906.06585789,-1906.06585789,-1906.06585789,1906.06585789,-1906.06585789,1906.06585789,-1906.06585789,1906.06585789,1906.06585789,1906.06585789,-1906.06585789,-1906.06585789,1906.06585789,-1906.06585789,-1906.06585789,1906.06585789,1906.06585789,1906.06585789,-1906.06585789,-0.0,1906.06585789,-1906.06585789,-1906.06585789,-1906.06585789,-1906.06585789,-1906.06585789,1906.06585789,-1906.06585789,-0.0,-0.0,-1906.06585789
LH,@HEZ6,50.55,1.688905286,-0.045014724371,-1.0,-1.0,-1.0,-1.0,1.0,-7.0,2016-09-01,675.5621144,3.0,1.0,1.0,20220.0,-0.045014724371,50.55,meat,1.0,-1.0,1.0,-7.0,1.0,1.0,-6.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,1,1,0.0,0,-1,-1,-2730.59318035,2730.59318035,-2730.59318035,2730.59318035,-2730.59318035,2730.59318035,2730.59318035,-2730.59318035,2730.59318035,2730.59318035,2730.59318035,2730.59318035,-2730.59318035,-2730.59318035,-2730.59318035,2730.59318035,2730.59318035,-2730.59318035,-2730.59318035,2730.59318035,2730.59318035,2730.59318035,-2730.59318035,2730.59318035,2730.59318035,2730.59318035,2730.59318035,2730.59318035,-2730.59318035,-2730.59318035,-0.0,-0.0,2730.59318035
LRC,LRCX6,1943.0,26.6,0.00882658359294,1.0,1.0,-1.0,1.0,-1.0,-3.0,2016-08-17,266.0,8.0,1.0,1.0,19430.0,0.00882658359294,1943.0,soft,1.0,1.0,-1.0,-3.0,1.0,-1.0,-2.0,-1.0,1.0,8.0,-1.0,1.0,8.0,-1.0,,2.0,8.0,1.0,,2.0,8.0,1.0,,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,-1,1,-1,0.0,0,-1,-1,0.0,-1,-1,-1,1372.00415369,1372.00415369,1372.00415369,-1372.00415369,1372.00415369,-1372.00415369,1372.00415369,-1372.00415369,-1372.00415369,1372.00415369,-1372.00415369,1372.00415369,-1372.00415369,-1372.00415369,-1372.00415369,1372.00415369,1372.00415369,-1372.00415369,-1372.00415369,-1372.00415369,-1372.00415369,-1372.00415369,-1372.00415369,-1372.00415369,1372.00415369,-1372.00415369,0.0,0.0,-1372.00415369,-1372.00415369,0.0,-1372.00415369,-1372.00415369
LSU,QWZ6,557.4,11.0323835935,0.0138232084394,1.0,-1.0,-1.0,-1.0,-1.0,-32.0,2016-07-28,551.619179675,4.0,1.0,1.0,27870.0,0.0138232084394,557.4,soft,1.0,1.0,-1.0,-32.0,1.0,-1.0,-31.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,1,-1,0.0,0,1,1,1.0,0,1,0,1541.01127683,1541.01127683,1541.01127683,-1541.01127683,1541.01127683,-1541.01127683,1541.01127683,-1541.01127683,1541.01127683,-1541.01127683,-1541.01127683,-1541.01127683,1541.01127683,1541.01127683,-1541.01127683,1541.01127683,1541.01127683,-1541.01127683,1541.01127683,-1541.01127683,1541.01127683,0.0,1541.01127683,-1541.01127683,1541.01127683,-1541.01127683,0.0,0.0,1541.01127683,1541.01127683,1541.01127683,0.0,1541.01127683
MEM,@MMEZ6,877.3,15.6711939465,-0.0246803779878,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,2016-09-06,783.559697325,3.0,1.0,1.0,43865.0,-0.0246803779878,877.3,index,1.0,1.0,-1.0,5.0,1.0,-1.0,-6.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,1,-1,0.0,0,1,1,1.0,0,1,0,-3247.8143413,3247.8143413,-3247.8143413,3247.8143413,-3247.8143413,3247.8143413,-3247.8143413,3247.8143413,-3247.8143413,3247.8143413,3247.8143413,3247.8143413,-3247.8143413,-3247.8143413,3247.8143413,-3247.8143413,-3247.8143413,3247.8143413,-3247.8143413,3247.8143413,-3247.8143413,-0.0,-3247.8143413,3247.8143413,-3247.8143413,3247.8143413,-0.0,-0.0,-3247.8143413,-3247.8143413,-3247.8143413,-0.0,-3247.8143413
MFX,IBV6,8697.0,131.810396787,-0.0153726427864,-1.0,-1.0,-1.0,1.0,1.0,29.0,2016-08-03,1478.64903116,2.0,1.0,1.0,97562.946,-0.0153726427864,8697.0,index,1.0,1.0,1.0,29.0,-1.0,1.0,28.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,2.0,2.0,1.0,,-1,-1,-1,1,-1,1,1.0,-1,-1,-1,1,-1,-1,-1,1,0.0,0,-1,1,-1.0,0,-1,0,-2999.60063609,2999.60063609,2999.60063609,-2999.60063609,-2999.60063609,2999.60063609,-2999.60063609,2999.60063609,2999.60063609,2999.60063609,2999.60063609,-2999.60063609,2999.60063609,-2999.60063609,-2999.60063609,2999.60063609,-2999.60063609,2999.60063609,2999.60063609,2999.60063609,-2999.60063609,-0.0,2999.60063609,2999.60063609,2999.60063609,-2999.60063609,-0.0,-0.0,2999.60063609,-2999.60063609,2999.60063609,-0.0,2999.60063609
MP,@PXU6,0.05238,0.0007475,-0.010017010017,-1.0,-1.0,1.0,-1.0,1.0,5.0,2016-09-06,373.75,6.0,1.0,1.0,26190.0,-0.010017010017,0.05238,currency,1.0,1.0,1.0,5.0,-1.0,1.0,4.0,-1.0,1.0,6.0,-1.0,1.0,6.0,1.0,,2.0,6.0,-1.0,,2.0,6.0,-1.0,,-1,-1,1,1,-1,1,1.0,-1,1,1,1,-1,1,1,1,1.0,0,1,1,-1.0,0,-1,1,-1574.07295407,1574.07295407,1574.07295407,-1574.07295407,-1574.07295407,1574.07295407,-1574.07295407,1574.07295407,1574.07295407,1574.07295407,-1574.07295407,1574.07295407,-1574.07295407,-1574.07295407,-1574.07295407,1574.07295407,-1574.07295407,1574.07295407,-1574.07295407,-1574.07295407,-1574.07295407,-1574.07295407,1574.07295407,-1574.07295407,-1574.07295407,-1574.07295407,-1574.07295407,-0.0,-1574.07295407,-1574.07295407,1574.07295407,-0.0,1574.07295407
MW,@MWZ6,493.25,7.425,-0.0115230460922,-1.0,-1.0,1.0,-1.0,1.0,-16.0,2016-08-19,371.25,6.0,1.0,1.0,24662.5,-0.0115230460922,493.25,grain,1.0,1.0,1.0,-16.0,1.0,1.0,-15.0,-1.0,1.0,6.0,-1.0,2.0,6.0,1.0,,2.0,6.0,-1.0,,2.0,6.0,-1.0,,-1,-1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,1,1,0.0,-1,1,1,0.0,0,-1,1,-1705.12274549,1705.12274549,-1705.12274549,1705.12274549,-1705.12274549,1705.12274549,-1705.12274549,1705.12274549,1705.12274549,1705.12274549,-1705.12274549,1705.12274549,-1705.12274549,-1705.12274549,-1705.12274549,1705.12274549,1705.12274549,-1705.12274549,-1705.12274549,-1705.12274549,1705.12274549,-1705.12274549,-1705.12274549,1705.12274549,-1705.12274549,-1705.12274549,-0.0,1705.12274549,-1705.12274549,-1705.12274549,-0.0,-0.0,1705.12274549
NE,@NEU6,0.724,0.00814,-0.0144296215628,-1.0,1.0,1.0,1.0,1.0,11.0,2016-08-26,814.0,3.0,1.0,1.0,72400.0,-0.0144296215628,0.724,currency,1.0,1.0,1.0,11.0,1.0,1.0,10.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,0.0,-1,-1,-1,-1.0,-1,-1,0,-3134.11380343,3134.11380343,-3134.11380343,3134.11380343,-3134.11380343,3134.11380343,-3134.11380343,3134.11380343,3134.11380343,-3134.11380343,-3134.11380343,-3134.11380343,3134.11380343,3134.11380343,-3134.11380343,3134.11380343,-3134.11380343,3134.11380343,-3134.11380343,3134.11380343,3134.11380343,-0.0,3134.11380343,3134.11380343,-3134.11380343,-3134.11380343,-0.0,3134.11380343,3134.11380343,3134.11380343,3134.11380343,3134.11380343,3134.11380343
