2016-09-13 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-13 00:00:00,Close2016-09-13 00:00:00,group,RiskOn,Excess,SEA2016-09-13 00:00:00,SRUN2016-09-13 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-12 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-12 00:00:00,0.5SIG2016-09-09 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-12 00:00:00,0.75SIG2016-09-09 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-12 00:00:00,1SIG2016-09-09 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
NG,QNGX6,2.989,0.091308581,0.00100468854655,1.0,1.0,-1.0,1.0,1.0,5.0,2016-09-06,913.08581,3.0,1.0,1.0,29890.0,0.00100468854655,2.989,energy,1.0,1.0,1.0,5.0,1.0,1.0,-21.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,1,-1,-1.0,-1,-1,-1,90.0904219692,90.0904219692,90.0904219692,-90.0904219692,90.0904219692,-90.0904219692,90.0904219692,-90.0904219692,-90.0904219692,90.0904219692,-90.0904219692,90.0904219692,-90.0904219692,-90.0904219692,90.0904219692,-90.0904219692,-90.0904219692,90.0904219692,90.0904219692,-90.0904219692,-90.0904219692,-90.0904219692,90.0904219692,-90.0904219692,-90.0904219692,-90.0904219692,-90.0904219692,-90.0904219692,90.0904219692,-90.0904219692,-90.0904219692,-90.0904219692,-90.0904219692
NIY,@NKDZ6,16530.0,202.24498377,-0.00750525367757,-1.0,1.0,1.0,1.0,1.0,12.0,2016-08-25,985.887607344,3.0,1.0,1.0,80579.1167008,-0.00750525367757,16530.0,index,1.0,-1.0,1.0,12.0,1.0,1.0,11.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,-1.0,-1,-1,-1,-1.0,-1,-1,0,-1814.30013586,1814.30013586,-1814.30013586,1814.30013586,-1814.30013586,1814.30013586,1814.30013586,-1814.30013586,1814.30013586,-1814.30013586,-1814.30013586,-1814.30013586,1814.30013586,1814.30013586,-1814.30013586,1814.30013586,-1814.30013586,1814.30013586,-1814.30013586,1814.30013586,1814.30013586,-0.0,1814.30013586,1814.30013586,-1814.30013586,-1814.30013586,1814.30013586,1814.30013586,1814.30013586,1814.30013586,1814.30013586,1814.30013586,1814.30013586
NQ,@NQZ6,4724.0,47.0387810005,-0.00818167514488,-1.0,1.0,-1.0,1.0,1.0,23.0,2016-08-10,940.77562001,3.0,1.0,1.0,94480.0,-0.00818167514488,4724.0,index,1.0,1.0,1.0,23.0,1.0,1.0,22.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1,-2319.01400306,2319.01400306,-2319.01400306,2319.01400306,-2319.01400306,2319.01400306,-2319.01400306,2319.01400306,2319.01400306,-2319.01400306,2319.01400306,-2319.01400306,2319.01400306,2319.01400306,-2319.01400306,2319.01400306,-2319.01400306,2319.01400306,-2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306,2319.01400306
O,@OZ6,173.75,4.425,-0.00572246065808,-1.0,1.0,1.0,-1.0,1.0,-26.0,2016-08-05,221.25,10.0,2.0,2.0,8687.5,-0.00572246065808,173.75,grain,1.0,-1.0,1.0,-26.0,-1.0,1.0,-25.0,-1.0,1.0,10.0,-1.0,1.0,10.0,1.0,,1.0,10.0,1.0,,1.0,10.0,-1.0,,-1,1,1,-1,-1,1,-1.0,1,1,1,-1,1,1,1,1,0.0,0,1,1,-1.0,-1,-1,1,-497.138769671,497.138769671,497.138769671,-497.138769671,-497.138769671,497.138769671,497.138769671,-497.138769671,497.138769671,-497.138769671,-497.138769671,497.138769671,-497.138769671,497.138769671,-497.138769671,497.138769671,497.138769671,-497.138769671,-497.138769671,-497.138769671,497.138769671,-497.138769671,-497.138769671,-497.138769671,-497.138769671,-497.138769671,-0.0,-0.0,-497.138769671,-497.138769671,497.138769671,497.138769671,497.138769671
OJ,@OJX6,197.2,5.5512514165,0.0244155844156,1.0,1.0,-1.0,1.0,-1.0,-18.0,2016-08-17,832.687712475,3.0,1.0,1.0,29580.0,0.0244155844156,197.2,soft,1.0,1.0,-1.0,-18.0,-1.0,-1.0,-17.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,1.0,3.0,1.0,,1.0,3.0,1.0,,-1,-1,-1,-1,1,1,1.0,-1,-1,-1,1,-1,1,1,1,1.0,1,-1,1,-1.0,-1,-1,0,2166.63896104,2166.63896104,-2166.63896104,2166.63896104,2166.63896104,-2166.63896104,2166.63896104,-2166.63896104,-2166.63896104,2166.63896104,-2166.63896104,2166.63896104,-2166.63896104,-2166.63896104,-2166.63896104,2166.63896104,2166.63896104,-2166.63896104,-2166.63896104,-2166.63896104,2166.63896104,0.0,-2166.63896104,2166.63896104,2166.63896104,2166.63896104,2166.63896104,2166.63896104,-2166.63896104,2166.63896104,-2166.63896104,-2166.63896104,-2166.63896104
PA,QPAZ6,656.1,19.28060146,-0.000913659205117,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,2016-08-10,1928.060146,2.0,1.0,1.0,65610.0,-0.000913659205117,656.1,metal,1.0,1.0,-1.0,23.0,-1.0,-1.0,22.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1,1,1,0.0,0,1,1,-119.890360895,119.890360895,119.890360895,-119.890360895,-119.890360895,119.890360895,-119.890360895,119.890360895,-119.890360895,119.890360895,119.890360895,119.890360895,-119.890360895,-119.890360895,119.890360895,-119.890360895,119.890360895,-119.890360895,119.890360895,-119.890360895,-119.890360895,-119.890360895,-119.890360895,-119.890360895,-119.890360895,-119.890360895,-119.890360895,-119.890360895,-119.890360895,-119.890360895,-0.0,-0.0,-119.890360895
PL,QPLV6,1036.0,22.94,-0.00661616645891,-1.0,-1.0,1.0,-1.0,-1.0,23.0,2016-08-10,1147.0,2.0,1.0,1.0,51800.0,-0.00661616645891,1036.0,metal,-1.0,1.0,-1.0,23.0,-1.0,-1.0,22.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1,1,1,1.0,1,1,1,-685.434845143,685.434845143,685.434845143,-685.434845143,685.434845143,-685.434845143,-685.434845143,685.434845143,-685.434845143,685.434845143,-685.434845143,685.434845143,-685.434845143,-685.434845143,685.434845143,-685.434845143,685.434845143,-685.434845143,685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143,-685.434845143
RB,QRBV6,1.3765,0.04831,-0.00964098136557,-1.0,-1.0,1.0,-1.0,-1.0,7.0,2016-09-01,2029.02,1.0,1.0,1.0,57813.0,-0.00964098136557,1.3765,energy,1.0,1.0,-1.0,7.0,1.0,-1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,-1,-1,1,1,1,-1,-1.0,1,1,1,1,1,1,1,1,1.0,0,1,1,1.0,0,1,1,-557.374055687,557.374055687,-557.374055687,557.374055687,-557.374055687,557.374055687,-557.374055687,557.374055687,-557.374055687,557.374055687,-557.374055687,557.374055687,-557.374055687,-557.374055687,557.374055687,-557.374055687,557.374055687,-557.374055687,-557.374055687,-557.374055687,-557.374055687,-557.374055687,-557.374055687,-557.374055687,-557.374055687,-557.374055687,-557.374055687,-0.0,-557.374055687,-557.374055687,-557.374055687,-0.0,-557.374055687
RR,@RRX6,9.615,0.250174305,-0.0128336755647,-1.0,-1.0,1.0,-1.0,1.0,-15.0,2016-08-22,500.34861,4.0,1.0,1.0,19230.0,-0.0128336755647,9.615,grain,1.0,-1.0,1.0,-15.0,1.0,1.0,-14.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,-1,1,1,1,-1,-1,-1.0,1,1,1,-1,1,-1,1,1,-1.0,-1,1,1,0.0,0,-1,1,-987.166324435,987.166324435,-987.166324435,987.166324435,-987.166324435,987.166324435,987.166324435,-987.166324435,987.166324435,987.166324435,-987.166324435,987.166324435,-987.166324435,-987.166324435,-987.166324435,987.166324435,987.166324435,-987.166324435,-987.166324435,-987.166324435,987.166324435,-987.166324435,-987.166324435,987.166324435,-987.166324435,-987.166324435,987.166324435,987.166324435,-987.166324435,-987.166324435,-0.0,-0.0,987.166324435
RS,@RSX6,456.5,7.29,-0.00566325419299,-1.0,-1.0,-1.0,1.0,-1.0,12.0,2016-08-25,110.706150342,19.0,3.0,3.0,6932.4221716,-0.00566325419299,456.5,grain,1.0,-1.0,-1.0,12.0,-1.0,-1.0,11.0,1.0,1.0,19.0,1.0,1.0,19.0,-1.0,,1.0,19.0,-1.0,,2.0,19.0,1.0,,-1,1,-1,1,1,1,-1.0,1,-1,1,1,-1,1,1,1,0.0,1,-1,1,0.0,0,1,1,-745.941309687,745.941309687,745.941309687,-745.941309687,-745.941309687,745.941309687,745.941309687,-745.941309687,-745.941309687,745.941309687,745.941309687,-745.941309687,745.941309687,-745.941309687,745.941309687,-745.941309687,745.941309687,-745.941309687,745.941309687,-745.941309687,-745.941309687,-745.941309687,745.941309687,-745.941309687,-745.941309687,-745.941309687,-0.0,-745.941309687,745.941309687,-745.941309687,-0.0,-0.0,-745.941309687
S,@SX6,944.0,17.6,-0.0210007778066,-1.0,-1.0,-1.0,-1.0,-1.0,-18.0,2016-08-17,880.0,3.0,1.0,1.0,47200.0,-0.0210007778066,944.0,grain,1.0,-1.0,-1.0,-18.0,-1.0,-1.0,-17.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,1,1,1,1,1,1.0,-1,-1,-1,1,-1,1,1,1,0.0,1,-1,1,0.0,0,1,0,-2973.71013741,2973.71013741,2973.71013741,-2973.71013741,-2973.71013741,2973.71013741,2973.71013741,-2973.71013741,-2973.71013741,2973.71013741,2973.71013741,2973.71013741,-2973.71013741,-2973.71013741,2973.71013741,-2973.71013741,-2973.71013741,2973.71013741,2973.71013741,2973.71013741,-2973.71013741,-0.0,2973.71013741,-2973.71013741,-2973.71013741,-2973.71013741,-0.0,-2973.71013741,2973.71013741,-2973.71013741,-0.0,-0.0,-2973.71013741
SB,@SBH7,20.96,0.544933548,0.0052757793765,1.0,-1.0,-1.0,-1.0,-1.0,-32.0,2016-07-28,610.32557376,4.0,1.0,1.0,23475.2,0.0052757793765,20.96,soft,1.0,1.0,-1.0,-32.0,1.0,-1.0,12.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,1,-1,0.0,0,1,1,1.0,0,1,0,495.399904077,495.399904077,495.399904077,-495.399904077,495.399904077,-495.399904077,495.399904077,-495.399904077,495.399904077,-495.399904077,-495.399904077,-495.399904077,495.399904077,495.399904077,-495.399904077,495.399904077,-495.399904077,495.399904077,495.399904077,-495.399904077,495.399904077,0.0,495.399904077,-495.399904077,495.399904077,-495.399904077,0.0,0.0,495.399904077,495.399904077,495.399904077,0.0,495.399904077
SF,@SFU6,1.0231,0.007375,-0.00592693354061,-1.0,-1.0,-1.0,-1.0,1.0,-17.0,2016-08-18,921.875,3.0,1.0,1.0,127887.5,-0.00592693354061,1.0231,currency,1.0,1.0,1.0,-17.0,1.0,1.0,-16.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,2.0,3.0,-1.0,,-1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,1,1,0.0,0,-1,-1,-2273.94213953,2273.94213953,-2273.94213953,2273.94213953,-2273.94213953,2273.94213953,-2273.94213953,2273.94213953,2273.94213953,2273.94213953,2273.94213953,2273.94213953,-2273.94213953,-2273.94213953,-2273.94213953,2273.94213953,2273.94213953,-2273.94213953,-2273.94213953,2273.94213953,2273.94213953,2273.94213953,-2273.94213953,2273.94213953,2273.94213953,2273.94213953,2273.94213953,2273.94213953,-2273.94213953,-2273.94213953,-0.0,-0.0,2273.94213953
SI,QSIZ6,1897.5,46.2214047145,-0.00131578947368,-1.0,1.0,-1.0,1.0,1.0,-5.0,2016-09-06,2311.07023572,1.0,1.0,1.0,94875.0,-0.00131578947368,1897.5,metal,-1.0,1.0,1.0,-5.0,-1.0,1.0,11.0,-1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0,-1,-1,-1.0,0,-1,-1,-124.835526316,124.835526316,124.835526316,-124.835526316,124.835526316,-124.835526316,-124.835526316,124.835526316,124.835526316,-124.835526316,124.835526316,-124.835526316,124.835526316,124.835526316,-124.835526316,124.835526316,-124.835526316,124.835526316,124.835526316,124.835526316,124.835526316,124.835526316,124.835526316,124.835526316,124.835526316,124.835526316,-0.0,-0.0,124.835526316,124.835526316,124.835526316,-0.0,124.835526316
SIN,INU6,8775.0,87.434461026,0.00440679906141,1.0,-1.0,1.0,-1.0,-1.0,26.0,2016-08-08,174.868922052,12.0,2.0,2.0,17550.0,0.00440679906141,8775.0,index,1.0,1.0,-1.0,26.0,-1.0,-1.0,25.0,1.0,1.0,12.0,1.0,1.0,12.0,1.0,,2.0,12.0,-1.0,,2.0,12.0,-1.0,,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1,1,1,0.0,0,1,1,928.071882333,928.071882333,-928.071882333,928.071882333,928.071882333,-928.071882333,928.071882333,-928.071882333,928.071882333,-928.071882333,928.071882333,-928.071882333,928.071882333,928.071882333,-928.071882333,928.071882333,-928.071882333,928.071882333,-928.071882333,928.071882333,928.071882333,928.071882333,928.071882333,928.071882333,928.071882333,928.071882333,928.071882333,928.071882333,928.071882333,928.071882333,0.0,0.0,928.071882333
SJB,BBZ6,151.54,0.2677236775,0.00112307590672,1.0,-1.0,1.0,-1.0,-1.0,-34.0,2016-07-27,261.015577167,8.0,1.0,1.0,147743.004777,0.00112307590672,151.54,rates,-1.0,1.0,-1.0,-34.0,-1.0,-1.0,-33.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,,1.0,8.0,-1.0,,1.0,8.0,-1.0,,1,-1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,-1,1,1.0,1,1,1,1327.41287241,1327.41287241,-1327.41287241,1327.41287241,-1327.41287241,1327.41287241,1327.41287241,-1327.41287241,1327.41287241,-1327.41287241,1327.41287241,-1327.41287241,1327.41287241,1327.41287241,-1327.41287241,1327.41287241,1327.41287241,-1327.41287241,-1327.41287241,1327.41287241,1327.41287241,1327.41287241,-1327.41287241,1327.41287241,1327.41287241,1327.41287241,1327.41287241,1327.41287241,-1327.41287241,1327.41287241,1327.41287241,1327.41287241,1327.41287241
SM,@SMZ6,306.1,6.575,-0.0185957037512,-1.0,-1.0,1.0,-1.0,-1.0,-25.0,2016-08-08,657.5,4.0,1.0,1.0,30610.0,-0.0185957037512,306.1,grain,1.0,-1.0,-1.0,-25.0,-1.0,-1.0,-24.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,2.0,4.0,-1.0,,2.0,4.0,-1.0,,-1,1,1,1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1,-1,1,0.0,0,1,1,-2276.8579673,2276.8579673,2276.8579673,-2276.8579673,-2276.8579673,2276.8579673,2276.8579673,-2276.8579673,-2276.8579673,2276.8579673,-2276.8579673,2276.8579673,-2276.8579673,-2276.8579673,2276.8579673,-2276.8579673,-2276.8579673,2276.8579673,2276.8579673,-2276.8579673,-2276.8579673,-2276.8579673,2276.8579673,-2276.8579673,-2276.8579673,-2276.8579673,-2276.8579673,-2276.8579673,2276.8579673,-2276.8579673,-0.0,-0.0,-2276.8579673
SMI,SWZ6,8160.0,83.3178885645,-0.000976562500068,-1.0,-1.0,-1.0,-1.0,1.0,14.0,2016-08-24,852.967737147,3.0,1.0,1.0,83538.0835381,-0.000976562500068,8160.0,index,1.0,1.0,1.0,14.0,-1.0,1.0,13.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,,1.0,3.0,-1.0,,1.0,3.0,-1.0,,-1,-1,1,1,-1,1,1.0,-1,1,-1,1,-1,-1,-1,1,0.0,0,-1,1,-1.0,0,-1,1,-244.740479133,244.740479133,244.740479133,-244.740479133,-244.740479133,244.740479133,-244.740479133,244.740479133,244.740479133,244.740479133,244.740479133,244.740479133,-244.740479133,-244.740479133,-244.740479133,244.740479133,-244.740479133,244.740479133,-244.740479133,244.740479133,-244.740479133,-244.740479133,244.740479133,244.740479133,244.740479133,-244.740479133,-0.0,-0.0,244.740479133,-244.740479133,244.740479133,-0.0,244.740479133
SSG,SSU6,310.0,3.9803182965,0.00404858299595,1.0,-1.0,1.0,-1.0,-1.0,37.0,2016-07-21,594.077357687,4.0,1.0,1.0,46268.6567164,0.00404858299595,310.0,index,1.0,-1.0,-1.0,37.0,-1.0,-1.0,35.0,1.0,1.0,4.0,1.0,1.0,4.0,,1.0,2.0,4.0,,-1.0,2.0,4.0,,-1.0,-1,1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1,1,1,0.0,0,1,1,749.28998731,749.28998731,-749.28998731,749.28998731,749.28998731,-749.28998731,-749.28998731,749.28998731,749.28998731,-749.28998731,749.28998731,-749.28998731,749.28998731,749.28998731,-749.28998731,749.28998731,-749.28998731,749.28998731,-749.28998731,749.28998731,749.28998731,749.28998731,749.28998731,749.28998731,749.28998731,749.28998731,749.28998731,749.28998731,749.28998731,749.28998731,0.0,0.0,749.28998731
STW,TWU6,331.6,4.6000455085,0.000905523694537,1.0,-1.0,1.0,-1.0,-1.0,-4.0,2016-09-07,460.00455085,5.0,1.0,1.0,33160.0,0.000905523694537,331.6,index,1.0,1.0,-1.0,-4.0,-1.0,-1.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,,2.0,5.0,-1.0,,2.0,5.0,-1.0,,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1,1,1,0.0,0,1,1,150.135828554,150.135828554,-150.135828554,150.135828554,150.135828554,-150.135828554,150.135828554,-150.135828554,150.135828554,-150.135828554,150.135828554,-150.135828554,150.135828554,150.135828554,-150.135828554,150.135828554,-150.135828554,150.135828554,-150.135828554,150.135828554,150.135828554,150.135828554,150.135828554,150.135828554,150.135828554,150.135828554,150.135828554,150.135828554,150.135828554,150.135828554,0.0,0.0,150.135828554
SXE,EXZ6,2959.0,45.473848741,-0.0119561607424,-1.0,1.0,-1.0,1.0,1.0,18.0,2016-08-18,510.125635177,4.0,1.0,1.0,33194.062,-0.0119561607424,2959.0,index,1.0,1.0,1.0,18.0,-1.0,1.0,28.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,,2.0,4.0,1.0,,2.0,4.0,1.0,,-1,-1,-1,-1,-1,1,1.0,-1,-1,-1,-1,-1,-1,-1,1,0.0,0,-1,1,-1.0,-1,-1,-1,-1587.49416386,1587.49416386,1587.49416386,-1587.49416386,-1587.49416386,1587.49416386,-1587.49416386,1587.49416386,1587.49416386,-1587.49416386,1587.49416386,-1587.49416386,1587.49416386,1587.49416386,-1587.49416386,1587.49416386,-1587.49416386,1587.49416386,1587.49416386,1587.49416386,1587.49416386,1587.49416386,1587.49416386,1587.49416386,1587.49416386,-1587.49416386,-0.0,-0.0,1587.49416386,-1587.49416386,1587.49416386,1587.49416386,1587.49416386
TF,@TFSZ6,1208.5,15.664496661,-0.0190861302091,-1.0,1.0,-1.0,1.0,-1.0,28.0,2016-08-04,1566.4496661,2.0,1.0,1.0,120850.0,-0.0190861302091,1208.5,index,1.0,1.0,-1.0,28.0,1.0,-1.0,27.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,1,-1,0.0,0,-1,-1,0.0,-1,-1,-1,-4613.11767155,4613.11767155,-4613.11767155,4613.11767155,-4613.11767155,4613.11767155,-4613.11767155,4613.11767155,4613.11767155,-4613.11767155,4613.11767155,-4613.11767155,4613.11767155,4613.11767155,4613.11767155,-4613.11767155,4613.11767155,-4613.11767155,4613.11767155,4613.11767155,4613.11767155,4613.11767155,-4613.11767155,4613.11767155,-4613.11767155,4613.11767155,-0.0,-0.0,4613.11767155,4613.11767155,-0.0,4613.11767155,4613.11767155
TU,@TUZ6,109.1015625,0.098790912,-0.000644053241735,-1.0,1.0,1.0,1.0,1.0,-49.0,2016-07-05,197.581824,11.0,2.0,2.0,218203.125,-0.000644053241735,109.1015625,rates,-1.0,1.0,1.0,-49.0,1.0,1.0,-48.0,-1.0,1.0,11.0,-1.0,1.0,11.0,1.0,,2.0,11.0,1.0,,2.0,11.0,1.0,,1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,-1,1,-1,0.0,0,-1,0,-1545.87873014,1545.87873014,-1545.87873014,1545.87873014,1545.87873014,-1545.87873014,-1545.87873014,1545.87873014,1545.87873014,-1545.87873014,-1545.87873014,-1545.87873014,1545.87873014,1545.87873014,-1545.87873014,1545.87873014,1545.87873014,-1545.87873014,-1545.87873014,-1545.87873014,1545.87873014,-0.0,-1545.87873014,1545.87873014,1545.87873014,1545.87873014,-0.0,1545.87873014,-1545.87873014,1545.87873014,-0.0,-0.0,1545.87873014
TY,@TYZ6,129.984375,0.548979405,-0.00395114942529,-1.0,-1.0,-1.0,-1.0,1.0,-49.0,2016-07-05,548.979405,4.0,1.0,1.0,129984.375,-0.00395114942529,129.984375,rates,-1.0,1.0,1.0,-49.0,1.0,1.0,-48.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,,1.0,4.0,-1.0,,1.0,4.0,-1.0,,1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1,1,-1,1.0,1,1,-1,-2054.35075431,2054.35075431,-2054.35075431,2054.35075431,2054.35075431,-2054.35075431,-2054.35075431,2054.35075431,-2054.35075431,2054.35075431,2054.35075431,2054.35075431,-2054.35075431,-2054.35075431,-2054.35075431,2054.35075431,2054.35075431,-2054.35075431,-2054.35075431,2054.35075431,2054.35075431,2054.35075431,-2054.35075431,2054.35075431,2054.35075431,2054.35075431,2054.35075431,2054.35075431,-2054.35075431,2054.35075431,-2054.35075431,-2054.35075431,-2054.35075431
US,@USZ6,165.28125,1.576867496,-0.00899381675098,-1.0,-1.0,1.0,-1.0,1.0,-46.0,2016-07-08,1576.867496,2.0,1.0,1.0,165281.25,-0.00899381675098,165.28125,rates,-1.0,1.0,1.0,-46.0,-1.0,1.0,-45.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,-1,1,1.0,0,1,1,0.0,1,1,1,-2973.01854975,2973.01854975,2973.01854975,-2973.01854975,2973.01854975,-2973.01854975,-2973.01854975,2973.01854975,-2973.01854975,2973.01854975,-2973.01854975,2973.01854975,-2973.01854975,-2973.01854975,-2973.01854975,2973.01854975,2973.01854975,-2973.01854975,-2973.01854975,-2973.01854975,-2973.01854975,-2973.01854975,-2973.01854975,-2973.01854975,2973.01854975,-2973.01854975,-2973.01854975,-0.0,-2973.01854975,-2973.01854975,-0.0,-2973.01854975,-2973.01854975
VX,@VXV6,18.325,0.982727144,0.159869494282,1.0,1.0,-1.0,1.0,-1.0,4.0,2016-09-07,982.727144,3.0,1.0,1.0,18325.0,0.159869494282,18.325,index,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,1,1,-1,-1,1,1,-1.0,1,-1,1,1,-1,1,-1,-1,0.0,1,-1,-1,0.0,0,1,0,8788.82544816,8788.82544816,-8788.82544816,8788.82544816,-8788.82544816,8788.82544816,-8788.82544816,8788.82544816,8788.82544816,8788.82544816,-8788.82544816,8788.82544816,-8788.82544816,-8788.82544816,-8788.82544816,8788.82544816,-8788.82544816,8788.82544816,-8788.82544816,8788.82544816,8788.82544816,0.0,-8788.82544816,8788.82544816,-8788.82544816,-8788.82544816,0.0,8788.82544816,-8788.82544816,-8788.82544816,0.0,0.0,8788.82544816
W,@WZ6,401.0,9.125,-0.0201588271228,-1.0,-1.0,-1.0,1.0,-1.0,-16.0,2016-08-19,456.25,5.0,1.0,1.0,20050.0,-0.0201588271228,401.0,grain,1.0,1.0,-1.0,-16.0,1.0,-1.0,7.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,,1.0,5.0,-1.0,,2.0,5.0,1.0,,-1,-1,-1,1,1,-1,-1.0,1,-1,-1,1,1,-1,1,-1,0.0,0,-1,1,1.0,0,1,-1,-2020.92241906,2020.92241906,-2020.92241906,2020.92241906,-2020.92241906,2020.92241906,-2020.92241906,2020.92241906,-2020.92241906,2020.92241906,2020.92241906,-2020.92241906,2020.92241906,-2020.92241906,2020.92241906,-2020.92241906,2020.92241906,-2020.92241906,2020.92241906,2020.92241906,-2020.92241906,2020.92241906,-2020.92241906,2020.92241906,-2020.92241906,2020.92241906,-0.0,-0.0,2020.92241906,-2020.92241906,-2020.92241906,-0.0,-2020.92241906
