2017-06-06 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-06-06 00:00:00,Close2017-06-06 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-06-06 00:00:00,LastSRUN,SRUN2017-06-06 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-06-05 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-06-02 00:00:00,0.5SIG2017-06-05 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-06-02 00:00:00,0.75SIG2017-06-05 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-06-02 00:00:00,1SIG2017-06-05 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACN7,1.559,0.028023231,0.000641848523748,1.0,1.0,-1.0,1.0,-1.0,11.0,2017-05-17,812.673699,1.0,1.0,1.0,45211.0,1.0,0.000641848523748,1.559,energy,1.0,1.0,2017-05-17,1.0,1.0,13.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
AD,@ADM7,0.7507,0.00558,0.00267129691465,1.0,-1.0,-1.0,-1.0,1.0,-17.0,2017-05-09,558.0,1.0,1.0,1.0,75070.0,1.0,0.00267129691465,0.7507,currency,1.0,1.0,2017-05-09,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,200.534259383,200.534259383,200.534259383,-200.534259383,200.534259383,-200.534259383,200.534259383,-200.534259383,200.534259383,-200.534259383,-200.534259383,-200.534259383,200.534259383,200.534259383,200.534259383,200.534259383,200.534259383,-200.534259383,200.534259383,-200.534259383,200.534259383,-200.534259383,-200.534259383,-200.534259383,0.0,-200.534259383,-200.534259383,-200.534259383,-200.534259383,-200.534259383,0.0,-200.534259383,0.0,200.534259383,-200.534259383
AEX,AEXM7,521.55,3.9767404325,-0.00505532239603,-1.0,1.0,-1.0,1.0,-1.0,-29.0,2017-04-24,896.834502337,1.0,1.0,1.0,117619.956,0.886839304718,-0.00505532239603,521.55,index,1.0,1.0,2017-05-16,-1.0,-1.0,15.0,15.0,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,,-1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
BO,@BON7,31.39,0.524,0.0025550942191,1.0,-1.0,-1.0,-1.0,-1.0,12.0,2017-05-17,314.4,3.0,1.0,1.0,18834.0,1.0,0.0025550942191,31.39,grain,1.0,1.0,2017-05-17,-1.0,-1.0,13.0,13.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,-1.0,1.0,3.0,,-1.0,1.0,3.0,,-1.0,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,144.367933568,144.367933568,144.367933568,-144.367933568,144.367933568,-144.367933568,144.367933568,-144.367933568,144.367933568,-144.367933568,-144.367933568,-144.367933568,144.367933568,144.367933568,144.367933568,-144.367933568,-144.367933568,144.367933568,-144.367933568,144.367933568,144.367933568,-144.367933568,144.367933568,0.0,144.367933568,144.367933568,144.367933568,-144.367933568,144.367933568,0.0,144.367933568,-144.367933568,144.367933568,144.367933568,144.367933568
BP,@BPM7,1.2893,0.00881,-0.00147149938042,-1.0,-1.0,-1.0,-1.0,1.0,-22.0,2017-05-02,550.625,1.0,1.0,1.0,80581.25,1.0,-0.00147149938042,1.2893,currency,1.0,1.0,2017-05-02,1.0,1.0,-24.0,-24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-118.575259449,118.575259449,-118.575259449,118.575259449,-118.575259449,118.575259449,-118.575259449,118.575259449,-118.575259449,118.575259449,118.575259449,118.575259449,-118.575259449,-118.575259449,-118.575259449,-118.575259449,-118.575259449,118.575259449,-118.575259449,118.575259449,-118.575259449,118.575259449,118.575259449,118.575259449,-0.0,118.575259449,118.575259449,118.575259449,118.575259449,118.575259449,-0.0,118.575259449,-0.0,-118.575259449,118.575259449
C,@CN7,377.25,5.5625,0.0113941018767,1.0,-1.0,-1.0,1.0,1.0,-30.0,2017-04-21,278.125,3.0,1.0,1.0,18862.5,1.0,0.0113941018767,377.25,grain,1.0,1.0,2017-05-02,1.0,1.0,-24.0,-24.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,-1.0,1.0,3.0,,-1.0,1.0,3.0,,1.0,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,644.763739946,644.763739946,644.763739946,-644.763739946,644.763739946,-644.763739946,644.763739946,-644.763739946,644.763739946,-644.763739946,-644.763739946,644.763739946,-644.763739946,644.763739946,644.763739946,644.763739946,644.763739946,-644.763739946,644.763739946,-644.763739946,644.763739946,-644.763739946,-644.763739946,-644.763739946,0.0,-644.763739946,-644.763739946,-644.763739946,-644.763739946,-644.763739946,0.0,644.763739946,0.0,644.763739946,-644.763739946
CC,@CCN7,1975.0,59.2,-0.00653923541247,-1.0,-1.0,1.0,-1.0,1.0,5.0,2017-05-25,592.0,1.0,1.0,1.0,19750.0,1.0,-0.00653923541247,1975.0,soft,1.0,1.0,2017-05-25,1.0,1.0,7.0,7.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CD,@CDM7,0.74325,0.00427,0.00121236613457,1.0,1.0,1.0,1.0,1.0,4.0,2017-05-26,427.0,2.0,1.0,1.0,74325.0,1.0,0.00121236613457,0.74325,currency,1.0,1.0,2017-05-26,1.0,1.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,180.218225904,180.218225904,180.218225904,-180.218225904,180.218225904,-180.218225904,180.218225904,-180.218225904,180.218225904,180.218225904,180.218225904,180.218225904,-180.218225904,-180.218225904,-180.218225904,180.218225904,180.218225904,-180.218225904,180.218225904,-180.218225904,180.218225904,180.218225904,-180.218225904,180.218225904,180.218225904,0.0,180.218225904,180.218225904,-180.218225904,0.0,-180.218225904,180.218225904,180.218225904,180.218225904,-180.218225904
CGB,CBU7,145.43,0.523383505,0.000550395596835,1.0,1.0,-1.0,1.0,-1.0,16.0,2017-05-10,388.930300216,2.0,1.0,1.0,108070.149365,1.3457,0.000550395596835,145.43,rates,-1.0,1.0,2017-05-10,1.0,1.0,18.0,18.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CL,QCLN7,48.19,1.4109622705,0.0166666666667,1.0,-1.0,1.0,-1.0,-1.0,7.0,2017-05-23,1410.9622705,1.0,1.0,1.0,48190.0,1.0,0.0166666666667,48.19,energy,1.0,1.0,2017-05-23,-1.0,-1.0,9.0,9.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,803.166666667,803.166666667,-803.166666667,803.166666667,803.166666667,-803.166666667,803.166666667,-803.166666667,803.166666667,-803.166666667,803.166666667,-803.166666667,803.166666667,803.166666667,-803.166666667,-803.166666667,-803.166666667,803.166666667,803.166666667,-803.166666667,-803.166666667,803.166666667,803.166666667,803.166666667,803.166666667,803.166666667,803.166666667,803.166666667,803.166666667,803.166666667,803.166666667,803.166666667,0.0,0.0,803.166666667
