2016-09-26 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-26 00:00:00,Close2016-09-26 00:00:00,group,RiskOn,Excess,SEA2016-09-26 00:00:00,SRUN2016-09-26 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-23 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-23 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-23 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-23 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
CT,@CTZ6,70.08,1.488,0.000142714428429,1.0,-1.0,-1.0,-1.0,-1.0,10.0,2016-09-12,744.0,3.0,1.0,1.0,35040.0,0.000142714428429,70.08,soft,1.0,1.0,-1.0,10.0,-1.0,-1.0,9.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,1,1,-1.0,1,-1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0,1,1,15.0021407164,15.0021407164,-15.0021407164,15.0021407164,15.0021407164,-15.0021407164,15.0021407164,-15.0021407164,15.0021407164,-15.0021407164,-15.0021407164,-15.0021407164,15.0021407164,15.0021407164,-15.0021407164,15.0021407164,-15.0021407164,15.0021407164,-15.0021407164,15.0021407164,15.0021407164,15.0021407164,15.0021407164,15.0021407164,15.0021407164,15.0021407164,15.0021407164,15.0021407164,15.0021407164,15.0021407164,0.0,0.0,15.0021407164
CU,@EUZ6,1.12955,0.006944873,0.0021292640731,1.0,1.0,1.0,1.0,1.0,-26.0,2016-08-18,868.109125,3.0,1.0,1.0,141193.75,0.0021292640731,1.12955,currency,1.0,1.0,1.0,-26.0,1.0,1.0,-25.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,-1,-1,0,901.916337666,901.916337666,901.916337666,-901.916337666,901.916337666,-901.916337666,901.916337666,-901.916337666,901.916337666,901.916337666,901.916337666,901.916337666,-901.916337666,-901.916337666,901.916337666,-901.916337666,-901.916337666,901.916337666,901.916337666,901.916337666,-901.916337666,0.0,901.916337666,-901.916337666,-901.916337666,-901.916337666,0.0,0.0,-901.916337666,0.0,-901.916337666,-901.916337666,-901.916337666
DX,@DXZ6,95.21,0.5725229,-0.00190791680644,-1.0,1.0,1.0,1.0,1.0,-27.0,2016-08-18,572.5229,4.0,1.0,1.0,95210.0,-0.00190791680644,95.21,currency,-1.0,-1.0,1.0,-27.0,1.0,-1.0,-26.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,1,-1,-1,0.0,0.0,-1.0,-1.0,1.0,0,1,-1,-726.611036565,726.611036565,-726.611036565,726.611036565,726.611036565,-726.611036565,726.611036565,-726.611036565,726.611036565,-726.611036565,-726.611036565,-726.611036565,726.611036565,726.611036565,726.611036565,-726.611036565,-726.611036565,726.611036565,726.611036565,726.611036565,726.611036565,726.611036565,726.611036565,-726.611036565,726.611036565,726.611036565,-0.0,-0.0,726.611036565,726.611036565,-726.611036565,-0.0,-726.611036565
EBL,BDZ6,165.5,0.732788891,0.0028479670363,1.0,1.0,1.0,1.0,-1.0,9.0,2016-09-13,824.607339042,3.0,1.0,1.0,186237.15,0.0028479670363,165.5,rates,-1.0,1.0,-1.0,9.0,-1.0,1.0,8.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,-1,-1,1.0,0.0,-1.0,0.0,-1.0,0,-1,-1,1591.1917924,1591.1917924,-1591.1917924,1591.1917924,-1591.1917924,1591.1917924,1591.1917924,-1591.1917924,0.0,1591.1917924,1591.1917924,1591.1917924,-1591.1917924,-1591.1917924,1591.1917924,-1591.1917924,1591.1917924,-1591.1917924,-1591.1917924,1591.1917924,-1591.1917924,-1591.1917924,-1591.1917924,1591.1917924,-1591.1917924,-1591.1917924,1591.1917924,0.0,-1591.1917924,0.0,-1591.1917924,0.0,-1591.1917924
EBM,BLZ6,132.03,0.20106928,0.000909711166705,1.0,1.0,1.0,1.0,-1.0,6.0,2016-09-16,226.263260784,9.0,2.0,2.0,148573.359,0.000909711166705,132.03,rates,-1.0,1.0,-1.0,6.0,-1.0,1.0,5.0,0.0,1.0,9.0,0.0,1.0,9.0,1.0,1.0,9.0,1.0,2.0,9.0,1.0,1,-1,-1,-1,-1,1,1.0,-1,-1,1,-1,-1,1,-1,-1,1.0,0.0,-1.0,0.0,-1.0,0,-1,-1,1216.42959381,1216.42959381,-1216.42959381,1216.42959381,-1216.42959381,1216.42959381,1216.42959381,-1216.42959381,0.0,1216.42959381,1216.42959381,1216.42959381,-1216.42959381,-1216.42959381,1216.42959381,-1216.42959381,1216.42959381,-1216.42959381,-1216.42959381,1216.42959381,-1216.42959381,-1216.42959381,-1216.42959381,1216.42959381,-1216.42959381,-1216.42959381,1216.42959381,0.0,-1216.42959381,0.0,-1216.42959381,0.0,-1216.42959381
EBS,EZZ6,112.11,0.0412497555,0.000178428048889,1.0,-1.0,-1.0,1.0,-1.0,9.0,2016-09-13,46.4183498641,44.0,6.0,6.0,126157.383,0.000178428048889,112.11,rates,-1.0,1.0,-1.0,9.0,1.0,-1.0,8.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1,-1,-1,1,1,-1,-1.0,1,-1,-1,1,1,-1,1,-1,0.0,-1.0,0.0,0.0,1.0,1,1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
ED,@EDZ6,99.095,0.02925,0.000151392813888,1.0,-1.0,-1.0,-1.0,-1.0,-29.0,2016-08-15,73.125,28.0,4.0,4.0,247737.5,0.000151392813888,99.095,rates,-1.0,1.0,-1.0,-29.0,1.0,-1.0,-28.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,1,-1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,1,-1,0.0,-1.0,0.0,0.0,1.0,1,1,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
EMD,@EMDZ6,1538.3,19.5323989855,-0.00562378797673,-1.0,1.0,1.0,1.0,-1.0,-6.0,2016-09-16,1953.23989855,2.0,1.0,1.0,153830.0,-0.00562378797673,1538.3,index,1.0,1.0,-1.0,-6.0,-1.0,-1.0,-5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1,-1,-1,-1,1,1,1.0,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,0.0,-1.0,-1,-1,1,-1730.21460892,1730.21460892,1730.21460892,-1730.21460892,-1730.21460892,1730.21460892,-1730.21460892,1730.21460892,-1730.21460892,-1730.21460892,-1730.21460892,-1730.21460892,1730.21460892,1730.21460892,1730.21460892,-1730.21460892,-1730.21460892,1730.21460892,1730.21460892,-1730.21460892,-1730.21460892,-1730.21460892,1730.21460892,-1730.21460892,-1730.21460892,-1730.21460892,-1730.21460892,-1730.21460892,-1730.21460892,-0.0,1730.21460892,1730.21460892,1730.21460892
ES,@ESZ6,2139.75,22.811564886,-0.00845690454124,-1.0,-1.0,-1.0,1.0,-1.0,-6.0,2016-09-16,1140.5782443,2.0,1.0,1.0,106987.5,-0.00845690454124,2139.75,index,1.0,1.0,-1.0,-6.0,-1.0,-1.0,-5.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,-1,-1,-1,1,1,1,1.0,-1,-1,-1,1,-1,1,1,1,1.0,1.0,1.0,0.0,0.0,0,1,0,-1809.56614921,1809.56614921,1809.56614921,-1809.56614921,-1809.56614921,1809.56614921,-1809.56614921,1809.56614921,-0.0,1809.56614921,1809.56614921,-1809.56614921,1809.56614921,-1809.56614921,1809.56614921,-1809.56614921,-1809.56614921,1809.56614921,1809.56614921,1809.56614921,-1809.56614921,-0.0,1809.56614921,-1809.56614921,-1809.56614921,-1809.56614921,-1809.56614921,-1809.56614921,-1809.56614921,-0.0,-0.0,-0.0,-1809.56614921
FC,@GFV6,131.05,3.32125,-0.0100094428706,-1.0,-1.0,-1.0,-1.0,-1.0,-11.0,2016-09-09,1660.625,2.0,1.0,1.0,65525.0,-0.0100094428706,131.05,meat,1.0,-1.0,-1.0,-11.0,1.0,-1.0,-10.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,-1,1,1,1,1,-1,1.0,-1,1,-1,1,1,-1,1,1,-1.0,0.0,1.0,-1.0,1.0,0,1,1,-1311.7374882,1311.7374882,-1311.7374882,1311.7374882,-1311.7374882,1311.7374882,1311.7374882,-1311.7374882,-0.0,1311.7374882,1311.7374882,1311.7374882,-1311.7374882,-1311.7374882,1311.7374882,-1311.7374882,-1311.7374882,1311.7374882,-1311.7374882,1311.7374882,-1311.7374882,-1311.7374882,-1311.7374882,1311.7374882,-1311.7374882,-1311.7374882,1311.7374882,-0.0,-1311.7374882,1311.7374882,-1311.7374882,-0.0,-1311.7374882
FCH,MTV6,4395.5,67.0658440665,-0.0183137911781,-1.0,1.0,1.0,-1.0,1.0,-6.0,2016-09-16,754.69194328,3.0,1.0,1.0,49462.5615,-0.0183137911781,4395.5,index,1.0,1.0,1.0,-6.0,-1.0,1.0,-5.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,-1,-1,1,-1,-1,1,-1.0,1,1,1,-1,1,1,-1,1,1.0,1.0,0.0,1.0,-1.0,-1,-1,1,-2717.54106734,2717.54106734,2717.54106734,-2717.54106734,-2717.54106734,2717.54106734,-2717.54106734,2717.54106734,-2717.54106734,-2717.54106734,-2717.54106734,2717.54106734,-2717.54106734,2717.54106734,-2717.54106734,2717.54106734,2717.54106734,-2717.54106734,-2717.54106734,-2717.54106734,2717.54106734,-2717.54106734,-2717.54106734,-2717.54106734,2717.54106734,-2717.54106734,-2717.54106734,-2717.54106734,-0.0,-2717.54106734,2717.54106734,2717.54106734,2717.54106734
FDX,DXMZ6,10377.5,152.160862816,-0.0226502166133,-1.0,-1.0,1.0,-1.0,1.0,-5.0,2016-09-19,856.133094634,3.0,1.0,1.0,58389.00375,-0.0226502166133,10377.5,index,1.0,1.0,1.0,-5.0,-1.0,1.0,-4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,1,-1.0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,0,-1,1,-3967.57074832,3967.57074832,3967.57074832,-3967.57074832,-3967.57074832,3967.57074832,-3967.57074832,3967.57074832,-3967.57074832,3967.57074832,-3967.57074832,3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,3967.57074832,3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,-3967.57074832,3967.57074832,-0.0,3967.57074832
FEI,IEZ6,100.315,0.01,0.0,1.0,1.0,1.0,-1.0,-1.0,2.0,2016-07-08,28.1325,72.0,9.0,9.0,282211.17375,0.0,100.315,rates,-1.0,1.0,-1.0,2.0,1.0,-1.0,-55.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1,-1,1,-1,1,-1,1.0,-1,1,-1,-1,1,1,-1,-1,1.0,0.0,-1.0,0.0,1.0,0,1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
FFI,LFZ6,6782.5,85.238126921,-0.0132392522005,-1.0,-1.0,-1.0,1.0,1.0,-9.0,2016-09-13,1106.04993493,2.0,1.0,1.0,88009.72,-0.0132392522005,6782.5,index,1.0,1.0,1.0,-9.0,1.0,1.0,-8.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,-1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,1,1,-1.0,-1.0,0.0,0.0,0.0,0,-1,0,-2330.36575835,2330.36575835,-2330.36575835,2330.36575835,-2330.36575835,2330.36575835,-2330.36575835,2330.36575835,2330.36575835,2330.36575835,2330.36575835,-2330.36575835,2330.36575835,-2330.36575835,-2330.36575835,2330.36575835,2330.36575835,-2330.36575835,-2330.36575835,2330.36575835,2330.36575835,-0.0,-2330.36575835,2330.36575835,-2330.36575835,-2330.36575835,2330.36575835,2330.36575835,-0.0,-0.0,-0.0,-0.0,2330.36575835
FLG,LGZ6,130.75,0.756,0.00176218204107,1.0,-1.0,-1.0,1.0,1.0,7.0,2016-09-15,980.9856,3.0,1.0,1.0,169661.2,0.00176218204107,130.75,rates,-1.0,1.0,1.0,7.0,-1.0,1.0,6.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,1,-1,-1,1,-1,1,1.0,-1,-1,-1,1,-1,-1,-1,1,0.0,-1.0,0.0,0.0,0.0,1,1,0,896.921759117,896.921759117,-896.921759117,896.921759117,-896.921759117,896.921759117,896.921759117,-896.921759117,-896.921759117,-896.921759117,-896.921759117,896.921759117,-896.921759117,896.921759117,896.921759117,-896.921759117,896.921759117,-896.921759117,-896.921759117,-896.921759117,896.921759117,0.0,-896.921759117,-896.921759117,-896.921759117,896.921759117,0.0,-896.921759117,0.0,0.0,0.0,896.921759117,896.921759117
FSS,LLZ6,99.695,0.0185,5.01554819941e-05,1.0,1.0,1.0,1.0,1.0,-11.0,2016-09-09,30.007,67.0,9.0,9.0,161705.29,5.01554819941e-05,99.695,rates,-1.0,-1.0,1.0,-11.0,-1.0,1.0,-10.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,-1,-1,-1,1,-1.0,1,-1,1,-1,-1,1,-1,-1,0.0,0.0,-1.0,0.0,-1.0,0,-1,-1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
