2017-08-29 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-08-29 00:00:00,Close2017-08-29 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-08-29 00:00:00,LastSRUN,SRUN2017-08-29 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-08-28 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-08-28 00:00:00,0.5SIG2017-08-25 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-08-28 00:00:00,0.75SIG2017-08-25 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-08-28 00:00:00,1SIG2017-08-25 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACV7,1.451,0.030263352,-0.00411805078929,-1.0,-1.0,1.0,-1.0,-1.0,-12.0,2017-08-10,877.637208,1.0,1.0,1.0,42079.0,1.0,-0.00411805078929,1.451,energy,1.0,1.0,2017-08-07,-1.0,-1.0,16.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
AD,@ADU7,0.7956,0.006095,-0.00188182160331,-1.0,1.0,1.0,1.0,1.0,-9.0,2017-08-15,609.5,1.0,1.0,1.0,79560.0,1.0,-0.00188182160331,0.7956,currency,1.0,1.0,2017-08-15,1.0,1.0,-10.0,-10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,-149.71772676,149.71772676,-149.71772676,149.71772676,-149.71772676,149.71772676,-149.71772676,149.71772676,-149.71772676,-149.71772676,-149.71772676,-149.71772676,149.71772676,149.71772676,149.71772676,-149.71772676,-149.71772676,149.71772676,-149.71772676,149.71772676,-149.71772676,-149.71772676,149.71772676,-149.71772676,-149.71772676,-0.0,-149.71772676,-149.71772676,149.71772676,-0.0,149.71772676,-149.71772676,-149.71772676,-149.71772676,149.71772676
AEX,AEXU7,509.8,4.7783761025,-0.00923136721407,-1.0,-1.0,1.0,-1.0,1.0,-1.0,2017-08-16,1144.32550903,1.0,1.0,1.0,122086.904,0.83514280942,-0.00923136721407,509.8,index,1.0,1.0,2017-08-16,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
BO,@BOZ7,34.65,0.6055,-0.00886727688787,-1.0,1.0,1.0,1.0,1.0,18.0,2017-08-15,363.3,2.0,1.0,1.0,20790.0,1.0,-0.00886727688787,34.65,grain,1.0,1.0,2017-08-15,1.0,1.0,19.0,19.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,-368.701372998,368.701372998,-368.701372998,368.701372998,-368.701372998,368.701372998,-368.701372998,368.701372998,-368.701372998,-368.701372998,-368.701372998,-368.701372998,368.701372998,368.701372998,368.701372998,-368.701372998,-368.701372998,368.701372998,-368.701372998,368.701372998,-368.701372998,-368.701372998,368.701372998,-368.701372998,-368.701372998,-0.0,-368.701372998,-368.701372998,368.701372998,-0.0,368.701372998,-368.701372998,-368.701372998,-368.701372998,368.701372998
BP,@BPU7,1.2931,0.007945,-0.00131294408403,-1.0,-1.0,-1.0,-1.0,1.0,18.0,2017-08-02,496.5625,2.0,1.0,1.0,80818.75,1.0,-0.00131294408403,1.2931,currency,1.0,1.0,2017-08-02,1.0,1.0,19.0,19.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,1.0,2.0,-1.0,,1.0,2.0,-1.0,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-212.220999382,212.220999382,-212.220999382,212.220999382,-212.220999382,212.220999382,-212.220999382,212.220999382,-212.220999382,212.220999382,212.220999382,212.220999382,-212.220999382,-212.220999382,-212.220999382,-212.220999382,-212.220999382,212.220999382,-212.220999382,212.220999382,-212.220999382,212.220999382,212.220999382,212.220999382,-0.0,212.220999382,212.220999382,212.220999382,212.220999382,212.220999382,-0.0,212.220999382,-0.0,-212.220999382,212.220999382
C,@CZ7,348.75,5.6125,-0.00641025641026,-1.0,-1.0,-1.0,-1.0,-1.0,-23.0,2017-07-26,280.625,3.0,1.0,1.0,17437.5,1.0,-0.00641025641026,348.75,grain,1.0,1.0,2017-07-26,-1.0,-1.0,-24.0,-24.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-335.336538462,335.336538462,335.336538462,-335.336538462,-335.336538462,335.336538462,-335.336538462,335.336538462,-335.336538462,335.336538462,335.336538462,335.336538462,-335.336538462,-335.336538462,-335.336538462,335.336538462,335.336538462,-335.336538462,-335.336538462,335.336538462,335.336538462,-335.336538462,-335.336538462,-335.336538462,-335.336538462,-335.336538462,-335.336538462,-335.336538462,-335.336538462,-335.336538462,-335.336538462,-335.336538462,-0.0,-0.0,-335.336538462
CC,@CCZ7,1959.0,54.833851555,-0.0190285428142,-1.0,1.0,1.0,1.0,-1.0,-8.0,2017-08-16,548.33851555,1.0,1.0,1.0,19590.0,1.0,-0.0190285428142,1959.0,soft,1.0,1.0,2017-08-16,-1.0,-1.0,9.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
CD,@CDU7,0.79835,0.0049675,-0.00287266595891,-1.0,1.0,-1.0,1.0,1.0,-9.0,2017-08-15,496.75,2.0,1.0,1.0,79835.0,1.0,-0.00287266595891,0.79835,currency,1.0,1.0,2017-08-15,1.0,1.0,-10.0,-10.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-458.678573659,458.678573659,458.678573659,-458.678573659,-458.678573659,458.678573659,-458.678573659,458.678573659,-458.678573659,-458.678573659,458.678573659,-458.678573659,458.678573659,458.678573659,-458.678573659,-458.678573659,-458.678573659,458.678573659,-458.678573659,458.678573659,458.678573659,-458.678573659,458.678573659,-0.0,458.678573659,458.678573659,458.678573659,-458.678573659,-458.678573659,-0.0,-0.0,-458.678573659,-0.0,-0.0,458.678573659
CGB,CBU7,140.11,0.6315,0.00171587903053,1.0,1.0,1.0,1.0,1.0,19.0,2017-07-31,504.513861149,1.0,1.0,1.0,111935.767356,1.2517,0.00171587903053,140.11,rates,-1.0,1.0,2017-07-31,1.0,1.0,20.0,20.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
CL,QCLV7,46.44,1.171055204,-0.00279149667168,-1.0,-1.0,1.0,-1.0,-1.0,20.0,2017-07-31,1171.055204,1.0,1.0,1.0,46440.0,1.0,-0.00279149667168,46.44,energy,1.0,1.0,2017-07-31,-1.0,-1.0,21.0,21.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-129.637105433,129.637105433,129.637105433,-129.637105433,-129.637105433,129.637105433,-129.637105433,129.637105433,-129.637105433,129.637105433,-129.637105433,129.637105433,-129.637105433,-129.637105433,129.637105433,129.637105433,129.637105433,-129.637105433,-129.637105433,129.637105433,129.637105433,-129.637105433,-129.637105433,-129.637105433,-129.637105433,-129.637105433,-129.637105433,-129.637105433,-129.637105433,-129.637105433,-129.637105433,-129.637105433,-0.0,-0.0,-129.637105433
