,2017-03-06
ACC_ACT,1.0
L%_ACT,0.46835443038
ACC_prevACT,0.481012658228
L%_prevACT,0.556962025316
ACC_AntiPrevACT,0.518987341772
L%_AntiPrevACT,0.443037974684
ACC_RiskOn,0.392405063291
L%_RiskOn,0.721518987342
ACC_RiskOff,0.607594936709
L%_RiskOff,0.278481012658
ACC_Custom,0.455696202532
L%_Custom,0.810126582278
ACC_AntiCustom,0.544303797468
L%_AntiCustom,0.189873417722
ACC_LastSIG,0.392405063291
L%_LastSIG,0.721518987342
ACC_0.75LastSIG,0.481012658228
L%_0.75LastSIG,0.455696202532
ACC_0.5LastSIG,0.569620253165
L%_0.5LastSIG,0.518987341772
ACC_1LastSIG,0.443037974684
L%_1LastSIG,0.46835443038
ACC_Anti1LastSIG,0.556962025316
L%_Anti1LastSIG,0.53164556962
ACC_Anti0.75LastSIG,0.518987341772
L%_Anti0.75LastSIG,0.544303797468
ACC_Anti0.5LastSIG,0.430379746835
L%_Anti0.5LastSIG,0.481012658228
ACC_prevSEA,0.518987341772
L%_prevSEA,0.392405063291
ACC_LastSEA,0.506329113924
L%_LastSEA,0.379746835443
ACC_AntiSEA,0.481012658228
L%_AntiSEA,0.607594936709
ACC_AdjSEA,0.430379746835
L%_AdjSEA,0.582278481013
ACC_AntiAdjSEA,0.569620253165
L%_AntiAdjSEA,0.417721518987
ACC_Voting,0.506329113924
L%_Voting,0.506329113924
ACC_Voting2,0.506329113924
L%_Voting2,0.556962025316
ACC_Voting3,0.506329113924
L%_Voting3,0.582278481013
ACC_Voting4,0.417721518987
L%_Voting4,0.544303797468
ACC_Voting5,0.367088607595
L%_Voting5,0.493670886076
ACC_Voting6,0.354430379747
L%_Voting6,0.392405063291
ACC_Voting7,0.506329113924
L%_Voting7,0.708860759494
ACC_Voting8,0.506329113924
L%_Voting8,0.582278481013
ACC_Voting9,0.481012658228
L%_Voting9,0.582278481013
ACC_Voting10,0.291139240506
L%_Voting10,0.367088607595
ACC_Voting11,0.291139240506
L%_Voting11,0.443037974684
ACC_Voting12,0.481012658228
L%_Voting12,0.506329113924
ACC_Voting13,0.253164556962
L%_Voting13,0.455696202532
ACC_Voting14,0.341772151899
L%_Voting14,0.405063291139
ACC_Voting15,0.607594936709
L%_Voting15,0.455696202532
PNL_ACT,10322.511249
PNL_prevACT,-1517.43070461
PNL_AntiPrevACT,1517.43070461
PNL_RiskOn,-1363.98004616
PNL_RiskOff,1363.98004616
PNL_Custom,-1838.3208146
PNL_AntiCustom,1838.3208146
PNL_LastSIG,-1363.98004616
PNL_0.75LastSIG,-1095.54127511
PNL_0.5LastSIG,3290.89535502
PNL_1LastSIG,-1565.25504989
PNL_Anti1LastSIG,1565.25504989
PNL_Anti0.75LastSIG,1095.54127511
PNL_Anti0.5LastSIG,-3290.89535502
PNL_prevSEA,4055.77756259
PNL_LastSEA,6162.84775822
PNL_AntiSEA,-4055.77756259
PNL_AdjSEA,1752.37122994
PNL_AntiAdjSEA,-1752.37122994
PNL_Voting,1947.9139621
PNL_Voting2,2539.51107875
PNL_Voting3,-698.918060934
PNL_Voting4,1236.39354444
PNL_Voting5,1355.08765366
PNL_Voting6,896.569034196
PNL_Voting7,54.2760352353
PNL_Voting8,1710.52574366
PNL_Voting9,-1598.92057149
PNL_Voting10,371.360702377
PNL_Voting11,-1116.58704024
PNL_Voting12,1900.08961682
PNL_Voting13,-2756.91730818
PNL_Voting14,1443.6701243
PNL_Voting15,192.912193612
Vol_All,303.603272029
Chg_All,-81.7938446192
L%_All,0.323529411765
Vol_currency,188.595079946
Vol_energy,541.437679271
Vol_grain,211.048011356
Vol_index,414.650230256
Vol_meat,159.217291399
Vol_metal,538.103891203
Vol_rates,87.8343385135
Chg_currency,-141.639851169
Chg_energy,476.596126674
Chg_grain,19.2159191673
Chg_index,-414.650230256
Chg_meat,-45.162360063
Chg_metal,-252.433508066
Chg_rates,-44.8575596073
L%_currency,0.125
L%_energy,0.75
L%_grain,0.4
L%_index,0.0
L%_meat,0.333333333333
L%_metal,0.4
L%_rates,0.5
