2017-10-09 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-10-09 00:00:00,Close2017-10-09 00:00:00,group,RiskOn,Custom,PC2017-10-06 00:00:00,Close2017-10-06 00:00:00,vSTART,LastSEA,SEA2017-10-09 00:00:00,LastSRUN,SRUN2017-10-09 00:00:00,SEA2017-10-06 00:00:00,SRUN2017-10-06 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-10-06 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-10-06 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-10-06 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-10-06 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACX7,1.415,0.0287050855,-0.00352112676056,-1.0,-1.0,1.0,-1.0,1.0,-9.0,2017-09-25,832.4474795,1.0,1.0,1.0,41035.0,1.0,-0.00352112676056,1.415,energy,1.0,1.0,,,2017-09-25,1.0,1.0,-10.0,-10.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
AD,@ADZ7,0.7751,0.00645,-0.002059997425,-1.0,-1.0,-1.0,-1.0,1.0,-20.0,2017-09-08,645.0,1.0,1.0,1.0,77510.0,1.0,-0.002059997425,0.7751,currency,1.0,1.0,,,2017-09-08,-1.0,-1.0,-21.0,-21.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-159.670400412,159.670400412,159.670400412,-159.670400412,-159.670400412,159.670400412,-159.670400412,159.670400412,-159.670400412,159.670400412,159.670400412,159.670400412,-159.670400412,-159.670400412,-159.670400412,-159.670400412,159.670400412,159.670400412,-159.670400412,159.670400412,-159.670400412,-159.670400412,-159.670400412,-159.670400412,-159.670400412,-159.670400412,159.670400412,-159.670400412,-159.670400412,-0.0,-159.670400412,-159.670400412,159.670400412,-159.670400412,159.670400412
AEX,AEXV7,541.15,3.0075,0.00231524356362,1.0,-1.0,-1.0,1.0,1.0,9.0,2017-09-25,706.22115,1.0,1.0,1.0,127072.843,0.851716208159,0.00231524356362,541.15,index,1.0,1.0,,,2017-09-25,1.0,1.0,10.0,10.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,0.0,-1,1,1.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
BO,@BOZ7,33.26,0.5,0.00940819423369,1.0,-1.0,-1.0,-1.0,1.0,12.0,2017-09-20,300.0,3.0,1.0,1.0,19956.0,1.0,0.00940819423369,33.26,grain,1.0,1.0,,,2017-10-03,1.0,1.0,-4.0,-4.0,,,-1.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,563.249772382,563.249772382,-563.249772382,563.249772382,563.249772382,-563.249772382,563.249772382,-563.249772382,563.249772382,-563.249772382,-563.249772382,-563.249772382,563.249772382,563.249772382,563.249772382,563.249772382,563.249772382,-563.249772382,563.249772382,-563.249772382,563.249772382,563.249772382,563.249772382,563.249772382,563.249772382,563.249772382,-563.249772382,563.249772382,563.249772382,0.0,563.249772382,563.249772382,-563.249772382,563.249772382,-563.249772382
BP,@BPZ7,1.3178,0.01267,0.00641515197801,1.0,1.0,1.0,-1.0,-1.0,-15.0,2017-09-15,791.875,1.0,1.0,1.0,82362.5,1.0,0.00641515197801,1.3178,currency,1.0,1.0,,,2017-09-15,1.0,1.0,-16.0,-16.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,0,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,-1,1,1.0,0,528.367954788,528.367954788,-528.367954788,528.367954788,528.367954788,-528.367954788,528.367954788,-528.367954788,528.367954788,528.367954788,528.367954788,-528.367954788,528.367954788,-528.367954788,-528.367954788,-528.367954788,528.367954788,528.367954788,528.367954788,-528.367954788,-528.367954788,528.367954788,528.367954788,528.367954788,528.367954788,0.0,528.367954788,528.367954788,528.367954788,528.367954788,528.367954788,528.367954788,528.367954788,0.0,-528.367954788
C,@CZ7,349.5,4.325,-0.00142857142857,-1.0,-1.0,-1.0,-1.0,1.0,-14.0,2017-09-18,216.25,4.0,1.0,1.0,17475.0,1.0,-0.00142857142857,349.5,grain,1.0,1.0,,,2017-09-18,1.0,1.0,-15.0,-15.0,,,1.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-99.8571428571,99.8571428571,-99.8571428571,99.8571428571,-99.8571428571,99.8571428571,-99.8571428571,99.8571428571,-99.8571428571,99.8571428571,99.8571428571,99.8571428571,-99.8571428571,-99.8571428571,-99.8571428571,-99.8571428571,-99.8571428571,99.8571428571,-99.8571428571,99.8571428571,-99.8571428571,99.8571428571,99.8571428571,99.8571428571,-0.0,99.8571428571,99.8571428571,99.8571428571,99.8571428571,99.8571428571,-0.0,99.8571428571,-0.0,-99.8571428571,99.8571428571
CC,@CCZ7,2008.0,55.3,-0.0369304556355,-1.0,1.0,-1.0,1.0,-1.0,-9.0,2017-09-25,553.0,1.0,1.0,1.0,20080.0,1.0,-0.0369304556355,2008.0,soft,1.0,1.0,,,2017-09-25,-1.0,-1.0,-10.0,-10.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
CD,@CDZ7,0.7973,0.005735129,-0.00137775551102,-1.0,-1.0,1.0,-1.0,-1.0,-19.0,2017-09-11,573.5129,1.0,1.0,1.0,79730.0,1.0,-0.00137775551102,0.7973,currency,1.0,1.0,,,2017-09-26,-1.0,-1.0,9.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,-109.848446894,109.848446894,-109.848446894,109.848446894,-109.848446894,109.848446894,-109.848446894,109.848446894,-109.848446894,109.848446894,-109.848446894,109.848446894,-109.848446894,-109.848446894,109.848446894,109.848446894,109.848446894,-109.848446894,109.848446894,-109.848446894,-109.848446894,109.848446894,-109.848446894,-109.848446894,-109.848446894,-109.848446894,-109.848446894,-109.848446894,-109.848446894,-109.848446894,-109.848446894,109.848446894,-109.848446894,-109.848446894,-109.848446894
CGB,CBZ7,135.37,0.537,,-1.0,1.0,-1.0,1.0,-1.0,-16.0,2017-09-14,427.922543629,2.0,1.0,1.0,107873.137302,1.2549,,,rates,-1.0,1.0,-0.00132792327554,135.37,2017-09-14,-1.0,,-16.0,,-1.0,-16.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,0.0,1.0,0.0,-1.0,1,-1,-1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,QCLX7,49.58,1.034090098,0.00588354635829,1.0,1.0,1.0,-1.0,-1.0,9.0,2017-09-25,1034.090098,1.0,1.0,1.0,49580.0,1.0,0.00588354635829,49.58,energy,1.0,1.0,,,2017-09-25,-1.0,-1.0,10.0,10.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,0,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,-1,1,1.0,0,291.706228444,291.706228444,-291.706228444,291.706228444,291.706228444,-291.706228444,291.706228444,-291.706228444,291.706228444,291.706228444,291.706228444,-291.706228444,291.706228444,-291.706228444,-291.706228444,-291.706228444,-291.706228444,291.706228444,291.706228444,-291.706228444,-291.706228444,291.706228444,291.706228444,291.706228444,291.706228444,0.0,291.706228444,291.706228444,291.706228444,291.706228444,291.706228444,291.706228444,291.706228444,0.0,-291.706228444
