2016-07-26 00:00:00,Contract,LastClose,ATR20,PC2016-07-26 00:00:00,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,prevACT,usdATR,QTY,contractValue,Close2016-07-26 00:00:00,RiskOn,group,SEA2016-07-26 00:00:00,SRUN2016-07-26 00:00:00,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-07-25 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-07-25 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-07-25 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-07-25 00:00:00,AntiSEA,AntiPrevACT,AdjSEA,Voting,Voting2,RiskOff,chgValue,PNL_ACT,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_Voting,PNL_Voting2,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff
NE,@NEU6,0.7022,0.00839,0.00673835125448,1.0,-1.0,1.0,-1.0,-1.0,7.0,2016-07-15,-1.0,839.0,3.0,70220.0,0.7022,1.0,currency,-1.0,7.0,-1.0,-9.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,1,1.0,1,1,-1,473.16702509,1419.50107527,1419.50107527,-1419.50107527,1419.50107527,-1419.50107527,-1419.50107527,1419.50107527,1419.50107527,1419.50107527,1419.50107527,-1419.50107527,1419.50107527,1419.50107527,-1419.50107527
NG,QNGU6,2.677,0.0996,-0.0129056047198,-1.0,1.0,-1.0,1.0,-1.0,16.0,2016-07-01,-1.0,996.0,3.0,26770.0,2.677,1.0,energy,-1.0,16.0,-1.0,15.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,1,-1.0,-1,-1,-1,-345.483038348,1036.44911504,1036.44911504,-1036.44911504,1036.44911504,-1036.44911504,1036.44911504,-1036.44911504,1036.44911504,1036.44911504,1036.44911504,1036.44911504,-1036.44911504,-1036.44911504,1036.44911504
NIY,@NKDU6,16385.0,331.0,-0.0105676328502,-1.0,1.0,1.0,-1.0,-1.0,-5.0,2016-07-19,-1.0,1581.76431234,2.0,78299.7228328,16385.0,1.0,index,-1.0,-5.0,-1.0,-4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1,1,1.0,1,1,-1,-827.442723173,1654.88544635,-1654.88544635,-1654.88544635,-1654.88544635,1654.88544635,1654.88544635,-1654.88544635,-1654.88544635,-1654.88544635,-1654.88544635,1654.88544635,-1654.88544635,-1654.88544635,1654.88544635
NQ,@NQU6,4663.75,50.4375,0.00214880472737,1.0,1.0,-1.0,1.0,-1.0,-5.0,2016-07-19,-1.0,1008.75,2.0,93275.0,4663.75,1.0,index,-1.0,-5.0,-1.0,-4.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,1.0,1,1,-1,200.429760945,400.859521891,400.859521891,400.859521891,-400.859521891,400.859521891,-400.859521891,400.859521891,400.859521891,400.859521891,400.859521891,-400.859521891,400.859521891,400.859521891,-400.859521891
O,@OZ6,198.75,5.6,-0.00375939849624,-1.0,-1.0,-1.0,-1.0,1.0,9.0,2016-07-13,-1.0,280.0,8.0,9937.5,198.75,1.0,grain,1.0,9.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,8.0,-1.0,2.0,8.0,-1.0,2.0,8.0,-1.0,-1,1,1.0,-1,1,-1,-37.3590225564,298.872180451,-298.872180451,298.872180451,298.872180451,298.872180451,-298.872180451,298.872180451,-298.872180451,298.872180451,-298.872180451,298.872180451,-298.872180451,-298.872180451,298.872180451
OJ,@OJU6,193.25,5.695,0.0314918601548,1.0,-1.0,-1.0,-1.0,-1.0,10.0,2016-07-12,1.0,854.25,3.0,28987.5,193.25,1.0,soft,-1.0,10.0,-1.0,9.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,1,-1,-1.0,-1,-1,-1,912.870296237,2738.61088871,-2738.61088871,-2738.61088871,-2738.61088871,-2738.61088871,-2738.61088871,2738.61088871,-2738.61088871,-2738.61088871,-2738.61088871,2738.61088871,-2738.61088871,2738.61088871,-2738.61088871
PA,QPAU6,692.8,16.9775,0.00588021778584,1.0,1.0,-1.0,1.0,1.0,20.0,2016-06-27,1.0,1697.75,2.0,69280.0,692.8,1.0,metal,1.0,20.0,1.0,19.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,-1,-1,407.381488203,814.762976407,-814.762976407,814.762976407,-814.762976407,814.762976407,814.762976407,-814.762976407,814.762976407,814.762976407,-814.762976407,814.762976407,-814.762976407,814.762976407,-814.762976407
PL,QPLV6,1099.0,23.855,0.00973906651966,1.0,-1.0,-1.0,-1.0,-1.0,-8.0,2016-07-14,1.0,1192.75,2.0,54950.0,1099.0,-1.0,metal,-1.0,-8.0,-1.0,-7.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1,-1,1.0,-1,-1,1,535.161705255,1070.32341051,-1070.32341051,-1070.32341051,-1070.32341051,-1070.32341051,-1070.32341051,1070.32341051,1070.32341051,-1070.32341051,-1070.32341051,1070.32341051,-1070.32341051,-1070.32341051,1070.32341051
RB,QRBU6,1.3436,0.049798132,0.00757405324334,1.0,-1.0,-1.0,-1.0,1.0,9.0,2016-07-13,-1.0,2091.521544,1.0,56431.2,1.3436,1.0,energy,1.0,9.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-1,1,1.0,-1,1,-1,427.412913386,427.412913386,427.412913386,-427.412913386,-427.412913386,-427.412913386,427.412913386,-427.412913386,427.412913386,-427.412913386,427.412913386,-427.412913386,427.412913386,427.412913386,-427.412913386
RR,@RRU6,10.025,0.24775,-0.0323359073359,-1.0,-1.0,-1.0,-1.0,1.0,-13.0,2016-07-07,-1.0,495.5,5.0,20050.0,10.025,1.0,grain,1.0,-13.0,1.0,-12.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,-1,1,-1.0,-1,-1,-1,-648.334942085,3241.67471042,3241.67471042,3241.67471042,3241.67471042,3241.67471042,-3241.67471042,3241.67471042,3241.67471042,3241.67471042,3241.67471042,3241.67471042,-3241.67471042,-3241.67471042,3241.67471042
RS,@RSX6,447.1,10.44,0.00720883081775,1.0,1.0,1.0,-1.0,1.0,9.0,2016-07-13,-1.0,158.301743745,13.0,6779.37831691,447.1,1.0,grain,1.0,9.0,1.0,8.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,1.0,13.0,1.0,2.0,13.0,-1.0,-1,1,1.0,1,1,-1,48.8713913361,635.32808737,635.32808737,635.32808737,635.32808737,-635.32808737,635.32808737,-635.32808737,635.32808737,635.32808737,635.32808737,-635.32808737,635.32808737,635.32808737,-635.32808737
S,@SX6,973.75,38.0125,0.00776196636481,1.0,1.0,1.0,-1.0,1.0,9.0,2016-07-13,-1.0,1900.625,2.0,48687.5,973.75,1.0,grain,1.0,9.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,-1,1,1.0,1,1,-1,377.910737387,755.821474774,755.821474774,755.821474774,755.821474774,-755.821474774,755.821474774,-755.821474774,755.821474774,755.821474774,755.821474774,-755.821474774,755.821474774,755.821474774,-755.821474774
SB,@SBV6,19.52,0.691,-0.01860231272,-1.0,-1.0,-1.0,-1.0,-1.0,-18.0,2016-06-29,1.0,773.92,3.0,21862.4,19.52,1.0,soft,-1.0,-18.0,-1.0,-17.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,1,-1,1.0,-1,-1,-1,-406.691201609,1220.07360483,1220.07360483,1220.07360483,1220.07360483,1220.07360483,1220.07360483,-1220.07360483,-1220.07360483,1220.07360483,1220.07360483,-1220.07360483,1220.07360483,-1220.07360483,1220.07360483
SF,@SFU6,1.0105,0.00694,-0.00619590873328,-1.0,-1.0,1.0,-1.0,1.0,-22.0,2016-06-23,1.0,867.5,3.0,126312.5,1.0105,1.0,currency,1.0,-22.0,1.0,-21.0,-1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,-1,-1,-1.0,-1,-1,-1,-782.620721873,2347.86216562,2347.86216562,2347.86216562,-2347.86216562,2347.86216562,-2347.86216562,2347.86216562,2347.86216562,2347.86216562,2347.86216562,-2347.86216562,2347.86216562,-2347.86216562,2347.86216562
SI,QSIU6,1968.3,64.565,0.00183234081539,1.0,-1.0,1.0,-1.0,1.0,20.0,2016-07-13,-1.0,3228.25,1.0,98415.0,1968.3,-1.0,metal,1.0,20.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,-1,1,1.0,1,1,1,180.329821347,180.329821347,180.329821347,-180.329821347,180.329821347,-180.329821347,180.329821347,-180.329821347,180.329821347,180.329821347,180.329821347,-180.329821347,180.329821347,-180.329821347,180.329821347
SIN,INN6,8591.0,82.175,-0.00532592335302,-1.0,1.0,-1.0,1.0,1.0,-3.0,2016-06-24,1.0,164.35,13.0,17182.0,8591.0,1.0,index,1.0,-3.0,-1.0,-2.0,-1.0,1.0,13.0,-1.0,1.0,13.0,-1.0,2.0,13.0,1.0,2.0,13.0,1.0,1,-1,1.0,1,-1,-1,-91.5100150515,1189.63019567,1189.63019567,-1189.63019567,1189.63019567,-1189.63019567,1189.63019567,-1189.63019567,-1189.63019567,-1189.63019567,1189.63019567,-1189.63019567,1189.63019567,-1189.63019567,1189.63019567
SJB,BBU6,153.58,0.299,0.00143453312467,1.0,1.0,1.0,1.0,1.0,6.0,2016-07-18,1.0,285.768899933,7.0,146783.90519,153.58,-1.0,rates,1.0,6.0,1.0,5.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,2.0,7.0,1.0,2.0,7.0,1.0,-1,-1,1.0,1,1,1,210.566374164,1473.96461915,1473.96461915,1473.96461915,1473.96461915,1473.96461915,1473.96461915,-1473.96461915,1473.96461915,1473.96461915,1473.96461915,1473.96461915,-1473.96461915,-1473.96461915,1473.96461915
SM,@SMZ6,338.3,14.105,0.0113602391629,1.0,-1.0,-1.0,-1.0,-1.0,9.0,2016-07-13,-1.0,1410.5,2.0,33830.0,338.3,1.0,grain,-1.0,9.0,-1.0,8.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,1,1,-1.0,-1,-1,-1,384.316890882,768.633781764,-768.633781764,-768.633781764,-768.633781764,-768.633781764,-768.633781764,768.633781764,-768.633781764,-768.633781764,-768.633781764,-768.633781764,768.633781764,768.633781764,-768.633781764
SMI,SWU6,8218.0,88.9,0.00476830908424,1.0,-1.0,-1.0,-1.0,1.0,-17.0,2016-07-01,1.0,895.717884131,3.0,82801.0075567,8218.0,1.0,index,1.0,-17.0,1.0,-16.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,-1.0,-1,-1,-1,394.820796517,1184.46238955,-1184.46238955,-1184.46238955,-1184.46238955,-1184.46238955,1184.46238955,-1184.46238955,-1184.46238955,-1184.46238955,-1184.46238955,1184.46238955,-1184.46238955,1184.46238955,-1184.46238955
SSG,SSN6,324.0,4.1525,-0.000462748727441,-1.0,1.0,-1.0,1.0,-1.0,20.0,2016-06-27,-1.0,619.776119403,4.0,48358.2089552,324.0,1.0,index,-1.0,20.0,-1.0,19.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,1,1,-1.0,-1,-1,-1,-22.3776996554,89.5107986214,89.5107986214,-89.5107986214,89.5107986214,-89.5107986214,89.5107986214,-89.5107986214,89.5107986214,89.5107986214,89.5107986214,89.5107986214,-89.5107986214,-89.5107986214,89.5107986214
STW,TWN6,337.9,4.372206669,0.00745378652355,1.0,1.0,-1.0,1.0,-1.0,-8.0,2016-07-14,-1.0,437.2206669,5.0,33790.0,337.9,1.0,index,-1.0,-8.0,-1.0,-7.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,1.0,2.0,5.0,1.0,1,1,1.0,1,1,-1,251.863446631,1259.31723315,1259.31723315,1259.31723315,-1259.31723315,1259.31723315,-1259.31723315,1259.31723315,1259.31723315,1259.31723315,1259.31723315,-1259.31723315,1259.31723315,1259.31723315,-1259.31723315
SXE,EXU6,2977.0,49.9,0.00438596491228,1.0,1.0,-1.0,1.0,1.0,1.0,2016-07-06,-1.0,548.0517,4.0,32696.391,2977.0,1.0,index,1.0,1.0,1.0,-13.0,-1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,1,-1.0,-1,-1,-1,143.405223684,573.620894737,-573.620894737,573.620894737,-573.620894737,573.620894737,573.620894737,-573.620894737,-573.620894737,-573.620894737,-573.620894737,-573.620894737,573.620894737,573.620894737,-573.620894737
TF,@TFSU6,1214.0,15.615,0.00571617927264,1.0,1.0,-1.0,1.0,-1.0,-21.0,2016-06-27,-1.0,1561.5,2.0,121400.0,1214.0,1.0,index,-1.0,-21.0,1.0,-20.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,1,-1.0,-1,-1,-1,693.944163698,1387.8883274,-1387.8883274,1387.8883274,-1387.8883274,1387.8883274,1387.8883274,-1387.8883274,-1387.8883274,-1387.8883274,-1387.8883274,-1387.8883274,1387.8883274,1387.8883274,-1387.8883274
TU,@TUU6,109.296875,0.101953125,0.0,1.0,-1.0,1.0,-1.0,1.0,-15.0,2016-07-05,-1.0,203.90625,10.0,218593.75,109.296875,-1.0,rates,1.0,-15.0,1.0,-14.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,2.0,10.0,-1.0,2.0,10.0,-1.0,-1,1,-1.0,-1,1,1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
TY,@TYU6,132.125,0.6359375,0.000473260766682,1.0,-1.0,1.0,-1.0,1.0,-15.0,2016-07-05,-1.0,635.9375,4.0,132125.0,132.125,-1.0,rates,1.0,-15.0,1.0,-14.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,-1.0,1.0,4.0,-1.0,-1,1,-1.0,-1,1,1,62.5295787979,250.118315192,250.118315192,-250.118315192,250.118315192,-250.118315192,250.118315192,-250.118315192,-250.118315192,-250.118315192,250.118315192,-250.118315192,250.118315192,-250.118315192,250.118315192
US,@USU6,171.875,1.809375,0.00182149362477,1.0,-1.0,-1.0,-1.0,1.0,-12.0,2016-07-08,-1.0,1809.375,2.0,171875.0,171.875,-1.0,rates,1.0,-12.0,1.0,-11.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,1,-1.0,-1,-1,1,313.069216758,626.138433515,-626.138433515,-626.138433515,-626.138433515,-626.138433515,626.138433515,-626.138433515,-626.138433515,-626.138433515,-626.138433515,-626.138433515,626.138433515,-626.138433515,626.138433515
VX,@VXQ6,15.175,0.915641709,-0.00978792822186,-1.0,-1.0,1.0,-1.0,1.0,-2.0,2016-06-27,-1.0,915.641709,3.0,15175.0,15.175,-1.0,index,1.0,-2.0,1.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,1,-1.0,-1,1,1,-148.531810767,445.5954323,-445.5954323,445.5954323,-445.5954323,445.5954323,-445.5954323,445.5954323,445.5954323,445.5954323,-445.5954323,445.5954323,-445.5954323,445.5954323,-445.5954323
W,@WU6,415.0,14.7875,-0.032634032634,-1.0,1.0,1.0,1.0,-1.0,-1.0,2016-07-20,1.0,739.375,3.0,20750.0,415.0,1.0,grain,-1.0,-1.0,-1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1,-1,-1.0,1,-1,-1,-677.156177156,2031.46853147,2031.46853147,-2031.46853147,-2031.46853147,-2031.46853147,2031.46853147,-2031.46853147,2031.46853147,-2031.46853147,2031.46853147,-2031.46853147,2031.46853147,-2031.46853147,2031.46853147
YA,APU6,5491.0,60.9,0.00145905526172,1.0,1.0,-1.0,1.0,1.0,20.0,2016-06-28,1.0,1142.63625,2.0,103024.8875,5491.0,1.0,index,1.0,20.0,1.0,19.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,1.0,1,-1,-1,150.319004195,300.63800839,-300.63800839,300.63800839,-300.63800839,300.63800839,300.63800839,-300.63800839,300.63800839,300.63800839,-300.63800839,300.63800839,-300.63800839,300.63800839,-300.63800839
YB,HBSU6,98.16,0.0275,-0.000101864113273,-1.0,1.0,1.0,1.0,-1.0,16.0,2016-07-04,1.0,49.533,41.0,176805.792,98.16,-1.0,rates,-1.0,16.0,1.0,15.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1,-1,1.0,1,1,1,-18.0101652236,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
YM,@YMU6,18398.0,166.3,-0.00119435396308,-1.0,1.0,1.0,1.0,-1.0,-5.0,2016-07-19,-1.0,831.5,3.0,91990.0,18398.0,1.0,index,-1.0,-5.0,-1.0,-4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1,1,1.0,1,1,-1,-109.868621064,329.605863192,-329.605863192,-329.605863192,-329.605863192,-329.605863192,329.605863192,-329.605863192,-329.605863192,-329.605863192,-329.605863192,329.605863192,-329.605863192,-329.605863192,329.605863192
YT2,HTSU6,98.56,0.0555,-0.000202880908906,-1.0,-1.0,-1.0,-1.0,1.0,23.0,2016-06-23,-1.0,116.6277,18.0,207113.984,98.56,-1.0,rates,1.0,23.0,1.0,22.0,1.0,1.0,18.0,1.0,1.0,18.0,-1.0,1.0,18.0,-1.0,1.0,18.0,-1.0,-1,1,1.0,-1,1,1,-42.0194733211,756.350519781,-756.350519781,756.350519781,756.350519781,756.350519781,-756.350519781,756.350519781,-756.350519781,756.350519781,-756.350519781,756.350519781,-756.350519781,756.350519781,-756.350519781
YT3,HXSU6,98.07,0.0725,-5.0981391792e-05,-1.0,1.0,-1.0,1.0,1.0,-14.0,2016-07-06,-1.0,435.29,5.0,588812.28,98.07,-1.0,rates,1.0,-14.0,1.0,-13.0,-1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,-1,1,-1.0,-1,-1,1,-30.0184695386,150.092347693,150.092347693,-150.092347693,150.092347693,-150.092347693,-150.092347693,150.092347693,150.092347693,150.092347693,150.092347693,150.092347693,-150.092347693,150.092347693,-150.092347693
