,2017-11-09
ACC_ACT,1.0
L%_ACT,0.46835443038
ACC_prevACT,0.430379746835
L%_prevACT,0.582278481013
ACC_AntiPrevACT,0.569620253165
L%_AntiPrevACT,0.417721518987
ACC_RiskOn,0.518987341772
L%_RiskOn,0.721518987342
ACC_RiskOff,0.481012658228
L%_RiskOff,0.278481012658
ACC_Custom,0.506329113924
L%_Custom,0.810126582278
ACC_AntiCustom,0.493670886076
L%_AntiCustom,0.189873417722
ACC_LastSIG,0.518987341772
L%_LastSIG,0.721518987342
ACC_0.75LastSIG,0.493670886076
L%_0.75LastSIG,0.594936708861
ACC_0.5LastSIG,0.582278481013
L%_0.5LastSIG,0.405063291139
ACC_1LastSIG,0.430379746835
L%_1LastSIG,0.683544303797
ACC_Anti1LastSIG,0.569620253165
L%_Anti1LastSIG,0.316455696203
ACC_Anti0.75LastSIG,0.506329113924
L%_Anti0.75LastSIG,0.405063291139
ACC_Anti0.5LastSIG,0.417721518987
L%_Anti0.5LastSIG,0.594936708861
ACC_prevSEA,0.151898734177
L%_prevSEA,0.556962025316
ACC_LastSEA,0.151898734177
L%_LastSEA,0.556962025316
ACC_AntiSEA,0.848101265823
L%_AntiSEA,0.443037974684
ACC_AdjSEA,0.329113924051
L%_AdjSEA,0.607594936709
ACC_AntiAdjSEA,0.670886075949
L%_AntiAdjSEA,0.392405063291
ACC_Voting,0.303797468354
L%_Voting,0.481012658228
ACC_Voting2,0.493670886076
L%_Voting2,0.46835443038
ACC_Voting3,0.683544303797
L%_Voting3,0.405063291139
ACC_Voting4,0.493670886076
L%_Voting4,0.367088607595
ACC_Voting5,0.278481012658
L%_Voting5,0.278481012658
ACC_Voting6,0.417721518987
L%_Voting6,0.227848101266
ACC_Voting7,0.73417721519
L%_Voting7,0.53164556962
ACC_Voting8,0.620253164557
L%_Voting8,0.493670886076
ACC_Voting9,0.759493670886
L%_Voting9,0.53164556962
ACC_Voting10,0.556962025316
L%_Voting10,0.329113924051
ACC_Voting11,0.544303797468
L%_Voting11,0.341772151899
ACC_Voting12,0.379746835443
L%_Voting12,0.556962025316
ACC_Voting13,0.455696202532
L%_Voting13,0.506329113924
ACC_Voting14,0.177215189873
L%_Voting14,0.379746835443
ACC_Voting15,0.607594936709
L%_Voting15,0.329113924051
PNL_ACT,17622.1819304
PNL_prevACT,-8519.18151181
PNL_AntiPrevACT,8519.18151181
PNL_RiskOn,-4508.83211446
PNL_RiskOff,4508.83211446
PNL_Custom,2164.23256501
PNL_AntiCustom,-2164.23256501
PNL_LastSIG,-4508.83211446
PNL_0.75LastSIG,-3810.31621496
PNL_0.5LastSIG,3566.03947192
PNL_1LastSIG,-7952.2605258
PNL_Anti1LastSIG,7952.2605258
PNL_Anti0.75LastSIG,3810.31621496
PNL_Anti0.5LastSIG,-3566.03947192
PNL_prevSEA,-14677.1613683
PNL_LastSEA,-14677.1613683
PNL_AntiSEA,14677.1613683
PNL_AdjSEA,-8502.19843641
PNL_AntiAdjSEA,8502.19843641
PNL_Voting,-11491.7818133
PNL_Voting2,6198.46952895
PNL_Voting3,9551.71935498
PNL_Voting4,7232.09740993
PNL_Voting5,-1267.02554157
PNL_Voting6,7285.36736966
PNL_Voting7,10354.2075725
PNL_Voting8,9163.94526845
PNL_Voting9,12512.5478338
PNL_Voting10,10919.4324119
PNL_Voting11,9826.48991476
PNL_Voting12,-8080.01367623
PNL_Voting13,-2755.78741481
PNL_Voting14,-9665.36485427
PNL_Voting15,7996.6392308
Vol_All,518.299468542
Chg_All,-122.24810518
L%_All,0.5
Vol_currency,414.210510737
Vol_energy,441.404709431
Vol_grain,859.339718411
Vol_index,712.090177889
Vol_meat,268.777322498
Vol_metal,557.399633491
Vol_rates,273.099847588
Chg_currency,414.210510737
Chg_energy,407.834226809
Chg_grain,-768.865201715
Chg_index,-712.090177889
Chg_meat,49.8067012959
Chg_metal,-350.794230453
Chg_rates,-23.0321557165
L%_currency,1.0
L%_energy,0.75
L%_grain,0.2
L%_index,0.0
L%_meat,0.333333333333
L%_metal,0.4
L%_rates,0.5
