2016-09-23 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,LastSEA,LastSRUN,vSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,PC2016-09-23 00:00:00,Close2016-09-23 00:00:00,group,RiskOn,Excess,SEA2016-09-23 00:00:00,SRUN2016-09-23 00:00:00,prevACT,prevSEA,prevSRUN,LastSIG,LastSAFEf,finalQTY,SIG2016-09-22 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-09-22 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-09-22 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-09-22 00:00:00,RiskOff,AntiExcess,Anti1LastSIG,Anti0.75LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting5,Voting6,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Excess,PNL_AntiExcess,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACZ6,1.43,0.027313129,0.000699790062981,1.0,1.0,-1.0,1.0,1.0,-16.0,2016-08-31,792.080741,3.0,1.0,1.0,41470.0,0.000699790062981,1.43,energy,1.0,1.0,1.0,-16.0,1.0,1.0,-15.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AD,@ADZ6,0.7602,0.007074691,-0.0022312639454,-1.0,1.0,1.0,1.0,1.0,8.0,2016-09-13,707.4691,3.0,1.0,1.0,76020.0,-0.0022312639454,0.7602,currency,1.0,1.0,1.0,8.0,1.0,1.0,7.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,-1,-1,-1,-1,-1,-1,1.0,-1,1,-1,-1,-1,-1,1,1,0.0,0.0,-1.0,-1,-1.0,-1,-1,0,-508.862055388,508.862055388,-508.862055388,508.862055388,-508.862055388,508.862055388,-508.862055388,508.862055388,-0.0,-508.862055388,-508.862055388,-508.862055388,508.862055388,508.862055388,-508.862055388,508.862055388,-508.862055388,508.862055388,-508.862055388,508.862055388,508.862055388,-0.0,508.862055388,508.862055388,-508.862055388,-508.862055388,-0.0,-0.0,508.862055388,508.862055388,508.862055388,508.862055388,508.862055388
AEX,AEXV6,454.25,6.070560734,-0.00219659527732,-1.0,1.0,1.0,1.0,1.0,-5.0,2016-09-16,1363.56935207,2.0,1.0,1.0,102033.635,-0.00219659527732,454.25,index,1.0,1.0,1.0,-5.0,1.0,1.0,-4.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,-1,-1,-1,-1,-1,-1,-1.0,1,1,1,-1,1,-1,1,1,0.0,0.0,-1.0,-1,-1.0,-1,-1,1,-448.253201538,448.253201538,-448.253201538,448.253201538,-448.253201538,448.253201538,-448.253201538,448.253201538,-0.0,-448.253201538,-448.253201538,-448.253201538,448.253201538,448.253201538,-448.253201538,448.253201538,448.253201538,-448.253201538,-448.253201538,-448.253201538,448.253201538,-448.253201538,-448.253201538,448.253201538,-448.253201538,-448.253201538,-0.0,-0.0,448.253201538,448.253201538,448.253201538,448.253201538,448.253201538
BO,@BOZ6,33.56,0.6205,-0.0190002923122,-1.0,1.0,-1.0,1.0,-1.0,8.0,2016-09-13,372.3,6.0,1.0,1.0,20136.0,-0.0190002923122,33.56,grain,1.0,1.0,-1.0,8.0,1.0,-1.0,7.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,2.0,6.0,1.0,2.0,6.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,-1,-1,1,-1,1,-1,0.0,0.0,0.0,-1,0.0,-1,-1,-1,-2295.53931599,2295.53931599,-2295.53931599,2295.53931599,-2295.53931599,2295.53931599,-2295.53931599,2295.53931599,-0.0,-2295.53931599,2295.53931599,-2295.53931599,2295.53931599,2295.53931599,2295.53931599,-2295.53931599,2295.53931599,-2295.53931599,2295.53931599,2295.53931599,2295.53931599,2295.53931599,-2295.53931599,2295.53931599,-2295.53931599,2295.53931599,-0.0,-0.0,-0.0,2295.53931599,-0.0,2295.53931599,2295.53931599
BP,@BPZ6,1.2981,0.0117301775,-0.00855418926144,-1.0,-1.0,-1.0,-1.0,1.0,-13.0,2016-09-06,733.13609375,3.0,1.0,1.0,81131.25,-0.00855418926144,1.2981,currency,1.0,1.0,1.0,-13.0,1.0,1.0,-12.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,-1,-1,1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,0.0,1,0.0,0,-1,-1,-2082.03620255,2082.03620255,-2082.03620255,2082.03620255,-2082.03620255,2082.03620255,-2082.03620255,2082.03620255,2082.03620255,2082.03620255,2082.03620255,2082.03620255,-2082.03620255,-2082.03620255,-2082.03620255,2082.03620255,2082.03620255,-2082.03620255,-2082.03620255,2082.03620255,2082.03620255,2082.03620255,-2082.03620255,2082.03620255,2082.03620255,2082.03620255,2082.03620255,2082.03620255,-0.0,-2082.03620255,-0.0,-0.0,2082.03620255
C,@CZ6,336.5,6.775,-0.000742390497402,-1.0,-1.0,-1.0,1.0,-1.0,-16.0,2016-08-31,338.75,6.0,1.0,1.0,16825.0,-0.000742390497402,336.5,grain,1.0,1.0,-1.0,-16.0,-1.0,-1.0,-15.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1.0,6.0,1.0,-1,-1,-1,1,1,1,1.0,-1,-1,-1,1,-1,1,1,1,1.0,1.0,1.0,1,0.0,0,1,0,-74.9443207127,74.9443207127,74.9443207127,-74.9443207127,-74.9443207127,74.9443207127,-74.9443207127,74.9443207127,-74.9443207127,74.9443207127,74.9443207127,-74.9443207127,74.9443207127,-74.9443207127,74.9443207127,-74.9443207127,-74.9443207127,74.9443207127,74.9443207127,74.9443207127,-74.9443207127,-0.0,74.9443207127,-74.9443207127,-74.9443207127,-74.9443207127,-74.9443207127,-74.9443207127,-74.9443207127,-74.9443207127,-0.0,-0.0,-74.9443207127
CC,@CCZ6,2852.0,61.55,-0.0232876712329,-1.0,1.0,1.0,1.0,-1.0,19.0,2016-09-09,615.5,4.0,1.0,1.0,28520.0,-0.0232876712329,2852.0,soft,1.0,1.0,-1.0,19.0,1.0,-1.0,18.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,1,-1,-1.0,1,-1,1,-1,1,1,1,1,1.0,1.0,0.0,-1,0.0,-1,-1,0,-2656.65753425,2656.65753425,-2656.65753425,2656.65753425,-2656.65753425,2656.65753425,-2656.65753425,2656.65753425,-2656.65753425,-2656.65753425,-2656.65753425,-2656.65753425,2656.65753425,2656.65753425,2656.65753425,-2656.65753425,2656.65753425,-2656.65753425,2656.65753425,-2656.65753425,2656.65753425,-0.0,-2656.65753425,-2656.65753425,-2656.65753425,-2656.65753425,-2656.65753425,-2656.65753425,-0.0,2656.65753425,-0.0,2656.65753425,2656.65753425
CD,@CDZ6,0.75965,0.006012188,-0.00809558007443,-1.0,1.0,-1.0,1.0,-1.0,-13.0,2016-09-06,601.2188,4.0,1.0,1.0,75965.0,-0.00809558007443,0.75965,currency,1.0,1.0,-1.0,-13.0,1.0,-1.0,-12.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,2.0,4.0,1.0,2.0,4.0,1.0,-1,-1,-1,-1,1,-1,1.0,-1,-1,-1,-1,-1,-1,1,-1,0.0,0.0,0.0,-1,0.0,-1,-1,-1,-2459.92296142,2459.92296142,-2459.92296142,2459.92296142,-2459.92296142,2459.92296142,-2459.92296142,2459.92296142,-0.0,-2459.92296142,2459.92296142,-2459.92296142,2459.92296142,2459.92296142,2459.92296142,-2459.92296142,-2459.92296142,2459.92296142,2459.92296142,2459.92296142,2459.92296142,2459.92296142,2459.92296142,2459.92296142,-2459.92296142,2459.92296142,-0.0,-0.0,-0.0,2459.92296142,-0.0,2459.92296142,2459.92296142
CGB,CBZ6,146.58,0.699418653,0.00576368876081,1.0,-1.0,-1.0,1.0,1.0,-8.0,2016-09-13,531.230938022,4.0,1.0,1.0,111332.219353,0.00576368876081,146.58,rates,-1.0,1.0,1.0,-8.0,1.0,1.0,-7.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,1,-1,-1,1,-1,-1,-1.0,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.0,1,1,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
CL,QCLX6,44.48,1.5906527845,-0.0397236614853,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,2016-09-08,1590.6527845,2.0,1.0,1.0,44480.0,-0.0397236614853,44.48,energy,1.0,1.0,-1.0,11.0,1.0,-1.0,10.0,0.0,1.0,2.0,0.0,1.0,2.0,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,-1,-1,1,1,1,-1,-1.0,1,1,-1,1,1,-1,1,-1,0.0,0.0,1.0,1,1.0,0,1,0,-3533.81692573,3533.81692573,-3533.81692573,3533.81692573,-3533.81692573,3533.81692573,-3533.81692573,3533.81692573,-0.0,3533.81692573,3533.81692573,3533.81692573,-3533.81692573,-3533.81692573,3533.81692573,-3533.81692573,3533.81692573,-3533.81692573,-3533.81692573,3533.81692573,-3533.81692573,-0.0,-3533.81692573,3533.81692573,-3533.81692573,3533.81692573,-0.0,-0.0,-3533.81692573,-3533.81692573,-3533.81692573,-0.0,-3533.81692573
