2017-10-20 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-10-20 00:00:00,Close2017-10-20 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-10-20 00:00:00,LastSRUN,SRUN2017-10-20 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-10-19 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-10-19 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-10-19 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-10-19 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACX7,1.386,0.025,-0.00431034482759,-1.0,-1.0,1.0,-1.0,1.0,-18.0,2017-09-25,725.0,1.0,1.0,1.0,40194.0,1.0,-0.00431034482759,1.386,energy,1.0,1.0,2017-09-25,1.0,1.0,-19.0,-19.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
AD,@ADZ7,0.7809,0.005185,-0.00610920198549,-1.0,1.0,1.0,1.0,-1.0,8.0,2017-10-09,518.5,1.0,1.0,1.0,78090.0,1.0,-0.00610920198549,0.7809,currency,1.0,1.0,2017-10-09,-1.0,-1.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-477.067583047,477.067583047,-477.067583047,477.067583047,-477.067583047,477.067583047,-477.067583047,477.067583047,-477.067583047,-477.067583047,-477.067583047,-477.067583047,477.067583047,477.067583047,477.067583047,477.067583047,477.067583047,-477.067583047,477.067583047,-477.067583047,477.067583047,477.067583047,477.067583047,477.067583047,477.067583047,477.067583047,-477.067583047,-477.067583047,-477.067583047,-477.067583047,-0.0,477.067583047,-477.067583047,-0.0,477.067583047
AEX,AEXV7,545.27,3.115,0.00150610708054,1.0,1.0,1.0,1.0,1.0,18.0,2017-09-25,734.0186,1.0,1.0,1.0,128487.4228,0.848752334069,0.00150610708054,545.27,index,1.0,1.0,2017-09-25,1.0,1.0,19.0,19.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
BO,@BOZ7,34.16,0.496,0.0097546556311,1.0,1.0,-1.0,1.0,1.0,12.0,2017-10-03,297.6,3.0,1.0,1.0,20496.0,1.0,0.0097546556311,34.16,grain,1.0,1.0,2017-10-03,1.0,1.0,13.0,13.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,599.794265445,599.794265445,599.794265445,-599.794265445,599.794265445,-599.794265445,599.794265445,-599.794265445,599.794265445,599.794265445,-599.794265445,599.794265445,-599.794265445,-599.794265445,599.794265445,599.794265445,599.794265445,-599.794265445,599.794265445,-599.794265445,599.794265445,-599.794265445,-599.794265445,-599.794265445,0.0,-599.794265445,-599.794265445,-599.794265445,-599.794265445,-599.794265445,-599.794265445,599.794265445,599.794265445,599.794265445,-599.794265445
BP,@BPZ7,1.3213,0.00993,0.00265594172105,1.0,-1.0,1.0,-1.0,1.0,6.0,2017-10-11,620.625,1.0,1.0,1.0,82581.25,1.0,0.00265594172105,1.3213,currency,1.0,1.0,2017-10-06,1.0,1.0,-10.0,-10.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,219.330987251,219.330987251,-219.330987251,219.330987251,219.330987251,-219.330987251,219.330987251,-219.330987251,219.330987251,-219.330987251,219.330987251,-219.330987251,219.330987251,219.330987251,-219.330987251,219.330987251,219.330987251,-219.330987251,219.330987251,-219.330987251,219.330987251,219.330987251,219.330987251,219.330987251,219.330987251,219.330987251,219.330987251,219.330987251,219.330987251,219.330987251,219.330987251,219.330987251,-219.330987251,219.330987251,-219.330987251
C,@CZ7,344.5,4.2375,-0.012893982808,-1.0,1.0,-1.0,1.0,1.0,-23.0,2017-09-18,211.875,4.0,1.0,1.0,17225.0,1.0,-0.012893982808,344.5,grain,1.0,1.0,2017-09-18,1.0,1.0,-24.0,-24.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,1.0,4.0,1.0,1.0,4.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-888.395415473,888.395415473,-888.395415473,888.395415473,-888.395415473,888.395415473,-888.395415473,888.395415473,-888.395415473,-888.395415473,888.395415473,-888.395415473,888.395415473,888.395415473,-888.395415473,-888.395415473,-888.395415473,888.395415473,-888.395415473,888.395415473,-888.395415473,888.395415473,888.395415473,888.395415473,-0.0,888.395415473,888.395415473,888.395415473,888.395415473,888.395415473,888.395415473,-888.395415473,-888.395415473,-888.395415473,888.395415473
CC,@CCZ7,2138.0,52.7,-0.0032634032634,-1.0,-1.0,-1.0,1.0,-1.0,-18.0,2017-09-25,527.0,1.0,1.0,1.0,21380.0,1.0,-0.0032634032634,2138.0,soft,1.0,1.0,2017-09-25,-1.0,-1.0,-19.0,-19.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
CD,@CDZ7,0.79225,0.0050525,-0.0110473099488,-1.0,1.0,-1.0,1.0,-1.0,17.0,2017-09-26,505.25,1.0,1.0,1.0,79225.0,1.0,-0.0110473099488,0.79225,currency,1.0,1.0,2017-09-26,-1.0,-1.0,18.0,18.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-875.223130695,875.223130695,875.223130695,-875.223130695,-875.223130695,875.223130695,-875.223130695,875.223130695,-875.223130695,-875.223130695,875.223130695,-875.223130695,875.223130695,875.223130695,-875.223130695,875.223130695,875.223130695,-875.223130695,-875.223130695,875.223130695,875.223130695,-875.223130695,-875.223130695,-875.223130695,-0.0,-0.0,-875.223130695,-875.223130695,-875.223130695,-875.223130695,-875.223130695,-875.223130695,-875.223130695,875.223130695,875.223130695
CGB,CBZ7,136.61,0.555,-0.00102376599634,-1.0,1.0,-1.0,1.0,-1.0,-12.0,2017-10-02,439.499524865,2.0,1.0,1.0,108180.2344,1.2628,-0.00102376599634,136.61,rates,-1.0,1.0,2017-10-02,-1.0,-1.0,-13.0,-13.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
CL,QCLZ7,51.84,1.0246061225,0.00640652300524,1.0,-1.0,-1.0,-1.0,-1.0,-9.0,2017-10-06,1024.6061225,1.0,1.0,1.0,51840.0,1.0,0.00640652300524,51.84,energy,1.0,1.0,2017-10-06,-1.0,-1.0,-10.0,-10.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,332.114152592,332.114152592,-332.114152592,332.114152592,332.114152592,-332.114152592,332.114152592,-332.114152592,332.114152592,-332.114152592,-332.114152592,-332.114152592,332.114152592,332.114152592,332.114152592,-332.114152592,-332.114152592,332.114152592,332.114152592,-332.114152592,-332.114152592,332.114152592,332.114152592,332.114152592,332.114152592,332.114152592,332.114152592,332.114152592,332.114152592,332.114152592,332.114152592,332.114152592,0.0,0.0,332.114152592
