2017-11-13 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-11-13 00:00:00,Close2017-11-13 00:00:00,group,RiskOn,Custom,PC2017-11-10 00:00:00,Close2017-11-10 00:00:00,vSTART,LastSEA,SEA2017-11-13 00:00:00,LastSRUN,SRUN2017-11-13 00:00:00,SEA2017-11-10 00:00:00,SRUN2017-11-10 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-11-10 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-11-10 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-11-10 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-11-10 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACZ7,1.442,0.025121549,-0.00961538461538,-1.0,1.0,-1.0,1.0,1.0,15.0,2017-10-20,728.524921,1.0,1.0,1.0,41818.0,1.0,-0.00961538461538,1.442,energy,1.0,1.0,,,2017-10-20,1.0,1.0,16.0,16.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
AD,@ADZ7,0.7623,0.00528,-0.00431034482759,-1.0,1.0,1.0,-1.0,-1.0,20.0,2017-10-13,528.0,1.0,1.0,1.0,76230.0,1.0,-0.00431034482759,0.7623,currency,1.0,1.0,,,2017-10-13,-1.0,-1.0,21.0,21.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,-1,1,1.0,0,-328.577586207,328.577586207,328.577586207,-328.577586207,-328.577586207,328.577586207,-328.577586207,328.577586207,-328.577586207,-328.577586207,-328.577586207,328.577586207,-328.577586207,328.577586207,328.577586207,328.577586207,328.577586207,-328.577586207,-328.577586207,328.577586207,328.577586207,-328.577586207,-328.577586207,-328.577586207,-328.577586207,-0.0,-328.577586207,-328.577586207,-328.577586207,-328.577586207,-328.577586207,-328.577586207,-328.577586207,-0.0,328.577586207
AEX,AEXX7,544.25,4.1975,-0.00347889773872,-1.0,1.0,1.0,-1.0,1.0,34.0,2017-09-25,979.3607,1.0,1.0,1.0,126984.41,0.857191839534,-0.00347889773872,544.25,index,1.0,1.0,,,2017-11-06,1.0,1.0,-5.0,-5.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
BO,@BOF8,34.48,0.4854946105,-0.0137891410232,-1.0,-1.0,-1.0,-1.0,1.0,28.0,2017-10-03,291.2967663,3.0,1.0,1.0,20688.0,1.0,-0.0137891410232,34.48,grain,1.0,1.0,,,2017-10-03,1.0,1.0,-3.0,-3.0,,,-1.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,1.0,3.0,-1.0,1.0,3.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-855.809248466,855.809248466,855.809248466,-855.809248466,-855.809248466,855.809248466,-855.809248466,855.809248466,-855.809248466,855.809248466,855.809248466,855.809248466,-855.809248466,-855.809248466,-855.809248466,-855.809248466,-855.809248466,855.809248466,-855.809248466,855.809248466,-855.809248466,-855.809248466,-855.809248466,-855.809248466,-855.809248466,-855.809248466,855.809248466,-855.809248466,-855.809248466,-0.0,-855.809248466,-855.809248466,855.809248466,-855.809248466,855.809248466
BP,@BPZ7,1.3127,0.01049,-0.00620788856083,-1.0,1.0,-1.0,1.0,-1.0,-20.0,2017-10-13,655.625,1.0,1.0,1.0,82043.75,1.0,-0.00620788856083,1.3127,currency,1.0,1.0,,,2017-11-01,-1.0,-1.0,8.0,8.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-509.318457113,509.318457113,-509.318457113,509.318457113,-509.318457113,509.318457113,-509.318457113,509.318457113,-509.318457113,-509.318457113,509.318457113,-509.318457113,509.318457113,509.318457113,-509.318457113,509.318457113,509.318457113,-509.318457113,509.318457113,-509.318457113,509.318457113,509.318457113,509.318457113,509.318457113,509.318457113,509.318457113,-509.318457113,509.318457113,-509.318457113,-0.0,-0.0,509.318457113,-509.318457113,-0.0,509.318457113
C,@CZ7,342.25,3.7,-0.00363901018923,-1.0,-1.0,-1.0,-1.0,1.0,-39.0,2017-09-18,185.0,5.0,1.0,1.0,17112.5,1.0,-0.00363901018923,342.25,grain,1.0,1.0,,,2017-09-18,1.0,1.0,-40.0,-40.0,,,1.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,2.0,5.0,-1.0,2.0,5.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-311.362809316,311.362809316,-311.362809316,311.362809316,-311.362809316,311.362809316,-311.362809316,311.362809316,-311.362809316,311.362809316,311.362809316,311.362809316,-311.362809316,-311.362809316,-311.362809316,-311.362809316,-311.362809316,311.362809316,-311.362809316,311.362809316,-311.362809316,311.362809316,311.362809316,311.362809316,-0.0,311.362809316,311.362809316,311.362809316,311.362809316,311.362809316,-0.0,311.362809316,-0.0,-311.362809316,311.362809316
CC,@CCH8,2201.0,45.1341795945,-0.00497287522604,-1.0,1.0,1.0,1.0,1.0,-34.0,2017-09-25,451.341795945,2.0,1.0,1.0,22010.0,1.0,-0.00497287522604,2201.0,soft,1.0,1.0,,,2017-11-01,1.0,1.0,8.0,8.0,,,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
CD,@CDZ7,0.78595,0.00494,-0.00373938395234,-1.0,1.0,1.0,1.0,-1.0,-8.0,2017-10-31,494.0,2.0,1.0,1.0,78595.0,1.0,-0.00373938395234,0.78595,currency,1.0,1.0,,,2017-10-31,-1.0,-1.0,-9.0,-9.0,,,-1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-587.793763468,587.793763468,587.793763468,-587.793763468,-587.793763468,587.793763468,-587.793763468,587.793763468,-587.793763468,-587.793763468,-587.793763468,-587.793763468,587.793763468,587.793763468,587.793763468,587.793763468,587.793763468,-587.793763468,-587.793763468,587.793763468,587.793763468,-587.793763468,-587.793763468,-587.793763468,-0.0,-0.0,-587.793763468,-587.793763468,-587.793763468,-587.793763468,-587.793763468,-587.793763468,-587.793763468,587.793763468,587.793763468
CGB,CBZ7,137.37,0.457,,-1.0,1.0,-1.0,1.0,1.0,-28.0,2017-10-02,359.022704062,2.0,1.0,1.0,107918.925289,1.2729,,,rates,-1.0,1.0,-0.00268622041528,137.37,2017-10-02,1.0,,-28.0,,1.0,-28.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,QCLF8,56.97,1.014931618,-0.0001755001755,-1.0,1.0,-1.0,1.0,-1.0,-25.0,2017-10-06,1014.931618,1.0,1.0,1.0,56970.0,1.0,-0.0001755001755,56.97,energy,1.0,1.0,,,2017-10-06,-1.0,-1.0,-26.0,-26.0,,,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-9.99824499824,9.99824499824,9.99824499824,-9.99824499824,-9.99824499824,9.99824499824,-9.99824499824,9.99824499824,-9.99824499824,-9.99824499824,9.99824499824,-9.99824499824,9.99824499824,9.99824499824,-9.99824499824,9.99824499824,9.99824499824,-9.99824499824,-9.99824499824,9.99824499824,9.99824499824,-9.99824499824,-9.99824499824,-9.99824499824,-0.0,-0.0,-9.99824499824,-9.99824499824,-9.99824499824,-9.99824499824,-9.99824499824,-9.99824499824,-9.99824499824,9.99824499824,9.99824499824
