2017-05-02 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-05-02 00:00:00,Close2017-05-02 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-05-02 00:00:00,LastSRUN,SRUN2017-05-02 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-05-01 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-05-01 00:00:00,0.5SIG2017-04-28 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-05-01 00:00:00,0.75SIG2017-04-28 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-05-01 00:00:00,1SIG2017-04-28 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACM7,1.538,0.028227588,-0.018506700702,-1.0,-1.0,1.0,-1.0,-1.0,12.0,2017-04-12,818.600052,1.0,1.0,1.0,44602.0,1.0,-0.018506700702,1.538,energy,1.0,1.0,2017-04-12,1.0,1.0,13.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
AD,@ADM7,0.7525,0.0053,-0.000398512221042,-1.0,-1.0,1.0,-1.0,-1.0,-29.0,2017-03-20,530.0,1.0,1.0,1.0,75250.0,1.0,-0.000398512221042,0.7525,currency,1.0,1.0,2017-03-20,-1.0,-1.0,-30.0,-30.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,-1.0,,1.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,-29.9880446334,29.9880446334,-29.9880446334,29.9880446334,-29.9880446334,29.9880446334,-29.9880446334,29.9880446334,-29.9880446334,29.9880446334,-29.9880446334,29.9880446334,-29.9880446334,-29.9880446334,29.9880446334,29.9880446334,29.9880446334,-29.9880446334,29.9880446334,-29.9880446334,-29.9880446334,29.9880446334,-29.9880446334,-29.9880446334,-29.9880446334,-29.9880446334,-29.9880446334,-29.9880446334,-29.9880446334,-29.9880446334,-29.9880446334,29.9880446334,-29.9880446334,-29.9880446334,-29.9880446334
AEX,AEXK7,521.0,4.7790796705,0.00841962643956,1.0,-1.0,1.0,-1.0,-1.0,30.0,2017-03-15,1044.51565278,1.0,1.0,1.0,113869.76,0.915080527086,0.00841962643956,521.0,index,1.0,1.0,2017-03-15,-1.0,-1.0,31.0,31.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,2.0,0.0,,-1.0,2.0,0.0,,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BO,@BON7,32.62,0.5987147895,0.0143034825871,1.0,-1.0,1.0,-1.0,-1.0,-21.0,2017-03-30,359.2288737,2.0,1.0,1.0,19572.0,1.0,0.0143034825871,32.62,grain,1.0,1.0,2017-04-11,-1.0,-1.0,14.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,-1.0,,2.0,2.0,-1.0,,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,559.895522388,559.895522388,559.895522388,-559.895522388,559.895522388,-559.895522388,559.895522388,-559.895522388,559.895522388,-559.895522388,559.895522388,-559.895522388,559.895522388,559.895522388,-559.895522388,-559.895522388,-559.895522388,559.895522388,-559.895522388,559.895522388,559.895522388,-559.895522388,559.895522388,559.895522388,559.895522388,559.895522388,559.895522388,559.895522388,559.895522388,559.895522388,559.895522388,-559.895522388,559.895522388,559.895522388,559.895522388
BP,@BPM7,1.2948,0.008795,0.00208962154632,1.0,-1.0,-1.0,1.0,-1.0,33.0,2017-03-14,549.6875,1.0,1.0,1.0,80925.0,1.0,0.00208962154632,1.2948,currency,1.0,1.0,2017-03-14,-1.0,-1.0,34.0,34.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,1.0,1.0,-1.0,,1.0,1.0,1.0,,0,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1.0,1,1,0.0,1,169.102623636,169.102623636,-169.102623636,169.102623636,169.102623636,-169.102623636,169.102623636,-169.102623636,169.102623636,-169.102623636,-169.102623636,169.102623636,-169.102623636,169.102623636,169.102623636,-169.102623636,-169.102623636,169.102623636,169.102623636,-169.102623636,-169.102623636,169.102623636,169.102623636,169.102623636,0.0,169.102623636,169.102623636,169.102623636,169.102623636,169.102623636,169.102623636,169.102623636,0.0,-169.102623636,169.102623636
C,@CN7,372.25,6.277506775,-0.0139072847682,-1.0,-1.0,1.0,-1.0,-1.0,-6.0,2017-04-21,313.87533875,3.0,1.0,1.0,18612.5,1.0,-0.0139072847682,372.25,grain,1.0,1.0,2017-04-21,-1.0,-1.0,-7.0,-7.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,2.0,3.0,-1.0,,2.0,3.0,-1.0,,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,-776.548013245,776.548013245,-776.548013245,776.548013245,-776.548013245,776.548013245,-776.548013245,776.548013245,-776.548013245,776.548013245,-776.548013245,776.548013245,-776.548013245,-776.548013245,776.548013245,776.548013245,776.548013245,-776.548013245,776.548013245,-776.548013245,-776.548013245,776.548013245,-776.548013245,-776.548013245,-776.548013245,-776.548013245,-776.548013245,-776.548013245,-776.548013245,-776.548013245,-776.548013245,776.548013245,-776.548013245,-776.548013245,-776.548013245
CC,@CCN7,1805.0,58.3526593195,-0.00386313465784,-1.0,1.0,-1.0,1.0,1.0,7.0,2017-04-20,583.526593195,1.0,1.0,1.0,18050.0,1.0,-0.00386313465784,1805.0,soft,1.0,1.0,2017-04-20,1.0,1.0,8.0,8.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
CD,@CDM7,0.7293,0.0045675,-0.00396066648457,-1.0,1.0,1.0,1.0,-1.0,-20.0,2017-03-31,456.75,2.0,1.0,1.0,72930.0,1.0,-0.00396066648457,0.7293,currency,1.0,1.0,2017-03-31,-1.0,-1.0,-21.0,-21.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-577.702813439,577.702813439,-577.702813439,577.702813439,-577.702813439,577.702813439,-577.702813439,577.702813439,-577.702813439,-577.702813439,-577.702813439,-577.702813439,577.702813439,577.702813439,577.702813439,577.702813439,577.702813439,-577.702813439,577.702813439,-577.702813439,577.702813439,577.702813439,577.702813439,577.702813439,577.702813439,577.702813439,-577.702813439,-577.702813439,-577.702813439,-577.702813439,-0.0,577.702813439,-577.702813439,-0.0,577.702813439
CGB,CBM7,140.0,0.585,0.00661489790049,1.0,1.0,1.0,-1.0,1.0,-34.0,2017-03-13,426.633605601,2.0,1.0,1.0,102100.350058,1.3712,0.00661489790049,140.0,rates,-1.0,1.0,2017-03-13,1.0,1.0,-35.0,-35.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,-1.0,,0,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1,1,1.0,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
CL,QCLM7,47.66,1.0970573335,-0.0241605241605,-1.0,-1.0,1.0,-1.0,-1.0,-13.0,2017-04-11,1097.0573335,1.0,1.0,1.0,47660.0,1.0,-0.0241605241605,47.66,energy,1.0,1.0,2017-04-11,-1.0,-1.0,-14.0,-14.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,-1.0,,2.0,1.0,-1.0,,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-1151.49058149,1151.49058149,1151.49058149,-1151.49058149,-1151.49058149,1151.49058149,-1151.49058149,1151.49058149,-1151.49058149,1151.49058149,-1151.49058149,1151.49058149,-1151.49058149,-1151.49058149,1151.49058149,1151.49058149,1151.49058149,-1151.49058149,-1151.49058149,1151.49058149,1151.49058149,-1151.49058149,-1151.49058149,-1151.49058149,-1151.49058149,-1151.49058149,-1151.49058149,-1151.49058149,-1151.49058149,-1151.49058149,-1151.49058149,-1151.49058149,-0.0,-0.0,-1151.49058149
