,2017-08-18
ACC_ACT,1.0
L%_ACT,0.582278481013
ACC_prevACT,0.632911392405
L%_prevACT,0.544303797468
ACC_AntiPrevACT,0.367088607595
L%_AntiPrevACT,0.455696202532
ACC_RiskOn,0.455696202532
L%_RiskOn,0.721518987342
ACC_RiskOff,0.544303797468
L%_RiskOff,0.278481012658
ACC_Custom,0.594936708861
L%_Custom,0.810126582278
ACC_AntiCustom,0.405063291139
L%_AntiCustom,0.189873417722
ACC_LastSIG,0.455696202532
L%_LastSIG,0.721518987342
ACC_0.75LastSIG,0.493670886076
L%_0.75LastSIG,0.481012658228
ACC_0.5LastSIG,0.53164556962
L%_0.5LastSIG,0.569620253165
ACC_1LastSIG,0.493670886076
L%_1LastSIG,0.455696202532
ACC_Anti1LastSIG,0.506329113924
L%_Anti1LastSIG,0.544303797468
ACC_Anti0.75LastSIG,0.506329113924
L%_Anti0.75LastSIG,0.518987341772
ACC_Anti0.5LastSIG,0.46835443038
L%_Anti0.5LastSIG,0.430379746835
ACC_prevSEA,0.556962025316
L%_prevSEA,0.645569620253
ACC_LastSEA,0.53164556962
L%_LastSEA,0.645569620253
ACC_AntiSEA,0.443037974684
L%_AntiSEA,0.354430379747
ACC_AdjSEA,0.417721518987
L%_AdjSEA,0.632911392405
ACC_AntiAdjSEA,0.582278481013
L%_AntiAdjSEA,0.367088607595
ACC_Voting,0.582278481013
L%_Voting,0.645569620253
ACC_Voting2,0.417721518987
L%_Voting2,0.556962025316
ACC_Voting3,0.405063291139
L%_Voting3,0.417721518987
ACC_Voting4,0.379746835443
L%_Voting4,0.518987341772
ACC_Voting5,0.367088607595
L%_Voting5,0.481012658228
ACC_Voting6,0.278481012658
L%_Voting6,0.303797468354
ACC_Voting7,0.506329113924
L%_Voting7,0.620253164557
ACC_Voting8,0.443037974684
L%_Voting8,0.607594936709
ACC_Voting9,0.405063291139
L%_Voting9,0.544303797468
ACC_Voting10,0.329113924051
L%_Voting10,0.443037974684
ACC_Voting11,0.278481012658
L%_Voting11,0.392405063291
ACC_Voting12,0.341772151899
L%_Voting12,0.506329113924
ACC_Voting13,0.253164556962
L%_Voting13,0.278481012658
ACC_Voting14,0.341772151899
L%_Voting14,0.46835443038
ACC_Voting15,0.46835443038
L%_Voting15,0.278481012658
PNL_ACT,11025.2234814
PNL_prevACT,5924.48504751
PNL_AntiPrevACT,-5924.48504751
PNL_RiskOn,4915.55978868
PNL_RiskOff,-4915.55978868
PNL_Custom,6583.17823248
PNL_AntiCustom,-6583.17823248
PNL_LastSIG,4915.55978868
PNL_0.75LastSIG,1112.29709185
PNL_0.5LastSIG,4753.67625746
PNL_1LastSIG,2035.80833604
PNL_Anti1LastSIG,-2035.80833604
PNL_Anti0.75LastSIG,-1112.29709185
PNL_Anti0.5LastSIG,-4753.67625746
PNL_prevSEA,135.288008139
PNL_LastSEA,135.288008139
PNL_AntiSEA,-135.288008139
PNL_AdjSEA,-779.538705735
PNL_AntiAdjSEA,779.538705735
PNL_Voting,-319.147469355
PNL_Voting2,-779.538705735
PNL_Voting3,-6088.21846757
PNL_Voting4,-1362.38692324
PNL_Voting5,-1124.58187067
PNL_Voting6,-3235.29941945
PNL_Voting7,5519.15708304
PNL_Voting8,4725.36489584
PNL_Voting9,-229.386553093
PNL_Voting10,2549.78781856
PNL_Voting11,-1096.63872842
PNL_Voting12,-4903.86626956
PNL_Voting13,2800.4446804
PNL_Voting14,2407.59847222
PNL_Voting15,-5499.85875534
Vol_All,324.271278866
Chg_All,158.863731179
L%_All,0.647058823529
Vol_currency,286.914094692
Vol_energy,1278.91509223
Vol_grain,222.575168019
Vol_index,185.198502326
Vol_meat,239.900125959
Vol_metal,102.353683956
Vol_rates,85.9783013972
Chg_currency,196.541459297
Chg_energy,1101.09985285
Chg_grain,222.575168019
Chg_index,-177.197123075
Chg_meat,-239.900125959
Chg_metal,-35.2970644351
Chg_rates,23.4828124041
L%_currency,0.875
L%_energy,0.75
L%_grain,1.0
L%_index,0.2
L%_meat,0.0
L%_metal,0.6
L%_rates,0.75
