2016-10-26 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2016-10-26 00:00:00,Close2016-10-26 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2016-10-26 00:00:00,LastSRUN,SRUN2016-10-26 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2016-10-25 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2016-10-25 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2016-10-25 00:00:00,1LastSAFEf,1finalQTY,1SIG2016-10-25 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACZ6,1.547,0.02395,0.00716145833333,1.0,1.0,1.0,1.0,1.0,22.0,2016-09-23,694.55,1.0,1.0,1.0,44863.0,1.0,0.00716145833333,1.547,energy,1.0,1.0,2016-09-23,1.0,1.0,23.0,23.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,@ADZ6,0.7629,0.00653,-0.00065496463191,-1.0,1.0,-1.0,1.0,-1.0,30.0,2016-09-13,653.0,1.0,1.0,1.0,76290.0,1.0,-0.00065496463191,0.7629,currency,1.0,1.0,2016-10-12,-1.0,-1.0,-10.0,-10.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,1.0,-1,-1,-1.0,-1,-49.9672517684,49.9672517684,-49.9672517684,49.9672517684,-49.9672517684,49.9672517684,-49.9672517684,49.9672517684,49.9672517684,-49.9672517684,49.9672517684,-49.9672517684,49.9672517684,49.9672517684,-49.9672517684,49.9672517684,-49.9672517684,49.9672517684,-49.9672517684,49.9672517684,49.9672517684,49.9672517684,49.9672517684,49.9672517684,49.9672517684,-49.9672517684,49.9672517684,-49.9672517684,-0.0,-0.0,49.9672517684,-49.9672517684,-49.9672517684,49.9672517684
AEX,AEXX6,454.0,5.5954245275,-0.00765027322404,-1.0,1.0,1.0,1.0,1.0,22.0,2016-09-23,1220.58590643,1.0,1.0,1.0,99035.56,0.916842394792,-0.00765027322404,454.0,index,1.0,1.0,2016-09-23,1.0,1.0,23.0,23.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,-757.649092896,757.649092896,757.649092896,-757.649092896,-757.649092896,757.649092896,-757.649092896,757.649092896,-757.649092896,-757.649092896,-757.649092896,-757.649092896,757.649092896,757.649092896,757.649092896,-757.649092896,757.649092896,-757.649092896,757.649092896,757.649092896,-757.649092896,757.649092896,-0.0,-0.0,757.649092896,757.649092896,-757.649092896,-757.649092896,-757.649092896,-0.0,-757.649092896,-0.0,-757.649092896,757.649092896
BO,@BOZ6,35.72,0.7125,-0.00223463687151,-1.0,1.0,-1.0,1.0,1.0,14.0,2016-10-05,427.5,2.0,1.0,1.0,21432.0,1.0,-0.00223463687151,35.72,grain,1.0,1.0,2016-10-05,1.0,1.0,15.0,15.0,-1.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,1.0,-1,0,0.0,-1,-95.7854748603,95.7854748603,95.7854748603,-95.7854748603,-95.7854748603,95.7854748603,-95.7854748603,95.7854748603,95.7854748603,-95.7854748603,95.7854748603,-95.7854748603,95.7854748603,95.7854748603,-95.7854748603,-95.7854748603,95.7854748603,-95.7854748603,95.7854748603,95.7854748603,-95.7854748603,95.7854748603,-0.0,-0.0,95.7854748603,95.7854748603,-95.7854748603,-95.7854748603,-0.0,-0.0,-95.7854748603,-0.0,-95.7854748603,95.7854748603
BP,@BPZ6,1.2236,0.01426,0.00286861732645,1.0,1.0,1.0,-1.0,1.0,-35.0,2016-09-06,891.25,1.0,1.0,1.0,76475.0,1.0,0.00286861732645,1.2236,currency,1.0,1.0,2016-09-06,1.0,1.0,-36.0,-36.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,1,1.0,0,219.37751004,219.37751004,-219.37751004,219.37751004,219.37751004,-219.37751004,219.37751004,-219.37751004,219.37751004,219.37751004,219.37751004,-219.37751004,219.37751004,-219.37751004,-219.37751004,219.37751004,-219.37751004,219.37751004,-219.37751004,219.37751004,219.37751004,-219.37751004,219.37751004,219.37751004,0.0,-219.37751004,219.37751004,219.37751004,219.37751004,0.0,219.37751004,0.0,219.37751004,-219.37751004
C,@CZ6,354.0,7.45,0.0136005726557,1.0,1.0,-1.0,1.0,1.0,18.0,2016-09-29,372.5,2.0,1.0,1.0,17700.0,1.0,0.0136005726557,354.0,grain,1.0,1.0,2016-09-29,1.0,1.0,19.0,19.0,1.0,-1.0,1.0,2.0,-1.0,2.0,2.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,481.460272011,481.460272011,481.460272011,-481.460272011,481.460272011,-481.460272011,481.460272011,-481.460272011,-481.460272011,481.460272011,-481.460272011,481.460272011,-481.460272011,-481.460272011,481.460272011,481.460272011,-481.460272011,481.460272011,-481.460272011,481.460272011,-481.460272011,-481.460272011,-481.460272011,0.0,-481.460272011,-481.460272011,-481.460272011,-481.460272011,-481.460272011,-481.460272011,481.460272011,481.460272011,481.460272011,-481.460272011
CC,@CCH7,2660.0,56.30944056,0.00833965125095,1.0,1.0,1.0,1.0,-1.0,14.0,2016-10-05,563.0944056,1.0,1.0,1.0,26600.0,1.0,0.00833965125095,2660.0,soft,1.0,1.0,2016-10-12,-1.0,-1.0,-10.0,-10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,1.0,0.0,-1.0,1.0,-1.0,-1,-1,-1.0,-1,221.834723275,221.834723275,221.834723275,-221.834723275,221.834723275,-221.834723275,221.834723275,-221.834723275,221.834723275,221.834723275,221.834723275,221.834723275,-221.834723275,-221.834723275,-221.834723275,-221.834723275,221.834723275,-221.834723275,221.834723275,-221.834723275,-221.834723275,-221.834723275,-221.834723275,-221.834723275,-221.834723275,221.834723275,-221.834723275,221.834723275,221.834723275,0.0,-221.834723275,221.834723275,-221.834723275,-221.834723275
CD,@CDZ6,0.7482,0.0057425,-0.00166788978584,-1.0,-1.0,1.0,-1.0,-1.0,21.0,2016-09-26,574.25,1.0,1.0,1.0,74820.0,1.0,-0.00166788978584,0.7482,currency,1.0,1.0,2016-09-26,-1.0,-1.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,0.0,1,-124.791513777,124.791513777,-124.791513777,124.791513777,-124.791513777,124.791513777,-124.791513777,124.791513777,-124.791513777,124.791513777,-124.791513777,124.791513777,-124.791513777,-124.791513777,124.791513777,124.791513777,-124.791513777,124.791513777,-124.791513777,-124.791513777,124.791513777,-124.791513777,-124.791513777,-0.0,-124.791513777,-124.791513777,-124.791513777,-124.791513777,-124.791513777,-124.791513777,124.791513777,-124.791513777,124.791513777,-124.791513777
CGB,CBZ6,145.37,0.624,-0.00103078614623,-1.0,-1.0,1.0,-1.0,1.0,-7.0,2016-10-14,466.681624411,2.0,1.0,1.0,108720.364969,1.3371,-0.00103078614623,145.37,rates,-1.0,1.0,2016-10-14,1.0,1.0,-8.0,-8.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1.0,0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
CL,QCLZ6,49.18,1.244551017,-0.015612489992,-1.0,1.0,-1.0,1.0,-1.0,-27.0,2016-09-16,1244.551017,1.0,1.0,1.0,49180.0,1.0,-0.015612489992,49.18,energy,1.0,1.0,2016-09-16,-1.0,-1.0,-28.0,-28.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1.0,0,-767.822257806,767.822257806,767.822257806,-767.822257806,-767.822257806,767.822257806,-767.822257806,767.822257806,767.822257806,-767.822257806,767.822257806,-767.822257806,767.822257806,767.822257806,-767.822257806,767.822257806,-767.822257806,-767.822257806,767.822257806,767.822257806,-767.822257806,-767.822257806,-767.822257806,-767.822257806,-0.0,-767.822257806,-767.822257806,-767.822257806,-767.822257806,-767.822257806,-767.822257806,-767.822257806,-767.822257806,767.822257806
