2017-03-16 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-03-16 00:00:00,Close2017-03-16 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-03-16 00:00:00,LastSRUN,SRUN2017-03-16 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-03-15 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-03-15 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-03-15 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-03-15 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACJ7,1.556,0.026919342,0.0130208333333,1.0,1.0,1.0,1.0,-1.0,5.0,2017-03-08,780.660918,1.0,1.0,1.0,45124.0,1.0,0.0130208333333,1.556,energy,1.0,1.0,2017-03-08,-1.0,-1.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
AD,@ADM7,0.7656,0.0061187895,-0.00260552371027,-1.0,1.0,-1.0,1.0,1.0,4.0,2017-03-09,611.87895,1.0,1.0,1.0,76560.0,1.0,-0.00260552371027,0.7656,currency,1.0,1.0,2017-03-09,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-199.478895258,199.478895258,-199.478895258,199.478895258,-199.478895258,199.478895258,-199.478895258,199.478895258,-199.478895258,-199.478895258,199.478895258,-199.478895258,199.478895258,199.478895258,-199.478895258,-199.478895258,-199.478895258,199.478895258,-199.478895258,199.478895258,-199.478895258,199.478895258,199.478895258,199.478895258,-0.0,199.478895258,199.478895258,199.478895258,199.478895258,199.478895258,199.478895258,-199.478895258,-199.478895258,-199.478895258,199.478895258
AEX,AEXJ7,512.65,4.659718438,0.00549181131705,1.0,1.0,-1.0,1.0,1.0,-20.0,2017-02-15,1003.61015718,1.0,1.0,1.0,110414.557,0.928591326957,0.00549181131705,512.65,index,1.0,1.0,2017-02-15,1.0,1.0,-21.0,-21.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
BO,@BOK7,32.26,0.697,0.00124146492862,1.0,1.0,1.0,1.0,-1.0,-10.0,2017-03-01,418.2,2.0,1.0,1.0,19356.0,1.0,0.00124146492862,32.26,grain,1.0,1.0,2017-03-01,-1.0,-1.0,-11.0,-11.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,48.0595903166,48.0595903166,-48.0595903166,48.0595903166,48.0595903166,-48.0595903166,48.0595903166,-48.0595903166,48.0595903166,48.0595903166,48.0595903166,48.0595903166,-48.0595903166,-48.0595903166,-48.0595903166,-48.0595903166,-48.0595903166,48.0595903166,48.0595903166,-48.0595903166,-48.0595903166,48.0595903166,48.0595903166,48.0595903166,0.0,0.0,48.0595903166,48.0595903166,48.0595903166,48.0595903166,48.0595903166,48.0595903166,48.0595903166,-48.0595903166,-48.0595903166
BP,@BPM7,1.2388,0.0095548025,0.00543787030274,1.0,-1.0,1.0,-1.0,1.0,29.0,2017-02-01,597.17515625,1.0,1.0,1.0,77425.0,1.0,0.00543787030274,1.2388,currency,1.0,1.0,2017-02-01,1.0,1.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,421.027108189,421.027108189,421.027108189,-421.027108189,421.027108189,-421.027108189,421.027108189,-421.027108189,421.027108189,-421.027108189,421.027108189,-421.027108189,421.027108189,421.027108189,-421.027108189,421.027108189,421.027108189,-421.027108189,421.027108189,-421.027108189,421.027108189,421.027108189,-421.027108189,421.027108189,421.027108189,0.0,421.027108189,421.027108189,-421.027108189,0.0,0.0,-421.027108189,0.0,421.027108189,-421.027108189
C,@CK7,366.0,5.6875,0.00687757909216,1.0,1.0,-1.0,1.0,-1.0,-10.0,2017-03-01,284.375,3.0,1.0,1.0,18300.0,1.0,0.00687757909216,366.0,grain,1.0,1.0,2017-03-01,-1.0,-1.0,-11.0,-11.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,377.57909216,377.57909216,377.57909216,-377.57909216,377.57909216,-377.57909216,377.57909216,-377.57909216,377.57909216,377.57909216,-377.57909216,377.57909216,-377.57909216,-377.57909216,377.57909216,-377.57909216,-377.57909216,377.57909216,-377.57909216,377.57909216,-377.57909216,-377.57909216,-377.57909216,-377.57909216,-377.57909216,-377.57909216,377.57909216,-377.57909216,377.57909216,0.0,0.0,-377.57909216,377.57909216,0.0,-377.57909216
CC,@CCK7,2027.0,47.75,-0.01025390625,-1.0,1.0,-1.0,1.0,-1.0,7.0,2017-03-06,477.5,2.0,1.0,1.0,20270.0,1.0,-0.01025390625,2027.0,soft,1.0,1.0,2017-03-01,-1.0,-1.0,-11.0,-11.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
CD,@CDM7,0.7509,0.0046518385,-0.000332823004726,-1.0,1.0,-1.0,1.0,1.0,4.0,2017-03-09,465.18385,2.0,1.0,1.0,75090.0,1.0,-0.000332823004726,0.7509,currency,1.0,1.0,2017-03-09,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-49.9833588498,49.9833588498,-49.9833588498,49.9833588498,-49.9833588498,49.9833588498,-49.9833588498,49.9833588498,-49.9833588498,-49.9833588498,49.9833588498,-49.9833588498,49.9833588498,49.9833588498,-49.9833588498,-49.9833588498,-49.9833588498,49.9833588498,-49.9833588498,49.9833588498,-49.9833588498,49.9833588498,49.9833588498,49.9833588498,-0.0,49.9833588498,49.9833588498,49.9833588498,49.9833588498,49.9833588498,49.9833588498,-49.9833588498,-49.9833588498,-49.9833588498,49.9833588498
CGB,CBM7,135.54,0.558123457,-0.00154696132597,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,2017-02-24,419.011604354,2.0,1.0,1.0,101756.756757,1.332,-0.00154696132597,135.54,rates,-1.0,1.0,2017-02-24,-1.0,-1.0,14.0,14.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,0.0,1,0,1.0,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
CL,QCLK7,49.24,1.199582437,-0.00283515593358,-1.0,1.0,1.0,1.0,1.0,-42.0,2017-01-12,1199.582437,1.0,1.0,1.0,49240.0,1.0,-0.00283515593358,49.24,energy,1.0,1.0,2017-01-12,1.0,1.0,-43.0,-43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,-139.603078169,139.603078169,-139.603078169,139.603078169,-139.603078169,139.603078169,-139.603078169,139.603078169,-139.603078169,-139.603078169,-139.603078169,-139.603078169,139.603078169,139.603078169,139.603078169,-139.603078169,-139.603078169,139.603078169,-139.603078169,139.603078169,-139.603078169,-139.603078169,139.603078169,-139.603078169,-139.603078169,-0.0,-139.603078169,-139.603078169,139.603078169,-0.0,139.603078169,-139.603078169,-139.603078169,-139.603078169,139.603078169
