dates,signals,safef,comment
2016-05-11 05:33:56.025000-04:00,1,1,
2016-05-11 06:27:40.995000-04:00,-1,1,
2016-05-11 07:14:30.717000-04:00,-1,1,
2016-05-11 07:45:47.801000-04:00,-1,1,
2016-05-11 10:50:02.534000-04:00,-1,1,
2016-05-11 16:27:52.893000-04:00,1,1,
2016-05-11 17:36:08.098000-04:00,1,1,
2016-05-11 18:58:43.317000-04:00,1,1,
2016-05-11 19:31:38.156000-04:00,1,1,
2016-05-11 20:25:15.188000-04:00,1,1,
2016-05-11 20:47:37.922000-04:00,1,1,
2016-05-11 22:03:30.595000-04:00,1,1,
2016-05-11 23:58:56.021000-04:00,1,1,
2016-05-12 00:15:18.317000-04:00,1,1,
2016-05-12 01:04:42.061000-04:00,1,1,
2016-05-12 02:29:34.820000-04:00,1,1,
2016-05-12 03:09:00.935000-04:00,1,1,
2016-05-12 03:26:56.107000-04:00,1,1,
2016-05-12 03:42:22.973000-04:00,-1,1,
2016-05-12 04:28:20.479000-04:00,1,1,
2016-05-12 06:37:01.364000-04:00,1,1,
2016-05-12 08:27:27.037000-04:00,1,1,
2016-05-12 08:58:39.637000-04:00,1,1,
2016-05-12 10:35:31.206000-04:00,1,1,
2016-05-12 10:40:54.785000-04:00,1,1,
2016-05-12 11:03:55.491000-04:00,1,1,
2016-05-12 11:47:57.219000-04:00,1,1,
2016-05-12 11:57:43.351000-04:00,-1,1,
2016-05-12 12:32:32.676000-04:00,1,1,
2016-05-12 12:45:44.682000-04:00,-1,1,
2016-05-12 16:06:49.912000-04:00,1,1,
2016-05-12 16:45:41.731000-04:00,1,1,
2016-05-12 17:15:56.054000-04:00,1,1,
