dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.0_system,RS_dpsRunName,safef,cycleTime,timestamp,RS_dpsNetEquity
2016-04-26 03:30:00,99961.41,100036.7,-0.161452331825,0.0,0.00361157559257,0.0,126.8,both_finalWorst DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,0.00103813188168,wf_is_short,126.9,0.0,1.0,sellHold,-1.0,sellHold,both_finalWorst DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,,,
2016-04-26 04:00:00,99857.64,99932.85,-0.577454110113,0.0,0.00437383524868,0.0,-103.77,both_finalWorst DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,-103.85,0.0,1.0,sellHold,-1.0,sellHold,both_finalWorst DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,-13.39175,20160426 03:46:36 EDT,
2016-04-26 06:00:00,98939.55,99075.25,0.201894097938,0.0013375855625,0.00336219390073,0.0,-80.61,both_finalBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-40.34,0.0,1.0,sellHold,-1.0,sellHold,both_finalBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,6.55386666667,20160426 06:06:33 EDT,
2016-04-26 08:00:00,99639.64,99680.6,-0.340640060765,0.0,0.00348911350395,3.98574491116,-34.26,both_finalWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,-34.28,3.98738361323,1.0,sellHold,-1.0,sellHold,both_finalWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,16.3003166667,20160426 08:16:18 EDT,
2016-04-26 08:30:00,100164.68,100203.51,-0.0988355424724,0.0,0.00348911350395,0.0,87.35,both_finalWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,87.38,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f24_is41,both_finalWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,34.0788833333,20160426 09:04:04 EDT,
2016-04-26 10:00:00,99114.41,99785.94,0.14366404907,0.00149156643352,0.00336219390073,5.94722134764,304.37,both_finalBestOfBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,308.42,3.99159728137,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is59,,1.0,10.8003333333,20160426 10:10:48 EDT,100174.21
2016-04-26 10:30:00,100296.62,100322.15,-0.806519326286,0.0,0.00323029141235,0.0,89.73,both_finalBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,89.75,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f17_is76,,1.0,-0.428416666667,20160426 10:29:34 EDT,100589.46
2016-04-26 11:00:00,100027.64,99899.37,0.534716929531,0.00111534954946,0.00309276856414,8.00285163477,313.45,both_finalBestOfBest DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,156.78,3.99613453979,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f18_is88,,1.0,-9.78653333333,20160426 10:50:12 EDT,100818.09
2016-04-26 11:30:00,99782.24,99908.41,0.265937506874,0.00125311242797,0.00309276856414,0.0,11.6,both_finalWorst DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,5.81,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f19_is54,,1.0,-21.3098666667,20160426 11:08:41 EDT,100249.42
2016-04-26 11:30:00,100777.98,100677.81,0.464075918608,0.00111952041748,0.00309276856414,0.0,-11.72,both_finalBestOfBest DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-5.85,0.0,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f19_is87,,1.0,-3.03398333333,20160426 11:26:57 EDT,101035.77
2016-04-26 12:00:00,99812.81,99843.57,0.103356114246,0.0020894938389,0.00323029141235,6.69034543018,-68.41,both_finalBestOfBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.54596838345,0.0,wf_is_pv3s_v2v,-38.18,3.99390245494,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f19_is86,,1.0,-13.4448333333,20160426 11:46:33 EDT,100400.63
2016-04-26 12:00:00,99158.73,99136.29,0.196576568018,0.00182423464388,0.00323029141235,7.47864978349,-75.41,both_finalBestOfBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.77076530324,0.0,wf_is_pv3s_v2v,-37.91,3.96561014246,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f19_is86,,1.0,7.2141,20160426 12:07:12 EDT,100455.57
2016-04-26 12:30:00,98969.36,98984.48,0.361672632093,0.00134373785862,0.00323029141235,0.0,-46.06,both_finalWorst DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-23.03,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-3.80005,20160426 12:26:11 EDT,100606.74
2016-04-26 13:00:00,99946.79,100283.37,-0.18120959752,0.0,0.00323029141235,0.0,35.49,both_finalBestOfWorst DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,35.61,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-14.7820333333,20160426 12:45:13 EDT,100585.53
2016-04-26 13:00:00,99800.2,100063.44,-0.603020171979,0.0,0.00323029141235,3.99216769173,-39.46,both_finalBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-39.56,4.0026975497,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is59,,1.0,5.69896666667,20160426 13:05:41 EDT,100491.51
2016-04-26 13:30:00,100323.09,100452.83,-0.175889954,0.0,0.00336219390073,0.0,34.99,both_finalBestOfWorst DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,35.04,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f16_is7,,1.0,-5.36258333333,20160426 13:24:38 EDT,100394.58
2016-04-26 14:00:00,98875.77,98906.97,0.0321246380772,0.00152749693872,0.00348911350395,0.0,-113.89,both_finalBestOfBest DPS wl14.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-56.93,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is59,,1.0,-15.3642166667,20160426 13:44:38 EDT,100476.18
2016-04-26 14:00:00,100415.66,100503.1,0.299699615186,0.00102872743629,0.00348911350395,0.0,-115.66,both_finalWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-57.85,0.0,1.0,sellHold,-1.0,sellHold,,1.0,3.37128333333,20160426 14:03:22 EDT,100556.33
2016-04-26 14:30:00,98654.01,98964.94,-0.210160754555,0.0,0.00323029141235,0.0,-40.8,both_finalWorst DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-40.93,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-8.5966,20160426 14:21:24 EDT,100008.41
2016-04-26 15:00:00,99126.5,99406.34,-0.181421888594,0.0,0.00336219390073,0.0,-7.04,both_finalBestOfBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-7.06,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is59,,1.0,-18.4958333333,20160426 14:41:30 EDT,99814.58
2016-04-26 15:00:00,99001.06,99106.21,-0.233937034679,0.0,0.00336219390073,0.0,-7.03,both_finalBestOfWorst DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,-7.04,0.0,1.0,sellHold,-1.0,sellHold,,1.0,2.52761666667,20160426 15:02:31 EDT,99591.98
2016-04-26 15:30:00,99613.05,99750.36,-0.123831238128,0.0,0.00336219390073,0.0,64.92,both_finalBestOfBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,65.01,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is59,,1.0,-7.91381666667,20160426 15:22:05 EDT,100422.28
2016-04-26 16:00:00,99392.75,99522.68,-0.313509054345,0.0,0.00348911350395,0.0,-43.04,both_finalBestOfWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-43.1,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is59,,1.0,-19.6877166667,20160426 15:40:18 EDT,99933.22
2016-04-26 16:00:00,99779.6,99746.23,-0.0370455091267,0.0,0.00348911350395,3.99134383989,39.18,both_finalBestOfWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,39.17,3.99000886225,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is59,,1.0,-1.9266,20160426 15:58:04 EDT,100374.34
2016-04-26 16:30:00,100202.78,100054.49,0.144177436486,0.00104082345705,0.00348911350395,2.0040956924,63.96,both_finalBestOfWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,65.87,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is59,,1.0,-13.30535,20160426 16:16:41 EDT,100781.72
2016-04-26 17:00:00,99479.29,99734.34,-0.173139175571,0.0,0.00336219390073,0.0,-77.2,both_finalBestOfWorst DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,-77.4,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-22.8960333333,20160426 16:37:06 EDT,99920.87
2016-04-26 17:00:00,98543.54,98764.62,-0.498902320755,0.0,0.00336219390073,5.91296726758,-159.0,both_finalWorst DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-80.6,3.95074266332,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f21_is52,,1.0,-1.81365,20160426 16:58:11 EDT,99424.27
2016-04-26 17:00:00,98409.29,98641.11,-0.294697680331,0.0,0.00336219390073,0.0,-76.37,both_finalBestOfWorst DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-76.55,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is59,,1.0,18.6517833333,20160426 17:18:39 EDT,99811.57
