dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.0_system,RS_dpsRunName,safef,cycleTime,timestamp,RS_dpsNetEquity
2016-04-26 04:30:00,100364.31,100375.45,0.150148611086,0.0010092733965,0.00263752189358,2.00732631005,82.21,both_finalWorst DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,-0.00041051829062,wf_is_pv3s_v2v,84.22,0.0,1.0,buyHold,1.0,buyHold,both_finalWorst DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,,,
2016-04-26 05:00:00,100279.9,100334.24,-0.127738504898,0.0,0.00348911350395,2.0056381446,-84.41,both_finalWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-41.21,0.0,1.0,buyHold,1.0,buyHold,both_finalWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,-11.58255,20160426 04:48:25 EDT,
2016-04-26 10:30:00,100675.68,100437.86,-0.133911289774,0.0,0.00336219390073,0.0,87.52,both_finalWorst DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,87.31,0.0,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f20_is51,,1.0,-11.71285,20160426 10:18:17 EDT,101396.86
2016-04-26 11:00:00,100087.6,100143.16,-0.0492877339238,0.0,0.00348911350395,2.0,-77.84,both_finalBestOfWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-40.16,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f16_is76,,1.0,-23.5903333333,20160426 10:36:24 EDT,100189.18
2016-04-26 11:00:00,99973.53,100108.11,-0.232988068281,0.0,0.00348911350395,0.0,-40.09,both_finalBestOfWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-40.15,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f16_is76,,1.0,-4.32188333333,20160426 10:55:40 EDT,100454.89
2016-04-26 11:30:00,100826.05,100702.79,0.115759400523,0.0019913358544,0.00348911350395,2.0,96.42,both_finalWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.75214718112,0.0,wf_is_pv2e_p2p,98.29,0.0,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f21_is53,,1.0,-19.2228,20160426 11:10:46 EDT,100971.99
2016-04-26 11:30:00,100531.91,100692.34,0.169819663768,0.00235347749481,0.00348911350395,2.0,142.96,both_finalWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.48253531706,0.0,wf_is_short,98.28,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f18_is15,,1.0,-4.66025,20160426 11:25:20 EDT,100969.2
2016-04-26 12:00:00,100122.56,100027.88,-0.126274197768,0.0,0.00323029141235,0.0,76.5,both_finalBestOfBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,76.43,0.0,1.0,buyHold,1.0,buyHold,,1.0,-19.54035,20160426 11:40:27 EDT,100687.97
2016-04-26 12:00:00,99591.34,99820.93,0.218128726202,0.00171945242892,0.00323029141235,2.0,125.49,both_finalBestOfBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.87867448847,0.0,wf_is_pv3s_v2v,76.27,0.0,1.0,buyHold,1.0,buyHold,,1.0,-4.68585,20160426 11:55:18 EDT,100065.03
2016-04-26 12:30:00,99095.28,99481.3,-0.196383470209,0.0,0.00323029141235,0.0,-12.47,both_finalBestOfBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,-12.52,0.0,1.0,buyHold,1.0,buyHold,,1.0,-19.1661833333,20160426 12:10:50 EDT,100174.61
2016-04-26 12:30:00,99765.11,99941.07,0.127570248637,0.00153955238124,0.00323029141235,7.77390280076,-31.58,both_finalWorst DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-16.58,3.99780281299,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f17_is73,,1.0,-4.35205,20160426 12:25:38 EDT,100395.06
2016-04-26 13:00:00,99805.87,100274.55,0.268527524393,0.0013279505973,0.00323029141235,0.0,287.2,both_finalBestOfBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,144.48,0.0,1.0,buyHold,1.0,buyHold,,1.0,-19.4259333333,20160426 12:40:34 EDT,100815.86
2016-04-26 13:00:00,99973.69,100046.08,0.209545824783,0.00170230655922,0.00323029141235,2.0,142.05,both_finalBestOfBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.89759676061,0.0,wf_is_pv2e_p2p,144.15,0.0,1.0,buyHold,1.0,buyHold,,1.0,-4.17321666667,20160426 12:55:49 EDT,100827.48
2016-04-26 13:30:00,100372.05,100353.75,0.0182153720754,0.00245336314705,0.00336219390073,2.0,0.25,both_finalBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.37044281633,0.0,wf_is_pv2e_p2p,2.25,0.0,1.0,buyHold,1.0,buyHold,,1.0,-19.0389833333,20160426 13:10:57 EDT,100541.11
2016-04-26 13:30:00,98636.79,99319.68,0.252736643531,0.00102307320266,0.00336219390073,0.0,4.43,both_finalBestOfBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,2.23,0.0,1.0,buyHold,1.0,buyHold,,1.0,-3.86648333333,20160426 13:26:08 EDT,100235.0
2016-04-26 14:00:00,100214.22,100195.33,0.223823952732,0.00139815900355,0.00336219390073,0.0,64.73,both_finalBestOfBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,32.37,0.0,1.0,buyHold,1.0,buyHold,,1.0,-18.5541166667,20160426 13:41:26 EDT,100924.81
2016-04-26 14:00:00,99787.32,100044.52,0.123482499714,0.00120714275337,0.00336219390073,0.0,64.46,both_finalBestOfBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,32.32,0.0,1.0,buyHold,1.0,buyHold,,1.0,-2.50836666667,20160426 13:57:29 EDT,100266.51
2016-04-26 14:30:00,100042.08,99952.95,0.0837559639643,0.00155332903416,0.00348911350395,0.0,-79.97,both_finalBestOfBest DPS wl14.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,-39.93,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f17_is21,,1.0,-17.0394666667,20160426 14:12:57 EDT,100551.51
2016-04-26 14:30:00,99943.22,100199.95,0.164066741706,0.0010579518646,0.00348911350395,7.99609753367,71.77,both_finalBestOfBest DPS wl14.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,35.99,4.00815845608,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f20_is59,,1.0,-1.0635,20160426 14:28:56 EDT,100749.14
