Date,Signal
3/21/2016 0:01,1
3/21/2016 0:06,1
3/21/2016 0:11,1
3/21/2016 0:17,1
3/21/2016 0:22,1
3/21/2016 0:27,1
3/21/2016 0:29,1
3/21/2016 0:32,1
3/21/2016 0:35,1
3/21/2016 0:38,1
3/21/2016 0:40,1
3/21/2016 0:43,1
3/21/2016 0:45,1
3/21/2016 0:47,1
3/21/2016 0:50,1
3/21/2016 0:53,1
3/21/2016 0:56,1
3/21/2016 1:01,1
3/21/2016 1:05,1
3/21/2016 1:10,1
3/21/2016 1:12,1
3/21/2016 1:16,1
3/21/2016 1:18,1
3/21/2016 1:21,1
3/21/2016 1:24,1
3/21/2016 1:30,1
3/21/2016 1:33,1
3/21/2016 1:34,1
3/21/2016 1:37,1
3/21/2016 1:39,-1
3/21/2016 1:42,-1
3/21/2016 1:45,1
3/21/2016 1:48,-1
3/21/2016 1:51,-1
3/21/2016 1:53,-1
3/21/2016 1:56,1
3/21/2016 2:01,1
3/21/2016 2:05,-1
3/21/2016 2:14,-1
3/21/2016 2:20,-1
3/21/2016 2:26,1
3/21/2016 2:31,-1
3/21/2016 2:35,1
3/21/2016 2:37,-1
3/21/2016 2:39,1
3/21/2016 2:42,-1
3/21/2016 2:44,-1
3/21/2016 2:47,-1
3/21/2016 2:50,-1
3/21/2016 2:53,1
3/21/2016 2:56,1
3/21/2016 3:00,-1
3/21/2016 3:05,-1
3/21/2016 3:10,1
3/21/2016 3:15,1
3/21/2016 3:21,1
3/21/2016 3:25,-1
3/21/2016 3:27,1
3/21/2016 3:30,-1
3/21/2016 3:33,1
3/21/2016 3:35,-1
3/21/2016 3:38,-1
3/21/2016 3:41,1
3/21/2016 3:44,1
3/21/2016 3:47,-1
3/21/2016 3:50,-1
3/21/2016 3:53,-1
3/21/2016 3:56,-1
3/21/2016 4:03,-1
3/21/2016 4:07,-1
3/21/2016 4:19,1
3/21/2016 4:25,-1
3/21/2016 4:28,-1
3/21/2016 4:30,-1
3/21/2016 4:32,-1
3/21/2016 4:34,1
3/21/2016 4:37,-1
3/21/2016 4:39,-1
3/21/2016 6:39,1
3/21/2016 6:46,1
3/21/2016 6:52,-1
3/21/2016 6:59,-1
3/21/2016 7:05,1
3/21/2016 7:10,1
3/21/2016 7:14,-1
3/21/2016 7:19,1
3/21/2016 7:25,-1
3/21/2016 7:32,1
3/21/2016 7:41,1
3/21/2016 7:46,-1
3/21/2016 7:49,-1
3/21/2016 7:53,-1
3/21/2016 8:22,1
3/21/2016 9:11,1
3/21/2016 9:22,1
3/21/2016 10:16,-1
3/21/2016 11:43,-1
3/21/2016 12:37,-1
3/21/2016 13:05,-1
3/21/2016 13:43,-1
3/21/2016 13:58,1
3/21/2016 14:29,1
3/21/2016 14:43,1
3/21/2016 15:06,1
3/21/2016 15:35,-1
3/21/2016 16:00,-1
3/21/2016 16:35,-1
3/21/2016 17:09,1
3/21/2016 17:32,-1
3/21/2016 17:54,-1
3/21/2016 18:48,-1
3/21/2016 19:05,1
3/21/2016 19:16,1
3/21/2016 19:26,1
3/21/2016 19:26,1
3/21/2016 19:26,1
3/21/2016 19:26,1
