dates,dpsNetEquity,netEquity,CAR25,RS_netEquity,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-06-09 20:00:00,101050.18,100603.25,0.0920309256548,100603.25,0.0,0.00659380473396,8.08466148931,64.08,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,-4.58265739136e-05,wf_is_pv3s_v2v,31.91,4.02429104425,1.0,buyHold,1.0,buyHold,1.0,,
2016-06-10 00:00:00,101040.92,100598.64,0.0601993348334,99819.61,0.000129815871557,0.00659380473396,0.0,-9.26,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-4.61,0.0,1.0,buyHold,1.0,buyHold,1.0,-242.51095,20160609 19:57:29 EDT
2016-06-10 00:00:00,100259.52,100337.45,0.0509640294146,99874.29,3.99998200001e-05,0.00659380473396,0.0,-215.49,both_worst_wf_is_short DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,-107.71,0.0,1.0,buyHold,1.0,buyHold,1.0,-181.648266667,20160609 20:58:21 EDT
2016-06-10 04:00:00,100340.98,100342.99,0.024454734203,99895.87,0.000751629137915,0.00659380473396,2.00685980928,28.37,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,30.38,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is8,1.0,-191.24955,20160610 00:48:45 EDT
2016-06-10 08:00:00,100209.62,100187.16,0.0192511129893,99853.83,0.000462847854197,0.00659380473396,8.0174106034,93.08,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,46.55,4.00764673694,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f19_is16,1.0,-193.266433333,20160610 04:46:44 EDT
2016-06-10 12:00:00,100725.77,100438.19,0.052904543285,99741.05,0.0,0.00659380473396,0.0,391.97,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,195.81,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is10,1.0,-192.689783333,20160610 08:47:18 EDT
2016-06-10 16:00:00,100874.89,100471.67,0.0352859124504,,0.0,0.00114208048144,8.07063647011,429.38,both_gainAhead_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,214.29,4.01902773119,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f27_is24,1.0,-192.008983333,20160610 12:47:59 EDT
2016-06-10 20:00:00,101169.04,100629.43,0.0720365696203,,0.0,0.00228416096288,0.0,57.79,both_gainAhead_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,28.75,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f27_is24,1.0,-191.838583333,20160610 16:48:09 EDT
2016-06-10 20:00:00,100906.53,100754.61,0.0683374727654,99735.47,3.099978e-05,0.00659380473396,0.0,307.86,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,153.93,0.0,1.0,buyHold,1.0,buyHold,1.0,47.65315,20160610 20:47:39 EDT
2016-06-10 20:00:00,100906.53,100754.61,0.0651576493168,99735.47,3.99996e-05,0.00659380473396,0.0,307.86,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,153.93,0.0,1.0,buyHold,1.0,buyHold,1.0,2.42,20160611 00:48:15 EDT
