dates,CAR25,cycleTime,dd95,ddTol,gainAhead,prior_index,safef,signals,system,timestamp
2016-03-21 23:37:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i250_gainAhead,20160321 22:38:55 EST
2016-03-21 23:45:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i250_gainAhead,20160321 22:47:03 EST
2016-03-21 23:54:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i250_gainAhead,20160321 22:56:46 EST
2016-03-22 00:05:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_LDA_i250_gainAhead,20160321 23:07:30 EST
2016-03-22 00:15:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160321 23:17:55 EST
2016-03-22 00:25:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160321 23:26:54 EST
2016-03-22 00:37:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160321 23:38:56 EST
2016-03-22 00:45:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160321 23:47:15 EST
2016-03-22 00:53:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160321 23:54:50 EST
2016-03-22 01:00:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160322 00:02:58 EST
2016-03-22 01:11:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160322 00:13:46 EST
2016-03-22 01:20:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160322 00:22:35 EST
2016-03-22 01:28:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160322 00:29:47 EST
2016-03-22 01:36:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160322 00:37:48 EST
2016-03-22 01:45:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160322 00:47:52 EST
2016-03-22 01:55:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160322 00:57:29 EST
2016-03-22 02:02:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160322 01:04:13 EST
2016-03-22 02:09:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_LDA_i500_gainAhead,20160322 01:11:43 EST
2016-03-22 02:20:00,,,,,0.0,0,1.0,1.0,"USDCAD_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160322 01:21:49 EST
2016-03-22 02:30:00,,,,,0.0,0,1.0,1.0,"USDCAD_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160322 01:32:03 EST
2016-03-22 02:39:00,,,,,0.0,0,1.0,1.0,"USDCAD_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160322 01:40:59 EST
2016-03-22 02:47:00,,,,,0.0,0,1.0,1.0,"USDCAD_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160322 01:49:11 EST
2016-03-22 02:56:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 01:58:17 EST
2016-03-22 03:07:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 02:08:50 EST
2016-03-22 03:17:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 02:18:41 EST
2016-03-22 03:26:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 03:27:34 EDT
2016-03-22 03:37:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 03:39:03 EDT
2016-03-22 03:46:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 03:47:52 EDT
2016-03-22 03:54:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 03:55:59 EDT
2016-03-22 04:01:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 04:03:54 EDT
2016-03-22 04:12:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 04:14:30 EDT
2016-03-22 04:22:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 04:24:08 EDT
2016-03-22 04:32:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 04:33:56 EDT
2016-03-22 04:40:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 04:42:36 EDT
2016-03-22 04:50:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 04:51:53 EDT
2016-03-22 04:58:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 05:00:54 EDT
2016-03-22 05:07:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 05:09:01 EDT
2016-03-22 05:16:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 05:18:09 EDT
2016-03-22 05:24:00,,,,,0.0,0,1.0,-1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 05:25:57 EDT
2016-03-22 05:32:00,,,,,0.0,0,1.0,1.0,USDCAD_ALL_DF1_GNBayes_i25_gainAhead,20160322 05:33:46 EDT
2016-03-22 05:40:00,,,,,0.0,0,1.0,1.0,"USDCAD_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 05:42:15 EDT
2016-03-22 05:47:00,,,,,0.0,0,1.0,1.0,"USDCAD_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 05:48:48 EDT
