dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp,RS_netEquity,v4.4_system,mrThreshold
2016-05-10 00:00:00,108786.13,101408.32,0.0707318782802,0.00686375204277,0.00336219390073,0.0,2408.39,both_gainAhead_GNBayes DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,1135.09,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f82_is61,1.0,1597.67121667,20160511 02:37:40 EDT,,,
2016-05-10 00:00:00,107388.44,102479.5,0.0604189408526,0.00779424989958,0.00336219390073,0.0,2377.44,both_gainAhead_GNBayes DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,1147.08,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f82_is61,1.0,1802.24926667,20160511 06:02:14 EDT,,,
2016-05-10 00:00:00,108434.21,111168.57,0.020833873809,0.00828907457068,0.00884651736929,0.0,-2511.81,both_worst_wf_is_short DPS wl90.0 maxL2 dd95_0.009 thres_0.0,2.0,0.0,wf_is_short,-1272.83,0.0,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is14,1.0,2737.16751667,20160511 21:37:10 EDT,98254.75,,
2016-05-11 00:00:00,130653.7,119985.06,0.0260639713899,0.00803517742166,0.00884651736929,0.0,2407.17,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,1115.58,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is19,1.0,1671.84818333,20160512 03:51:50 EDT,88154.38,,
2016-05-11 00:00:00,108331.9,105476.56,0.00533009282622,0.0103819146377,0.00884651736929,0.0,1995.91,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,980.69,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is19,1.0,2566.20775,20160512 18:46:12 EDT,119985.06,,
2016-05-12 00:00:00,106140.49,104847.38,-0.00347727308978,0.0,0.00186500961648,0.0,-39.0,both_gainAhead_GNBayes DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,-38.52,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f59_is16,1.0,1422.61853333,20160512 23:42:37 EDT,,,
2016-05-13 00:00:00,110681.74,105791.83,0.0425322119164,3.999982e-05,0.00208514414057,8.85524767345,1607.35,both_gainAhead_PCA10_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,773.82,4.23184241302,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is56,1.0,141.42,20160514 05:42:15 EDT,,,
2016-05-13 00:00:00,105385.13,103775.16,0.0304012453397,7.99989200144e-05,0.00131876094679,6.32348728538,768.75,both_gainAhead_PCA10_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,759.07,4.15117234544,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is3,1.0,6.1,20160514 23:27:36 EDT,,,
2016-05-17 00:00:00,105364.46,103775.16,-0.0049037009068,0.0,0.00114208048144,2.10733137823,-2007.65,both_gainAhead_PCA10_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,-978.31,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is5,1.0,1497.80788333,20160518 00:57:48 EDT,,,
2016-05-18 00:00:00,98055.51,102474.03,0.0025467051046,0.0,0.00114208048144,0.0,191.22,both_zigZag_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100.01,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f59_is15,1.0,1567.72523333,20160519 02:07:43 EDT,,,
2016-05-18 00:00:00,100507.54,102393.95,-0.00288088042314,0.0,0.00114208048144,0.0,-98.29,both_gainAhead_PCA10_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,-100.13,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is6,1.0,1916.87673333,20160519 07:56:52 EDT,,,
2016-05-19 00:00:00,100471.94,101519.7,-0.00599646846936,0.0,0.00131876094679,0.0,-134.68,both_gainAhead_PCA10_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,-136.08,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is7,1.0,1403.51265,20160519 23:23:30 EDT,,,
2016-05-23 00:00:00,104733.76,104452.68,-0.00122975184739,0.0,0.00186500961648,0.0,242.05,both_gainAhead_PCA10_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,241.4,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is19,1.0,1251.01581667,20160523 20:51:00 EDT,,,
2016-05-24 00:00:00,101621.26,103922.57,0.0599553074605,8e-05,0.00131876094679,2.03246590092,1454.12,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,1489.1,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f55_is3,1.0,1622.299,20160525 03:02:17 EDT,,,
2016-05-25 00:00:00,104004.84,104532.86,0.0526076969783,6e-05,0.00161514570617,8.32105287808,1207.32,both_gainAhead_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,610.29,4.18148170704,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f56_is4,1.0,1518.48351667,20160526 01:18:29 EDT,,,
2016-05-26 00:00:00,103941.69,103662.74,-0.00284027275106,0.0,0.00186500961648,0.0,124.36,both_gainAhead_PCA10_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,124.03,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is11,1.0,1416.24,20160526 23:36:14 EDT,,,
2016-05-27 00:00:00,104904.51,104790.29,-0.000303173825589,0.0,0.00208514414057,0.0,375.2,both_gainAhead_PCA10_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,374.79,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is11,1.0,25.42,20160528 05:03:25 EDT,,,
2016-05-31 00:00:00,111912.03,108164.14,-0.00131080683715,0.0,0.00228416096288,0.0,119.93,both_gainAhead_GNBayes DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,115.92,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f85_is7,1.0,1740.61776667,20160601 05:00:37 EDT,,,
2016-06-01 00:00:00,113119.77,108125.73,-0.0070136180066,0.0,0.00246717581898,0.0,-162.22,both_gainAhead_GNBayes DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,-155.06,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f85_is8,1.0,1301.91316667,20160601 21:41:54 EDT,,,
2016-06-01 00:00:00,101625.37,101106.42,0.0140149113513,0.00157200682811,0.00246717581898,0.0,290.22,both_gainAhead_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,144.58,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f90_is15,1.0,1920.3453,20160602 08:00:20 EDT,,,
2016-06-02 00:00:00,101461.33,100788.5,0.01437392392,0.00152428647405,0.00263752189358,0.0,553.12,both_gainAhead_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,275.48,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f90_is15,1.0,1220.04978333,20160602 20:20:02 EDT,,,
2016-06-03 00:00:00,100440.24,100440.25,0.0148250255105,0.00390742721988,0.00279751442472,2.00884503244,283.64,both_gainAhead_PCA10_GNBayes DPS wl9.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,285.65,0.0,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is10,1.0,1257.26568333,20160603 20:57:15 EDT,,,
2016-06-06 00:00:00,100230.95,100522.49,0.00365988569886,0.0036664948252,0.0029488391231,2.00465907222,497.2,both_zigZag_GNBayes DPS wl10.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,500.65,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f85_is11,1.0,1237.14193333,20160606 20:37:08 EDT,,,
2016-06-07 00:00:00,100803.75,100725.91,0.00944890944656,0.00418409236884,0.00309276856414,0.0,190.89,both_zigZag_GNBayes DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,95.46,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f85_is12,1.0,1233.55256667,20160607 20:33:33 EDT,,,
2016-06-08 00:00:00,101416.68,100951.28,0.0100844423511,0.00383906269989,0.00323029141235,0.0,739.48,both_zigZag_GNBayes DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,369.39,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f85_is13,1.0,1335.52361667,20160608 22:15:31 EDT,,,
2016-06-09 00:00:00,100685.93,100497.1,0.000778271108937,0.00507524602693,0.00336219390073,0.0,-357.8,both_zigZag_GNBayes DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,-178.25,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f85_is14,1.0,1239.7229,20160609 20:39:43 EDT,,,
2016-06-09 00:00:00,100318.86,100497.1,0.00112117039239,0.00570114308577,0.00336219390073,0.0,-356.5,both_zigZag_GNBayes DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,-178.25,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f86_is14,1.0,1310.98803333,20160609 21:50:59 EDT,,,
2016-06-09 00:00:00,100316.85,100497.1,-0.000811731406647,0.0,0.00336219390073,2.006377217,-358.51,both_zigZag_GNBayes DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,-178.25,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f86_is14,1.0,1357.11296667,20160609 22:37:06 EDT,,,
2016-06-09 00:00:00,100318.86,100497.1,0.00693125251781,0.00616680439159,0.00336219390073,0.0,-356.5,both_zigZag_GNBayes DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,-178.25,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f86_is14,1.0,1452.72885,20160610 00:12:43 EDT,,,
2016-06-10 00:00:00,100060.04,100058.04,-0.00565550740831,0.0,0.00348911350395,0.0,844.69,both_zigZag_PCA10_VotingSoft DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,844.67,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is11,1.0,7.19,20160611 22:17:32 EDT,,,
2016-06-13 00:00:00,104888.76,103945.79,0.011460420872,0.000110996700088,0.00131876094679,6.29370295206,862.15,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,856.46,4.15799778247,1.0,gainAhead_GNBayes,1.0,,1.0,1251.082,20160613 20:51:04 EDT,,gainAhead_GNBayes_f86_is3,
2016-06-13 00:00:00,109357.26,106316.51,0.0114326412991,9.99960000801e-05,0.00131876094679,6.56182960608,898.87,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,875.99,4.25283051449,1.0,gainAhead_GNBayes,1.0,,1.0,1857.02911667,20160614 06:57:01 EDT,,gainAhead_GNBayes_f86_is3,
2016-06-14 00:00:00,108907.92,106099.15,-0.000287492763429,0.0,0.00161514570617,2.17820197248,-449.34,both_gainAhead_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,-217.36,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,1240.64196667,20160614 20:40:38 EDT,,gainAhead_GNBayes_f86_is4,
2016-06-15 00:00:00,108763.55,105958.5,-0.0129090260217,0.0,0.00186500961648,0.0,-144.37,both_gainAhead_GNBayes DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,-140.65,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,1541.9385,20160616 01:41:56 EDT,,gainAhead_GNBayes_f86_is5,
2016-06-16 00:00:00,107926.86,106317.94,0.00744372874137,0.00255324342264,0.00208514414057,2.15858038444,362.73,both_gainAhead_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,359.44,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,1238.9071,20160616 20:38:54 EDT,,gainAhead_GNBayes_f86_is6,
2016-06-16 00:00:00,109130.33,106317.94,0.00737119374756,0.00414735150924,0.00208514414057,2.18265016016,366.78,both_gainAhead_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,359.44,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,1543.6049,20160617 01:43:36 EDT,,gainAhead_GNBayes_f86_is6,
2016-06-17 00:00:00,107915.91,105727.43,-0.0156085875862,0.0,0.00114208048144,2.15836127191,-1214.42,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,-590.51,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,55.57,20160618 02:51:36 EDT,,gainAhead_GNBayes_f86_is7,
2016-06-17 00:00:00,103272.88,102433.98,0.0152489098271,0.0,0.00114208048144,2.06549885535,568.38,both_zigZag_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,565.8,0.0,1.0,zigZag_VotingSoft,-1.0,,1.0,2.59,20160619 04:23:06 EDT,,zigZag_VotingSoft_f92_is35,
2016-06-20 00:00:00,102963.34,102053.11,0.00679423771934,0.0,0.00114208048144,2.05930794519,754.95,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,750.3,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,1224.74555,20160620 20:24:44 EDT,,gainAhead_GNBayes_f86_is8,
2016-06-20 00:00:00,102101.42,102053.11,0.00679423771934,0.0,0.00114208048144,2.04206920503,748.63,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,750.3,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,2560.0559,20160621 18:40:03 EDT,,gainAhead_GNBayes_f86_is8,
2016-06-21 00:00:00,102716.71,102360.61,0.00819946038293,0.0,0.00114208048144,0.0,615.29,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,307.5,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,1459.42965,20160622 00:19:25 EDT,,gainAhead_GNBayes_f86_is9,
2016-06-22 00:00:00,103208.36,102176.11,-0.00793031152601,0.0,0.00131876094679,2.0642084075,-375.47,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,-184.5,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,1227.79261667,20160622 20:27:47 EDT,,gainAhead_GNBayes_f86_is10,
2016-06-22 00:00:00,102344.38,102176.11,-0.00799273810151,0.0,0.00131876094679,2.04692852516,-372.33,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,-184.5,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,1674.0912,20160623 03:54:05 EDT,,gainAhead_GNBayes_f86_is10,
2016-06-23 00:00:00,103767.3,103598.77,0.0332742337593,0.00132120987404,0.00161514570617,6.22641179299,1422.92,both_gainAhead_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,1422.66,4.14411640559,1.0,gainAhead_GNBayes,-1.0,,1.0,1237.77115,20160623 20:37:46 EDT,,gainAhead_GNBayes_f86_is4,
2016-06-24 00:00:00,110866.54,106501.63,0.152385362878,0.00143318753538,0.00186500961648,0.0,8484.25,both_gainAhead_PCA10_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,4237.24,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1271.00148333,20160624 21:11:00 EDT,,gainAhead_PCA10_f10_is29,
2016-06-27 00:00:00,114546.53,108269.18,0.0152706783054,0.0,0.00114208048144,0.0,3679.99,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,1767.55,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1233.66355,20160627 20:33:39 EDT,,gainAhead_PCA10_f10_is29,
2016-06-27 00:00:00,114546.53,108269.18,0.0152706783054,0.0,0.00114208048144,0.0,3679.99,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,1767.55,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,,1.0,1621.23826667,20160628 03:01:14 EDT,,gainAhead_PCA10_f10_is29,
2016-06-28 00:00:00,109522.33,107024.98,0.0904392050644,9.0997800044e-05,0.00131876094679,2.19049038947,2346.5,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,2295.09,0.0,1.0,gainAhead_GNBayes,1.0,,1.0,1238.35305,20160628 20:38:21 EDT,,gainAhead_GNBayes_f86_is14,
2016-06-28 00:00:00,89779.34,93162.18,-0.00590074845892,0.0,0.00131876094679,2.0,-4117.37,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-2087.33,0.0,1.0,zigZag_VotingSoft,-1.0,,1.0,1326.88423333,20160628 22:06:53 EDT,,zigZag_VotingSoft_f92_is35,
2016-06-29 00:00:00,91412.01,93509.13,-0.00492658015602,0.0,0.00114208048144,0.0,-1756.82,both_zigZag_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-1797.12,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,,1.0,1430.1932,20160629 23:50:11 EDT,,zigZag_PCA10_f10_is29,
2016-06-29 00:00:00,116540.3,110225.42,0.0520626009043,0.0,0.00114208048144,0.0,4235.31,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,2039.98,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,1529.61226667,20160630 01:29:36 EDT,,gainAhead_PCA10_f10_is29,
2016-06-30 00:00:00,119190.55,111478.74,0.0468381875419,0.000111,0.00131876094679,0.0,2650.25,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,1253.32,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,1264.6763,20160630 21:04:40 EDT,,gainAhead_PCA10_f10_is27,
2016-06-30 00:00:00,90368.99,92442.19,-0.00583194446379,0.0,0.00131876094679,3.61490435578,-1043.02,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-1066.94,3.69783534288,1.0,zigZag_VotingSoft,1.0,,1.0,1349.60133333,20160630 22:29:36 EDT,,zigZag_VotingSoft_f92_is35,
2016-06-30 00:00:00,119190.55,111478.74,0.0468381817172,9.99982000359e-05,0.00131876094679,0.0,2650.25,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,1253.32,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,,20160701 00:00:52 EDT,,gainAhead_PCA10_f10_is27,1.0
2016-06-30 00:00:00,90368.99,92442.19,-0.00585295734331,0.0,0.00131876094679,3.61490435578,-1043.02,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-1066.94,3.69783534288,1.0,zigZag_VotingSoft,1.0,,1.0,,20160701 00:01:11 EDT,,zigZag_VotingSoft_f92_is35,0.5
2016-06-30 00:00:00,119190.55,111478.74,0.0468381817172,9.99982000359e-05,0.00131876094679,0.0,2650.25,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,1253.32,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,,1.0,,20160701 00:01:22 EDT,,gainAhead_PCA10_f10_is27,0.75
2016-07-01 00:00:00,109077.38,105602.42,0.0311998310684,7.9997600032e-05,0.00161514570617,0.0,622.63,both_buyHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,302.26,0.0,1.0,buyHold,1.0,,1.0,,20160701 20:32:05 EDT,,buyHold,1.0
2016-07-01 00:00:00,94600.76,94598.88,-0.00470855294328,0.0,0.00161514570617,0.0,-272.33,both_zigZag_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-272.32,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,,1.0,,20160701 20:32:14 EDT,,zigZag_PCA10_f10_is27,0.5
2016-07-01 00:00:00,109077.38,105602.42,0.0311998310684,7.9997600032e-05,0.00161514570617,0.0,622.63,both_buyHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,302.26,0.0,1.0,buyHold,1.0,,1.0,,20160701 20:32:40 EDT,,buyHold,0.75
2016-07-01 00:00:00,109077.38,105602.42,0.0313665527867,7.09986800176e-05,0.00161514570617,0.0,622.63,both_buyHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,302.26,0.0,1.0,buyHold,1.0,,1.0,,20160704 20:11:56 EDT,,buyHold,1.0
2016-07-01 00:00:00,94600.76,94598.88,-0.00454421946871,0.0,0.00161514570617,0.0,-272.33,both_zigZag_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-272.32,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,,1.0,,20160704 20:12:38 EDT,,zigZag_PCA10_f10_is27,0.5
