dates,signals,safef,comment
2016-04-16 07:00:43.907000-04:00,-1,1,
2016-04-16 07:30:57.945000-04:00,-1,1,
2016-04-16 08:00:48.559000-04:00,-1,1,
2016-04-16 08:30:49.439000-04:00,-1,1,
2016-04-16 09:00:38.818000-04:00,-1,1,
2016-04-16 09:30:43.652000-04:00,-1,1,
2016-04-16 10:00:46.720000-04:00,-1,1,
2016-04-16 10:30:40.474000-04:00,-1,1,
2016-04-16 11:00:41.370000-04:00,-1,1,
2016-04-16 11:30:42.188000-04:00,-1,1,
2016-04-16 12:00:43.975000-04:00,-1,1,
2016-04-16 12:30:40.698000-04:00,-1,1,
2016-04-16 13:00:43.719000-04:00,-1,1,
2016-04-16 13:30:48.772000-04:00,-1,1,
2016-04-16 14:00:51.480000-04:00,-1,1,
2016-04-16 14:30:41.078000-04:00,-1,1,
2016-04-16 15:00:47.412000-04:00,-1,1,
2016-04-16 15:30:43.198000-04:00,-1,1,
2016-04-16 16:00:42.516000-04:00,-1,1,
2016-04-16 16:30:46.678000-04:00,-1,1,
2016-04-16 17:00:45.136000-04:00,-1,1,
2016-04-16 17:30:48.407000-04:00,-1,1,
2016-04-16 18:00:48.068000-04:00,-1,1,
2016-04-16 18:30:42.198000-04:00,-1,1,
2016-04-16 19:00:45.297000-04:00,-1,1,
2016-04-16 19:30:40.942000-04:00,-1,1,
2016-04-16 20:00:40.432000-04:00,-1,1,
2016-04-16 20:30:43.500000-04:00,-1,1,
2016-04-16 21:00:44.180000-04:00,-1,1,
