dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.0_system,RS_netEquity,safef,cycleTime,timestamp,v4.3_system
2016-04-26 19:00:00,99555.14,99571.97,-0.341123117652,0.0,0.00361157559257,0.0,23.12,both_best_wf_is_pv3s_v2v DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,-0.000141995030174,wf_is_pv3s_v2v,23.13,0.0,1.0,sellHold,-1.0,sellHold,99571.97,1.0,,,
2016-04-26 19:30:00,99569.28,99586.11,-0.316634923331,0.0,0.00373001923296,0.0,14.14,both_best_wf_is_pv3s_v2v DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,14.14,0.0,1.0,sellHold,-1.0,sellHold,99586.11,1.0,-17.6955166667,20160426 19:12:18 EDT,
2016-04-26 19:30:00,99586.11,99586.11,-0.298425612639,0.0,0.00373001923296,0.0,14.14,both_best_wf_is_pv3s_v2v DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,14.14,0.0,1.0,sellHold,-1.0,sellHold,99586.11,1.0,-2.62518333333,20160426 19:27:22 EDT,
2016-04-26 20:00:00,99620.56,99596.62,-0.204515665407,0.0,0.00373001923296,0.0,-37.96,both_best_wf_is_pv3s_v2v DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-37.95,0.0,1.0,sellHold,-1.0,sellHold,99596.62,1.0,-17.2903,20160426 19:42:42 EDT,
2016-04-26 20:00:00,99596.62,99596.62,-0.262805255284,0.0,0.00373001923296,0.0,-37.95,both_best_wf_is_pv3s_v2v DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-37.95,0.0,1.0,sellHold,-1.0,sellHold,99596.62,1.0,-2.63935,20160426 19:57:21 EDT,
2016-04-26 20:30:00,99578.45,99578.45,-0.317782028713,0.0,0.00373001923296,0.0,23.77,both_best_wf_is_pv3s_v2v DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,23.77,0.0,1.0,sellHold,-1.0,sellHold,99578.45,1.0,-16.7019833333,20160426 20:13:17 EDT,
2016-04-26 20:30:00,99578.45,99578.45,-0.258882116018,0.0,0.00373001923296,0.0,23.77,both_best_wf_is_pv3s_v2v DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,23.77,0.0,1.0,sellHold,-1.0,sellHold,99578.45,1.0,-1.50376666667,20160426 20:28:29 EDT,
2016-04-26 21:00:00,99506.57,99597.21,-0.192193633368,0.0,0.00384481582077,0.0,-8.99,both_best_wf_is_pv3s_v2v DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-9.0,0.0,1.0,sellHold,-1.0,sellHold,99597.21,1.0,-15.4326666667,20160426 20:44:34 EDT,
2016-04-26 21:00:00,99552.21,99597.21,-0.316186268304,0.0,0.00384481582077,0.0,-9.0,both_best_wf_is_pv3s_v2v DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-9.0,0.0,1.0,sellHold,-1.0,sellHold,99597.21,1.0,0.3515,20160426 21:00:21 EDT,
2016-04-26 21:30:00,99493.0,99493.0,-0.218112714747,0.0,0.00361157559257,0.0,-77.76,both_best_wf_is_pv3s_v2v DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-77.76,0.0,1.0,sellHold,-1.0,sellHold,99493.0,1.0,-13.7799,20160426 21:16:13 EDT,
2016-04-26 21:30:00,99402.5,99493.0,-0.204578857735,0.0,0.00361157559257,0.0,-77.68,both_best_wf_is_pv3s_v2v DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-77.76,0.0,1.0,sellHold,-1.0,sellHold,99493.0,1.0,2.57975,20160426 21:32:34 EDT,
2016-04-26 22:00:00,99370.74,99420.79,-0.351874183263,0.0,0.00361157559257,0.0,-141.82,both_best_wf_is_pv3s_v2v DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-141.89,0.0,1.0,sellHold,-1.0,sellHold,99420.79,1.0,-4.66841666667,20160426 21:55:19 EDT,
2016-04-26 22:30:00,100671.39,100687.18,-0.620236279189,0.0,0.00373001923296,0.0,1334.38,both_best_wf_is_pv3s_v2v DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,1334.59,0.0,1.0,sellHold,-1.0,sellHold,100687.18,1.0,-14.57255,20160426 22:15:25 EDT,
2016-04-26 22:30:00,100687.18,100687.18,-0.691651657677,0.0,0.00373001923296,0.0,1334.59,both_best_wf_is_pv3s_v2v DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,1334.59,0.0,1.0,sellHold,-1.0,sellHold,100687.18,1.0,4.81521666667,20160426 22:34:48 EDT,
2016-04-26 23:00:00,100428.79,100750.33,-0.322570797805,0.0,0.00348911350395,0.0,-30.16,both_best_wf_is_pv3s_v2v DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-30.26,0.0,1.0,sellHold,-1.0,sellHold,100750.33,1.0,-9.47915,20160426 22:50:31 EDT,
2016-04-26 23:00:00,100426.79,100750.33,1.42467189122,0.00397041060444,0.00348911350395,2.0,-32.16,both_best_wf_is_pv3s_v2v DPS wl14.0 maxL2 dd95_0.003 thres_0.0,0.87877901093,0.0,wf_is_pv3s_v2v,-30.26,0.0,1.0,sellHold,-1.0,sellHold,100750.33,1.0,4.91171666667,20160426 23:04:54 EDT,
2016-04-26 23:30:00,100618.64,100664.12,-0.3065481861,0.0,0.00361157559257,0.0,-18.39,both_best_wf_is_pv3s_v2v DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-18.4,0.0,1.0,sellHold,-1.0,sellHold,100664.12,1.0,-10.8740333333,20160426 23:19:07 EDT,
2016-04-26 23:30:00,100370.76,100664.12,1.31671921153,0.00363610797617,0.00361157559257,2.0,-20.34,both_best_wf_is_pv3s_v2v DPS wl15.0 maxL2 dd95_0.004 thres_0.0,0.993253120162,0.0,wf_is_pv3s_v2v,-18.4,0.0,1.0,sellHold,-1.0,sellHold,100664.12,1.0,4.03745,20160426 23:34:02 EDT,
2016-04-27 00:00:00,100887.64,100979.51,-0.447320842737,0.0,0.00373001923296,0.0,360.06,both_best_wf_is_pv3s_v2v DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,360.39,0.0,1.0,sellHold,-1.0,sellHold,100979.51,1.0,-11.6097333333,20160426 23:48:23 EDT,
