dates,signals,safef,comment
2016-05-03 03:08:16.689000-04:00,-1,1,
2016-05-03 03:12:07.843000-04:00,1,1,
2016-05-03 03:25:26.755000-04:00,-1,1,
2016-05-03 03:40:01.994000-04:00,-1,1,
2016-05-03 03:56:56.400000-04:00,-1,1,
2016-05-03 04:12:24.853000-04:00,-1,1,
2016-05-03 04:28:37.008000-04:00,-1,1,
2016-05-03 04:44:55.488000-04:00,-1,1,
2016-05-03 05:00:17.651000-04:00,-1,1,
2016-05-03 05:16:37.750000-04:00,1,1,
2016-05-03 05:32:42.311000-04:00,1,1,
2016-05-03 05:49:01.712000-04:00,1,1,
2016-05-03 06:05:18.522000-04:00,1,1,
2016-05-03 06:20:59.041000-04:00,1,1,
2016-05-03 06:36:49.459000-04:00,1,1,
2016-05-03 06:52:45.147000-04:00,1,1,
2016-05-04 19:51:40.585000-04:00,1,1,
2016-05-04 20:06:25.545000-04:00,1,1,
2016-05-04 20:21:41.246000-04:00,1,1,
2016-05-04 20:36:29.444000-04:00,1,1,
2016-05-04 20:51:39.390000-04:00,1,1,
2016-05-04 21:07:22.240000-04:00,1,1,
2016-05-04 21:23:51.112000-04:00,1,1,
2016-05-04 21:40:02.029000-04:00,1,1,
2016-05-04 21:55:55.761000-04:00,1,1,
2016-05-04 22:37:22.012000-04:00,1,1,
2016-05-04 22:52:38.693000-04:00,1,1,
2016-05-04 23:07:40.962000-04:00,1,1,
2016-05-04 23:23:20.455000-04:00,1,1,
2016-05-04 23:40:02.262000-04:00,1,1,
2016-05-04 23:56:03.075000-04:00,1,1,
2016-05-05 00:11:59.529000-04:00,1,1,
2016-05-05 00:27:36.550000-04:00,1,1,
2016-05-05 00:43:12.029000-04:00,1,1,
2016-05-05 00:59:48.140000-04:00,1,1,
2016-05-05 01:15:06.074000-04:00,1,1,
2016-05-05 01:31:13.274000-04:00,1,1,
2016-05-05 01:47:23.030000-04:00,1,1,
2016-05-05 02:03:06.671000-04:00,1,1,
2016-05-05 02:19:32.088000-04:00,1,1,
2016-05-05 02:35:41.477000-04:00,1,1,
2016-05-05 02:52:14.006000-04:00,1,1,
2016-05-05 03:07:20.266000-04:00,1,1,
2016-05-05 03:23:58.600000-04:00,1,1,
2016-05-05 03:39:21.034000-04:00,1,1,
2016-05-05 03:55:43.387000-04:00,1,1,
2016-05-05 04:11:35.134000-04:00,1,1,
2016-05-05 04:27:15.821000-04:00,1,1,
2016-05-05 04:44:07.225000-04:00,1,1,
2016-05-05 04:59:31.430000-04:00,1,1,
2016-05-05 05:15:15.809000-04:00,-1,1,
2016-05-05 05:31:43.492000-04:00,1,1,
2016-05-05 05:46:54.328000-04:00,1,1,
2016-05-05 06:03:23.877000-04:00,1,1,
2016-05-05 06:19:31.846000-04:00,1,1,
2016-05-05 06:36:16.302000-04:00,1,1,
2016-05-05 06:51:06.548000-04:00,1,1,
2016-05-05 07:06:39.800000-04:00,1,1,
2016-05-05 07:23:04.144000-04:00,1,1,
2016-05-05 07:39:39.241000-04:00,1,1,
2016-05-05 07:55:27.850000-04:00,1,1,
2016-05-05 08:11:24.445000-04:00,1,1,
2016-05-05 08:28:27.665000-04:00,1,1,
2016-05-05 08:43:32.961000-04:00,1,1,
2016-05-05 08:59:30.847000-04:00,1,1,
2016-05-05 09:15:43.299000-04:00,1,1,
2016-05-05 09:31:28.088000-04:00,1,1,
2016-05-05 09:48:19.728000-04:00,1,1,
2016-05-05 10:03:40.703000-04:00,1,1,
2016-05-05 10:19:54.742000-04:00,1,1,
2016-05-05 10:35:44.564000-04:00,1,1,
2016-05-05 10:51:24.799000-04:00,1,1,
2016-05-05 11:07:23.638000-04:00,1,1,
2016-05-05 11:24:16.789000-04:00,1,1,
2016-05-05 11:39:09.114000-04:00,1,1,
2016-05-05 11:56:07.586000-04:00,1,1,
2016-05-05 12:11:02.421000-04:00,1,1,
2016-05-05 12:27:30.606000-04:00,1,1,
2016-05-05 12:43:53.440000-04:00,1,1,
2016-05-05 12:59:27.962000-04:00,1,1,
2016-05-05 13:15:24.196000-04:00,1,1,
2016-05-05 13:31:27.885000-04:00,1,1,
2016-05-05 13:47:36.461000-04:00,1,1,
2016-05-05 14:03:16.055000-04:00,1,1,
2016-05-05 14:19:26.913000-04:00,1,1,
2016-05-05 14:35:07.526000-04:00,1,1,
2016-05-05 14:51:48.278000-04:00,-1,1,
2016-05-05 15:06:50.209000-04:00,1,1,
2016-05-05 15:24:05.985000-04:00,1,1,
2016-05-05 15:39:50.423000-04:00,1,1,
2016-05-05 15:55:09.066000-04:00,1,1,
2016-05-05 16:11:27.863000-04:00,1,1,
2016-05-05 16:27:36.035000-04:00,1,1,
2016-05-05 16:43:23.920000-04:00,1,1,
2016-05-05 16:59:30.724000-04:00,1,1,
2016-05-05 17:16:45.594000-04:00,1,1,
2016-05-05 17:31:07.458000-04:00,1,1,
2016-05-05 17:47:34.273000-04:00,1,1,
2016-05-05 18:03:56.763000-04:00,1,1,
2016-05-05 18:19:58.862000-04:00,1,1,
2016-05-05 18:35:57.834000-04:00,1,1,
2016-05-05 18:51:24.762000-04:00,1,1,
2016-05-05 19:07:20.768000-04:00,-1,1,
2016-05-05 19:23:28.071000-04:00,1,1,
2016-05-05 19:40:06.685000-04:00,1,1,
2016-05-05 19:55:43.348000-04:00,1,1,
2016-05-05 20:12:27.829000-04:00,1,1,
2016-05-05 20:27:20.950000-04:00,1,1,
2016-05-05 20:43:57.067000-04:00,1,1,
2016-05-05 20:59:20.872000-04:00,1,1,
2016-05-05 21:15:15.614000-04:00,1,1,
2016-05-05 21:31:57.505000-04:00,1,1,
2016-05-05 21:48:06.025000-04:00,1,1,
2016-05-05 22:03:58.242000-04:00,1,1,
2016-05-05 22:20:02.690000-04:00,1,1,
2016-05-05 22:36:09.012000-04:00,1,1,
2016-05-05 22:51:54.431000-04:00,1,1,
2016-05-05 23:09:01.827000-04:00,1,1,
2016-05-05 23:26:28.903000-04:00,1,1,
2016-05-05 23:40:15.646000-04:00,1,1,
2016-05-05 23:57:12.412000-04:00,1,1,
2016-05-06 00:12:15.829000-04:00,1,1,
2016-05-06 00:29:06.381000-04:00,1,1,
2016-05-06 00:46:04.074000-04:00,1,1,
2016-05-06 01:00:23.912000-04:00,1,1,
2016-05-06 01:17:26.905000-04:00,1,1,
2016-05-06 01:34:31.917000-04:00,1,1,
2016-05-06 01:48:58.250000-04:00,1,1,
2016-05-06 02:05:05-04:00,1,1,
2016-05-06 02:21:31.240000-04:00,1,1,
2016-05-06 02:36:45.019000-04:00,1,1,
2016-05-06 02:53:39.436000-04:00,-1,1,
2016-05-06 03:11:14.471000-04:00,1,1,
2016-05-06 03:25:25.963000-04:00,-1,1,
2016-05-06 03:40:36.151000-04:00,-1,1,
2016-05-06 03:56:18.863000-04:00,-1,1,
2016-05-06 04:12:06.862000-04:00,1,1,
