dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.0_system,RS_dpsRunName,safef,cycleTime,timestamp,RS_dpsNetEquity
2016-04-26 04:00:00,99973.61,100020.7,-0.436299446684,0.0,0.00361157559257,0.0,-95.57,both_finalWorst DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,0.00172250490099,wf_is_pv3s_v2v,-95.62,0.0,1.0,buyHold,1.0,buyHold,both_finalWorst DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,,,
2016-04-26 04:30:00,100145.82,100192.99,-0.199450011913,0.0,0.00361157559257,0.0,172.21,both_finalWorst DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,172.29,0.0,1.0,buyHold,1.0,buyHold,both_finalWorst DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.0,12.3715666667,20160426 04:42:22 EDT,
2016-04-26 07:00:00,99150.55,99161.68,-0.404920390983,0.0,0.00406469422349,2.0,111.16,both_finalWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,56.62,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f27_is24,both_finalWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.0,60.6791333333,20160426 08:00:40 EDT,
2016-04-26 11:00:00,100218.48,99989.84,0.029271760795,0.00218541209348,0.00348911350395,7.2093281537,-168.81,both_finalBestOfBest DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.59654717496,0.0,wf_is_pv2e_p2p,-84.55,3.9997535933,1.0,buyHold,1.0,buyHold,,1.0,-21.8433,20160426 10:38:09 EDT,100656.22
2016-04-26 11:00:00,100047.21,99965.39,0.156030297865,0.00238224941165,0.00348911350395,2.0,78.47,both_finalBestOfBest DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.46462981034,0.0,wf_is_pv2e_p2p,80.4,0.0,1.0,buyHold,1.0,buyHold,,1.0,2.74153333333,20160426 11:02:44 EDT,100539.55
2016-04-26 11:30:00,99841.33,99960.93,0.268197557711,0.00225406578886,0.00361157559257,2.0,-223.31,both_finalBest DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.60224941544,0.0,wf_is_pv2e_p2p,-110.66,0.0,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f24_is72,,1.0,-7.38758333333,20160426 11:22:36 EDT,100618.64
2016-04-26 12:00:00,100094.47,99952.94,0.0986981983778,0.00322116769682,0.00384481582077,2.0,99.51,both_finalBestOfBest DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.19360933135,0.0,wf_is_short,101.37,0.0,1.0,buyHold,1.0,buyHold,,1.0,-17.0065333333,20160426 11:42:59 EDT,100459.04
2016-04-26 12:00:00,100636.43,100287.19,0.416828554451,0.00209083915435,0.00384481582077,2.0,158.61,both_finalBest DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.83888646469,0.0,wf_is_pv2e_p2p,101.71,0.0,1.0,buyHold,1.0,buyHold,,1.0,3.69935,20160426 12:03:41 EDT,100900.55
2016-04-26 12:30:00,101198.39,100835.73,0.279687307901,0.00241174849798,0.00361157559257,2.0,134.08,both_finalBest DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.49749262645,0.0,wf_is_pv2e_p2p,110.08,0.0,1.0,buyHold,1.0,buyHold,,1.0,-5.9272,20160426 12:24:04 EDT,101573.48
2016-04-26 13:00:00,100103.59,100117.18,0.253757963724,0.00225905486398,0.00361157559257,2.0,-5.84,both_finalBestOfBest DPS wl15.0 maxL2 dd95_0.004 thres_0.0,1.59871088133,0.0,wf_is_pv2e_p2p,-3.06,0.0,1.0,buyHold,1.0,buyHold,,1.0,-15.6255833333,20160426 12:44:22 EDT,100828.62
