dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp
2016-06-09 20:00:00,-0.00273376178407,0.0,0.00659380473396,0.0,100228.27,-30.44,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,-0.000329937179961,wf_is_pv2e_p2p,100228.27,-30.44,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is14,100228.27,1.0,,
2016-06-10 00:00:00,-0.0190020687323,0.0,0.00659380473396,0.0,100261.34,33.07,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100261.34,33.07,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is14,99735.14,1.0,-246.640766667,20160609 19:53:21 EDT
2016-06-10 00:00:00,-0.0164899667443,0.0,0.00659380473396,0.0,100332.94,59.55,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100332.94,59.55,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is14,99716.55,1.0,-181.552166667,20160609 20:58:26 EDT
2016-06-10 04:00:00,0.0337174338502,0.0,0.00659380473396,0.0,100632.17,82.34,both_finalBestOfWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100517.46,41.14,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is13,100517.46,1.0,-193.398716667,20160610 00:46:36 EDT
2016-06-10 08:00:00,0.0261256392499,0.000377339695188,0.00279751442472,0.0,100249.1,161.34,both_sellHold DPS wl9.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100168.43,80.67,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-192.0382,20160610 04:47:57 EDT
2016-06-10 12:00:00,-0.00913281518671,0.0,0.00659380473396,4.00869348837,100213.33,225.94,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100213.33,225.94,4.00869348837,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f22_is13,99671.87,1.0,-191.3881,20160610 08:48:36 EDT
2016-06-10 16:00:00,0.0964645858387,0.000611429069255,0.00309276856414,0.0,101117.04,895.83,both_gainAhead_VotingSoft DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100669.12,447.92,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f21_is12,,1.0,-192.353283333,20160610 12:47:38 EDT
2016-06-10 20:00:00,-0.00775792180044,0.0,0.00659380473396,0.0,100413.63,162.13,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100413.63,162.13,0.0,1.0,buyHold,1.0,buyHold,99839.44,1.0,-192.5199,20160610 16:47:28 EDT
2016-06-10 20:00:00,-0.0671336979631,0.0,0.00659380473396,0.0,100375.09,123.59,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100375.09,123.59,0.0,1.0,buyHold,1.0,buyHold,99801.12,1.0,47.91645,20160610 20:47:54 EDT
2016-06-10 20:00:00,-0.00725784108275,0.0,0.00659380473396,0.0,100375.09,123.59,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100375.09,123.59,0.0,1.0,buyHold,1.0,buyHold,99801.12,1.0,2.29,20160611 00:48:03 EDT
2016-06-10 20:00:00,-0.060378084294,0.0,0.00659380473396,0.0,100375.09,123.59,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100375.09,123.59,0.0,1.0,buyHold,1.0,buyHold,99801.12,1.0,1.17,20160611 04:48:28 EDT
