dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.0_system,RS_dpsRunName,safef,cycleTime,timestamp,RS_dpsNetEquity
2016-04-26 04:00:00,100050.51,100071.35,-0.062139440417,0.0,0.00456832192576,4.00218060985,59.1,both_finalWorst DPS wl24.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_short,59.12,4.00301393543,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f17_is28,both_finalWorst DPS wl24.0 maxL2 dd95_0.005 thres_0.0,1.0,,,
2016-04-26 04:30:00,100046.51,100067.35,-0.166660141075,0.0,0.00456832192576,4.0020204,-4.0,both_finalWorst DPS wl24.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-4.0,4.002854,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f43_is40,both_finalWorst DPS wl24.0 maxL2 dd95_0.005 thres_0.0,1.0,-16.5176166667,20160426 04:13:28 EDT,
2016-04-26 06:30:00,99481.49,99496.34,-0.326351993456,0.0,0.00373001923296,0.0,-57.16,both_finalWorst DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-57.16,0.0,1.0,sellHold,-1.0,sellHold,both_finalWorst DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,6.1585,20160426 06:36:09 EDT,
2016-04-26 10:30:00,100539.28,100382.37,-0.227130619555,0.0,0.00384481582077,0.0,33.98,both_finalBestOfWorst DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,33.93,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-10.3909166667,20160426 10:19:36 EDT,100569.36
2016-04-26 11:00:00,100296.65,100165.05,0.475072471552,0.00148731338054,0.00395628284037,0.0,262.63,both_finalBest DPS wl18.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,131.31,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-20.119,20160426 10:39:52 EDT,100459.49
2016-04-26 11:00:00,99005.79,99504.03,0.0933342841042,0.00333319462209,0.00395628284037,2.0,127.8,both_finalBestOfWorst DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.18693424445,0.0,wf_is_pv3s_v2v,130.45,0.0,1.0,sellHold,-1.0,sellHold,,1.0,0.372066666667,20160426 11:00:22 EDT,100163.23
2016-04-26 11:30:00,99768.21,99809.41,0.188970714654,0.00232086835528,0.00309276856414,2.0,166.65,both_finalBestOfWorst DPS wl11.0 maxL2 dd95_0.003 thres_0.0,1.33259112138,0.0,wf_is_pv2e_p2p,168.72,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f14_is17,,1.0,-10.55405,20160426 11:19:26 EDT,100196.77
2016-04-26 11:30:00,100050.32,99975.7,0.204618544291,0.00247351777315,0.00309276856414,2.0,167.13,both_finalBestOfWorst DPS wl11.0 maxL2 dd95_0.003 thres_0.0,1.25035227065,0.0,wf_is_short,169.0,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f8_is3,,1.0,8.65738333333,20160426 11:38:39 EDT,100480.07
2016-04-26 12:00:00,100413.57,100420.88,0.138264682803,0.00236994812596,0.00323029141235,2.0,66.93,both_finalBestOfWorst DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.36302199064,0.0,wf_is_pv2e_p2p,50.21,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-0.273933333333,20160426 11:59:43 EDT,100578.47
2016-04-26 12:30:00,99396.79,99735.71,-0.303970434014,0.0,0.00336219390073,0.0,-41.18,both_finalBestOfWorst DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-41.33,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-10.6083166667,20160426 12:19:23 EDT,99840.39
2016-04-26 12:30:00,99091.83,99473.93,0.189025344489,0.00181951435856,0.00336219390073,2.0,-74.36,both_finalBestOfWorst DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.84785235956,0.0,wf_is_pv2e_p2p,-41.22,0.0,1.0,sellHold,-1.0,sellHold,,1.0,9.30523333333,20160426 12:39:18 EDT,99851.02
2016-04-26 13:00:00,99528.53,99955.87,0.0614640470136,0.00186522953592,0.00348911350395,2.0,-44.59,both_finalBestOfWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.87060811378,0.0,wf_is_pv2e_p2p,-29.9,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-0.6056,20160426 12:59:23 EDT,99876.48
2016-04-26 13:30:00,99664.86,99657.21,0.269351239995,0.00123557026434,0.00323029141235,2.0,104.09,both_finalBestOfBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,80.14,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f22_is83,,1.0,-11.4020166667,20160426 13:18:35 EDT,100052.62
2016-04-26 13:30:00,98976.34,99212.2,0.169095866187,0.00145057162869,0.00323029141235,2.0,118.89,both_finalBestOfWorst DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,79.78,0.0,1.0,sellHold,-1.0,sellHold,,1.0,9.14655,20160426 13:39:08 EDT,100221.83
2016-04-26 14:00:00,99672.22,99825.25,0.205637638588,0.00118911395412,0.00323029141235,2.0,49.57,both_finalBest DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,26.41,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is22,,1.0,-1.73341666667,20160426 13:58:15 EDT,100416.64
2016-04-26 14:30:00,99870.56,99980.01,0.220808833607,0.000924979550537,0.00336219390073,0.0,72.36,both_finalBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,36.23,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f24_is81,,1.0,-13.6494833333,20160426 14:16:21 EDT,100234.08
2016-04-26 14:30:00,98952.16,99195.11,-0.0402840173925,0.0,0.00336219390073,0.0,35.86,both_finalBest DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,35.95,0.0,1.0,sellHold,-1.0,sellHold,,1.0,6.27026666667,20160426 14:36:16 EDT,99713.26
2016-04-26 15:00:00,99771.61,99635.41,0.0663709721739,0.00162889687327,0.00348911350395,6.96980125893,-52.43,both_finalBest DPS wl14.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-34.39,3.98557564001,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f26_is80,,1.0,-2.42603333333,20160426 14:57:34 EDT,100445.05
2016-04-26 15:00:00,99416.58,99701.7,0.139672748017,0.00114474282566,0.00348911350395,0.0,-60.7,both_finalBestOfWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-30.43,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f19_is24,,1.0,18.0284666667,20160426 15:18:01 EDT,100112.3
2016-04-26 15:30:00,98881.4,99178.12,-0.102882071737,0.0,0.00348911350395,0.0,34.7,both_finalBestOfWorst DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,34.8,0.0,1.0,sellHold,-1.0,sellHold,,1.0,7.02721666667,20160426 15:37:01 EDT,99780.27
2016-04-26 16:00:00,99859.67,99872.4,-0.383033669216,0.0,0.00395628284037,0.0,-63.85,both_finalBest DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-63.86,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f18_is15,,1.0,-5.50223333333,20160426 15:54:29 EDT,100042.55
2016-04-26 16:30:00,99471.46,99655.54,-0.127212533332,0.0,0.00406469422349,0.0,-20.03,both_finalBest DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-20.07,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f39_is72,,1.0,-17.47845,20160426 16:12:31 EDT,99799.05
2016-04-26 16:30:00,100005.67,99924.26,-0.189496845659,0.0,0.00406469422349,0.0,-20.14,both_finalBest DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-20.12,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f39_is72,,1.0,3.03,20160426 16:33:01 EDT,100136.98
2016-04-26 17:00:00,100056.44,100100.76,-0.112555718039,0.0,0.00395628284037,2.00116872918,-22.72,both_finalBest DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-10.37,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f39_is72,,1.0,-6.15811666667,20160426 16:53:50 EDT,100309.85
2016-04-26 17:30:00,100018.94,99991.47,0.0407394137292,0.00170168910114,0.00427327386967,0.0,-70.23,both_finalBest DPS wl21.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-35.09,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f39_is72,,1.0,-14.2451333333,20160426 17:15:45 EDT,100249.71
