dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.4_system,safef,cycleTime,timestamp
2016-06-10,-0.00898297973948,0.0,0.00348911350395,0.0,104026.61,878.17,both_gainAhead_GNBayes DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,-0.00834824090638,wf_is_short,103089.33,870.26,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f86_is15,1.0,,
2016-06-13,0.011460420872,0.000110996700088,0.00131876094679,6.29370295206,104888.76,862.15,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,103945.79,856.46,4.15799778247,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is3,1.0,1251.082,20160613 20:51:04 EDT
2016-06-13 00:00:00,0.0114326412991,9.99960000801e-05,0.00131876094679,6.56182960608,109357.26,898.87,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,106316.51,875.99,4.25283051449,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is3,1.0,1857.02911667,20160614 06:57:01 EDT
2016-06-14 00:00:00,-0.000287492763429,0.0,0.00161514570617,2.17820197248,108907.92,-449.34,both_gainAhead_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,106099.15,-217.36,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is4,1.0,1240.64196667,20160614 20:40:38 EDT
2016-06-15 00:00:00,-0.0129090260217,0.0,0.00186500961648,0.0,108763.55,-144.37,both_gainAhead_GNBayes DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,105958.5,-140.65,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is5,1.0,1541.9385,20160616 01:41:56 EDT
2016-06-16 00:00:00,0.00744372874137,0.00255324342264,0.00208514414057,2.15858038444,107926.86,362.73,both_gainAhead_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,106317.94,359.44,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is6,1.0,1238.9071,20160616 20:38:54 EDT
2016-06-16 00:00:00,0.00737119374756,0.00414735150924,0.00208514414057,2.18265016016,109130.33,366.78,both_gainAhead_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,106317.94,359.44,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is6,1.0,1543.6049,20160617 01:43:36 EDT
2016-06-17 00:00:00,-0.0156085875862,0.0,0.00114208048144,2.15836127191,107915.91,-1214.42,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,105727.43,-590.51,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is7,1.0,55.57,20160618 02:51:36 EDT
2016-06-17 00:00:00,0.0152489098271,0.0,0.00114208048144,2.06549885535,103272.88,568.38,both_zigZag_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,102433.98,565.8,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f92_is35,1.0,2.59,20160619 04:23:06 EDT
2016-06-20 00:00:00,0.00679423771934,0.0,0.00114208048144,2.05930794519,102963.34,754.95,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,102053.11,750.3,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is8,1.0,1224.74555,20160620 20:24:44 EDT
2016-06-20 00:00:00,0.00679423771934,0.0,0.00114208048144,2.04206920503,102101.42,748.63,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,102053.11,750.3,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is8,1.0,2560.0559,20160621 18:40:03 EDT
2016-06-21 00:00:00,0.00819946038293,0.0,0.00114208048144,0.0,102716.71,615.29,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,102360.61,307.5,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is9,1.0,1459.42965,20160622 00:19:25 EDT
2016-06-22 00:00:00,-0.00793031152601,0.0,0.00131876094679,2.0642084075,103208.36,-375.47,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,102176.11,-184.5,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f86_is10,1.0,1227.79261667,20160622 20:27:47 EDT
