dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.0_system,RS_dpsRunName,safef,cycleTime,timestamp,RS_dpsNetEquity
2016-04-26 03:30:00,99976.02,99903.68,-0.326171775447,0.0,0.00475486021374,3.99920066192,-105.92,both_finalBest DPS wl26.0 maxL2 dd95_0.005 thres_0.0,1.0,0.00243076470672,wf_is_short,-105.85,3.99630721161,1.0,buyHold,1.0,buyHold,both_finalBest DPS wl26.0 maxL2 dd95_0.005 thres_0.0,1.0,,,
2016-04-26 04:00:00,100219.04,100146.52,-0.596456361113,0.0,0.004472135955,0.0,243.02,both_finalWorst DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,242.84,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f8_is8,both_finalWorst DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,-7.75708333333,20160426 03:52:14 EDT,
2016-04-26 06:00:00,99098.67,99603.53,-1.04757833854,0.0,0.00456832192576,3.96410525407,-98.8,both_finalBest DPS wl24.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-99.31,3.98430072753,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f42_is78,both_finalBest DPS wl24.0 maxL2 dd95_0.005 thres_0.0,1.0,12.4169833333,20160426 06:12:25 EDT,
2016-04-26 09:00:00,100511.86,100550.48,0.325893797244,0.00212034860564,0.00427327386967,0.0,200.02,both_finalWorst DPS wl21.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100.15,0.0,1.0,buyHold,1.0,buyHold,both_finalWorst DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,15.3412666667,20160426 09:15:20 EDT,
2016-04-26 10:30:00,100124.16,100203.32,0.384262555807,0.00259515542406,0.0046625240412,2.0,99.36,both_finalWorst DPS wl25.0 maxL2 dd95_0.005 thres_0.0,1.79662612804,0.0,wf_is_pv2e_p2p,99.75,0.0,1.0,buyHold,1.0,buyHold,,1.0,-4.80153333333,20160426 10:25:11 EDT,100624.34
2016-04-26 11:00:00,99633.16,99788.73,-0.323247537632,0.0,0.004472135955,0.0,40.88,both_finalBestOfBest DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,40.94,0.0,1.0,buyHold,1.0,buyHold,,1.0,-13.7108833333,20160426 10:46:17 EDT,100084.98
2016-04-26 11:30:00,100045.39,100211.85,0.748828455201,0.001964108209,0.004472135955,2.0,364.83,both_finalBestOfWorst DPS wl23.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,187.97,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f26_is67,,1.0,-18.37415,20160426 11:11:37 EDT,100636.1
2016-04-26 11:30:00,100044.47,100228.37,-0.260209336332,0.0,0.004472135955,2.0,-240.61,both_finalBestOfBest DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,-188.71,0.0,1.0,buyHold,1.0,buyHold,,1.0,6.64453333333,20160426 11:36:38 EDT,100331.49
2016-04-26 12:00:00,99489.32,99529.93,0.0162631831773,0.0041067160983,0.004472135955,4.4855184633,-152.32,both_finalWorst DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0889810369,0.0,wf_is_pv2e_p2p,-130.88,3.9813564695,1.0,buyHold,1.0,buyHold,,1.0,3.79655,20160426 12:03:47 EDT,100086.03
2016-04-26 12:30:00,98989.9,99004.86,-0.326133341076,0.0,0.004472135955,0.0,-13.31,both_finalBestOfWorst DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-13.32,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f22_is65,,1.0,-0.5208,20160426 12:29:28 EDT,99830.63
