dates,comment,safef,signals
2016-03-18 22:19:00,,1,-1
2016-03-18 22:19:00,,1,-1
2016-03-18 22:19:00,,1,-1
2016-03-18 22:19:00,,1,-1
2016-03-18 22:19:00,,1,-1
2016-03-18 22:19:00,,1,-1
2016-03-18 22:19:00,,1,-1
2016-03-18 22:24:00,,1,-1
2016-03-18 22:24:00,,1,-1
2016-03-18 22:25:00,,1,-1
2016-03-18 22:26:00,,1,-1
2016-03-18 22:27:00,,1,-1
2016-03-18 22:27:00,,1,-1
2016-03-18 22:27:00,,1,-1
2016-03-18 22:27:00,,1,-1
2016-03-18 22:27:00,,1,-1
2016-03-18 22:31:00,,1,-1
2016-03-18 22:31:00,,1,-1
2016-03-18 22:31:00,,1,-1
2016-03-18 22:31:00,,1,-1
2016-03-18 22:31:00,,1,-1
2016-03-18 22:31:00,,1,-1
2016-03-18 22:31:00,,1,-1
2016-03-18 22:31:00,,1,-1
2016-03-18 22:36:00,,1,-1
2016-03-18 22:37:00,,1,-1
2016-03-18 22:37:00,,1,-1
2016-03-18 22:37:00,,1,-1
2016-03-18 22:37:00,,1,-1
2016-03-18 22:37:00,,1,-1
2016-03-18 22:41:00,,1,-1
2016-03-18 22:42:00,,1,-1
2016-03-18 22:42:00,,1,-1
2016-03-18 22:43:00,,1,-1
2016-03-18 22:43:00,,1,-1
2016-03-18 22:43:00,,1,-1
2016-03-18 22:45:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:46:00,,1,-1
2016-03-18 22:56:00,,1,-1
2016-03-18 22:56:00,,1,-1
2016-03-18 22:56:00,,1,-1
2016-03-18 22:56:00,,1,-1
2016-03-18 22:58:00,,1,-1
2016-03-18 22:58:00,,1,-1
2016-03-18 22:58:00,,1,-1
2016-03-18 22:58:00,,1,-1
2016-03-18 22:58:00,,1,-1
2016-03-18 22:58:00,,1,-1
2016-03-18 22:58:00,,1,-1
2016-03-18 22:58:00,,1,-1
2016-03-18 22:58:00,,1,-1
2016-03-18 22:58:00,,1,-1
2016-03-18 23:07:00,,1,-1
2016-03-18 23:09:00,,1,-1
2016-03-18 23:09:00,,1,-1
2016-03-18 23:11:00,,1,-1
2016-03-18 23:12:00,,1,-1
2016-03-18 23:12:00,,1,-1
2016-03-18 23:12:00,,1,-1
2016-03-18 23:12:00,,1,-1
2016-03-18 23:16:00,,1,-1
2016-03-18 23:18:00,,1,-1
2016-03-18 23:19:00,,1,-1
2016-03-18 23:19:00,,1,-1
2016-03-18 23:19:00,,1,-1
2016-03-18 23:19:00,,1,-1
2016-03-18 23:19:00,,1,-1
2016-03-18 23:19:00,,1,-1
2016-03-18 23:26:00,,1,-1
2016-03-18 23:27:00,,1,-1
2016-03-18 23:27:00,,1,-1
2016-03-18 23:29:00,,1,-1
2016-03-18 23:29:00,,1,-1
2016-03-18 23:32:00,,1,1
2016-03-18 23:32:00,,1,1
2016-03-18 23:32:00,,1,1
2016-03-18 23:34:00,,1,-1
2016-03-18 23:36:00,,1,-1
2016-03-18 23:37:00,,1,-1
2016-03-18 23:38:00,,1,-1
2016-03-18 23:38:00,,1,-1
2016-03-18 23:40:00,,1,-1
2016-03-18 23:41:00,,1,-1
2016-03-18 23:42:00,,1,-1
2016-03-18 23:42:00,,1,-1
2016-03-18 23:43:00,,1,-1
2016-03-18 23:44:00,,1,-1
2016-03-18 23:44:00,,1,-1
2016-03-18 23:44:00,,1,-1
2016-03-18 23:47:00,,1,-1
2016-03-18 23:48:00,,1,-1
2016-03-18 23:49:00,,1,1
2016-03-18 23:49:00,,1,1
2016-03-18 23:49:00,,1,1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-18 23:52:00,,1,-1
2016-03-19 00:05:00,,1,-1
