dates,CAR25,cycleTime,dd95,ddTol,gainAhead,prior_index,safef,signals,system,timestamp
2016-03-21 23:38:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160321 22:39:46 EST
2016-03-21 23:46:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160321 22:47:58 EST
2016-03-21 23:56:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 22:58:49 EST
2016-03-22 00:06:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:08:35 EST
2016-03-22 00:18:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:19:40 EST
2016-03-22 00:26:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:28:27 EST
2016-03-22 00:38:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:39:54 EST
2016-03-22 00:47:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:49:02 EST
2016-03-22 00:54:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160321 23:55:46 EST
2016-03-22 01:02:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 00:03:48 EST
2016-03-22 01:13:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 00:14:41 EST
2016-03-22 01:21:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 00:23:26 EST
2016-03-22 01:29:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 00:30:50 EST
2016-03-22 01:37:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160322 00:39:11 EST
2016-03-22 01:47:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160322 00:49:02 EST
2016-03-22 01:56:00,,,,,0.0,0,1.0,-1.0,"EURCHF_ALL_DF1_LDA_i500_ZZ 0.009,-0.009",20160322 00:58:20 EST
