dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp,v4.4_system,mrThreshold
2016-05-03,116133.31,114822.11,-0.00928263771948,0.0,0.00884651736929,2.0,-369.05,both_worst_wf_is_pv3s_v2v DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,-0.00935734463277,wf_is_pv3s_v2v,-2452.94,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f84_is39,114822.11,1.0,,,,
2016-05-04,115046.61,113747.68,-0.0202029101215,0.0,0.00884651736929,0.0,-1086.7,both_worst_wf_is_pv2e_p2p DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-1074.43,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is61,89601.76,1.0,2360.19393333,20160505 15:20:11 EDT,,
2016-05-04 00:00:00,100320.47,100280.1,-0.0175408912828,0.0,0.00884651736929,0.0,-947.6,both_worst_wf_is_pv2e_p2p DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-947.22,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f76_is61,89846.6,1.0,2419.94066667,20160505 16:19:56 EDT,,
2016-05-04 00:00:00,105197.46,98736.43,-0.0101008979877,0.0,0.00884651736929,0.0,-993.67,both_worst_wf_is_pv2e_p2p DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-932.64,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is61,89601.76,1.0,2478.21118333,20160505 17:18:12 EDT,,
2016-05-05 00:00:00,72415.1,86008.06,-0.00435918441207,0.0,0.00309276856414,2.89671989791,-562.16,both_gainAhead_PCA10_VotingSoft DPS wl11.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-667.68,3.44045995594,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is23,,1.0,1624.31945,20160506 03:04:19 EDT,,
2016-05-05 00:00:00,114038.03,109721.61,0.00941089326598,0.00421373539646,0.00427327386967,0.0,1721.48,both_gainAhead_PCA10_VotingSoft DPS wl21.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,834.46,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is22,,1.0,2487.724,20160506 17:27:43 EDT,,
2016-05-05 00:00:00,87504.72,95509.05,0.105215358598,0.00697527712937,0.00309276856414,7.00093803273,1313.6,both_zigZag_PCA10_VotingSoft DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,722.33,3.82051491407,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is23,,1.0,122.41,20160508 05:28:12 EDT,,
2016-05-06 00:00:00,92439.28,99145.92,0.0941982373822,0.00456237950377,0.00309276856414,7.39573426832,619.18,both_zigZag_PCA10_VotingSoft DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,333.18,3.96599551953,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is23,,1.0,4956.69225,20160509 10:36:41 EDT,,
2016-05-09 00:00:00,82377.38,90365.56,0.0508823906519,0.00230344215387,0.00309276856414,6.59071726747,2508.99,both_zigZag_PCA10_VotingSoft DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,1397.48,3.61476688709,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is23,,1.0,1358.45878333,20160509 22:38:27 EDT,,
2016-05-10 00:00:00,73753.14,84888.9,0.0602438642924,0.00514065197618,0.00228416096288,0.0,-1006.15,both_gainAhead_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-575.11,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f57_is23,,1.0,1415.02176667,20160510 23:35:01 EDT,,
