dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp,v4.4_system,mrThreshold
2016-05-03 00:00:00,100802.93,101541.31,0.00612540807226,0.00656621329665,0.00884651736929,2.21444101262,495.86,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,0.0983770278868,0.00923737916219,wf_is_short,497.67,4.06181471675,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f78_is33,101541.31,1.0,,,,
2016-05-04 00:00:00,100709.33,100603.33,0.0216360480426,0.0111845845097,0.00884651736929,2.0,-93.6,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,0.0976359778265,0.0,wf_is_short,-937.98,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f79_is34,78788.71,1.0,2358.39481667,20160505 15:18:23 EDT,,
2016-05-05 00:00:00,140437.46,119819.39,0.0155941581096,0.00415059945468,0.00384481582077,0.0,5015.62,both_zigZag_PCA10_VotingSoft DPS wl17.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,2178.53,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is18,,1.0,1623.23835,20160506 03:03:14 EDT,,
2016-05-05 00:00:00,111356.95,109479.15,0.0111901422535,0.00490863303152,0.00395628284037,0.0,3977.03,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,1990.53,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is55,,1.0,2447.50125,20160506 16:47:30 EDT,,
2016-05-05 00:00:00,106609.5,103734.32,0.0318056751728,0.00366107823489,0.00395628284037,0.0,3806.61,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,1885.64,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is55,,1.0,190.38,20160508 06:35:49 EDT,,
2016-05-06 00:00:00,102053.52,101579.8,0.0587163593935,0.00499952792718,0.00395628284037,0.0,1842.47,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,925.31,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is55,,1.0,4822.46541667,20160509 08:22:27 EDT,,
2016-05-09 00:00:00,111445.13,107169.61,0.0262738616254,0.00440288277904,0.00395628284037,0.0,4561.95,both_gainAhead_PCA10_VotingSoft DPS wl18.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,2239.3,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is55,,1.0,1558.24116667,20160510 01:58:14 EDT,,
2016-05-10 00:00:00,121537.3,112727.34,0.105079889972,0.00158756706238,0.00246717581898,9.72376193303,-58.88,both_zigZag_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-27.3,4.50927396795,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is30,,1.0,1419.62766667,20160510 23:39:37 EDT,,
2016-05-10 00:00:00,98735.96,97933.54,0.113474256065,0.00156759841435,0.00246717581898,7.89950849444,-47.83,both_zigZag_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-23.72,3.91749840619,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f61_is55,,1.0,1802.30225,20160511 06:02:18 EDT,,
2016-05-10 00:00:00,116436.3,110409.5,0.0259251868637,0.00814412451434,0.00884651736929,0.0,47.05,both_finalWorst DPS wl90.0 maxL2 dd95_0.009 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,22.31,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is18,93102.3,1.0,2740.65033333,20160511 21:40:39 EDT,,
