dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp
2016-06-09 20:00:00,0.061356028524,0.000461187193249,0.00659380473396,8.07045797316,100872.65,246.33,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.00101263825142,wf_is_pv3s_v2v,100634.9,123.03,4.02555710621,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f20_is10,100634.9,1.0,,
2016-06-10 00:00:00,0.0610730173992,0.000368479973122,0.00659380473396,0.0,100668.35,-204.3,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100532.99,-101.91,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f20_is10,99771.98,1.0,-233.514283333,20160609 20:06:29 EDT
2016-06-10 00:00:00,0.0425506211006,0.000189365419264,0.00228416096288,0.0,100447.55,102.93,both_zigZag_PCA10_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100269.5,51.4,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is10,,1.0,-184.22795,20160609 20:55:46 EDT
2016-06-10 04:00:00,0.0824754738741,5.9998800008e-05,0.00161514570617,0.0,100718.12,732.7,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100482.96,366.83,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f20_is10,,1.0,-192.739266667,20160610 00:47:15 EDT
2016-06-10 08:00:00,-0.00231865024183,0.0,0.00114208048144,2.02372493124,101184.22,-18.04,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100654.85,-7.96,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is16,,1.0,-193.481033333,20160610 04:46:31 EDT
2016-06-10 12:00:00,0.0313495807833,8.93544498999e-05,0.00659380473396,0.0,100277.86,-254.52,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100407.13,-127.26,0.0,1.0,buyHold,1.0,buyHold,99606.09,1.0,-192.330883333,20160610 08:47:40 EDT
2016-06-10 16:00:00,0.0525997754818,5.09993400044e-05,0.00161514570617,0.0,100894.66,334.68,both_sellHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100730.02,167.35,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-193.946133333,20160610 12:46:03 EDT
2016-06-10 20:00:00,0.0585078660643,4e-05,0.00186500961648,0.0,100677.09,273.5,both_sellHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100417.15,136.58,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-193.516083333,20160610 16:46:29 EDT
2016-06-10 20:00:00,0.101514573759,7.09981400212e-05,0.00186500961648,0.0,101136.46,732.87,both_sellHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100646.56,365.99,0.0,1.0,sellHold,-1.0,sellHold,,1.0,45.9204333333,20160610 20:45:55 EDT
2016-06-10 20:00:00,0.097083247739,5.09993400044e-05,0.00186500961648,0.0,101136.46,732.87,both_sellHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100646.56,365.99,0.0,1.0,sellHold,-1.0,sellHold,,1.0,1.58,20160611 00:46:39 EDT
2016-06-10 20:00:00,0.0975837394114,4e-05,0.00186500961648,0.0,101136.46,732.87,both_sellHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100646.56,365.99,0.0,1.0,sellHold,-1.0,sellHold,,1.0,1.44,20160611 04:46:32 EDT
2016-06-10 20:00:00,0.100513553608,4e-05,0.00186500961648,0.0,101136.46,732.87,both_sellHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100646.56,365.99,0.0,1.0,sellHold,-1.0,sellHold,,1.0,0.86,20160611 08:47:01 EDT
2016-06-10 20:00:00,0.100513528594,4e-05,0.00186500961648,0.0,101136.46,732.87,both_sellHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100646.56,365.99,0.0,1.0,sellHold,-1.0,sellHold,,1.0,1.46,20160611 12:48:55 EDT
2016-06-10 20:00:00,0.0975837394114,5.9998800008e-05,0.00186500961648,0.0,101136.46,732.87,both_sellHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100646.56,365.99,0.0,1.0,sellHold,-1.0,sellHold,,1.0,1.83,20160611 16:46:54 EDT
2016-06-10 20:00:00,0.100013024804,4e-05,0.00186500961648,0.0,101136.46,732.87,both_sellHold DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,100646.56,365.99,0.0,1.0,sellHold,-1.0,sellHold,,1.0,1.57,20160611 20:46:40 EDT
