dates,signals,safef,comment
2016-04-19 00:17:19.220000-04:00,-1,1,
2016-04-19 00:34:57.123000-04:00,-1,1,
2016-04-19 01:05:16.413000-04:00,1,1,
2016-04-19 01:34:26.210000-04:00,-1,1,
2016-04-19 02:05:18.033000-04:00,1,1,
2016-04-19 02:34:50.614000-04:00,-1,1,
2016-04-19 03:04:49.947000-04:00,-1,1,
2016-04-19 03:35:22.284000-04:00,1,1,
2016-04-19 04:05:03.443000-04:00,-1,1,
2016-04-19 04:35:26.232000-04:00,-1,1,
2016-04-19 05:03:54.055000-04:00,1,1,
2016-04-19 05:35:33.196000-04:00,-1,1,
2016-04-19 06:06:10.299000-04:00,1,1,
2016-04-19 06:35:40.410000-04:00,1,1,
2016-04-19 07:05:29.789000-04:00,1,1,
2016-04-19 07:35:39.311000-04:00,1,1,
2016-04-19 08:05:10.782000-04:00,-1,1,
2016-04-19 08:35:26.273000-04:00,-1,1,
2016-04-19 09:05:27.075000-04:00,-1,1,
2016-04-19 09:35:08.532000-04:00,-1,1,
2016-04-19 10:05:36.805000-04:00,-1,1,
2016-04-19 10:35:40.842000-04:00,-1,1,
2016-04-19 11:06:17.179000-04:00,-1,1,
2016-04-19 11:35:26.851000-04:00,-1,1,
2016-04-19 12:05:52.625000-04:00,-1,1,
2016-04-19 12:35:25.846000-04:00,1,1,
2016-04-19 13:05:43.931000-04:00,1,1,
2016-04-19 13:35:19.496000-04:00,1,1,
2016-04-19 14:05:30.502000-04:00,-1,1,
2016-04-19 14:35:33.320000-04:00,1,1,
2016-04-19 15:05:30.841000-04:00,1,1,
2016-04-19 15:35:35.237000-04:00,1,1,
2016-04-19 16:35:27.512000-04:00,1,1,
2016-04-19 17:05:59.115000-04:00,1,1,
2016-04-19 17:36:13.621000-04:00,-1,1,
2016-04-19 18:05:34.216000-04:00,1,1,
2016-04-19 18:35:12.500000-04:00,-1,1,
2016-04-19 19:05:47.790000-04:00,-1,1,
2016-04-19 19:35:55.671000-04:00,-1,1,
2016-04-19 20:06:35.134000-04:00,1,1,
2016-04-19 20:35:52.291000-04:00,-1,1,
2016-04-19 21:06:16.189000-04:00,-1,1,
2016-04-19 23:06:57.917000-04:00,1,1,
2016-04-19 23:35:43.555000-04:00,-1,1,
2016-04-20 00:07:19.007000-04:00,-1,1,
2016-04-20 00:37:08.108000-04:00,-1,1,
2016-04-20 01:07:03.909000-04:00,1,1,
2016-04-20 01:36:20.785000-04:00,-1,1,
2016-04-20 02:05:25.972000-04:00,-1,1,
2016-04-20 02:35:35.603000-04:00,1,1,
2016-04-20 03:06:50.116000-04:00,1,1,
2016-04-20 03:35:25.206000-04:00,1,1,
2016-04-20 04:06:06.544000-04:00,1,1,
2016-04-20 04:36:41.037000-04:00,1,1,
2016-04-20 05:06:33.572000-04:00,1,1,
2016-04-20 05:34:31.127000-04:00,1,1,
2016-04-20 06:05:51.485000-04:00,-1,1,
2016-04-20 06:35:29.972000-04:00,1,1,
2016-04-20 07:06:36.672000-04:00,1,1,
2016-04-20 07:36:09.674000-04:00,-1,1,
2016-04-20 08:05:31.144000-04:00,-1,1,
2016-04-20 08:35:39.181000-04:00,1,1,
2016-04-20 09:06:28.363000-04:00,-1,1,
2016-04-20 09:36:38.073000-04:00,-1,1,
2016-04-20 10:06:44.828000-04:00,-1,1,
2016-04-20 10:37:22.228000-04:00,1,1,
2016-04-20 11:06:22.586000-04:00,-1,1,
2016-04-20 11:36:24.232000-04:00,-1,1,
2016-04-20 12:05:34.373000-04:00,-1,1,
2016-04-20 12:37:21.530000-04:00,-1,1,
2016-04-20 13:06:51.032000-04:00,-1,1,
2016-04-20 13:36:58.616000-04:00,-1,1,
2016-04-20 14:06:03.975000-04:00,-1,1,
2016-04-20 14:36:52.173000-04:00,-1,1,
2016-04-20 15:06:56.413000-04:00,-1,1,
2016-04-20 15:35:48.489000-04:00,-1,1,
2016-04-20 16:06:52.391000-04:00,-1,1,
2016-04-20 16:37:09.211000-04:00,-1,1,
2016-04-20 17:07:12.796000-04:00,-1,1,
2016-04-20 17:36:58.856000-04:00,-1,1,
2016-04-20 18:05:26.226000-04:00,-1,1,
2016-04-20 18:35:28.122000-04:00,-1,1,
2016-04-20 19:06:05.491000-04:00,-1,1,
2016-04-20 19:35:52.292000-04:00,-1,1,
2016-04-20 20:05:52.297000-04:00,-1,1,
2016-04-20 20:35:27.768000-04:00,-1,1,
2016-04-20 21:05:45.056000-04:00,-1,1,
2016-04-20 21:37:41.824000-04:00,-1,1,
2016-04-20 22:06:08.897000-04:00,-1,1,
2016-04-20 22:35:44.087000-04:00,-1,1,
2016-04-20 23:05:57.453000-04:00,1,1,
2016-04-20 23:37:57.628000-04:00,1,1,
2016-04-21 00:06:17.670000-04:00,-1,1,
2016-04-21 00:36:23.519000-04:00,-1,1,
2016-04-21 01:08:01.426000-04:00,-1,1,
2016-04-21 01:35:59.043000-04:00,-1,1,
2016-04-21 02:06:02.891000-04:00,-1,1,
2016-04-21 02:35:55.801000-04:00,-1,1,
2016-04-21 03:06:53.985000-04:00,-1,1,
2016-04-21 03:36:20.611000-04:00,-1,1,
2016-04-21 04:05:31.330000-04:00,-1,1,
2016-04-21 04:35:41.805000-04:00,1,1,
2016-04-21 05:06:07.907000-04:00,-1,1,
2016-04-21 05:37:28.874000-04:00,-1,1,
2016-04-21 06:05:48.071000-04:00,-1,1,
2016-04-21 06:35:37.153000-04:00,-1,1,
2016-04-21 07:05:31.673000-04:00,-1,1,
2016-04-21 07:37:08.861000-04:00,-1,1,
2016-04-21 08:08:29.265000-04:00,-1,1,
2016-04-21 08:37:42-04:00,-1,1,
2016-04-21 09:07:15.533000-04:00,1,1,
2016-04-21 09:38:06.341000-04:00,1,1,
2016-04-21 10:06:47.259000-04:00,1,1,
2016-04-21 10:36:39.592000-04:00,1,1,
2016-04-21 11:07:40.869000-04:00,1,1,
2016-04-21 11:36:25.773000-04:00,1,1,
2016-04-21 12:07:40.864000-04:00,-1,1,
2016-04-21 12:36:51.051000-04:00,-1,1,
2016-04-21 13:06:26.038000-04:00,-1,1,
2016-04-21 13:38:07.070000-04:00,1,1,
2016-04-21 14:06:10.094000-04:00,1,1,
2016-04-21 14:36:42.196000-04:00,1,1,
2016-04-21 15:07:53.599000-04:00,-1,1,
2016-04-21 15:37:22.804000-04:00,-1,1,
2016-04-21 16:06:01.191000-04:00,1,1,
2016-04-21 16:36:19.761000-04:00,1,1,
2016-04-21 17:07:18.882000-04:00,1,1,
2016-04-21 17:36:32.929000-04:00,1,1,
2016-04-21 18:05:17.301000-04:00,-1,1,
2016-04-21 18:37:12.756000-04:00,1,1,
2016-04-21 19:06:24.350000-04:00,1,1,
2016-04-21 19:37:59.443000-04:00,1,1,
2016-04-21 20:06:55.239000-04:00,-1,1,
2016-04-21 20:36:39.039000-04:00,-1,1,
2016-04-21 21:07:32.034000-04:00,1,1,
2016-04-21 21:36:33.017000-04:00,-1,1,
2016-04-21 22:35:44.632000-04:00,-1,1,
2016-04-21 23:08:47.782000-04:00,-1,1,
2016-04-21 23:39:35.745000-04:00,-1,1,
2016-04-22 00:06:22.795000-04:00,-1,1,
2016-04-22 00:37:15.526000-04:00,1,1,
2016-04-22 01:08:26.320000-04:00,-1,1,
2016-04-22 01:36:51.159000-04:00,-1,1,
2016-04-22 02:07:01.024000-04:00,-1,1,
2016-04-22 02:36:51.372000-04:00,-1,1,
2016-04-22 03:06:32.172000-04:00,1,1,
2016-04-22 03:35:58.189000-04:00,-1,1,
2016-04-22 04:06:28.807000-04:00,1,1,
2016-04-22 04:37:04.378000-04:00,1,1,
2016-04-22 05:06:18.097000-04:00,-1,1,
2016-04-22 05:36:41.527000-04:00,-1,1,
2016-04-22 06:05:48.339000-04:00,-1,1,
2016-04-22 07:07:25.782000-04:00,1,1,
2016-04-22 07:38:06.025000-04:00,1,1,
2016-04-22 08:08:17.241000-04:00,-1,1,
2016-04-22 08:38:02.333000-04:00,-1,1,
2016-04-22 09:05:52.355000-04:00,1,1,
2016-04-22 09:37:47.357000-04:00,1,1,
2016-04-22 10:06:24.166000-04:00,-1,1,
2016-04-22 10:37:09.113000-04:00,1,1,
2016-04-22 11:07:53.967000-04:00,-1,1,
2016-04-22 11:37:11.014000-04:00,1,1,
2016-04-22 12:06:44.595000-04:00,1,1,
2016-04-22 12:36:37.521000-04:00,1,1,
2016-04-22 13:08:51.900000-04:00,1,1,
2016-04-22 13:38:00.306000-04:00,-1,1,
2016-04-22 14:06:23.676000-04:00,1,1,
2016-04-22 14:38:06.583000-04:00,-1,1,
2016-04-22 15:06:21.561000-04:00,-1,1,
2016-04-22 15:37:04.321000-04:00,-1,1,
2016-04-22 16:06:21.852000-04:00,1,1,
2016-04-22 16:36:53.955000-04:00,-1,1,
2016-04-22 17:07:16.509000-04:00,1,1,
2016-04-22 17:37:38.490000-04:00,1,1,
2016-04-22 18:07:53.012000-04:00,1,1,
2016-04-22 18:37:58.268000-04:00,-1,1,
2016-04-22 19:09:57.489000-04:00,-1,1,
2016-04-22 19:45:28.014000-04:00,-1,1,
2016-04-22 20:15:10.298000-04:00,1,1,
2016-04-22 20:44:10.516000-04:00,1,1,
2016-04-22 21:14:38.415000-04:00,1,1,
2016-04-22 21:44:30.325000-04:00,1,1,
2016-04-22 22:12:45.118000-04:00,1,1,
2016-04-22 22:44:24.645000-04:00,1,1,
2016-04-22 23:13:28.991000-04:00,1,1,
2016-04-22 23:45:26.298000-04:00,1,1,
2016-04-23 00:15:29.413000-04:00,1,1,
2016-04-23 00:44:58.660000-04:00,1,1,
2016-04-23 01:15:38.810000-04:00,1,1,
2016-04-23 01:45:45.887000-04:00,1,1,
2016-04-23 02:14:11.445000-04:00,1,1,
2016-04-23 02:44:25.827000-04:00,1,1,
2016-04-23 03:15:47.184000-04:00,1,1,
2016-04-23 03:43:30.690000-04:00,1,1,
2016-04-23 04:14:34.187000-04:00,1,1,
2016-04-23 04:43:49.437000-04:00,1,1,
2016-04-23 05:12:28.059000-04:00,1,1,
2016-04-23 05:44:23.796000-04:00,1,1,
2016-04-23 06:14:33.646000-04:00,1,1,
2016-04-23 06:44:14.211000-04:00,1,1,
2016-04-23 07:12:58.443000-04:00,1,1,
2016-04-23 07:43:51.688000-04:00,1,1,
2016-04-23 08:16:08.864000-04:00,1,1,
2016-04-23 08:44:24.733000-04:00,1,1,
2016-04-23 09:13:57.641000-04:00,1,1,
2016-04-23 09:44:47.855000-04:00,1,1,
2016-04-23 10:14:09.403000-04:00,1,1,
2016-04-23 10:43:36.780000-04:00,1,1,
2016-04-23 11:14:46.980000-04:00,1,1,
2016-04-23 11:45:23.192000-04:00,1,1,
2016-04-23 12:13:53.141000-04:00,1,1,
2016-04-23 12:43:26.206000-04:00,1,1,
2016-04-23 13:13:50.041000-04:00,1,1,
2016-04-23 13:42:45.227000-04:00,1,1,
2016-04-23 14:15:26.796000-04:00,1,1,
2016-04-23 14:43:40.306000-04:00,1,1,
2016-04-23 15:15:06.476000-04:00,1,1,
2016-04-23 15:45:53.752000-04:00,1,1,
2016-04-23 16:13:18.991000-04:00,1,1,
2016-04-23 16:44:14.690000-04:00,1,1,
2016-04-23 17:14:58.642000-04:00,1,1,
2016-04-23 17:44:03.266000-04:00,1,1,
2016-04-23 18:14:00.443000-04:00,1,1,
2016-04-23 18:43:58.557000-04:00,1,1,
2016-04-23 19:10:14.398000-04:00,1,1,
2016-04-23 19:41:40.946000-04:00,1,1,
2016-04-23 20:13:20.963000-04:00,1,1,
2016-04-23 20:41:11.753000-04:00,1,1,
2016-04-23 21:13:08.506000-04:00,1,1,
2016-04-23 21:41:34.548000-04:00,-1,1,
2016-04-23 22:10:06.576000-04:00,-1,1,
2016-04-23 22:39:36.484000-04:00,-1,1,
2016-04-23 23:10:22.494000-04:00,-1,1,
2016-04-23 23:40:42.784000-04:00,-1,1,
2016-04-24 00:09:41.512000-04:00,-1,1,
2016-04-24 00:38:08.942000-04:00,-1,1,
2016-04-24 01:09:48.223000-04:00,-1,1,
2016-04-24 01:39:31.026000-04:00,-1,1,
2016-04-24 02:09:17.421000-04:00,-1,1,
2016-04-24 02:39:22.161000-04:00,-1,1,
2016-04-24 03:08:58.508000-04:00,-1,1,
2016-04-24 03:39:25.789000-04:00,-1,1,
2016-04-24 04:06:52.989000-04:00,-1,1,
2016-04-24 04:46:00.096000-04:00,-1,1,
2016-04-24 06:20:35.431000-04:00,-1,1,
2016-04-24 07:15:39.983000-04:00,-1,1,
2016-04-24 08:15:40.230000-04:00,-1,1,
2016-04-24 08:43:51.459000-04:00,-1,1,
2016-04-24 09:16:09.488000-04:00,-1,1,
2016-04-24 09:47:38.776000-04:00,-1,1,
2016-04-24 10:13:50.803000-04:00,-1,1,
2016-04-24 10:42:55.405000-04:00,-1,1,
2016-04-24 11:15:28.854000-04:00,-1,1,
2016-04-24 11:46:00.323000-04:00,-1,1,
2016-04-24 12:15:32.256000-04:00,-1,1,
2016-04-24 12:48:00.034000-04:00,-1,1,
2016-04-24 13:20:09.817000-04:00,-1,1,
2016-04-24 13:45:36.501000-04:00,-1,1,
2016-04-24 14:16:44.402000-04:00,-1,1,
2016-04-24 14:44:19.584000-04:00,-1,1,
2016-04-24 15:14:59.961000-04:00,-1,1,
2016-04-24 15:48:39.545000-04:00,-1,1,
2016-04-24 16:16:10.873000-04:00,-1,1,
2016-04-24 16:44:31.321000-04:00,-1,1,
2016-04-24 17:15:28.404000-04:00,-1,1,
2016-04-24 17:45:33.197000-04:00,1,1,
2016-04-24 18:20:17.085000-04:00,1,1,
2016-04-24 18:49:18.634000-04:00,-1,1,
2016-04-24 19:14:35.255000-04:00,1,1,
2016-04-24 19:46:28.014000-04:00,-1,1,
2016-04-24 20:18:55.077000-04:00,1,1,
2016-04-24 20:46:00.318000-04:00,1,1,
2016-04-24 21:18:23.192000-04:00,1,1,
2016-04-24 21:47:11.339000-04:00,1,1,
2016-04-24 22:14:52.015000-04:00,-1,1,
2016-04-24 22:45:28.203000-04:00,-1,1,
2016-04-24 23:16:16.519000-04:00,-1,1,
2016-04-24 23:46:31.500000-04:00,1,1,
2016-04-25 00:16:43.126000-04:00,-1,1,
2016-04-25 00:46:45.464000-04:00,-1,1,
2016-04-25 01:23:12.052000-04:00,1,1,
2016-04-25 01:46:18.034000-04:00,1,1,
2016-04-25 02:18:13.078000-04:00,-1,1,
2016-04-25 02:46:20.903000-04:00,1,1,
2016-04-25 03:17:33.115000-04:00,-1,1,
2016-04-25 03:52:06.808000-04:00,1,1,
2016-04-25 04:17:20.983000-04:00,1,1,
2016-04-25 04:49:00.505000-04:00,1,1,
2016-04-25 05:16:23.412000-04:00,-1,1,
2016-04-25 05:44:56.547000-04:00,-1,1,
2016-04-25 06:20:11.676000-04:00,1,1,
2016-04-25 06:47:06.150000-04:00,-1,1,
2016-04-25 07:15:11.077000-04:00,1,1,
2016-04-25 07:31:42.713000-04:00,1,1,
2016-04-25 09:15:00.973000-04:00,1,1,
2016-04-25 09:30:16.068000-04:00,1,1,
2016-05-02 11:36:21.981000-04:00,1,1,
2016-05-02 11:57:23.942000-04:00,1,1,
2016-05-02 13:58:17.239000-04:00,1,1,
2016-05-02 15:35:24.542000-04:00,1,1,
2016-05-02 16:25:09.175000-04:00,1,1,
2016-05-02 17:21:22.148000-04:00,1,1,
2016-05-02 17:29:02.433000-04:00,-1,1,
2016-05-03 02:28:07.752000-04:00,1,1,
2016-05-03 02:28:30.121000-04:00,1,1,
2016-05-04 20:00:10.149000-04:00,-1,1,
2016-05-04 20:14:25.059000-04:00,-1,1,
2016-05-04 20:30:29.593000-04:00,-1,1,
2016-05-04 20:45:08.265000-04:00,-1,1,
2016-05-04 20:59:25.928000-04:00,-1,1,
2016-05-04 22:47:24.619000-04:00,-1,1,
2016-05-05 02:27:36.004000-04:00,-1,1,
2016-05-05 03:32:02.327000-04:00,-1,1,
2016-05-05 05:08:03.772000-04:00,-1,1,
2016-05-05 05:23:55.340000-04:00,-1,1,
2016-05-05 05:55:03.728000-04:00,-1,1,
2016-05-05 07:14:52.636000-04:00,-1,1,
2016-05-05 07:47:55.130000-04:00,-1,1,
2016-05-05 08:03:10.653000-04:00,-1,1,
2016-05-05 08:51:37.594000-04:00,-1,1,
2016-05-05 09:08:28.912000-04:00,-1,1,
2016-05-05 09:23:49.626000-04:00,-1,1,
2016-05-05 12:35:59.691000-04:00,-1,1,
2016-05-05 13:39:34.492000-04:00,-1,1,
2016-05-05 14:12:29.417000-04:00,-1,1,
2016-05-05 15:15:43.956000-04:00,1,1,
2016-05-05 15:47:44.216000-04:00,1,1,
2016-05-05 16:03:20.247000-04:00,1,1,
2016-05-05 16:52:03.419000-04:00,1,1,
2016-05-05 20:03:35.475000-04:00,-1,1,
2016-05-05 21:07:48.102000-04:00,-1,1,
2016-05-05 21:23:41.008000-04:00,-1,1,
2016-05-05 21:39:31.790000-04:00,1,1,
