dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.4_system,safef,cycleTime,timestamp,mrThreshold
2016-06-10,-0.00374000859764,0.0,0.00279751442472,0.0,119214.98,966.61,both_gainAhead_PCA10_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,-0.00763125763126,wf_is_pv2e_p2p,111768.29,906.23,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is12,1.0,,,
2016-06-13,-0.00209891661263,0.0,0.0029488391231,0.0,120124.74,909.76,both_gainAhead_PCA10_VotingSoft DPS wl10.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,112621.22,852.93,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is12,1.0,1278.2495,20160613 21:18:14 EDT,
2016-06-13 00:00:00,0.000946900153487,0.00304907142198,0.0029488391231,0.0,124315.95,1868.85,both_gainAhead_PCA10_VotingSoft DPS wl10.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,115171.49,872.25,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is16,1.0,1852.31158333,20160614 06:52:18 EDT,
2016-06-14 00:00:00,-0.00169847956788,0.0,0.00131876094679,7.39833757659,123298.23,-83.3,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,115131.46,-40.03,4.60544254107,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is16,1.0,1224.5896,20160614 20:24:35 EDT,
2016-06-15 00:00:00,0.0469012733434,0.000510050647704,0.00161514570617,2.19707756681,109851.68,1880.64,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,108677.91,1862.68,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f91_is16,1.0,1524.93821667,20160616 01:24:56 EDT,
2016-06-16 00:00:00,0.113657562197,0.000224783179977,0.00186500961648,9.32502910159,116553.54,5625.34,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,111433.63,2755.72,4.45752357907,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f91_is43,1.0,1215.19686667,20160616 20:15:11 EDT,
2016-06-16 00:00:00,0.113657567316,0.000310672765549,0.00186500961648,9.32502910159,116553.54,5625.34,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,111433.63,2755.72,4.45752357907,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f91_is43,1.0,1493.32316667,20160617 00:53:19 EDT,
2016-06-17 00:00:00,0.168874472019,0.000214023237577,0.00208514414057,0.0,120858.34,5435.91,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,114057.66,2624.03,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f91_is15,1.0,20.5,20160618 02:16:12 EDT,
2016-06-17 00:00:00,0.183393312859,0.000214027085807,0.00208514414057,0.0,114498.21,5149.84,both_gainAhead_PCA10_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,108439.2,2494.77,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is6,1.0,1.96,20160619 04:16:39 EDT,
2016-06-20 00:00:00,-0.00163440781582,0.0,0.00114208048144,2.23092201227,111543.87,-2093.72,both_gainAhead_PCA10_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,107441.29,-997.91,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is7,1.0,1215.61396667,20160620 20:15:36 EDT,
