dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp,RS_netEquity
2016-05-12,0.0152213629295,0.0,0.00114208048144,2.12172578254,106084.17,582.81,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,-0.00183484555188,wf_is_pv2e_p2p,103781.59,572.22,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is20,1.0,,,
2016-05-13,-0.00806534817304,0.0,0.00131876094679,2.1138974773,105692.76,-391.41,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,103591.17,-190.42,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is20,1.0,7.88153333333,20160513 00:07:52 EDT,
2016-05-13 00:00:00,-0.0117009157836,0.0,0.00131876094679,2.04497234482,102246.57,-558.51,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,103500.72,-280.87,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is20,1.0,317.319016667,20160513 05:17:19 EDT,
2016-05-13 00:00:00,-0.00511993386182,0.0,0.00131876094679,2.08012383276,104004.11,-237.34,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,102564.91,-115.87,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f22_is13,1.0,614.2277,20160513 10:14:13 EDT,
2016-05-13 00:00:00,0.0140214949744,0.0001,0.00131876094679,0.0,104964.44,722.99,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103036.86,356.08,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f22_is13,1.0,1022.69378333,20160513 17:02:41 EDT,
2016-05-13 00:00:00,0.0145557947282,0.000110994900124,0.00131876094679,0.0,102597.99,732.68,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,102405.01,366.96,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is13,1.0,1099.63595,20160513 18:19:38 EDT,
2016-05-13 00:00:00,0.0145557984768,9.1e-05,0.00131876094679,0.0,105407.28,752.74,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103050.05,369.27,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f22_is13,1.0,1.24,20160514 05:01:21 EDT,
2016-05-13 00:00:00,0.0145766389556,6e-05,0.00131876094679,0.0,105570.11,753.9,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103050.05,369.27,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f22_is13,1.0,2.13,20160514 17:03:18 EDT,
2016-05-13 00:00:00,0.0146391448081,9.1e-05,0.00131876094679,0.0,105407.28,752.74,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103050.05,369.27,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f22_is13,1.0,2.02,20160515 05:03:35 EDT,
2016-05-16 00:00:00,-0.000131950625148,0.0,0.00131876094679,2.0568396,102839.92,-2.06,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,102405.01,0.0,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is13,1.0,1.44,20160515 17:04:09 EDT,
2016-05-16 00:00:00,-0.000138895737334,0.0,0.00131876094679,2.0519598,102595.94,-2.05,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,102405.01,0.0,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is13,1.0,363.003216667,20160516 06:03:00 EDT,
2016-05-16 00:00:00,-0.000111115494061,0.0,0.00131876094679,2.0568396,102839.92,-2.06,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,102405.01,0.0,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is13,1.0,1021.04561667,20160516 17:01:02 EDT,
2016-05-17 00:00:00,-0.00033334611178,0.0,0.00161514570617,0.0,103671.93,0.0,both_zigZag_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,102700.81,0.0,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f22_is13,1.0,-297.75825,20160516 19:02:14 EDT,
2016-05-19 00:00:00,0.00997139119225,0.000785888892169,0.00161514570617,0.0,103535.17,-112.88,both_buyHold DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,102925.18,-56.08,0.0,1.0,buyHold,1.0,buyHold,1.0,-329.83875,20160518 18:30:09 EDT,
2016-05-19 00:00:00,0.00467222518985,0.0,0.00208514414057,8.16780527456,102089.4,49.25,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101101.76,24.39,4.0442322839,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f24_is18,1.0,-247.807783333,20160518 19:52:11 EDT,
2016-05-19 00:00:00,0.027041070731,0.0,0.00208514414057,8.16943514618,102109.77,69.62,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101111.85,34.48,4.04463590722,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f24_is18,1.0,-218.875633333,20160518 20:21:07 EDT,
2016-05-19 00:00:00,0.0106442344414,0.0,0.00208514414057,8.17802901471,102217.18,177.03,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101165.06,87.69,4.04676410291,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f24_is18,1.0,-187.542433333,20160518 20:52:27 EDT,
2016-05-19 00:00:00,0.0280964354606,0.0,0.00208514414057,8.18025156692,102244.96,204.81,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101178.82,101.45,4.04731449835,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f24_is18,1.0,-157.460283333,20160518 21:22:32 EDT,
2016-05-19 00:00:00,0.0240933860801,0.0,0.00208514414057,8.16410102088,102043.1,2.95,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101078.83,1.46,4.04331495817,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f24_is18,1.0,-129.2349,20160518 21:50:45 EDT,
2016-05-19 00:00:00,0.023133034537,0.0,0.00208514414057,0.0,102486.51,446.36,both_gainAhead_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,101298.45,221.08,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f20_is13,1.0,-97.4737666667,20160518 22:22:31 EDT,
