dates,CAR25,cycleTime,dd95,gainAhead,prior_index,safef,signals,system,timestamp,ddTol
2016-03-21 23:35:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160321 22:37:18 EST,
2016-03-21 23:43:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160321 22:44:40 EST,
2016-03-21 23:50:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160321 22:52:30 EST,
2016-03-22 00:03:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160321 23:05:22 EST,
2016-03-22 00:13:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160321 23:14:56 EST,
2016-03-22 00:22:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160321 23:24:34 EST,
2016-03-22 00:35:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160321 23:37:12 EST,
2016-03-22 00:42:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160321 23:44:14 EST,
2016-03-22 00:51:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160321 23:53:31 EST,
2016-03-22 00:59:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160322 00:00:46 EST,
2016-03-22 01:09:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160322 00:10:36 EST,
2016-03-22 01:18:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160322 00:20:28 EST,
2016-03-22 01:26:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160322 00:27:40 EST,
2016-03-22 01:33:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160322 00:35:20 EST,
2016-03-22 01:43:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160322 00:45:19 EST,
2016-03-22 01:54:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160322 00:55:39 EST,
2016-03-22 02:00:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160322 01:02:44 EST,
2016-03-22 02:08:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_GNBayes_i500_gainAhead,20160322 01:09:43 EST,
2016-03-22 02:18:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i250_gainAhead,20160322 01:19:59 EST,
2016-03-22 02:27:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i250_gainAhead,20160322 01:29:17 EST,
2016-03-22 02:37:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i250_gainAhead,20160322 01:39:26 EST,
2016-03-22 02:45:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i250_gainAhead,20160322 01:47:13 EST,
2016-03-22 02:55:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i250_gainAhead,20160322 01:56:45 EST,
2016-03-22 03:03:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 02:05:53 EST,
2016-03-22 03:13:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 02:15:44 EST,
2016-03-22 03:23:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 03:25:32 EDT,
2016-03-22 03:33:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 03:35:48 EDT,
2016-03-22 03:43:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 03:45:23 EDT,
2016-03-22 03:52:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 03:54:27 EDT,
2016-03-22 03:59:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 04:01:30 EDT,
2016-03-22 04:10:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 04:12:33 EDT,
2016-03-22 04:20:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 04:22:37 EDT,
2016-03-22 04:27:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 04:30:19 EDT,
2016-03-22 04:38:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 04:40:18 EDT,
2016-03-22 04:48:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 04:49:45 EDT,
2016-03-22 04:56:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 04:58:17 EDT,
2016-03-22 05:04:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 05:07:02 EDT,
2016-03-22 05:13:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 05:15:19 EDT,
2016-03-22 05:22:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 05:24:02 EDT,
2016-03-22 05:30:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 05:31:50 EDT,
2016-03-22 05:38:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 05:39:43 EDT,
2016-03-22 05:45:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 05:47:27 EDT,
2016-03-22 05:54:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 05:56:38 EDT,
2016-03-22 06:05:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 06:07:55 EDT,
2016-03-22 06:14:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 06:16:16 EDT,
2016-03-22 06:21:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 06:23:18 EDT,
2016-03-22 06:32:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 06:34:31 EDT,
2016-03-22 06:40:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 06:41:50 EDT,
2016-03-22 06:49:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 06:51:01 EDT,
2016-03-22 06:58:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 07:00:12 EDT,
2016-03-22 07:07:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 07:09:09 EDT,
2016-03-22 07:11:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 07:13:35 EDT,
2016-03-22 07:21:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 07:23:15 EDT,
2016-03-22 07:31:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 07:33:21 EDT,
2016-03-22 07:43:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 07:44:50 EDT,
2016-03-22 07:49:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 07:51:24 EDT,
2016-03-22 07:58:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 08:00:32 EDT,
2016-03-22 08:09:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 08:11:47 EDT,
2016-03-22 08:20:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 08:22:18 EDT,
2016-03-22 08:29:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 08:31:11 EDT,
2016-03-22 08:40:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 08:42:51 EDT,
2016-03-22 08:49:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 08:51:45 EDT,
2016-03-22 09:00:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i500_ZZ 0.003,-0.003",20160322 09:02:30 EDT,
2016-03-22 09:10:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.003,-0.003",20160322 09:12:31 EDT,
2016-03-22 09:20:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.003,-0.003",20160322 09:22:39 EDT,
2016-03-22 09:29:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.003,-0.003",20160322 09:30:59 EDT,
2016-03-22 09:37:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.003,-0.003",20160322 09:39:15 EDT,
2016-03-22 09:48:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.003,-0.003",20160322 09:49:49 EDT,
2016-03-22 09:58:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 10:00:20 EDT,
2016-03-22 10:07:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 10:08:38 EDT,
2016-03-22 10:16:00,,,,0.0,0,1.0,-1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 10:18:59 EDT,
2016-03-22 10:26:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 10:28:30 EDT,
2016-03-22 10:35:00,,,,0.0,0,1.0,1.0,USDJPY_ALL_DF1_LDA_i500_gainAhead,20160322 10:37:06 EDT,
2016-03-22 10:47:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 10:49:03 EDT,
2016-03-22 10:56:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 10:57:45 EDT,
2016-03-22 11:04:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 11:06:43 EDT,
2016-03-22 11:13:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 11:14:52 EDT,
2016-03-22 11:23:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 11:24:43 EDT,
2016-03-22 11:36:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 11:37:50 EDT,
2016-03-22 11:49:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 11:50:55 EDT,
2016-03-22 11:59:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 12:00:52 EDT,
2016-03-22 12:06:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 12:08:33 EDT,
2016-03-22 12:15:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 12:17:34 EDT,
2016-03-22 12:22:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i25_ZZ 0.009,-0.009",20160322 12:24:04 EDT,
2016-03-22 12:32:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 12:33:37 EDT,
2016-03-22 12:41:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 12:43:12 EDT,
2016-03-22 12:50:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 12:51:57 EDT,
2016-03-22 12:57:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 12:59:12 EDT,
2016-03-22 13:06:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 13:08:24 EDT,
2016-03-22 13:15:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 13:17:16 EDT,
2016-03-22 13:23:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 13:25:41 EDT,
2016-03-22 13:32:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 13:34:19 EDT,
2016-03-22 13:42:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 13:43:43 EDT,
2016-03-22 13:50:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_GNBayes_i500_ZZ 0.009,-0.009",20160322 13:52:39 EDT,
2016-03-22 14:00:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 14:02:26 EDT,
2016-03-22 14:11:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 14:12:45 EDT,
2016-03-22 14:19:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 14:21:31 EDT,
2016-03-22 14:30:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 14:32:14 EDT,
2016-03-22 14:38:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 14:40:30 EDT,
2016-03-22 14:45:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 14:47:06 EDT,
2016-03-22 14:53:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 14:55:54 EDT,
2016-03-22 15:04:00,,,,0.0,0,1.0,1.0,"USDJPY_ALL_DF1_LDA_i250_ZZ 0.009,-0.009",20160322 15:06:32 EDT,
